1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
,"$5,995",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,995'}]",Los Angeles,"10445 Wilshire Blvd, Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/10445-wilshire-blvd-los-angeles-ca-unit-304/h564f30/,"2,000","2,000 Sq Ft",CA,,Condos,90024
,"$3,400",,,,Jul 1,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,400'}]",Santa Monica,"Santa Monica, CA 90404",12 Month Lease,https://www.apartments.com/1437-stanford-st-santa-monica-ca-unit-e/gp8wc2y/,"1,100","1,100 Sq Ft",CA,,Condos,90404
,"$6,900",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$6,900'}]",Los Angeles,"Los Angeles, CA 90049",12 Month Lease,https://www.apartments.com/441-s-barrington-ave-los-angeles-ca-unit-202/smr8b24/,"1,611","1,611 Sq Ft",CA,,Condos,90049
,"$5,000",,,,Apr 10,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,000'}]",Laguna Beach,"31423 Coast Hwy, Laguna Beach, CA 92651",12 Month Lease,https://www.apartments.com/31423-coast-hwy-laguna-beach-ca-unit-54/vsbj55f/,"1,150","1,150 Sq Ft",CA,,Condos,92651
,"$2,200",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",La Mesa,"La Mesa, CA 91942",12 Month Lease,https://www.apartments.com/5707-baltimore-dr-la-mesa-ca-unit-33/lvbl85g/,"1,105","1,105 Sq Ft",CA,,Condos,91942
,"$2,999",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,999'}]",Los Angeles,"7320 Hawthorn Ave, Los Angeles, CA 90046",12 Month Lease,https://www.apartments.com/7320-hawthorn-ave-los-angeles-ca-unit-213/e923e4p/,"1,060","1,060 Sq Ft",CA,,Condos,90046
,"$2,595",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,595'}]",Los Angeles,"5440 Lindley Ave, Los Angeles, CA 91316",12 Month Lease,https://www.apartments.com/5440-lindley-ave-los-angeles-ca-unit-203/0etced2/,"1,582","1,582 Sq Ft",CA,,Condos,91316
"$3,200",,,,,Jul 10,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,200'}]",Los Angeles,"Los Angeles, CA 90066",,https://www.apartments.com/5000-s-centinela-ave-los-angeles-ca-unit-334/z4tfvgy/,940,940 Sq Ft,CA,,Condos,90066
,"$2,250",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]",Los Angeles,"5500 Owensmouth Ave, Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/5500-owensmouth-ave-los-angeles-ca-unit-125/ytdpn1v/,900,900 Sq Ft,CA,,Condos,91367
,"$2,799",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,799'}]",Pasadena,"Pasadena, CA 91101",12 Month Lease,https://www.apartments.com/230-s-madison-ave-pasadena-ca-unit-305/xe2rnjq/,"1,181","1,181 Sq Ft",CA,,Condos,91101
,"$4,350",,,,May 1,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,350'}]",Marina Del Rey,"4350 Via Dolce, Marina Del Rey, CA 90292",12 Month Lease,https://www.apartments.com/4350-via-dolce-marina-del-rey-ca-unit-1-fl/cp701sg/,"1,532","1,532 Sq Ft",CA,,Condos,90292
,"$2,700",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,700'}]",Alhambra,"Alhambra, CA 91801",12 Month Lease,https://www.apartments.com/1008-n-monterey-st-alhambra-ca-unit-207/6z4hkft/,"1,060","1,060 Sq Ft",CA,,Condos,91801
,"$2,200",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",Los Angeles,"1691 261st St, Los Angeles, CA 90710",12 Month Lease,https://www.apartments.com/1691-261st-st-los-angeles-ca-unit-4/qelxc5x/,"1,175","1,175 Sq Ft",CA,,Condos,90710
