1 Bed,2 Beds,3 Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
,"$3,295 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,295'}]",Santa Monica,"1440 23rd St, Santa Monica, CA 90404",12 Month Lease,https://www.apartments.com/1440-23rd-st-santa-monica-ca-unit-113/r3x1hd0/,980,980 Sq Ft,CA,,Condos,90404
,"$7,720 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$7,720'}]",Hermosa Beach,"72 The Strand, Hermosa Beach, CA 90254",12 Month Lease,https://www.apartments.com/72-the-strand-hermosa-beach-ca-unit-3/ntsd8jm/,1,1 Sq Ft,CA,,Condos,90254
,"$2,100 ",,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]",Los Angeles,"5644 Clemson St, Los Angeles, CA 90016",12 Month Lease,https://www.apartments.com/5644-clemson-st-los-angeles-ca-unit-5644/1f29s17/,916,916 Sq Ft,CA,,Condos,90016
,"$3,100 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,100'}]",Los Angeles,"5545 Canoga Ave, Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/5545-canoga-ave-los-angeles-ca-unit-314/ktql1lb/,"1,030","1,030 Sq Ft",CA,,Condos,91367
,"$2,300 ",,1-Nov,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]",La Quinta,"45245 Seeley Dr, La Quinta, CA 92253",1 Month Lease,https://www.apartments.com/45245-seeley-dr-la-quinta-ca-unit-15d/1d5kfd7/,"1,250","1,250 Sq Ft",CA,,Condos,92253
,"$2,500 ",,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",La Quinta,"45245 Seeley Dr, La Quinta, CA 92253",1 Month Lease,https://www.apartments.com/45245-seeley-dr-la-quinta-ca-unit-18c/630b43t/,"1,250","1,250 Sq Ft",CA,,Condos,92253
,"$2,200 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",Inglewood,"127 N Eucalyptus Ave, Inglewood, CA 90301",12 Month Lease,https://www.apartments.com/127-n-eucalyptus-ave-inglewood-ca-unit-12/z3tcprz/,"1,295","1,295 Sq Ft",CA,,Condos,90301
,"$3,995 ",,1-Nov,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,995'}]",Los Angeles,"11687 Bellagio Rd, Los Angeles, CA 90049",12 Month Lease,https://www.apartments.com/11687-bellagio-rd-los-angeles-ca-unit-9/j8rtc95/,"1,797","1,797 Sq Ft",CA,,Condos,90049
,,"$2,900 ",Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,900'}]",Torrance,"16629 Yukon Ave, Torrance, CA 90504",12 Month Lease,https://www.apartments.com/16629-yukon-ave-torrance-ca-unit-16629/n2f3efm/,"1,534","1,534 Sq Ft",CA,,Condos,90504
,"$4,500 ",,1-Nov,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,500'}]",Los Angeles,"1250 S Beverly Glen Blvd, Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/1250-s-beverly-glen-blvd-los-angeles-ca-unit-207/81rfqw2/,"1,400","1,400 Sq Ft",CA,,Condos,90024
"$2,500 ",,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,500'}]",Long Beach,"700 E Ocean Blvd, Long Beach, CA 90802",12 Month Lease,https://www.apartments.com/700-e-ocean-blvd-long-beach-ca-unit-2607/gy0snyy/,880,880 Sq Ft,CA,,Condos,90802
,"$3,200 ",,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,200'}]",Torrance,"1918 Cabrillo Ave, Torrance, CA 90501",12 Month Lease,https://www.apartments.com/1918-cabrillo-ave-torrance-ca-unit-a/3rl9lyd/,"1,325","1,325 Sq Ft",CA,,Condos,90501
"$2,195 ",,,1-Nov,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,195'}]",Los Angeles,"3740 Santa Rosalia Dr, Los Angeles, CA 90008",12 Month Lease,https://www.apartments.com/3740-santa-rosalia-dr-los-angeles-ca-unit-314/l2q6gzg/,720,720 Sq Ft,CA,,Condos,90008
,"$3,400 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,400'}]",Los Angeles,"1500 Camden Ave, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1500-camden-ave-los-angeles-ca-unit-2e/8cvh5t3/,"1,435","1,435 Sq Ft",CA,,Condos,90025
,"$2,800 ",,30-Oct,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]",Los Angeles,"2491 Purdue Ave, Los Angeles, CA 90064",6 Month Lease,https://www.apartments.com/2491-purdue-ave-los-angeles-ca-unit-211/ryekcg0/,960,960 Sq Ft,CA,,Condos,90064
,"$2,400 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",Los Angeles,"5510 Owensmouth Ave, Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/5510-owensmouth-ave-los-angeles-ca-unit-330/kt9232b/,900,900 Sq Ft,CA,,Condos,91367
,"$3,499 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,499'}]",Los Angeles,"1546 Amherst Ave, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1546-amherst-ave-los-angeles-ca-unit-201/w4b9t2l/,"1,350","1,350 Sq Ft",CA,,Condos,90025
,"$2,395 ",,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,395'}]",Del Mar,"2582 Del Mar Heights Rd, Del Mar, CA 92014",12 Month Lease,https://www.apartments.com/2582-del-mar-heights-rd-del-mar-ca-unit-15/9fqcz36/,860,860 Sq Ft,CA,,Condos,92014
,,,Available Now,1 BA,"[{'bedroom_type': 'Studio', 'price': '$2,200'}]",Rancho Palos Verdes,"6526 Ocean Crest Dr, Rancho Palos Verdes, CA 90275",1 Month Lease,https://www.apartments.com/6526-ocean-crest-dr-rancho-palos-verdes-ca-unit-a106/tbq3c79/,431,431 Sq Ft,CA,"$2,200 ",Condos,90275
,"$2,500 ",,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",Costa Mesa,"180 Cabrillo St, Costa Mesa, CA 92627",12 Month Lease,https://www.apartments.com/180-cabrillo-st-costa-mesa-ca-unit-b12/fb2d76t/,"1,540","1,540 Sq Ft",CA,,Condos,92627
,"$2,495 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,495'}]",Los Angeles,"1635 W 242nd Pl, Los Angeles, CA 90710",12 Month Lease,https://www.apartments.com/1635-w-242nd-pl-los-angeles-ca-unit-h/09nn8n1/,994,994 Sq Ft,CA,,Condos,90710
"$4,000 ",,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$4,000'}]",Los Angeles,"849 S Broadway, Los Angeles, CA 90014",12 Month Lease,https://www.apartments.com/849-s-broadway-los-angeles-ca-unit-1007/yqe5sfv/,"1,400","1,400 Sq Ft",CA,,Condos,90014
,"$3,120 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,120'}]",Santa Monica,"1231 Euclid St, Santa Monica, CA 90404",12 Month Lease,https://www.apartments.com/1231-euclid-st-santa-monica-ca-unit-10/yn6lhrt/,"1,000","1,000 Sq Ft",CA,,Condos,90404
,,"$3,200 ",Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]",Hawthorne,"11416 S Inglewood Ave, Hawthorne, CA 90250",12 Month Lease,https://www.apartments.com/11416-s-inglewood-ave-hawthorne-ca-unit-103/dhhcs2j/,"1,600","1,600 Sq Ft",CA,,Condos,90250
,"$3,400 ",,17-Dec,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,400'}]",Los Angeles,"12001 Goshen Ave, Los Angeles, CA 90049",12 Month Lease,https://www.apartments.com/12001-goshen-ave-los-angeles-ca-unit-202/dhnf7eh/,"1,160","1,160 Sq Ft",CA,,Condos,90049
,"$4,100 ",,1-Nov,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,100'}]",Los Angeles,"1531 Camden Ave, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1531-camden-ave-los-angeles-ca-unit-204/wy8xfpl/,"1,788","1,788 Sq Ft",CA,,Condos,90025
,"$5,590 ",,1-Nov,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,590'}]",Hermosa Beach,"72 The Strand, Hermosa Beach, CA 90254",1 Month Lease,https://www.apartments.com/72-the-strand-hermosa-beach-ca-unit-4/5z82kyn/,"1,050","1,050 Sq Ft",CA,,Condos,90254
,"$3,500 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]",Rancho Mirage,"36 Mission Ct, Rancho Mirage, CA 92270",1 Month Lease,https://www.apartments.com/36-mission-ct-rancho-mirage-ca-unit-36/4hj3k0h/,"1,365","1,365 Sq Ft",CA,,Condos,92270
,"$2,950 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,950'}]",Long Beach,"400 W Ocean Blvd, Long Beach, CA 90802",12 Month Lease,https://www.apartments.com/400-w-ocean-blvd-long-beach-ca-unit-904/9fttwt4/,"1,070","1,070 Sq Ft",CA,,Condos,90802
,"$3,500 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]",Long Beach,"700 E Ocean Blvd, Long Beach, CA 90802",12 Month Lease,https://www.apartments.com/700-e-ocean-blvd-long-beach-ca-unit-2606/n5yb4dn/,"1,080","1,080 Sq Ft",CA,,Condos,90802
,"$2,550 ",,9-Nov,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,550'}]",Los Angeles,"5303 Satsuma Ave, Los Angeles, CA 91601",12 Month Lease,https://www.apartments.com/5303-satsuma-ave-los-angeles-ca-unit-112/1z8h1e4/,980,980 Sq Ft,CA,,Condos,91601
,,"$4,500 ",Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]",Los Angeles,"12026 Wilshire Blvd, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/12026-wilshire-blvd-los-angeles-ca-unit-403/6y97h6s/,"1,800","1,800 Sq Ft",CA,,Condos,90025
,"$2,650 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,650'}]",Hermosa Beach,"2411 Prospect Ave, Hermosa Beach, CA 90254",12 Month Lease,https://www.apartments.com/2411-prospect-ave-hermosa-beach-ca-unit-307/cvqxbvf/,915,915 Sq Ft,CA,,Condos,90254
,"$3,375 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,375'}]",Los Angeles,"1546 Amherst Ave, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1546-amherst-ave-los-angeles-ca-unit-102/5efblpn/,"1,400","1,400 Sq Ft",CA,,Condos,90025
,,,31-Dec,1 BA,"[{'bedroom_type': 'Studio', 'price': '$2,400'}]",Huntington Beach,"20371 Bluffside Cir, Huntington Beach, CA 92646",3 Month Lease,https://www.apartments.com/20371-bluffside-cir-huntington-beach-ca-unit-408/d99wcdj/,550,550 Sq Ft,CA,"$2,400 ",Condos,92646
,"$3,850 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,850'}]",Los Angeles,"1655 Camden Ave, Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1655-camden-ave-los-angeles-ca-unit-101/2zqfpgb/,"1,000","1,000 Sq Ft",CA,,Condos,90025
,,"$4,700 ",Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,700'}]",Santa Monica,"908 6th St, Santa Monica, CA 90403",12 Month Lease,https://www.apartments.com/908-6th-st-santa-monica-ca-unit-5/qm1t4zx/,"1,100","1,100 Sq Ft",CA,,Condos,90403
,"$5,500 ",,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,500'}]",West Hollywood,"1029 N Vista St, West Hollywood, CA 90046",12 Month Lease,https://www.apartments.com/1029-n-vista-st-west-hollywood-ca-unit-102/n5ws07q/,"1,380","1,380 Sq Ft",CA,,Condos,90046
"$2,495 ",,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,495'}]",Santa Monica,"2308 Schader Dr, Santa Monica, CA 90404",12 Month Lease,https://www.apartments.com/2308-schader-dr-santa-monica-ca-unit-103/hnf2yd0/,613,613 Sq Ft,CA,,Condos,90404
"$4,400 ",,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$4,400'}]",Malibu,"26664 Seagull Way, Malibu, CA 90265",12 Month Lease,https://www.apartments.com/26664-seagull-way-malibu-ca-unit-b112/78hjk6x/,696,696 Sq Ft,CA,,Condos,90265
,"$1,850 ",,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,850'}]",Simi Valley,"3425 Highwood Ct, Simi Valley, CA 93063",12 Month Lease,https://www.apartments.com/3425-highwood-ct-simi-valley-ca-unit-145/md3rymk/,998,998 Sq Ft,CA,,Condos,93063
,"$3,600 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,600'}]",Malibu,"23901 Civic Center Way, Malibu, CA 90265",12 Month Lease,https://www.apartments.com/23901-civic-center-way-malibu-ca-unit-136/27g5998/,900,900 Sq Ft,CA,,Condos,90265
,,"$2,950 ",15-Dec,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]",Santa Ana,"605 N Garfield St, Santa Ana, CA 92701",12 Month Lease,https://www.apartments.com/605-n-garfield-st-santa-ana-ca-unit-no/b2qvccc/,"1,354","1,354 Sq Ft",CA,,Condos,92701
,,"$2,995 ",Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,995'}]",Rancho Mirage,"24 Palomas Dr, Rancho Mirage, CA 92270",12 Month Lease,https://www.apartments.com/24-palomas-dr-rancho-mirage-ca-unit-24/7cclgbx/,"1,693","1,693 Sq Ft",CA,,Condos,92270
"$3,200 ",,,Available Now,2 BAs,"[{'bedroom_type': '1 Bed', 'price': '$3,200'}]",Los Angeles,"321 S San Vicente Blvd, Los Angeles, CA 90048",12 Month Lease,https://www.apartments.com/321-s-san-vicente-blvd-los-angeles-ca-unit-906/q0ejr9y/,"1,300","1,300 Sq Ft",CA,,Condos,90048
,"$3,000 ",,15-Nov,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]",Los Angeles,"104 S Hayworth Ave, Los Angeles, CA 90048",12 Month Lease,https://www.apartments.com/104-s-hayworth-ave-los-angeles-ca-unit-103/yemjdgt/,"1,301","1,301 Sq Ft",CA,,Condos,90048
,"$1,995 ",,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,995'}]",Lemon Grove,"7014 Casa Ln, Lemon Grove, CA 91945",12 Month Lease,https://www.apartments.com/7014-casa-ln-lemon-grove-ca-unit-29/8zxl8q3/,864,864 Sq Ft,CA,,Condos,91945
,"$3,800 ",,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",Los Angeles,"11801 Avon Way, Los Angeles, CA 90066",12 Month Lease,https://www.apartments.com/11801-avon-way-los-angeles-ca-unit-5/zz1yw4w/,"1,500","1,500 Sq Ft",CA,,Condos,90066
,"$9,700 ",,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$9,700'}]",Santa Monica,"1044 5th St, Santa Monica, CA 90403",12 Month Lease,https://www.apartments.com/1044-5th-st-santa-monica-ca-unit-101/dr08bzl/,"1,700","1,700 Sq Ft",CA,,Condos,90403
,"$1,800 ",,1-Nov,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,800'}]",Palm Desert,"222 Paseo Bravo, Palm Desert, CA 92211",12 Month Lease,https://www.apartments.com/222-paseo-bravo-palm-desert-ca-unit-222/p0cnz5s/,"1,602","1,602 Sq Ft",CA,,Condos,92211
"$1,650 ",,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]",Corona,"2350 Del Mar Way, Corona, CA 92882",12 Month Lease,https://www.apartments.com/2350-del-mar-way-corona-ca-unit-306/bnnjt6b/,650,650 Sq Ft,CA,,Condos,92882
,"$2,800 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]",Glendale,"426 N Maryland Ave, Glendale, CA 91206",12 Month Lease,https://www.apartments.com/426-n-maryland-ave-glendale-ca-unit-103/kshmp09/,"1,100","1,100 Sq Ft",CA,,Condos,91206
"$3,000 ",,,1-Dec,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,000'}]",Hermosa Beach,"1707 Pacific Coast Hwy, Hermosa Beach, CA 90254",3 Month Lease,https://www.apartments.com/1707-pacific-coast-hwy-hermosa-beach-ca-unit-303/t9pq298/,701,701 Sq Ft,CA,,Condos,90254
"$11,499 ",,,Available Now,2½ BAs,"[{'bedroom_type': '1 Bed', 'price': '$11,499'}]",Los Angeles,"6615 Melrose Ave, Los Angeles, CA 90038",12 Month Lease,https://www.apartments.com/6615-melrose-ave-los-angeles-ca-unit-1/7lvp3jw/,"3,000","3,000 Sq Ft",CA,,Condos,90038
"$1,650 ",,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]",Lawndale,"4633 Marine Ave, Lawndale, CA 90260",12 Month Lease,https://www.apartments.com/4633-marine-ave-lawndale-ca-unit-225/0100jn2/,650,650 Sq Ft,CA,,Condos,90260
,"$2,300 ",,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]",Los Angeles,"528 N Westmoreland Ave, Los Angeles, CA 90004",12 Month Lease,https://www.apartments.com/528-n-westmoreland-ave-los-angeles-ca-unit-7/lsqxzfd/,"1,100","1,100 Sq Ft",CA,,Condos,90004
,"$6,250 ",,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$6,250'}]",Santa Monica,"2913 3rd St, Santa Monica, CA 90405",12 Month Lease,https://www.apartments.com/2913-3rd-st-santa-monica-ca-unit-306/8jyskj0/,"1,072","1,072 Sq Ft",CA,,Condos,90405
,"$6,500 ",,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$6,500'}]",Marina del Rey,"13650 Marina Pointe Dr, Marina del Rey, CA 90292",12 Month Lease,https://www.apartments.com/13650-marina-pointe-dr-marina-del-rey-ca-unit-1109/p9l8b5t/,"1,637","1,637 Sq Ft",CA,,Condos,90292
,,"$8,250 ",Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$8,250'}]",Santa Monica,"201 Ocean Ave, Santa Monica, CA 90402",12 Month Lease,https://www.apartments.com/201-ocean-ave-santa-monica-ca-unit-1204p/by6t6h8/,"1,600","1,600 Sq Ft",CA,,Condos,90402
,,"$4,250 ",30-Nov,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,250'}]",Los Angeles,"540 N Rossmore Ave, Los Angeles, CA 90004",12 Month Lease,https://www.apartments.com/540-n-rossmore-ave-los-angeles-ca-unit-404/k36jje8/,"1,700","1,700 Sq Ft",CA,,Condos,90004
"$2,950 ",,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,950'}]",West Hollywood,"1155 N La Cienega Blvd, West Hollywood, CA 90069",12 Month Lease,https://www.apartments.com/1155-n-la-cienega-blvd-west-hollywood-ca-unit-404/3s17rbe/,770,770 Sq Ft,CA,,Condos,90069
"$1,750 ",,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,750'}]",Los Angeles,"525 S Lafayette Park Pl, Los Angeles, CA 90057",12 Month Lease,https://www.apartments.com/525-s-lafayette-park-pl-los-angeles-ca-unit-114/h0slr20/,560,560 Sq Ft,CA,,Condos,90057
,,"$2,700 ",Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,700'}]",Agoura Hills,"5263 Colodny Dr, Agoura Hills, CA 91301",12 Month Lease,https://www.apartments.com/5263-colodny-dr-agoura-hills-ca-unit-8/53hwsbm/,"1,215","1,215 Sq Ft",CA,,Condos,91301
