1 Bed,2 Beds,3 Beds,4 Beds,Bedroom_Info,City_Rent,Full_Address,Property_Name_Rent,Rent_link,State_Rent,Studio,Type,Zip_code
"$3,890 ","$5,655 ",,,"[{'bedroom_type': '1 Bed', 'price': '$3,890'}, {'bedroom_type': '2 Beds', 'price': '$5,655'}, {'bedroom_type': '3 Beds', 'price': None}]",Los Angeles,"1550 N El Centro Ave, Los Angeles, CA 90028",Columbia Square Living,https://www.apartments.com/columbia-square-living-los-angeles-ca/2v16sgc/,CA,,Apartment,90028
"$2,076 ","$2,607 ","$4,003 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,076'}, {'bedroom_type': '2 Beds', 'price': '$2,607'}, {'bedroom_type': '3 Beds', 'price': '$4,003'}]",Los Angeles,"14500 Sherman Cir, Los Angeles, CA 91405",IMT Sherman Circle,https://www.apartments.com/imt-sherman-circle-los-angeles-ca/zkgf4zx/,CA,,Apartment,91405
"$3,115 ","$4,750 ",,,"[{'bedroom_type': 'Studio', 'price': '$3,045'}, {'bedroom_type': '1 Bed', 'price': '$3,115'}, {'bedroom_type': '2 Beds', 'price': '$4,750'}]",Redwood City,"299 Franklin St, Redwood City, CA 94063",Franklin 299,https://www.apartments.com/franklin-299-redwood-city-ca/lpr5ejg/,CA,"$3,045 ",Apartment,94063
"$1,550 ","$1,745 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,550'}, {'bedroom_type': '2 Beds', 'price': '$1,745'}]",Suisun City,"313 Sandy Ln, Suisun City, CA 94585",The Henley,https://www.apartments.com/the-henley-suisun-city-ca/h0e50t1/,CA,,Apartment,94585
"$2,275 ","$2,991 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,795'}, {'bedroom_type': '1 Bed', 'price': '$2,275'}, {'bedroom_type': '2 Beds', 'price': '$2,991'}]",Hollywood,"3600 Barham Blvd, Hollywood, CA 90068",AVA Toluca Hills,https://www.apartments.com/ava-toluca-hills-hollywood-ca/rl6jtf1/,CA,"$1,795 ",Apartment,90068
"$3,265 ","$3,790 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,865'}, {'bedroom_type': '1 Bed', 'price': '$3,265'}, {'bedroom_type': '2 Beds', 'price': '$3,790'}]",Santa Clara,"3320 Montgomery Dr, Santa Clara, CA 95054",Santa Clara Square Apartment Homes,https://www.apartments.com/santa-clara-square-apartment-homes-santa-clara-ca/rqgtnx3/,CA,"$2,865 ",Apartment,95054
"$2,028 ","$2,612 ","$4,754 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,028'}, {'bedroom_type': '2 Beds', 'price': '$2,612'}, {'bedroom_type': '3 Beds', 'price': '$4,754'}]",Brea,"420 La Crescenta Dr, Brea, CA 92823",Pearl La Floresta,https://www.apartments.com/pearl-la-floresta-brea-ca/qt47l1y/,CA,,Apartment,92823
"$2,920 ","$4,165 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,750'}, {'bedroom_type': '1 Bed', 'price': '$2,920'}, {'bedroom_type': '2 Beds', 'price': '$4,165'}]",Oakland,"3093 Broadway, Oakland, CA 94611",The Broadway,https://www.apartments.com/the-broadway-oakland-ca/zk8p87z/,CA,"$2,750 ",Apartment,94611
"$1,855 ","$2,180 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,675'}, {'bedroom_type': '1 Bed', 'price': '$1,855'}, {'bedroom_type': '2 Beds', 'price': '$2,180'}]",Folsom,"1550 Broadstone Pky, Folsom, CA 95630",Talavera,https://www.apartments.com/talavera-folsom-ca/15gkqm4/,CA,"$1,675 ",Apartment,95630
"$2,275 ","$3,255 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,275'}, {'bedroom_type': '2 Beds', 'price': '$3,255'}]",Los Angeles,"269 S Mariposa Ave, Los Angeles, CA 90004",Mariposa,https://www.apartments.com/mariposa-los-angeles-ca/d73wkdh/,CA,,Apartment,90004
"$1,985 ","$2,605 ","$3,443 ",,"[{'bedroom_type': 'Studio', 'price': '$1,900'}, {'bedroom_type': '1 Bed', 'price': '$1,985'}, {'bedroom_type': '2 Beds', 'price': '$2,605'}, {'bedroom_type': '3 Beds', 'price': '$3,443'}]",Sacramento,"3675 T St, Sacramento, CA 95816",GIO,https://www.apartments.com/gio-sacramento-ca/9jxvlp4/,CA,"$1,900 ",Apartment,95816
,"$3,009 ","$3,636 ",,"[{'bedroom_type': '2 Beds', 'price': '$3,009'}, {'bedroom_type': '3 Beds', 'price': '$3,636'}]",Canoga Park,"6800 Variel Ave, Canoga Park, CA 91303",The 6800 at Warner Center,https://www.apartments.com/the-6800-at-warner-center-canoga-park-ca/nnvdgfn/,CA,,Apartment,91303
"$3,825 ","$4,910 ",,,"[{'bedroom_type': 'Studio', 'price': '$3,215'}, {'bedroom_type': '1 Bed', 'price': '$3,825'}, {'bedroom_type': '2 Beds', 'price': '$4,910'}]",San Francisco,"1699 Market St, San Francisco, CA 94103",The Rise Hayes Valley,https://www.apartments.com/the-rise-hayes-valley-san-francisco-ca/plmhlcr/,CA,"$3,215 ",Apartment,94103
"$4,020 ","$6,459 ","$15,000 ",,"[{'bedroom_type': '1 Bed', 'price': '$4,020'}, {'bedroom_type': '2 Beds', 'price': '$6,459'}, {'bedroom_type': '3 Beds', 'price': '$15,000'}]",Palo Alto,"501 Forest Ave, Palo Alto, CA 94301","THE MARC, PALO ALTO",https://www.apartments.com/the-marc-palo-alto-palo-alto-ca/mwmch1j/,CA,,Apartment,94301
"$1,603 ","$1,828 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,603'}, {'bedroom_type': '2 Beds', 'price': '$1,828'}]",Pittsburg,"1000 Pheasant Dr, Pittsburg, CA 94565",KIRKER CREEK,https://www.apartments.com/kirker-creek-pittsburg-ca/5zh5fjm/,CA,,Apartment,94565
"$2,555 ","$3,415 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,320'}, {'bedroom_type': '1 Bed', 'price': '$2,555'}, {'bedroom_type': '2 Beds', 'price': '$3,415'}]",Long Beach,"245 W Broadway, Long Beach, CA 90802",AMLI Park Broadway,https://www.apartments.com/amli-park-broadway-long-beach-ca/qdvqpvx/,CA,"$2,320 ",Apartment,90802
"$2,800 ","$3,250 ","$4,425 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,800'}, {'bedroom_type': '2 Beds', 'price': '$3,250'}, {'bedroom_type': '3 Beds', 'price': '$4,425'}]",San Jose,"787 The Alameda, San Jose, CA 95126",Modera the Alameda,https://www.apartments.com/modera-the-alameda-san-jose-ca/7f64s5w/,CA,,Apartment,95126
"$1,525 ","$1,761 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,325'}, {'bedroom_type': '1 Bed', 'price': '$1,525'}, {'bedroom_type': '2 Beds', 'price': '$1,761'}]",La Mesa,"5401-5445 Baltimore Dr, La Mesa, CA 91942",VERANDA LA MESA,https://www.apartments.com/veranda-la-mesa-la-mesa-ca/mxr1s1l/,CA,"$1,325 ",Apartment,91942
"$1,995 ","$2,099 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,995'}, {'bedroom_type': '2 Beds', 'price': '$2,099'}]",Martinez,"142 Fig Tree Ln, Martinez, CA 94553",TERRA MARTINEZ,https://www.apartments.com/terra-martinez-martinez-ca/hbmpw73/,CA,,Apartment,94553
"$2,095 ","$2,895 ","$3,035 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,095'}, {'bedroom_type': '2 Beds', 'price': '$2,895'}, {'bedroom_type': '3 Beds', 'price': '$3,035'}]",Fremont,"1440 Mowry Ave, Fremont, CA 94538",TERRA FREMONT,https://www.apartments.com/terra-fremont-fremont-ca/qw527bw/,CA,,Apartment,94538
"$2,775 ","$3,230 ","$4,805 ",,"[{'bedroom_type': 'Studio', 'price': '$2,487'}, {'bedroom_type': '1 Bed', 'price': '$2,775'}, {'bedroom_type': '2 Beds', 'price': '$3,230'}, {'bedroom_type': '3 Beds', 'price': '$4,805'}]",Oakland,"255 9th Ave, Oakland, CA 94606",ORION,https://www.apartments.com/orion-oakland-ca/21eze18/,CA,"$2,487 ",Apartment,94606
"$1,500 ","$2,090 ","$2,485 ",,"[{'bedroom_type': 'Studio', 'price': '$1,480'}, {'bedroom_type': '1 Bed', 'price': '$1,500'}, {'bedroom_type': '2 Beds', 'price': '$2,090'}, {'bedroom_type': '3 Beds', 'price': '$2,485'}]",Sacramento,"1500 7th St, Sacramento, CA 95814",Capitol Towers,https://www.apartments.com/capitol-towers-sacramento-ca/mqfe28k/,CA,"$1,480 ",Apartment,95814
"$1,865 ","$2,075 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,865'}, {'bedroom_type': '2 Beds', 'price': '$2,075'}]",Sacramento,"2205 Natomas Park Dr, Sacramento, CA 95833",Sutter Green,https://www.apartments.com/sutter-green-sacramento-ca/s9c2ms5/,CA,,Apartment,95833
"$1,880 ","$2,145 ","$2,625 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,880'}, {'bedroom_type': '2 Beds', 'price': '$2,145'}, {'bedroom_type': '3 Beds', 'price': '$2,625'}]",Folsom,"525 Willard Dr, Folsom, CA 95630",HUB APARTMENTS,https://www.apartments.com/hub-apartments-folsom-ca/lt4yh5d/,CA,,Apartment,95630
"$1,800 ","$1,800 ","$2,190 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}, {'bedroom_type': '2 Beds', 'price': '$1,800'}, {'bedroom_type': '3 Beds', 'price': '$2,190'}]",Roseville,"1298 Antelope Creek Dr, Roseville, CA 95678",PEARL CREEK,https://www.apartments.com/pearl-creek-roseville-ca/f2gf1ct/,CA,,Apartment,95678
"$1,906 ","$2,264 ","$2,400 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,906'}, {'bedroom_type': '2 Beds', 'price': '$2,264'}, {'bedroom_type': '3 Beds', 'price': '$2,400'}]",Chino,"15101 Fairfield Ranch Rd, Chino, CA 91709",The Crossings Of Chino Hills,https://www.apartments.com/the-crossings-of-chino-hills-chino-ca/k0tf7y8/,CA,,Apartment,91709
"$2,500 ","$3,599 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,500'}, {'bedroom_type': '2 Beds', 'price': '$3,599'}]",Long Beach,"434 E 4th St, Long Beach, CA 90802",The Linden,https://www.apartments.com/the-linden-long-beach-ca/slb76k6/,CA,,Apartment,90802
"$1,575 ","$1,870 ","$2,370 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,575'}, {'bedroom_type': '2 Beds', 'price': '$1,870'}, {'bedroom_type': '3 Beds', 'price': '$2,370'}]",Rocklin,"5002 Jewel St, Rocklin, CA 95677",GARNET CREEK,https://www.apartments.com/garnet-creek-rocklin-ca/kxfykgb/,CA,,Apartment,95677
"$1,908 ","$2,355 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,908'}, {'bedroom_type': '2 Beds', 'price': '$2,355'}]",Hayward,"816-822 W A St, Hayward, CA 94541",MOSAIC HAYWARD,https://www.apartments.com/mosaic-hayward-hayward-ca/mkqydgk/,CA,,Apartment,94541
"$1,680 ","$2,155 ","$2,665 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,680'}, {'bedroom_type': '2 Beds', 'price': '$2,155'}, {'bedroom_type': '3 Beds', 'price': '$2,665'}]",Rocklin,"6201 W Oaks Blvd, Rocklin, CA 95765",THE JAMES,https://www.apartments.com/the-james-rocklin-ca/20fqev8/,CA,,Apartment,95765
"$2,168 ","$3,009 ","$3,740 ",,"[{'bedroom_type': 'Studio', 'price': '$2,068'}, {'bedroom_type': '1 Bed', 'price': '$2,168'}, {'bedroom_type': '2 Beds', 'price': '$3,009'}, {'bedroom_type': '3 Beds', 'price': '$3,740'}]",El Cerrito,"512 El Cerrito Plz, El Cerrito, CA 94530",METRO 510,https://www.apartments.com/metro-510-el-cerrito-ca/4m025wl/,CA,"$2,068 ",Apartment,94530
"$1,325 ","$1,725 ","$2,210 ",,"[{'bedroom_type': 'Studio', 'price': '$1,455'}, {'bedroom_type': '1 Bed', 'price': '$1,325'}, {'bedroom_type': '2 Beds', 'price': '$1,725'}, {'bedroom_type': '3 Beds', 'price': '$2,210'}]",Sacramento,"1761 Heritage Ln, Sacramento, CA 95815",FOUNTAINS AT POINT WEST,https://www.apartments.com/fountains-at-point-west-sacramento-ca/b4rgfkb/,CA,"$1,455 ",Apartment,95815
,"$1,883 ","$2,288 ",,"[{'bedroom_type': '2 Beds', 'price': '$1,883'}, {'bedroom_type': '3 Beds', 'price': '$2,288'}]",San Diego,"15095 Via Hondonada, San Diego, CA 92129",The Hills,https://www.apartments.com/the-hills-san-diego-ca/llzmp1g/,CA,,Apartment,92129
"$2,748 ","$3,739 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,443'}, {'bedroom_type': '1 Bed', 'price': '$2,748'}, {'bedroom_type': '2 Beds', 'price': '$3,739'}]",Los Angeles,"6200 Hollywood Blvd, Los Angeles, CA 90028",El Centro Apartments and Bungalows,https://www.apartments.com/el-centro-apartments-and-bungalows-los-angeles-ca/m5m52rl/,CA,"$2,443 ",Apartment,90028
"$13,750 ","$12,095 ","$34,100 ",,"[{'bedroom_type': '1 Bed', 'price': '$13,750'}, {'bedroom_type': '2 Beds', 'price': '$12,095'}, {'bedroom_type': '3 Beds', 'price': '$34,100'}]",Santa Monica,"1221 Ocean Ave, Santa Monica, CA 90401",1221 Ocean Avenue,https://www.apartments.com/1221-ocean-avenue-santa-monica-ca/g2cehlz/,CA,,Apartment,90401
"$2,785 ","$3,710 ","$4,950 ",,"[{'bedroom_type': 'Studio', 'price': '$2,600'}, {'bedroom_type': '1 Bed', 'price': '$2,785'}, {'bedroom_type': '2 Beds', 'price': '$3,710'}, {'bedroom_type': '3 Beds', 'price': '$4,950'}, {'bedroom_type': '4 Beds', 'price': None}]",Los Angeles,"6677 W Santa Monica Blvd, Los Angeles, CA 90038",AVA Hollywood at La Pietra Place,https://www.apartments.com/ava-hollywood-at-la-pietra-place-los-angeles-ca/jplj494/,CA,"$2,600 ",Apartment,90038
"$2,157 ","$3,038 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,157'}, {'bedroom_type': '2 Beds', 'price': '$3,038'}]",North Hollywood,"5500 Klump Ave, North Hollywood, CA 91601",NOHO 5500,https://www.apartments.com/noho-5500-north-hollywood-ca/c6tjwbe/,CA,,Apartment,91601
"$1,895 ","$2,050 ","$2,580 ",,"[{'bedroom_type': '1 Bed', 'price': '$1,895'}, {'bedroom_type': '2 Beds', 'price': '$2,050'}, {'bedroom_type': '3 Beds', 'price': '$2,580'}]",Tracy,"2725 Pavillion Pkwy, Tracy, CA 95304",Aspire Apartments,https://www.apartments.com/aspire-apartments-tracy-ca/l940xjf/,CA,,Apartment,95304
"$2,099 ","$2,795 ","$3,150 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,099'}, {'bedroom_type': '2 Beds', 'price': '$2,795'}, {'bedroom_type': '3 Beds', 'price': '$3,150'}]",Livermore,"1001-1097 Westwind St, Livermore, CA 94550",Ageno Apartments,https://www.apartments.com/ageno-apartments-livermore-ca/fmcm39v/,CA,,Apartment,94550
"$3,583 ","$4,046 ","$5,524 ",,"[{'bedroom_type': '1 Bed', 'price': '$3,583'}, {'bedroom_type': '2 Beds', 'price': '$4,046'}, {'bedroom_type': '3 Beds', 'price': '$5,524'}]",San Mateo,"2089 Pacific Blvd, San Mateo, CA 94403",MODE,https://www.apartments.com/mode-san-mateo-ca/ve583re/,CA,,Apartment,94403
"$3,278 ","$3,978 ","$4,828 ",,"[{'bedroom_type': '1 Bed', 'price': '$3,278'}, {'bedroom_type': '2 Beds', 'price': '$3,978'}, {'bedroom_type': '3 Beds', 'price': '$4,828'}]",Campbell,"1725 S Bascom Ave, Campbell, CA 95008",REVERE CAMPBELL,https://www.apartments.com/revere-campbell-campbell-ca/v71z6pf/,CA,,Apartment,95008
"$2,750 ","$3,400 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,750'}, {'bedroom_type': '2 Beds', 'price': '$3,400'}]",Campbell,"225 Union Ave, Campbell, CA 95008",The Parc at Pruneyard,https://www.apartments.com/the-parc-at-pruneyard-campbell-ca/h07w213/,CA,,Apartment,95008
"$1,891 ","$2,190 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,891'}, {'bedroom_type': '2 Beds', 'price': '$2,190'}]",Petaluma,"200 Greenbriar Cir, Petaluma, CA 94954",Addison Ranch Apartments,https://www.apartments.com/addison-ranch-apartments-petaluma-ca/2mnf5q9/,CA,,Apartment,94954
"$2,095 ","$2,445 ","$3,175 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,095'}, {'bedroom_type': '2 Beds', 'price': '$2,445'}, {'bedroom_type': '3 Beds', 'price': '$3,175'}]",Folsom,"101 Pique Loop, Folsom, CA 95630",THE PIQUE,https://www.apartments.com/the-pique-folsom-ca/t9yx7xb/,CA,,Apartment,95630
"$1,705 ","$2,100 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,705'}, {'bedroom_type': '2 Beds', 'price': '$2,100'}, {'bedroom_type': '3 Beds', 'price': None}]",Lemon Grove,"100 Citronica Ln, Lemon Grove, CA 91945",CELSIUS,https://www.apartments.com/celsius-lemon-grove-ca/3klp6xd/,CA,,Apartment,91945
"$2,712 ","$3,495 ","$5,488 ",,"[{'bedroom_type': '1 Bed', 'price': '$2,712'}, {'bedroom_type': '2 Beds', 'price': '$3,495'}, {'bedroom_type': '3 Beds', 'price': '$5,488'}]",Los Angeles,"348 S Hauser Blvd, Los Angeles, CA 90036",Palazzo East Apartments,https://www.apartments.com/palazzo-east-apartments-los-angeles-ca/32ghtcd/,CA,,Apartment,90036
"$2,943 ","$3,665 ",,,"[{'bedroom_type': '1 Bed', 'price': '$2,943'}, {'bedroom_type': '2 Beds', 'price': '$3,665'}]",Santa Clara,"3710 El Camino Real, Santa Clara, CA 95051",Mylo Santa Clara,https://www.apartments.com/mylo-santa-clara-santa-clara-ca/1rn76d4/,CA,,Apartment,95051
"$2,992 ","$3,519 ","$4,695 ",,"[{'bedroom_type': 'Studio', 'price': '$2,644'}, {'bedroom_type': '1 Bed', 'price': '$2,992'}, {'bedroom_type': '2 Beds', 'price': '$3,519'}, {'bedroom_type': '3 Beds', 'price': '$4,695'}]",San Jose,"1501 Berryessa Rd, San Jose, CA 95133",The Platform Urban Apartments,https://www.apartments.com/the-platform-urban-apartments-san-jose-ca/fzs7m4s/,CA,"$2,644 ",Apartment,95133
"$3,050 ","$3,675 ","$4,655 ",,"[{'bedroom_type': 'Studio', 'price': '$2,745'}, {'bedroom_type': '1 Bed', 'price': '$3,050'}, {'bedroom_type': '2 Beds', 'price': '$3,675'}, {'bedroom_type': '3 Beds', 'price': '$4,655'}]",Emeryville,"6301 Shellmound St, Emeryville, CA 94608",Avalon Public Market,https://www.apartments.com/avalon-public-market-emeryville-ca/4jgcx0h/,CA,"$2,745 ",Apartment,94608
"$1,700 ","$2,115 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,338'}, {'bedroom_type': '1 Bed', 'price': '$1,700'}, {'bedroom_type': '2 Beds', 'price': '$2,115'}]",Woodland Hills,"22122 Victory Blvd, Woodland Hills, CA 91367",eaves Woodland Hills,https://www.apartments.com/eaves-woodland-hills-woodland-hills-ca/pwm6jhr/,CA,"$1,338 ",Apartment,91367
"$1,990 ","$2,585 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,990'}, {'bedroom_type': '2 Beds', 'price': '$2,585'}, {'bedroom_type': '3 Beds', 'price': None}]",Chula Vista,"1660 Metro Ave, Chula Vista, CA 91915",Alexan Millenia,https://www.apartments.com/alexan-millenia-chula-vista-ca/bl5h4s9/,CA,,Apartment,91915
"$2,665 ","$3,735 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,450'}, {'bedroom_type': '1 Bed', 'price': '$2,665'}, {'bedroom_type': '2 Beds', 'price': '$3,735'}]",Oakland,"539 39th St, Oakland, CA 94609",MacArthur Commons,https://www.apartments.com/macarthur-commons-oakland-ca/xrz7hcm/,CA,"$2,450 ",Apartment,94609
"$2,675 ","$3,245 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,125'}, {'bedroom_type': '1 Bed', 'price': '$2,675'}, {'bedroom_type': '2 Beds', 'price': '$3,245'}]",San Diego,"4223 Texas St, San Diego, CA 92104",Broadstone North Park,https://www.apartments.com/broadstone-north-park-san-diego-ca/g1qmlcy/,CA,"$2,125 ",Apartment,92104
"$2,328 ","$3,190 ","$4,650 ",,"[{'bedroom_type': 'Studio', 'price': '$2,547'}, {'bedroom_type': '1 Bed', 'price': '$2,328'}, {'bedroom_type': '2 Beds', 'price': '$3,190'}, {'bedroom_type': '3 Beds', 'price': '$4,650'}]",Los Angeles,"354 S Spring St, Los Angeles, CA 90013",HWH Luxury Living,https://www.apartments.com/hwh-luxury-living-los-angeles-ca/qp5npbz/,CA,"$2,547 ",Apartment,90013
"$2,750 ","$3,550 ",,,"[{'bedroom_type': 'Studio', 'price': '$2,550'}, {'bedroom_type': '1 Bed', 'price': '$2,750'}, {'bedroom_type': '2 Beds', 'price': '$3,550'}]",Los Angeles,"Los Angeles, CA 90036",105 S Fairfax Ave,https://www.apartments.com/105-s-fairfax-ave-los-angeles-ca/dednhbk/,CA,"$2,550 ",Apartment,90036
"$2,850 ","$3,350 ","$4,880 ",,"[{'bedroom_type': 'Studio', 'price': '$2,800'}, {'bedroom_type': '1 Bed', 'price': '$2,850'}, {'bedroom_type': '2 Beds', 'price': '$3,350'}, {'bedroom_type': '3 Beds', 'price': '$4,880'}]",Sunnyvale,"E Waddell Dr, Sunnyvale, CA 94089",Encasa,https://www.apartments.com/encasa-sunnyvale-ca/s1ktnb6/,CA,"$2,800 ",Apartment,94089
"$1,900 ","$2,200 ",,,"[{'bedroom_type': 'Studio', 'price': '$1,700'}, {'bedroom_type': '1 Bed', 'price': '$1,900'}, {'bedroom_type': '2 Beds', 'price': '$2,200'}]",Van Nuys,"8155 Van Nuys Blvd, Van Nuys, CA 91402",Panorama Tower,https://www.apartments.com/panorama-tower-van-nuys-ca/q4ckk5w/,CA,"$1,700 ",Apartment,91402
,"$5,995 ",,,"[{'bedroom_type': '2 Beds', 'price': '$5,995'}]",Santa Monica,"1112-1122 Pico Blvd, Santa Monica, CA 90405",Pico Eleven Luxury Residences,https://www.apartments.com/pico-eleven-luxury-residences-santa-monica-ca/7k549yx/,CA,,Apartment,90405
"$1,295 ","$1,442 ",,,"[{'bedroom_type': '1 Bed', 'price': '$1,295'}, {'bedroom_type': '2 Beds', 'price': '$1,442'}]",Citrus Heights,"6413 Tupelo Dr, Citrus Heights, CA 95621",The Woods,https://www.apartments.com/the-woods-citrus-heights-ca/4lz1cgk/,CA,,Apartment,95621
"$2,230 ","$2,995 ","$3,410 ",,"[{'bedroom_type': 'Studio', 'price': '$1,903'}, {'bedroom_type': '1 Bed', 'price': '$2,230'}, {'bedroom_type': '2 Beds', 'price': '$2,995'}, {'bedroom_type': '3 Beds', 'price': '$3,410'}]",North Hollywood,"11011 Otsego St, North Hollywood, CA 91601",The Ivy at NOHO,https://www.apartments.com/the-ivy-at-noho-north-hollywood-ca/cc3chff/,CA,"$1,903 ",Apartment,91601
"$3,463 ","$3,852 ","$5,758 ",,"[{'bedroom_type': 'Studio', 'price': '$3,119'}, {'bedroom_type': '1 Bed', 'price': '$3,463'}, {'bedroom_type': '2 Beds', 'price': '$3,852'}, {'bedroom_type': '3 Beds', 'price': '$5,758'}]",Los Angeles,"1010 Wilshire Blvd, Los Angeles, CA 90017",TENTEN WILSHIRE - All Inclusive Living,https://www.apartments.com/tenten-wilshire-all-inclusive-living-los-angeles-ca/337dtrf/,CA,"$3,119 ",Apartment,90017
