1 Bed,2 Beds,3 Beds,4 Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
,"$2,300",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]",653 Fairview Ave,"Arcadia, CA 91007",,https://www.apartments.com/653-fairview-ave-arcadia-ca/jg0kj04/,"1,320","1,320 Sq Ft",Arcadia,,Townhomes,CA
,"$3,500",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]",593 Seabright Cir,"Costa Mesa, CA 92627",,https://www.apartments.com/593-seabright-cir-costa-mesa-ca/2srjbx9/,"1,643","1,643 Sq Ft",Costa Mesa,,Townhomes,CA
,,,"$3,100",Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,100'}]",1261 Adamite Terrace,"Los Angeles, CA 90710",,https://www.apartments.com/1261-adamite-terrace-los-angeles-ca/3ttfq9f/,"1,550","1,550 Sq Ft",Los Angeles,,Townhomes,CA
,"$3,000",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]",935 E Mason Ln,"Anaheim, CA 92805",,https://www.apartments.com/935-e-mason-ln-anaheim-ca/tf638sb/,"1,554","1,554 Sq Ft",Anaheim,,Townhomes,CA
,,"$2,995",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,995'}]",23 Christina St,"Arcadia, CA 91006",,https://www.apartments.com/23-christina-st-arcadia-ca/2f5v8lb/,"1,625","1,625 Sq Ft",Arcadia,,Townhomes,CA
,"$2,000",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,000'}]",3651 Armour Ave,"Los Angeles, CA 90032",,https://www.apartments.com/3651-armour-ave-los-angeles-ca/2vyy0jb/,850,850 Sq Ft,Los Angeles,,Townhomes,CA
,,"$1,700",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$1,700'}]",11053 San Juan St,"Loma Linda, CA 92354",,https://www.apartments.com/11053-san-juan-st-loma-linda-ca/q69fq1z/,"1,300","1,300 Sq Ft",Loma Linda,,Townhomes,CA
,"$3,000",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]",335 Market Ct,"Fullerton, CA 92832",,https://www.apartments.com/335-market-ct-fullerton-ca/lwhjbhe/,"1,700","1,700 Sq Ft",Fullerton,,Townhomes,CA
,,"$2,800",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]",621 W Foothill Blvd,"Glendora, CA 91741",,https://www.apartments.com/621-w-foothill-blvd-glendora-ca/m6sn80h/,"1,760","1,760 Sq Ft",Glendora,,Townhomes,CA
,,"$2,250",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,250'}]",3067 Via Rosso St,"Ontario, CA 91764",,https://www.apartments.com/3067-via-rosso-st-ontario-ca/t238gl9/,"1,462","1,462 Sq Ft",Ontario,,Townhomes,CA
,,"$3,600",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,600'}]",27 Prominence,"Lake Forest, CA 92610",,https://www.apartments.com/27-prominence-lake-forest-ca/njexmsp/,"1,936","1,936 Sq Ft",Lake Forest,,Townhomes,CA
,,"$2,650",,Available Now,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,650'}]",121 Cornell Ave,"Claremont, CA 91711",,https://www.apartments.com/121-cornell-ave-claremont-ca/mv8k1pl/,"1,430","1,430 Sq Ft",Claremont,,Townhomes,CA
,,,"$3,250",Available Now,4 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,250'}]",327 N Edenfield Ave,"Azusa, CA 91702",,https://www.apartments.com/327-n-edenfield-ave-azusa-ca/b1erdq8/,"1,846","1,846 Sq Ft",Azusa,,Townhomes,CA
,"$2,100",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]",213 N Alameda Ave,"Azusa, CA 91702",,https://www.apartments.com/213-n-alameda-ave-azusa-ca/hlylbx2/,980,980 Sq Ft,Azusa,,Townhomes,CA
"$1,395",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,395'}]",6733 Yellowstone Dr,"Riverside, CA 92506",,https://www.apartments.com/6733-yellowstone-dr-riverside-ca/bpm2kj8/,700,700 Sq Ft,Riverside,,Townhomes,CA
,"$2,000",,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,000'}]",566 W 1st St,"Los Angeles, CA 90731",,https://www.apartments.com/566-w-1st-st-los-angeles-ca/v4er2ge/,700,700 Sq Ft,Los Angeles,,Townhomes,CA
,,"$4,600",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,600'}]",5663 Azure Bay,"Long Beach, CA 90803",,https://www.apartments.com/5663-azure-bay-long-beach-ca/g5ncv5x/,"2,220","2,220 Sq Ft",Long Beach,,Townhomes,CA
"$1,900",,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,900'}]",5615 E 2nd St,"Long Beach, CA 90803",,https://www.apartments.com/5615-e-2nd-st-long-beach-ca/lqebptg/,850,850 Sq Ft,Long Beach,,Townhomes,CA
,,"$2,875",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,875'}]",25481 Dodge Ave,"Los Angeles, CA 90710",,https://www.apartments.com/25481-dodge-ave-los-angeles-ca/w43zehh/,"1,611","1,611 Sq Ft",Los Angeles,,Townhomes,CA
,,"$3,250",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,250'}]",6 Flores,"Irvine, CA 92612",,https://www.apartments.com/6-flores-irvine-ca/p7dqjyv/,"1,893","1,893 Sq Ft",Irvine,,Townhomes,CA
,"$2,050",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,050'}]",636 Sycamore Ave,"Claremont, CA 91711",,https://www.apartments.com/636-sycamore-ave-claremont-ca/7qbzryx/,"1,112","1,112 Sq Ft",Claremont,,Townhomes,CA
,"$1,625",,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,625'}]",4752 67th St,"4752 67th St, Sacramento, CA 95820",,https://www.apartments.com/2-br-25-bath-townhome-4752-67th-st-sacramento-ca/xy7hp8n/,"1,160","1,160 Sq Ft",Sacramento,,Townhomes,CA
,,"$2,950",,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]",510 Sonata Way,"510 Sonata Way, Simi Valley, CA 93065",,https://www.apartments.com/3-bedroom-in-simi-valley-ca-93065-simi-valley-ca/n3jce0n/,,,Simi Valley,,Townhomes,CA
,"$2,450",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]",506 W Huntington Dr,"506 W Huntington Dr, Arcadia, CA 91007",,https://www.apartments.com/2-bedroom-in-arcadia-ca-91007-arcadia-ca/2wcl7fc/,,,Arcadia,,Townhomes,CA
,"$3,095",,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,095'}]",8219 Redlands St,"8219 Redlands St, Los Angeles, CA 90293",,https://www.apartments.com/2-bedroom-in-playa-del-rey-ca-90293-los-angeles-ca/jpf67h5/,,,Los Angeles,,Townhomes,CA
"$1,850",,,,Available Now,1½ BAs,"[{'bedroom_type': '1 Bed', 'price': '$1,850'}]",5875 Friars Rd,"San Diego, CA 92110",,https://www.apartments.com/5875-friars-rd-san-diego-ca/vs42mjg/,959,959 Sq Ft,San Diego,,Townhomes,CA
,,"$2,250",,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,250'}]",10258 Michala Pl,"10258 Michala Pl, Santee, CA 92071",,https://www.apartments.com/spacious-riderwood-village-townhome-santee-ca/xpmq1qq/,"1,268","1,268 Sq Ft",Santee,,Townhomes,CA
,,"$3,500",,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",1233 Bockman Rd,"San Lorenzo, CA 94580",,https://www.apartments.com/1233-bockman-rd-san-lorenzo-ca/w8xpe1j/,"1,361","1,361 Sq Ft",San Lorenzo,,Townhomes,CA
,,"$3,099",,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,099'}]",5615 San Luis Ct,"5615 San Luis Ct, Pleasanton, CA 94566",,https://www.apartments.com/3-br-25-bath-townhome-5615-san-luis-ct-pleasanton-ca/n9vhw6q/,"1,630","1,630 Sq Ft",Pleasanton,,Townhomes,CA
$715,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$715'}]",111 Sale Ln,"Red Bluff, CA 96080",12 Month Lease,https://www.apartments.com/111-sale-ln-red-bluff-ca/n3e0vcp/,,,Red Bluff,,Townhomes,CA
$854,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$854'}]",2026 Barbara St,"Selma, CA 93662",12 Month Lease,https://www.apartments.com/2026-barbara-st-selma-ca/kvgkheb/,,,Selma,,Townhomes,CA
,,"$1,865",,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$1,865'}]",629 Parkview Dr,"629 Parkview Dr, Lake Elsinore, CA 92530",,https://www.apartments.com/parkview-rehabbed-condo-lake-elsinore-ca/7cxr1ny/,"1,185","1,185 Sq Ft",Lake Elsinore,,Townhomes,CA
,$800,,,Nov 8,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$800'}]",13900 Locust St,"Hanford, CA 93230",,https://www.apartments.com/13900-locust-st-hanford-ca/80hc240/,,,Hanford,,Townhomes,CA
,"$3,650",,,Jul 9,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,650'}]",6731 Trigo Rd,"Goleta, CA 93117",,https://www.apartments.com/6731-trigo-rd-goleta-ca/kbhxpvb/,"1,000","1,000 Sq Ft",Goleta,,Townhomes,CA
,"$6,400",,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$6,400'}]",1155 S Grand Ave,"1155 S Grand Ave, Los Angeles, CA 90015",,https://www.apartments.com/2-bedroom-in-los-angeles-ca-90015-los-angeles-ca/x5lqvrm/,,,Los Angeles,,Townhomes,CA
,"$2,700",,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,700'}]",3031 Kaiser Dr,"3031 Kaiser Dr, Santa Clara, CA 95051",,https://www.apartments.com/2-br-15-bath-townhome-3031-kaiser-dr-d-santa-clara-ca/pkz90dt/,"1,097","1,097 Sq Ft",Santa Clara,,Townhomes,CA
