Property_Name_Rent,City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Studio,1 Bed,2 Beds,3 Beds,4 Beds,"
													1 Bed
															–
3 Beds											","
Studio																	–
4 Beds													","
2 																	–
5 Beds													","
Studio																	–
3 Beds													","
3 Beds													","
													Studio
											","
													Studio
															–
2 Beds											","
													Studio
															–
3 Beds											","
													1 Bed
															–
2 Beds											"
Atlas,Oakland,Apartment,CA,94612,"[{'bedroom_type': 'Studio', 'price': '$2,399'}, {'bedroom_type': '1 Bed', 'price': '$2,635'}, {'bedroom_type': '2 Beds', 'price': '$3,540'}]","1314 Franklin St, Oakland, CA 94612",https://www.apartments.com/atlas-oakland-ca/drpzh4l/,"$2,399","$2,635","$3,540",,,,,,,,,,,
Mariposa on 3rd,Los Angeles,Apartment,CA,90004,"[{'bedroom_type': '1 Bed', 'price': '$2,299'}, {'bedroom_type': '2 Beds', 'price': '$3,279'}]","269 S Mariposa Ave, Los Angeles, CA 90004",https://www.apartments.com/mariposa-on-3rd-los-angeles-ca/d73wkdh/,,"$2,299","$3,279",,,,,,,,,,,
Amelia,Oakland,Apartment,CA,94609,"[{'bedroom_type': '1 Bed', 'price': '$2,310'}, {'bedroom_type': '2 Beds', 'price': '$3,230'}]","411 29th St, Oakland, CA 94609",https://www.apartments.com/amelia-oakland-ca/rnfzrx3/,,"$2,310","$3,230",,,,,,,,,,,
Palazzo West,Los Angeles,Apartment,CA,90036,"[{'bedroom_type': '1 Bed', 'price': '$2,440'}, {'bedroom_type': '2 Beds', 'price': '$3,361'}, {'bedroom_type': '3 Beds', 'price': '$6,396'}]","6220 W 3rd St, Los Angeles, CA 90036",https://www.apartments.com/palazzo-west-los-angeles-ca/lcvb9pg/,,"$2,440","$3,361","$6,396",,,,,,,,,,
Mission Lofts,Riverside,Apartment,CA,92507,"[{'bedroom_type': 'Studio', 'price': '$1,627'}, {'bedroom_type': '1 Bed', 'price': '$1,802'}, {'bedroom_type': '2 Beds', 'price': '$2,192'}]","3050 Mission Inn Ave, Riverside, CA 92507",https://www.apartments.com/mission-lofts-riverside-ca/41rehmk/,"$1,627","$1,802","$2,192",,,,,,,,,,,
The Rise Hayes Valley,San Francisco,Apartment,CA,94103,"[{'bedroom_type': 'Studio', 'price': '$2,375'}, {'bedroom_type': '1 Bed', 'price': '$3,135'}, {'bedroom_type': '2 Beds', 'price': '$4,150'}]","1699 Market St, San Francisco, CA 94103",https://www.apartments.com/the-rise-hayes-valley-san-francisco-ca/plmhlcr/,"$2,375","$3,135","$4,150",,,,,,,,,,,
The Skylyne at Temescal,Oakland,Apartment,CA,94609,"[{'bedroom_type': 'Studio', 'price': '$2,225'}, {'bedroom_type': '1 Bed', 'price': '$2,415'}, {'bedroom_type': '2 Beds', 'price': '$3,315'}, {'bedroom_type': '3 Beds', 'price': '$4,775'}]","3883 Turquoise Way, Oakland, CA 94609",https://www.apartments.com/the-skylyne-at-temescal-oakland-ca/kemfw7c/,"$2,225","$2,415","$3,315","$4,775",,,,,,,,,,
Anson,Burlingame,Apartment,CA,94010,"[{'bedroom_type': '1 Bed', 'price': '$3,145'}, {'bedroom_type': '2 Beds', 'price': '$4,035'}, {'bedroom_type': '3 Beds', 'price': '$5,765'}]","1008 Carolan Ave, Burlingame, CA 94010",https://www.apartments.com/anson-burlingame-ca/pb9pfct/,,"$3,145","$4,035","$5,765",,,,,,,,,,
Art Set NoHo,North Hollywood,Apartment,CA,91601,"[{'bedroom_type': 'Studio', 'price': '$1,976'}]","11525 Chandler Blvd, North Hollywood, CA 91601",https://www.apartments.com/art-set-noho-north-hollywood-ca/r3f1hr0/,"$1,976",,,,,,,,,,,,,
Monarch Buena Vista,Vista,Apartment,CA,92084,"[{'bedroom_type': '1 Bed', 'price': '$2,175'}, {'bedroom_type': '2 Beds', 'price': '$2,495'}, {'bedroom_type': '3 Beds', 'price': '$3,075'}]","740 Paseo Bueno Vista, Vista, CA 92084",https://www.apartments.com/monarch-buena-vista-vista-ca/f20qt8s/,,"$2,175","$2,495","$3,075",,,,,,,,,,
Alira,Sacramento,Apartment,CA,95834,"[{'bedroom_type': 'Studio', 'price': '$1,655'}, {'bedroom_type': '1 Bed', 'price': '$1,744'}, {'bedroom_type': '2 Beds', 'price': '$2,310'}, {'bedroom_type': '3 Beds', 'price': '$2,859'}]","4100 Innovator Dr, Sacramento, CA 95834",https://www.apartments.com/alira-sacramento-ca/m28q0dk/,"$1,655","$1,744","$2,310","$2,859",,,,,,,,,,
The Madelon,San Francisco,Apartment,CA,94110,"[{'bedroom_type': 'Studio', 'price': '$2,596'}, {'bedroom_type': '1 Bed', 'price': '$2,786'}, {'bedroom_type': '2 Beds', 'price': '$3,896'}]","2000 Bryant St, San Francisco, CA 94110",https://www.apartments.com/the-madelon-san-francisco-ca/q78lfcx/,"$2,596","$2,786","$3,896",,,,,,,,,,,
Broadstone Archive,Santa Ana,Apartment,CA,92705,"[{'bedroom_type': 'Studio', 'price': '$2,008'}, {'bedroom_type': '1 Bed', 'price': '$2,110'}, {'bedroom_type': '2 Beds', 'price': '$2,650'}, {'bedroom_type': '3 Beds', 'price': '$3,839'}]","1901 E Dyer Rd, Santa Ana, CA 92705",https://www.apartments.com/broadstone-archive-santa-ana-ca/810kzk1/,"$2,008","$2,110","$2,650","$3,839",,,,,,,,,,
"THE MARC, PALO ALTO",Palo Alto,Apartment,CA,94301,"[{'bedroom_type': '1 Bed', 'price': '$3,499'}, {'bedroom_type': '2 Beds', 'price': '$3,450'}, {'bedroom_type': '3 Beds', 'price': ''}]","501 Forest Ave, Palo Alto, CA 94301",https://www.apartments.com/the-marc-palo-alto-palo-alto-ca/mwmch1j/,,"$3,499","$3,450",,,,,,,,,,,
Violet on Virgil,Los Angeles,Apartment,CA,90004,"[{'bedroom_type': 'Studio', 'price': '$1,499'}, {'bedroom_type': '1 Bed', 'price': '$1,860'}, {'bedroom_type': '2 Beds', 'price': '$2,348'}]","160 S Virgil Ave, Los Angeles, CA 90004",https://www.apartments.com/violet-on-virgil-los-angeles-ca/rfx7km0/,"$1,499","$1,860","$2,348",,,,,,,,,,,
Stoneridge,Pleasanton,Apartment,CA,94588,"[{'bedroom_type': 'Studio', 'price': '$1,790'}, {'bedroom_type': '1 Bed', 'price': '$2,115'}, {'bedroom_type': '2 Beds', 'price': '$2,567'}]","6250 Stoneridge Mall Rd, Pleasanton, CA 94588",https://www.apartments.com/stoneridge-pleasanton-ca/hml8fe3/,"$1,790","$2,115","$2,567",,,,,,,,,,,
VUE AT THE LAKE,Sacramento,Apartment,CA,95831,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$1,835'}, {'bedroom_type': '3 Beds', 'price': '$2,205'}]","407 Florin Rd, Sacramento, CA 95831",https://www.apartments.com/vue-at-the-lake-sacramento-ca/6p7nffs/,,,"$1,835","$2,205",,,,,,,,,,
Living at Santa Monica,Santa Monica,Apartment,CA,90401,"[{'bedroom_type': 'Studio', 'price': '$2,018'}, {'bedroom_type': '1 Bed', 'price': '$1,973'}, {'bedroom_type': '2 Beds', 'price': '$2,694'}]","1519 6th St, Santa Monica, CA 90401",https://www.apartments.com/living-at-santa-monica-santa-monica-ca/zre61pw/,"$2,018","$1,973","$2,694",,,,,,,,,,,
Vendome Place Apartments,San Jose,Apartment,CA,95110,"[{'bedroom_type': 'Studio', 'price': '$2,074'}, {'bedroom_type': '1 Bed', 'price': '$1,870'}, {'bedroom_type': '2 Beds', 'price': '$1,650'}]","750 Miller St, San Jose, CA 95110",https://www.apartments.com/vendome-place-apartments-san-jose-ca/y8trhss/,"$2,074","$1,870","$1,650",,,,,,,,,,,
Marina Tower,Marina Del Rey,Apartment,CA,90292,"[{'bedroom_type': 'Studio', 'price': '$1,995'}, {'bedroom_type': '1 Bed', 'price': '$2,745'}]","415 Washington Blvd, Marina Del Rey, CA 90292",https://www.apartments.com/marina-tower-marina-del-rey-ca/1929r57/,"$1,995","$2,745",,,,,,,,,,,,
Park Hacienda,Pleasanton,Apartment,CA,94588,"[{'bedroom_type': '1 Bed', 'price': '$2,375'}, {'bedroom_type': '2 Beds', 'price': '$2,549'}, {'bedroom_type': '3 Beds', 'price': '$3,875'}]","5650 Owens Dr, Pleasanton, CA 94588",https://www.apartments.com/park-hacienda-pleasanton-ca/94gxbc5/,,"$2,375","$2,549","$3,875",,,,,,,,,,
Pebble Creek,Fremont,Apartment,CA,94538,"[{'bedroom_type': 'Studio', 'price': '$1,900'}, {'bedroom_type': '1 Bed', 'price': '$2,110'}, {'bedroom_type': '2 Beds', 'price': '$2,555'}, {'bedroom_type': '3 Beds', 'price': '$2,790'}]","40777 High St, Fremont, CA 94538",https://www.apartments.com/pebble-creek-fremont-ca/64m9xtr/,"$1,900","$2,110","$2,555","$2,790",,,,,,,,,,
Broadway Palace,Los Angeles,Apartment,CA,90015,"[{'bedroom_type': 'Studio', 'price': '$1,820'}, {'bedroom_type': '1 Bed', 'price': '$1,837'}, {'bedroom_type': '2 Beds', 'price': '$2,171'}, {'bedroom_type': '3 Beds', 'price': ''}]","1026 S Broadway, Los Angeles, CA 90015",https://www.apartments.com/broadway-palace-los-angeles-ca/38jgl5g/,"$1,820","$1,837","$2,171",,,,,,,,,,,
Linea,Los Angeles,Apartment,CA,90064,"[{'bedroom_type': 'Studio', 'price': '$2,477'}, {'bedroom_type': '1 Bed', 'price': '$2,961'}, {'bedroom_type': '2 Beds', 'price': '$4,239'}, {'bedroom_type': '3 Beds', 'price': '$8,657'}]","2455 S Sepulveda Blvd, Los Angeles, CA 90064",https://www.apartments.com/linea-los-angeles-ca/7mg62ty/,"$2,477","$2,961","$4,239","$8,657",,,,,,,,,,
Aven,Los Angeles,Apartment,CA,90015,"[{'bedroom_type': 'Studio', 'price': '$2,165'}, {'bedroom_type': '1 Bed', 'price': '$2,302'}, {'bedroom_type': '2 Beds', 'price': '$2,363'}, {'bedroom_type': '3 Beds', 'price': ''}]","1120 S Grand Ave, Los Angeles, CA 90015",https://www.apartments.com/aven-los-angeles-ca/h8k26b1/,"$2,165","$2,302","$2,363",,,,,,,,,,,
Aven,Los Angeles,Apartment,CA,90015,"[{'bedroom_type': 'Studio', 'price': '$2,165'}, {'bedroom_type': '1 Bed', 'price': '$2,302'}, {'bedroom_type': '2 Beds', 'price': '$2,363'}, {'bedroom_type': '3 Beds', 'price': ''}]","1120 S Grand Ave, Los Angeles, CA 90015",https://www.apartments.com/aven-los-angeles-ca/h8k26b1/,"$2,165","$2,302","$2,363",,,,,,,,,,,
Baker Block,Costa Mesa,Apartment,CA,92626,"[{'bedroom_type': 'Studio', 'price': '$1,922'}, {'bedroom_type': '1 Bed', 'price': '$2,237'}, {'bedroom_type': '2 Beds', 'price': '$2,669'}, {'bedroom_type': '3 Beds', 'price': '$3,616'}]","125 Baker St E, Costa Mesa, CA 92626",https://www.apartments.com/baker-block-costa-mesa-ca/dzhd6jk/,"$1,922","$2,237","$2,669","$3,616",,,,,,,,,,
AMLI Park Broadway,Long Beach,Apartment,CA,90802,"[{'bedroom_type': 'Studio', 'price': '$2,203'}, {'bedroom_type': '1 Bed', 'price': '$2,204'}, {'bedroom_type': '2 Beds', 'price': '$3,368'}]","245 W Broadway, Long Beach, CA 90802",https://www.apartments.com/amli-park-broadway-long-beach-ca/qdvqpvx/,"$2,203","$2,204","$3,368",,,,,,,,,,,
Ten Thousand,Los Angeles,Apartment,CA,90067,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$10,300'}, {'bedroom_type': '3 Beds', 'price': '$22,000'}, {'bedroom_type': '4 Beds', 'price': ''}]","10000 Santa Monica Blvd, Los Angeles, CA 90067",https://www.apartments.com/ten-thousand-los-angeles-ca/99nnsr7/,,,"$10,300","$22,000",,,,,,,,,,
Hope + Flower,Los Angeles,Apartment,CA,90015,"[{'bedroom_type': 'Studio', 'price': '$2,348'}, {'bedroom_type': '1 Bed', 'price': '$2,255'}, {'bedroom_type': '2 Beds', 'price': '$3,489'}, {'bedroom_type': '3 Beds', 'price': '$7,990'}]","1201 S Hope St, Los Angeles, CA 90015",https://www.apartments.com/hope-flower-los-angeles-ca/qev9wcx/,"$2,348","$2,255","$3,489","$7,990",,,,,,,,,,
Chelsea Santa Monica,Santa Monica,Apartment,CA,90401,"[{'bedroom_type': 'Studio', 'price': '$2,600'}, {'bedroom_type': '1 Bed', 'price': '$3,895'}, {'bedroom_type': '2 Beds', 'price': '$5,195'}]","1318 2nd St, Santa Monica, CA 90401",https://www.apartments.com/chelsea-santa-monica-santa-monica-ca/0hwpxz1/,"$2,600","$3,895","$5,195",,,,,,,,,,,
River View Apartment Homes,San Jose,Apartment,CA,95134,"[{'bedroom_type': 'Studio', 'price': '$2,185'}, {'bedroom_type': '1 Bed', 'price': '$2,360'}, {'bedroom_type': '2 Beds', 'price': '$3,035'}]","250 Brandon St, San Jose, CA 95134",https://www.apartments.com/river-view-apartment-homes-san-jose-ca/3hg41rd/,"$2,185","$2,360","$3,035",,,,,,,,,,,
El Centro Apartments and Bungalows,Los Angeles,Apartment,CA,90028,"[{'bedroom_type': 'Studio', 'price': '$1,725'}, {'bedroom_type': '1 Bed', 'price': '$1,995'}, {'bedroom_type': '2 Beds', 'price': '$2,950'}]","6200 Hollywood Blvd, Los Angeles, CA 90028",https://www.apartments.com/el-centro-apartments-and-bungalows-los-angeles-ca/m5m52rl/,"$1,725","$1,995","$2,950",,,,,,,,,,,
Bella Vista,Santa Clara,Apartment,CA,95054,"[{'bedroom_type': '1 Bed', 'price': '$1,930'}, {'bedroom_type': '2 Beds', 'price': '$2,545'}]","1500 Vista Club Cir, Santa Clara, CA 95054",https://www.apartments.com/bella-vista-santa-clara-ca/lc3w7ng/,,"$1,930","$2,545",,,,,,,,,,,
707 Leahy,Redwood City,Apartment,CA,94061,"[{'bedroom_type': 'Studio', 'price': '$2,295'}, {'bedroom_type': '1 Bed', 'price': '$2,706'}, {'bedroom_type': '2 Beds', 'price': '$3,538'}]","707 Leahy St, Redwood City, CA 94061",https://www.apartments.com/707-leahy-redwood-city-ca/r0x45w3/,"$2,295","$2,706","$3,538",,,,,,,,,,,
HWH Luxury Living,Los Angeles,Apartment,CA,90013,"[{'bedroom_type': 'Studio', 'price': '$2,164'}, {'bedroom_type': '1 Bed', 'price': '$2,380'}, {'bedroom_type': '2 Beds', 'price': '$3,994'}, {'bedroom_type': '3 Beds', 'price': '$4,650'}]","354 S Spring St, Los Angeles, CA 90013",https://www.apartments.com/hwh-luxury-living-los-angeles-ca/qp5npbz/,"$2,164","$2,380","$3,994","$4,650",,,,,,,,,,
100 Van Ness,San Francisco,Apartment,CA,94102,"[{'bedroom_type': 'Studio', 'price': '$1,983'}, {'bedroom_type': '1 Bed', 'price': '$2,558'}, {'bedroom_type': '2 Beds', 'price': '$4,038'}]","100 Van Ness Ave, San Francisco, CA 94102",https://www.apartments.com/100-van-ness-san-francisco-ca/yv6dh0t/,"$1,983","$2,558","$4,038",,,,,,,,,,,
27 North,San Jose,Apartment,CA,95112,"[{'bedroom_type': '2 Beds', 'price': '$950'}, {'bedroom_type': '3 Beds', 'price': '$1,061'}, {'bedroom_type': '4 Beds', 'price': '$1,034'}]","27 N 6th St, San Jose, CA 95112",https://www.apartments.com/27-north-san-jose-ca/nslqhcm/,,,$950,"$1,061","$1,034",,,,,,,,,
The Monterey,Corona,Apartment,CA,92879,"[{'bedroom_type': '1 Bed', 'price': '$1,875'}, {'bedroom_type': '2 Beds', 'price': '$2,290'}, {'bedroom_type': '3 Beds', 'price': '$2,930'}]","2225 Collett Ave, Corona, CA 92879",https://www.apartments.com/the-monterey-corona-ca/p7bs0jt/,,"$1,875","$2,290","$2,930",,,,,,,,,,
Sonoma Ranch Apartments Homes,Santa Rosa,Apartment,CA,95403,"[{'bedroom_type': '1 Bed', 'price': '$2,295'}, {'bedroom_type': '2 Beds', 'price': '$2,795'}, {'bedroom_type': '3 Beds', 'price': '$3,395'}]","4450 Old Redwood Pky, Santa Rosa, CA 95403",https://www.apartments.com/sonoma-ranch-apartments-homes-santa-rosa-ca/2fh16vc/,,"$2,295","$2,795","$3,395",,,,,,,,,,
Jefferson Edge at Platinum Park,Anaheim,Apartment,CA,92805,"[{'bedroom_type': 'Studio', 'price': '$1,935'}, {'bedroom_type': '1 Bed', 'price': '$1,960'}, {'bedroom_type': '2 Beds', 'price': '$2,548'}, {'bedroom_type': '3 Beds', 'price': '$3,565'}]","1921 Union St, Anaheim, CA 92805",https://www.apartments.com/jefferson-edge-at-platinum-park-anaheim-ca/kfnybwb/,"$1,935","$1,960","$2,548","$3,565",,,,,,,,,,
The Trails at Canyon Crest,Riverside,Apartment,CA,92507,"[{'bedroom_type': '\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t1 Bed\r\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t–\r\n3 Beds\t\t\t\t\t\t\t\t\t\t\t', 'price': ''}]","5377 Quail Run Rd, Riverside, CA 92507",https://www.apartments.com/the-trails-at-canyon-crest-riverside-ca/b6tpb98/,,,,,,,,,,,,,,
Morgan Ranch Apartments,Morgan Hill,Apartment,CA,95037,"[{'bedroom_type': '1 Bed', 'price': '$2,644'}, {'bedroom_type': '2 Beds', 'price': '$2,946'}, {'bedroom_type': '3 Beds', 'price': '$4,181'}]","1100 Vintage Lane Rd, Morgan Hill, CA 95037",https://www.apartments.com/morgan-ranch-apartments-morgan-hill-ca/s1tm3c4/,,"$2,644","$2,946","$4,181",,,,,,,,,,
115 S. St Andrews Place,Los Angeles,Apartment,CA,90004,"[{'bedroom_type': '2 Beds', 'price': '$3,895'}, {'bedroom_type': '3 Beds', 'price': ''}]","115 S St Andrews Pl, Los Angeles, CA 90004",https://www.apartments.com/115-s-st-andrews-place-los-angeles-ca/53xffqm/,,,"$3,895",,,,,,,,,,,
The Platform Urban Apartments,San Jose,Apartment,CA,95133,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,199'}, {'bedroom_type': '2 Beds', 'price': '$2,799'}, {'bedroom_type': '3 Beds', 'price': '$4,610'}]","1501 Berryessa Rd, San Jose, CA 95133",https://www.apartments.com/the-platform-urban-apartments-san-jose-ca/fzs7m4s/,,"$2,199","$2,799","$4,610",,,,,,,,,,
50 Jones,San Francisco,Apartment,CA,94102,"[{'bedroom_type': 'Studio', 'price': '$2,170'}, {'bedroom_type': '1 Bed', 'price': '$2,655'}, {'bedroom_type': '2 Beds', 'price': '$3,165'}]","1066 Market St, San Francisco, CA 94102",https://www.apartments.com/50-jones-san-francisco-ca/79rtqtx/,"$2,170","$2,655","$3,165",,,,,,,,,,,
THE PIQUE,Folsom,Apartment,CA,95630,"[{'bedroom_type': '1 Bed', 'price': '$1,995'}, {'bedroom_type': '2 Beds', 'price': '$2,295'}, {'bedroom_type': '3 Beds', 'price': ''}]","101 Pique Loop, Folsom, CA 95630",https://www.apartments.com/the-pique-folsom-ca/t9yx7xb/,,"$1,995","$2,295",,,,,,,,,,,
Jones Berkeley,Berkeley,Apartment,CA,94702,"[{'bedroom_type': 'Studio', 'price': '$2,785'}, {'bedroom_type': '1 Bed', 'price': '$3,085'}, {'bedroom_type': '2 Beds', 'price': '$3,935'}, {'bedroom_type': '3 Beds', 'price': '$5,990'}]","1500 San Pablo Ave, Berkeley, CA 94702",https://www.apartments.com/jones-berkeley-berkeley-ca/s8hkc87/,"$2,785","$3,085","$3,935","$5,990",,,,,,,,,,
Ageno Apartments,Livermore,Apartment,CA,94550,"[{'bedroom_type': '1 Bed', 'price': '$2,030'}, {'bedroom_type': '2 Beds', 'price': '$2,575'}, {'bedroom_type': '3 Beds', 'price': '$2,780'}]","1001-1097 Westwind St, Livermore, CA 94550",https://www.apartments.com/ageno-apartments-livermore-ca/fmcm39v/,,"$2,030","$2,575","$2,780",,,,,,,,,,
Talavera,Folsom,Apartment,CA,95630,"[{'bedroom_type': 'Studio', 'price': '$1,600'}, {'bedroom_type': '1 Bed', 'price': '$1,755'}, {'bedroom_type': '2 Beds', 'price': '$2,190'}]","1550 Broadstone Pky, Folsom, CA 95630",https://www.apartments.com/talavera-folsom-ca/15gkqm4/,"$1,600","$1,755","$2,190",,,,,,,,,,,
Ageno Apartments,Livermore,Apartment,CA,94550,"[{'bedroom_type': '1 Bed', 'price': '$2,030'}, {'bedroom_type': '2 Beds', 'price': '$2,575'}, {'bedroom_type': '3 Beds', 'price': '$2,780'}]","1001-1097 Westwind St, Livermore, CA 94550",https://www.apartments.com/ageno-apartments-livermore-ca/fmcm39v/,,"$2,030","$2,575","$2,780",,,,,,,,,,
H16,Sacramento,Apartment,CA,95814,"[{'bedroom_type': 'Studio', 'price': '$1,770'}, {'bedroom_type': '1 Bed', 'price': '$2,149'}, {'bedroom_type': '2 Beds', 'price': '$2,865'}]","731 16th St, Sacramento, CA 95814",https://www.apartments.com/h16-sacramento-ca/dmcnktk/,"$1,770","$2,149","$2,865",,,,,,,,,,,
The Pacific,Long Beach,Apartment,CA,90802,"[{'bedroom_type': 'Studio', 'price': '$2,460'}, {'bedroom_type': '1 Bed', 'price': '$2,375'}, {'bedroom_type': '2 Beds', 'price': '$2,595'}]","230 W 3rd St, Long Beach, CA 90802",https://www.apartments.com/the-pacific-long-beach-ca/6k8p0nr/,"$2,460","$2,375","$2,595",,,,,,,,,,,
THE VILLAGE AT VINTAGE RANCH,American Canyon,Apartment,CA,94503,"[{'bedroom_type': '2 Beds', 'price': '$2,553'}, {'bedroom_type': '3 Beds', 'price': '$2,912'}]","100 Toscana Dr, American Canyon, CA 94503",https://www.apartments.com/the-village-at-vintage-ranch-american-canyon-ca/ngmdtrm/,,,"$2,553","$2,912",,,,,,,,,,
Modera San Pedro Square,San Jose,Apartment,CA,95110,"[{'bedroom_type': '1 Bed', 'price': '$2,275'}, {'bedroom_type': '2 Beds', 'price': '$2,900'}]","28 N Almaden Ave, San Jose, CA 95110",https://www.apartments.com/modera-san-pedro-square-san-jose-ca/5m60lvp/,,"$2,275","$2,900",,,,,,,,,,,
MacArthur Commons,Oakland,Apartment,CA,94609,"[{'bedroom_type': 'Studio', 'price': '$2,370'}, {'bedroom_type': '1 Bed', 'price': '$2,390'}, {'bedroom_type': '2 Beds', 'price': '$3,470'}]","539 39th St, Oakland, CA 94609",https://www.apartments.com/macarthur-commons-oakland-ca/xrz7hcm/,"$2,370","$2,390","$3,470",,,,,,,,,,,
Revela,Mountain View,Apartment,CA,94043,"[{'bedroom_type': 'Studio', 'price': '$2,380'}, {'bedroom_type': '1 Bed', 'price': '$2,770'}, {'bedroom_type': '2 Beds', 'price': '$3,565'}, {'bedroom_type': '3 Beds', 'price': '$5,385'}]","200 Infinity Way, Mountain View, CA 94043",https://www.apartments.com/revela-mountain-view-ca/qrrgncw/,"$2,380","$2,770","$3,565","$5,385",,,,,,,,,,
HUB APARTMENTS,Folsom,Apartment,CA,95630,"[{'bedroom_type': '1 Bed', 'price': '$1,845'}, {'bedroom_type': '2 Beds', 'price': '$2,290'}, {'bedroom_type': '3 Beds', 'price': ''}]","525 Willard Dr, Folsom, CA 95630",https://www.apartments.com/hub-apartments-folsom-ca/lt4yh5d/,,"$1,845","$2,290",,,,,,,,,,,
The Broadway,Oakland,Apartment,CA,94611,"[{'bedroom_type': 'Studio', 'price': '$2,646'}, {'bedroom_type': '1 Bed', 'price': '$2,704'}, {'bedroom_type': '2 Beds', 'price': '$3,831'}]","3093 Broadway, Oakland, CA 94611",https://www.apartments.com/the-broadway-oakland-ca/zk8p87z/,"$2,646","$2,704","$3,831",,,,,,,,,,,
&Pico,Los Angeles,Apartment,CA,90064,"[{'bedroom_type': 'Studio', 'price': '$2,375'}, {'bedroom_type': '1 Bed', 'price': '$2,895'}, {'bedroom_type': '2 Beds', 'price': '$3,795'}]","11916 W Pico Blvd, Los Angeles, CA 90064",https://www.apartments.com/pico-los-angeles-ca/p2ed18v/,"$2,375","$2,895","$3,795",,,,,,,,,,,
The Henley Apartment Homes,Suisun City,Apartment,CA,94585,"[{'bedroom_type': '1 Bed', 'price': '$1,780'}, {'bedroom_type': '2 Beds', 'price': '$1,820'}]","313 Sandy Ln, Suisun City, CA 94585",https://www.apartments.com/the-henley-apartment-homes-suisun-city-ca/h0e50t1/,,"$1,780","$1,820",,,,,,,,,,,
Phoenix Sacramento,Sacramento,Apartment,CA,95826,"[{'bedroom_type': '1 Bed', 'price': '$1,242'}, {'bedroom_type': '2 Beds', 'price': '$1,533'}, {'bedroom_type': '3 Beds', 'price': '$1,850'}]","200 Bicentennial Cir, Sacramento, CA 95826",https://www.apartments.com/phoenix-sacramento-sacramento-ca/rw24vv1/,,"$1,242","$1,533","$1,850",,,,,,,,,,
300 Railway,Campbell,Apartment,CA,95008,"[{'bedroom_type': 'Studio', 'price': '$2,188'}, {'bedroom_type': '1 Bed', 'price': '$2,450'}, {'bedroom_type': '2 Beds', 'price': '$3,456'}]","300 Railway Ave, Campbell, CA 95008",https://www.apartments.com/300-railway-campbell-ca/bj6kr9b/,"$2,188","$2,450","$3,456",,,,,,,,,,,
Avia La Jolla II,San Diego,Apartment,CA,92122,"[{'bedroom_type': '2 Beds', 'price': '$2,598'}]","6345 Gullstrand St, San Diego, CA 92122",https://www.apartments.com/avia-la-jolla-ii-san-diego-ca/be9tnfc/,,,"$2,598",,,,,,,,,,,
eaves West Valley,San Jose,Apartment,CA,95129,"[{'bedroom_type': 'Studio', 'price': '$1,531'}, {'bedroom_type': '1 Bed', 'price': '$1,779'}, {'bedroom_type': '2 Beds', 'price': '$2,294'}]","700 S Saratoga Ave, San Jose, CA 95129",https://www.apartments.com/eaves-west-valley-san-jose-ca/jtb85z5/,"$1,531","$1,779","$2,294",,,,,,,,,,,
eaves Woodland Hills,Woodland Hills,Apartment,CA,91367,"[{'bedroom_type': 'Studio', 'price': '$1,445'}, {'bedroom_type': '1 Bed', 'price': '$1,670'}, {'bedroom_type': '2 Beds', 'price': '$2,057'}]","22122 Victory Blvd, Woodland Hills, CA 91367",https://www.apartments.com/eaves-woodland-hills-woodland-hills-ca/pwm6jhr/,"$1,445","$1,670","$2,057",,,,,,,,,,,
Avalon Union City,Union City,Apartment,CA,94587,"[{'bedroom_type': 'Studio', 'price': '$2,060'}, {'bedroom_type': '1 Bed', 'price': '$2,185'}, {'bedroom_type': '2 Beds', 'price': '$2,830'}, {'bedroom_type': '3 Beds', 'price': '$3,595'}]","24 Union Sq, Union City, CA 94587",https://www.apartments.com/avalon-union-city-union-city-ca/z8n7dqw/,"$2,060","$2,185","$2,830","$3,595",,,,,,,,,,
eaves Mountain View at Middlefield,Mountain View,Apartment,CA,94043,"[{'bedroom_type': 'Studio', 'price': '$1,720'}, {'bedroom_type': '1 Bed', 'price': '$1,825'}, {'bedroom_type': '2 Beds', 'price': '$2,509'}]","555 W Middlefield Rd, Mountain View, CA 94043",https://www.apartments.com/eaves-mountain-view-at-middlefield-mountain-view-ca/48ndrgk/,"$1,720","$1,825","$2,509",,,,,,,,,,,
CELSIUS,Lemon Grove,Apartment,CA,91945,"[{'bedroom_type': '1 Bed', 'price': '$1,975'}, {'bedroom_type': '2 Beds', 'price': ''}, {'bedroom_type': '3 Beds', 'price': ''}]","100 Citronica Ln, Lemon Grove, CA 91945",https://www.apartments.com/celsius-lemon-grove-ca/3klp6xd/,,"$1,975",,,,,,,,,,,,
