Property_Name_Rent,City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Studio,1 Bed,2 Beds,3 Beds,4 Beds,"
													1 Bed
															–
2 Beds											","
													1 Bed
															–
3 Beds											"
Block C Apartments,San Marcos,Apartment,CA,92078,"[{'bedroom_type': 'Studio', 'price': '$1,699'}, {'bedroom_type': '1 Bed', 'price': '$1,830'}, {'bedroom_type': '2 Beds', 'price': ''}, {'bedroom_type': '3 Beds', 'price': '$2,675'}]","250 North City Dr, San Marcos, CA 92078",https://www.apartments.com/block-c-apartments-san-marcos-ca/s0qcbm4/,"$1,699","$1,830",,"$2,675",,,
Villas Fashion Island,Newport Beach,Apartment,CA,92660,"[{'bedroom_type': '1 Bed', 'price': '$3,270'}, {'bedroom_type': '2 Beds', 'price': '$4,855'}, {'bedroom_type': '3 Beds', 'price': '$5,580'}]","1000 San Joaquin Plz, Newport Beach, CA 92660",https://www.apartments.com/villas-fashion-island-newport-beach-ca/ppeym6r/,,"$3,270","$4,855","$5,580",,,
Valentia Apartment Homes,La Habra,Apartment,CA,90631,"[{'bedroom_type': '1 Bed', 'price': '$2,072'}, {'bedroom_type': '2 Beds', 'price': '$2,505'}, {'bedroom_type': '3 Beds', 'price': ''}]","951 S Beach Blvd, La Habra, CA 90631",https://www.apartments.com/valentia-apartment-homes-la-habra-ca/gc4c0mz/,,"$2,072","$2,505",,,,
Canyon Ridge at Napa Junction,American Canyon,Apartment,CA,94503,"[{'bedroom_type': '1 Bed', 'price': '$1,851'}, {'bedroom_type': '2 Beds', 'price': '$2,498'}]","800 Reliant Way, American Canyon, CA 94503",https://www.apartments.com/canyon-ridge-at-napa-junction-american-canyon-ca/3hrcp0g/,,"$1,851","$2,498",,,,
Mira,Canoga Park,Apartment,CA,91303,"[{'bedroom_type': 'Studio', 'price': '$2,080'}, {'bedroom_type': '1 Bed', 'price': '$2,069'}, {'bedroom_type': '2 Beds', 'price': '$2,571'}]","21425 Vanowen St, Canoga Park, CA 91303",https://www.apartments.com/mira-canoga-park-ca/38l7eqg/,"$2,080","$2,069","$2,571",,,,
The Union Flats,Union City,Apartment,CA,94587,"[{'bedroom_type': '1 Bed', 'price': '$2,015'}, {'bedroom_type': '2 Beds', 'price': '$3,280'}]","34588 11th St, Union City, CA 94587",https://www.apartments.com/the-union-flats-union-city-ca/dd1ekmk/,,"$2,015","$3,280",,,,
Cadence,Hayward,Apartment,CA,94544,"[{'bedroom_type': '1 Bed', 'price': '$1,999'}, {'bedroom_type': '2 Beds', 'price': '$2,799'}]","28850 Dixon St, Hayward, CA 94544",https://www.apartments.com/cadence-hayward-ca/lwhqrze/,,"$1,999","$2,799",,,,
The Lex,San Jose,Apartment,CA,95123,"[{'bedroom_type': 'Studio', 'price': '$1,970'}, {'bedroom_type': '1 Bed', 'price': '$2,100'}, {'bedroom_type': '2 Beds', 'price': '$2,675'}]","5560 Lexington Ave, San Jose, CA 95123",https://www.apartments.com/the-lex-san-jose-ca/f72t6dt/,"$1,970","$2,100","$2,675",,,,
777 Broadway,Oakland,Apartment,CA,94607,"[{'bedroom_type': '1 Bed', 'price': '$2,210'}, {'bedroom_type': '2 Beds', 'price': '$2,854'}]","777 Broadway, Oakland, CA 94607",https://www.apartments.com/777-broadway-oakland-ca/rfcdjq1/,,"$2,210","$2,854",,,,
7403,Los Angeles,Apartment,CA,90045,"[{'bedroom_type': 'Studio', 'price': '$1,899'}, {'bedroom_type': '1 Bed', 'price': '$2,250'}, {'bedroom_type': '2 Beds', 'price': '$3,199'}]","7403 La Tijera Blvd, Los Angeles, CA 90045",https://www.apartments.com/7403-los-angeles-ca/77xr18z/,"$1,899","$2,250","$3,199",,,,
Alexan Bahay,Los Angeles,Apartment,CA,90026,"[{'bedroom_type': 'Studio', 'price': '$1,625'}, {'bedroom_type': '1 Bed', 'price': '$2,085'}, {'bedroom_type': '2 Beds', 'price': '$2,900'}]","330 N Westlake Ave, Los Angeles, CA 90026",https://www.apartments.com/alexan-bahay-los-angeles-ca/7jfxnrx/,"$1,625","$2,085","$2,900",,,,
425 Broadway,Santa Monica,Apartment,CA,90401,"[{'bedroom_type': 'Studio', 'price': '$2,574'}, {'bedroom_type': '1 Bed', 'price': '$2,385'}]","425 Broadway, Santa Monica, CA 90401",https://www.apartments.com/425-broadway-santa-monica-ca/jbvkj47/,"$2,574","$2,385",,,,,
Vora Mission Gorge,San Diego,Apartment,CA,92120,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$1,924'}, {'bedroom_type': '2 Beds', 'price': '$2,497'}, {'bedroom_type': '3 Beds', 'price': '$3,134'}]","4440 Twain Ave, San Diego, CA 92120",https://www.apartments.com/vora-mission-gorge-san-diego-ca/sbk32d7/,,"$1,924","$2,497","$3,134",,,
Huxley,Redwood City,Apartment,CA,94063,"[{'bedroom_type': 'Studio', 'price': '$2,400'}, {'bedroom_type': '1 Bed', 'price': '$2,820'}, {'bedroom_type': '2 Beds', 'price': '$3,550'}]","1355 El Camino Real, Redwood City, CA 94063",https://www.apartments.com/huxley-redwood-city-ca/37lp2nd/,"$2,400","$2,820","$3,550",,,,
Canyon Oaks Luxury Apartments,Santa Rosa,Apartment,CA,95403,"[{'bedroom_type': '1 Bed', 'price': '$2,195'}, {'bedroom_type': '2 Beds', 'price': '$2,445'}, {'bedroom_type': '3 Beds', 'price': '$3,195'}]","4627 Thomas Lake Harris Dr, Santa Rosa, CA 95403",https://www.apartments.com/canyon-oaks-luxury-apartments-santa-rosa-ca/yemp96r/,,"$2,195","$2,445","$3,195",,,
Terrano,Corona,Apartment,CA,92883,"[{'bedroom_type': '1 Bed', 'price': '$1,730'}, {'bedroom_type': '2 Beds', 'price': '$2,345'}, {'bedroom_type': '3 Beds', 'price': '$2,705'}]","2804 Fashion Dr, Corona, CA 92883",https://www.apartments.com/terrano-corona-ca/18b1417/,,"$1,730","$2,345","$2,705",,,
Santa Barbara At Chino Hills,Chino Hills,Apartment,CA,91709,"[{'bedroom_type': '1 Bed', 'price': '$2,457'}, {'bedroom_type': '2 Beds', 'price': '$2,685'}, {'bedroom_type': '3 Beds', 'price': '$3,173'}, {'bedroom_type': '4 Beds', 'price': '$3,528'}]","15920 Pomona Rincon Rd, Chino Hills, CA 91709",https://www.apartments.com/santa-barbara-at-chino-hills-chino-hills-ca/spddyz7/,,"$2,457","$2,685","$3,173","$3,528",,
IMT 6500,Van Nuys,Apartment,CA,91411,"[{'bedroom_type': '1 Bed', 'price': '$2,165'}, {'bedroom_type': '2 Beds', 'price': '$2,625'}]","6500 N Sepulveda Blvd, Van Nuys, CA 91411",https://www.apartments.com/imt-6500-van-nuys-ca/6n5jy9r/,,"$2,165","$2,625",,,,
Harvest at Fiddyment Ranch,Roseville,Apartment,CA,95747,"[{'bedroom_type': '1 Bed', 'price': '$1,705'}, {'bedroom_type': '2 Beds', 'price': '$1,990'}, {'bedroom_type': '3 Beds', 'price': '$2,365'}]","1900 Blue Oaks Blvd, Roseville, CA 95747",https://www.apartments.com/harvest-at-fiddyment-ranch-roseville-ca/8vs1fp2/,,"$1,705","$1,990","$2,365",,,
Jefferson Pacific Beach,San Diego,Apartment,CA,92109,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,299'}, {'bedroom_type': '2 Beds', 'price': '$2,999'}, {'bedroom_type': '3 Beds', 'price': ''}]","4275 Mission Bay Dr, San Diego, CA 92109",https://www.apartments.com/jefferson-pacific-beach-san-diego-ca/kzbrk3c/,,"$2,299","$2,999",,,,
Breeze Hill,Vista,Apartment,CA,92081,"[{'bedroom_type': 'Studio', 'price': '$1,859'}, {'bedroom_type': '1 Bed', 'price': '$1,795'}, {'bedroom_type': '2 Beds', 'price': '$2,160'}]","710 Breeze Hill Rd, Vista, CA 92081",https://www.apartments.com/breeze-hill-vista-ca/59r6evm/,"$1,859","$1,795","$2,160",,,,
Seacrest Homes Apartments,Torrance,Apartment,CA,90501,"[{'bedroom_type': '2 Beds', 'price': '$2,525'}, {'bedroom_type': '3 Beds', 'price': '$3,525'}]","1311 W Sepulveda Blvd, Torrance, CA 90501",https://www.apartments.com/seacrest-homes-apartments-torrance-ca/l5ebktg/,,,"$2,525","$3,525",,,
Verdara Glendale,Glendale,Apartment,CA,91204,"[{'bedroom_type': '1 Bed', 'price': '$2,100'}, {'bedroom_type': '2 Beds', 'price': '$3,000'}, {'bedroom_type': '3 Beds', 'price': '$3,795'}, {'bedroom_type': '4 Beds', 'price': '$5,295'}]","124 W Colorado St, Glendale, CA 91204",https://www.apartments.com/verdara-glendale-glendale-ca/x796f6p/,,"$2,100","$3,000","$3,795","$5,295",,
GIO,Sacramento,Apartment,CA,95816,"[{'bedroom_type': 'Studio', 'price': '$1,900'}, {'bedroom_type': '1 Bed', 'price': '$1,985'}, {'bedroom_type': '2 Beds', 'price': '$2,545'}, {'bedroom_type': '3 Beds', 'price': ''}]","3675 T St, Sacramento, CA 95816",https://www.apartments.com/gio-sacramento-ca/9jxvlp4/,"$1,900","$1,985","$2,545",,,,
The Rylan,Vista,Apartment,CA,92083,"[{'bedroom_type': 'Studio', 'price': '$2,055'}, {'bedroom_type': '1 Bed', 'price': '$2,120'}, {'bedroom_type': '2 Beds', 'price': '$2,955'}]","100 Main St, Vista, CA 92083",https://www.apartments.com/the-rylan-vista-ca/3cqcvwd/,"$2,055","$2,120","$2,955",,,,
Promenade at Irvine Spectrum,Irvine,Apartment,CA,92618,"[{'bedroom_type': 'Studio', 'price': '$2,040'}, {'bedroom_type': '1 Bed', 'price': '$2,200'}, {'bedroom_type': '2 Beds', 'price': '$2,865'}]","1100 Perlita, Irvine, CA 92618",https://www.apartments.com/promenade-at-irvine-spectrum-irvine-ca/2hnsmz9/,"$2,040","$2,200","$2,865",,,,
The Club at Enclave,Chula Vista,Apartment,CA,91913,"[{'bedroom_type': '1 Bed', 'price': '$2,085'}, {'bedroom_type': '2 Beds', 'price': '$2,685'}, {'bedroom_type': '3 Beds', 'price': '$3,365'}]","1629 Santa Venetia St, Chula Vista, CA 91913",https://www.apartments.com/the-club-at-enclave-chula-vista-ca/rl92983/,,"$2,085","$2,685","$3,365",,,
Artesa at Menifee Town Center,Menifee,Apartment,CA,92584,"[{'bedroom_type': '1 Bed', 'price': '$1,843'}, {'bedroom_type': '2 Beds', 'price': '$2,169'}, {'bedroom_type': '3 Beds', 'price': ''}]","30414 Town Center Dr, Menifee, CA 92584",https://www.apartments.com/artesa-at-menifee-town-center-menifee-ca/576wlnm/,,"$1,843","$2,169",,,,
Amplifi,Fullerton,Apartment,CA,92832,"[{'bedroom_type': 'Studio', 'price': '$2,110'}, {'bedroom_type': '1 Bed', 'price': '$2,445'}, {'bedroom_type': '2 Beds', 'price': '$2,895'}, {'bedroom_type': '3 Beds', 'price': '$4,165'}]","600 W Commonwealth Ave, Fullerton, CA 92832",https://www.apartments.com/amplifi-fullerton-ca/h4bhn92/,"$2,110","$2,445","$2,895","$4,165",,,
THE JULIETTE,North Hollywood,Apartment,CA,91601,"[{'bedroom_type': 'Studio', 'price': '$1,895'}, {'bedroom_type': '1 Bed', 'price': '$2,395'}, {'bedroom_type': '2 Beds', 'price': '$2,450'}]","11246 W Otsego St, North Hollywood, CA 91601",https://www.apartments.com/the-juliette-north-hollywood-ca/wkckjth/,"$1,895","$2,395","$2,450",,,,
DUO Apartments,San Jose,Apartment,CA,95119,"[{'bedroom_type': 'Studio', 'price': '$2,265'}, {'bedroom_type': '1 Bed', 'price': '$2,490'}, {'bedroom_type': '2 Beds', 'price': '$3,140'}]","6670 Emergent Way, San Jose, CA 95119",https://www.apartments.com/duo-apartments-san-jose-ca/212msp9/,"$2,265","$2,490","$3,140",,,,
Evolve South Bay,Carson,Apartment,CA,90745,"[{'bedroom_type': '1 Bed', 'price': '$2,340'}, {'bedroom_type': '2 Beds', 'price': '$2,730'}, {'bedroom_type': '3 Beds', 'price': '$3,465'}]","285 E Del Amo Blvd, Carson, CA 90745",https://www.apartments.com/evolve-south-bay-carson-ca/4hmj7rl/,,"$2,340","$2,730","$3,465",,,
550 Harborfront,San Pedro,Apartment,CA,90731,"[{'bedroom_type': '1 Bed', 'price': '$1,970'}, {'bedroom_type': '2 Beds', 'price': '$2,710'}, {'bedroom_type': '3 Beds', 'price': '$3,700'}, {'bedroom_type': '4 Beds', 'price': '$4,865'}]","550 S Palos Verdes St, San Pedro, CA 90731",https://www.apartments.com/550-harborfront-san-pedro-ca/e6trq5m/,,"$1,970","$2,710","$3,700","$4,865",,
Azure,Santa Maria,Apartment,CA,93454,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$2,125'}, {'bedroom_type': '3 Beds', 'price': '$2,390'}]","703 E Meehan St, Santa Maria, CA 93454",https://www.apartments.com/azure-santa-maria-ca/bkc2xnc/,,,"$2,125","$2,390",,,
ALLURE AT 2920,Modesto,Apartment,CA,95356,"[{'bedroom_type': 'Studio', 'price': '$1,495'}, {'bedroom_type': '1 Bed', 'price': '$1,625'}, {'bedroom_type': '2 Beds', 'price': '$2,095'}]","2920 Healthcare Way, Modesto, CA 95356",https://www.apartments.com/allure-at-2920-modesto-ca/mhhw5el/,"$1,495","$1,625","$2,095",,,,
Arballo Collection,San Francisco,Apartment,CA,94132,"[{'bedroom_type': '3 Beds', 'price': '$6,889'}]","512 Arballo Dr, San Francisco, CA 94132",https://www.apartments.com/arballo-collection-san-francisco-ca/djygwgj/,,,,"$6,889",,,
Arrive Los Carneros II,Goleta,Apartment,CA,93117,"[{'bedroom_type': '1 Bed', 'price': '$3,295'}, {'bedroom_type': '2 Beds', 'price': '$3,795'}, {'bedroom_type': '3 Beds', 'price': '$4,325'}]","6720 Calle Koral, Goleta, CA 93117",https://www.apartments.com/arrive-los-carneros-ii-goleta-ca/ngfcq2q/,,"$3,295","$3,795","$4,325",,,
The Arbors at California Oaks,Murrieta,Apartment,CA,92562,"[{'bedroom_type': '1 Bed', 'price': '$1,415'}, {'bedroom_type': '2 Beds', 'price': '$1,740'}]","24375 Jackson Ave, Murrieta, CA 92562",https://www.apartments.com/the-arbors-at-california-oaks-murrieta-ca/8mnw3e3/,,"$1,415","$1,740",,,,
Santa Fe Ranch,Carlsbad,Apartment,CA,92009,"[{'bedroom_type': '1 Bed', 'price': '$2,076'}, {'bedroom_type': '2 Beds', 'price': '$2,185'}]","3402 Calle Odessa, Carlsbad, CA 92009",https://www.apartments.com/santa-fe-ranch-carlsbad-ca/ed6q78m/,,"$2,076","$2,185",,,,
The Cove at Tiburon,Tiburon,Apartment,CA,94920,"[{'bedroom_type': '1 Bed', 'price': '$2,962'}, {'bedroom_type': '2 Beds', 'price': '$5,925'}, {'bedroom_type': '3 Beds', 'price': '$8,165'}, {'bedroom_type': '4 Beds', 'price': '$18,395'}]","50 Barbaree Way, Tiburon, CA 94920",https://www.apartments.com/the-cove-at-tiburon-tiburon-ca/9e9x044/,,"$2,962","$5,925","$8,165","$18,395",,
CORONADO PALMS,Anaheim,Apartment,CA,92802,"[{'bedroom_type': '1 Bed', 'price': '$1,571'}, {'bedroom_type': '2 Beds', 'price': '$1,795'}, {'bedroom_type': '3 Beds', 'price': '$2,292'}]","1250 S Euclid Ave, Anaheim, CA 92802",https://www.apartments.com/coronado-palms-anaheim-ca/qhtxywz/,,"$1,571","$1,795","$2,292",,,
Ocean Breeze Villas,Huntington Beach,Apartment,CA,92647,"[{'bedroom_type': '1 Bed', 'price': '$1,900'}, {'bedroom_type': '2 Beds', 'price': '$1,945'}, {'bedroom_type': '3 Beds', 'price': ''}]","6401 Warner Ave, Huntington Beach, CA 92647",https://www.apartments.com/ocean-breeze-villas-huntington-beach-ca/c1x1zeg/,,"$1,900","$1,945",,,,
The Cascades,Anaheim,Apartment,CA,92808,"[{'bedroom_type': '1 Bed', 'price': '$2,123'}, {'bedroom_type': '2 Beds', 'price': '$2,361'}]","8604 E Whitewater Dr, Anaheim, CA 92808",https://www.apartments.com/the-cascades-anaheim-ca/2gyyxgb/,,"$2,123","$2,361",,,,
Westcreek Apartments,Westlake Village,Apartment,CA,91362,"[{'bedroom_type': '1 Bed', 'price': '$2,388'}, {'bedroom_type': '2 Beds', 'price': '$2,873'}]","973-986 Westcreek Ln, Westlake Village, CA 91362",https://www.apartments.com/westcreek-apartments-westlake-village-ca/f7hz5nr/,,"$2,388","$2,873",,,,
Solterra at Civic Center,Norwalk,Apartment,CA,90650,"[{'bedroom_type': '1 Bed', 'price': '$1,990'}, {'bedroom_type': '2 Beds', 'price': '$2,445'}]","12700 Bloomfield Ave, Norwalk, CA 90650",https://www.apartments.com/solterra-at-civic-center-norwalk-ca/p0g72qt/,,"$1,990","$2,445",,,,
Davenport,Sacramento,Apartment,CA,95831,"[{'bedroom_type': 'Studio', 'price': '$1,225'}, {'bedroom_type': '1 Bed', 'price': '$1,226'}, {'bedroom_type': '2 Beds', 'price': '$1,490'}, {'bedroom_type': '3 Beds', 'price': '$1,773'}]","941 43rd Ave, Sacramento, CA 95831",https://www.apartments.com/davenport-sacramento-ca/ppzz9pr/,"$1,225","$1,226","$1,490","$1,773",,,
The Legends At Willow Creek,Folsom,Apartment,CA,95630,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}, {'bedroom_type': '2 Beds', 'price': '$1,945'}]","180 S Lexington Dr, Folsom, CA 95630",https://www.apartments.com/the-legends-at-willow-creek-folsom-ca/5943frp/,,"$1,650","$1,945",,,,
VEDA,Sherman Oaks,Apartment,CA,91403,"[{'bedroom_type': '1 Bed', 'price': '$2,199'}, {'bedroom_type': '2 Beds', 'price': '$2,399'}]","4735 Sepulveda Blvd, Sherman Oaks, CA 91403",https://www.apartments.com/veda-sherman-oaks-ca/bt4sxfc/,,"$2,199","$2,399",,,,
Harrison,Glendale,Apartment,CA,91203,"[{'bedroom_type': 'Studio', 'price': '$1,847'}, {'bedroom_type': '1 Bed', 'price': '$1,899'}, {'bedroom_type': '2 Beds', 'price': '$3,052'}]","318 W Wilson Ave, Glendale, CA 91203",https://www.apartments.com/harrison-glendale-ca/bwf9tt8/,"$1,847","$1,899","$3,052",,,,
Prado,San Diego,Apartment,CA,92108,"[{'bedroom_type': '1 Bed', 'price': '$1,725'}, {'bedroom_type': '2 Beds', 'price': '$2,020'}]","6304 Rancho Mission Rd, San Diego, CA 92108",https://www.apartments.com/prado-san-diego-ca/sl9rze5/,,"$1,725","$2,020",,,,
Larkspur Woods,Sacramento,Apartment,CA,95833,"[{'bedroom_type': '1 Bed', 'price': '$1,746'}, {'bedroom_type': '2 Beds', 'price': '$1,912'}, {'bedroom_type': '3 Beds', 'price': '$2,209'}]","2900 Weald Way, Sacramento, CA 95833",https://www.apartments.com/larkspur-woods-sacramento-ca/tkzr4h8/,,"$1,746","$1,912","$2,209",,,
COPPER CREEK,Sacramento,Apartment,CA,95841,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$1,535'}]","6430 Verner Ave, Sacramento, CA 95841",https://www.apartments.com/copper-creek-sacramento-ca/txjbzwc/,,,"$1,535",,,,
Bella Vista,Mission Viejo,Apartment,CA,92691,"[{'bedroom_type': '1 Bed', 'price': '$1,765'}, {'bedroom_type': '2 Beds', 'price': '$2,235'}]","27550 Hillcrest, Mission Viejo, CA 92691",https://www.apartments.com/bella-vista-mission-viejo-ca/0h72de0/,,"$1,765","$2,235",,,,
Sycamore Canyon Apartments,Anaheim Hills,Apartment,CA,92808,"[{'bedroom_type': '1 Bed', 'price': '$1,790'}, {'bedroom_type': '2 Beds', 'price': '$2,635'}]","8201 E Blackwillow Cir, Anaheim Hills, CA 92808",https://www.apartments.com/sycamore-canyon-apartments-anaheim-hills-ca/jm9xqs4/,,"$1,790","$2,635",,,,
Promenade at Town Center,Valencia,Apartment,CA,91355,"[{'bedroom_type': '1 Bed', 'price': '$1,925'}, {'bedroom_type': '2 Beds', 'price': '$2,390'}, {'bedroom_type': '3 Beds', 'price': ''}]","24905 Magic Mountain Pky, Valencia, CA 91355",https://www.apartments.com/promenade-at-town-center-valencia-ca/g7tyh1y/,,"$1,925","$2,390",,,,
Hensley at Corona Pointe Apartments,Corona,Apartment,CA,92881,"[{'bedroom_type': '1 Bed', 'price': '$1,660'}, {'bedroom_type': '2 Beds', 'price': '$1,720'}]","1171 E Baywood Dr, Corona, CA 92881",https://www.apartments.com/hensley-at-corona-pointe-apartments-corona-ca/h80fqb0/,,"$1,660","$1,720",,,,
Miramonte and Trovas,Sacramento,Apartment,CA,95835,"[{'bedroom_type': '1 Bed', 'price': '$1,529'}, {'bedroom_type': '2 Beds', 'price': '$1,812'}, {'bedroom_type': '3 Beds', 'price': ''}]","4850 Natomas Blvd, Sacramento, CA 95835",https://www.apartments.com/miramonte-and-trovas-sacramento-ca/ny5803q/,,"$1,529","$1,812",,,,
Preserve at Marin,Corte Madera,Apartment,CA,94925,"[{'bedroom_type': '2 Beds', 'price': '$4,556'}, {'bedroom_type': '3 Beds', 'price': '$4,314'}]","350 Robin Dr, Corte Madera, CA 94925",https://www.apartments.com/preserve-at-marin-corte-madera-ca/q7gqk7x/,,,"$4,556","$4,314",,,
Villa Lucia Apartments,Fresno,Apartment,CA,93722,"[{'bedroom_type': '1 Bed', 'price': '$1,115'}, {'bedroom_type': '2 Beds', 'price': '$1,245'}, {'bedroom_type': '3 Beds', 'price': ''}]","4262 Figarden Dr, Fresno, CA 93722",https://www.apartments.com/villa-lucia-apartments-fresno-ca/jk2zpg7/,,"$1,115","$1,245",,,,
Seacrest Apartments,San Clemente,Apartment,CA,92672,"[{'bedroom_type': '1 Bed', 'price': '$2,015'}, {'bedroom_type': '2 Beds', 'price': '$2,455'}]","240 Avenida Vista Montana, San Clemente, CA 92672",https://www.apartments.com/seacrest-apartments-san-clemente-ca/jxvf9e7/,,"$2,015","$2,455",,,,
Verano at Rancho Cucamonga Town Square,Rancho Cucamonga,Apartment,CA,91730,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$1,712'}, {'bedroom_type': '2 Beds', 'price': ''}, {'bedroom_type': '3 Beds', 'price': ''}]","8200 Haven Ave, Rancho Cucamonga, CA 91730",https://www.apartments.com/verano-at-rancho-cucamonga-town-square-rancho-cucamonga-ca/gjejlfy/,,"$1,712",,,,,
Sofi Ventura,Ventura,Apartment,CA,93003,"[{'bedroom_type': '1 Bed', 'price': '$1,963'}, {'bedroom_type': '2 Beds', 'price': '$2,452'}]","6250 Telegraph Rd, Ventura, CA 93003",https://www.apartments.com/sofi-ventura-ventura-ca/elpn0bq/,,"$1,963","$2,452",,,,
Artessa,Riverside,Apartment,CA,92504,"[{'bedroom_type': '1 Bed', 'price': '$1,411'}, {'bedroom_type': '2 Beds', 'price': ''}]","7600 Ambergate Pl, Riverside, CA 92504",https://www.apartments.com/artessa-riverside-ca/52x029n/,,"$1,411",,,,,
Northglen,Valencia,Apartment,CA,91355,"[{'bedroom_type': '1 Bed', 'price': '$2,110'}, {'bedroom_type': '2 Beds', 'price': ''}]","23516 W Magic Mountain Pky, Valencia, CA 91355",https://www.apartments.com/northglen-valencia-ca/n8fyj7n/,,"$2,110",,,,,
Barclay Square,San Diego,Apartment,CA,92117,"[{'bedroom_type': '1 Bed', 'price': '$1,775'}, {'bedroom_type': '2 Beds', 'price': '$1,760'}, {'bedroom_type': '3 Beds', 'price': '$2,460'}]","6363 Beadnell Way, San Diego, CA 92117",https://www.apartments.com/barclay-square-san-diego-ca/szlkpb7/,,"$1,775","$1,760","$2,460",,,
Fountain Grove Apartments,Sacramento,Apartment,CA,95842,"[{'bedroom_type': '1 Bed', 'price': '$1,200'}, {'bedroom_type': '2 Beds', 'price': '$1,325'}]","5101 Andrea Blvd, Sacramento, CA 95842",https://www.apartments.com/fountain-grove-apartments-sacramento-ca/l7rvfre/,,"$1,200","$1,325",,,,
Rosemeade at Olympus Pointe,Roseville,Apartment,CA,95661,"[{'bedroom_type': '1 Bed', 'price': '$1,580'}, {'bedroom_type': '2 Beds', 'price': '$2,020'}, {'bedroom_type': '3 Beds', 'price': ''}]","1451 Rocky Ridge Dr, Roseville, CA 95661",https://www.apartments.com/rosemeade-at-olympus-pointe-roseville-ca/ys2d0cs/,,"$1,580","$2,020",,,,
MIRABELLA,Bermuda Dunes,Apartment,CA,92203,"[{'bedroom_type': '1 Bed', 'price': '$1,398'}, {'bedroom_type': '2 Beds', 'price': '$1,566'}]","40300 Washington St, Bermuda Dunes, CA 92203",https://www.apartments.com/mirabella-bermuda-dunes-ca/8yf5880/,,"$1,398","$1,566",,,,
Luxe 1801,Alhambra,Apartment,CA,91803,"[{'bedroom_type': 'Studio', 'price': '$1,705'}, {'bedroom_type': '1 Bed', 'price': '$1,850'}, {'bedroom_type': '2 Beds', 'price': ''}, {'bedroom_type': '3 Beds', 'price': '$2,650'}]","1801 Garvey Ave, Alhambra, CA 91803",https://www.apartments.com/luxe-1801-alhambra-ca/rdny3q2/,"$1,705","$1,850",,"$2,650",,,
San Regis Apartments,Van Nuys,Apartment,CA,91406,"[{'bedroom_type': 'Studio', 'price': '$1,378'}, {'bedroom_type': '1 Bed', 'price': '$1,565'}, {'bedroom_type': '2 Beds', 'price': '$2,359'}]","15454 Sherman Way, Van Nuys, CA 91406",https://www.apartments.com/san-regis-apartments-van-nuys-ca/j6mfdj7/,"$1,378","$1,565","$2,359",,,,
Fresco,Moreno Valley,Apartment,CA,92553,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$1,875'}, {'bedroom_type': '3 Beds', 'price': '$2,490'}]","12640 Memorial Way, Moreno Valley, CA 92553",https://www.apartments.com/fresco-moreno-valley-ca/dxr97ph/,,,"$1,875","$2,490",,,
Mission Trails Apartments San Diego,San Diego,Apartment,CA,92119,"[{'bedroom_type': '1 Bed', 'price': '$2,036'}, {'bedroom_type': '2 Beds', 'price': '$2,461'}]","6975 Golfcrest Dr, San Diego, CA 92119",https://www.apartments.com/mission-trails-apartments-san-diego-san-diego-ca/hqhlr81/,,"$2,036","$2,461",,,,
Hazel Park 2 MONTHS FREE GOING ON NOW!**,Sherman Oaks,Apartment,CA,91423,"[{'bedroom_type': '2 Beds', 'price': '$2,677'}]","5060 Hazeltine Ave, Sherman Oaks, CA 91423",https://www.apartments.com/hazel-park-2-months-free-going-on-now-sherman-oaks-ca/4bfhfgh/,,,"$2,677",,,,
Bay Village,Vallejo,Apartment,CA,94590,"[{'bedroom_type': '1 Bed', 'price': '$1,980'}, {'bedroom_type': '2 Beds', 'price': '$2,145'}]","1107 Porter St, Vallejo, CA 94590",https://www.apartments.com/bay-village-vallejo-ca/mj77l4l/,,"$1,980","$2,145",,,,
Pentagon Apartments,Fremont,Apartment,CA,94536,"[{'bedroom_type': '1 Bed', 'price': '$2,249'}, {'bedroom_type': '2 Beds', 'price': '$2,429'}, {'bedroom_type': '3 Beds', 'price': '$3,500'}]","37950 Fremont Blvd, Fremont, CA 94536",https://www.apartments.com/pentagon-apartments-fremont-ca/3yzpqgg/,,"$2,249","$2,429","$3,500",,,
Mission Trails Apartments San Diego,San Diego,Apartment,CA,92119,"[{'bedroom_type': '1 Bed', 'price': '$2,036'}, {'bedroom_type': '2 Beds', 'price': '$2,461'}]","6975 Golfcrest Dr, San Diego, CA 92119",https://www.apartments.com/mission-trails-apartments-san-diego-san-diego-ca/hqhlr81/,,"$2,036","$2,461",,,,
