City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,2 Beds,3 Beds,4 Beds,4+ Beds,1 Bed,Studio
6341 Andromeda Ct,Townhomes,Eastvale,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]","Eastvale, CA 91752",https://www.apartments.com/6341-andromeda-ct-eastvale-ca/rrvprr3/,2½ BAs,"1,384 Sq Ft","1,384",12 Month Lease,Available Now,"$2,400",,,,,
1036 W Fernleaf Ave,Townhomes,Pomona,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,700'}]","Pomona, CA 91766",https://www.apartments.com/1036-w-fernleaf-ave-pomona-ca/20n27gc/,3 BAs,"1,605 Sq Ft","1,605",12 Month Lease,Available Now,,"$2,700",,,,
29740 Denny Dr,Townhomes,Lake Elsinore,CA,"[{'bedroom_type': '3 Beds', 'price': '$1,800'}]","Lake Elsinore, CA 92530",https://www.apartments.com/29740-denny-dr-lake-elsinore-ca/83x3210/,2½ BAs,"1,300 Sq Ft","1,300",,Available Now,,"$1,800",,,,
4140 Workman Mill Rd,Townhomes,Whittier,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,295'}]","Whittier, CA 90601",https://www.apartments.com/4140-workman-mill-rd-whittier-ca/mjrg4mh/,1 BA,"1,066 Sq Ft","1,066",1 Month Lease,Available Now,"$2,295",,,,,
427 Poinsettia Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,995'}]","Newport Beach, CA 92625",https://www.apartments.com/427-poinsettia-ave-newport-beach-ca/cmhlf0g/,1½ BAs,"1,935 Sq Ft","1,935",12 Month Lease,Available Now,,"$5,995",,,,
3000 N Woods St,Townhomes,Orange,CA,"[{'bedroom_type': '4 Beds', 'price': '$2,850'}]","Orange, CA 92865",https://www.apartments.com/3000-n-woods-st-orange-ca/kqzb5fc/,2½ BAs,"1,550 Sq Ft","1,550",12 Month Lease,Available Now,,,"$2,850",,,
1093 E Grand Ave,Townhomes,Pomona,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]","Pomona, CA 91766",https://www.apartments.com/1093-e-grand-ave-pomona-ca/jxdywx7/,2½ BAs,"2,031 Sq Ft","2,031",12 Month Lease,Available Now,,"$2,500",,,,
76458 Violet Cir,Townhomes,Palm Desert,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","Palm Desert, CA 92211",https://www.apartments.com/76458-violet-cir-palm-desert-ca/gv63s7x/,2 BAs,"1,579 Sq Ft","1,579",,Available Now,"$2,695",,,,,
712 Calle Divino,Townhomes,San Clemente,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]","San Clemente, CA 92673",https://www.apartments.com/712-calle-divino-san-clemente-ca/9x9wtv7/,2½ BAs,"1,270 Sq Ft","1,270",,Available Now,,"$4,500",,,,
47 Eagle Point,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,875'}]","Irvine, CA 92604",https://www.apartments.com/47-eagle-point-irvine-ca/c12nhsg/,2½ BAs,"1,383 Sq Ft","1,383",12 Month Lease,Available Now,,"$2,875",,,,
365 Adalina Ln,Townhomes,Brea,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]","Brea, CA 92821",https://www.apartments.com/365-adalina-ln-brea-ca/w6j558k/,1½ BAs,"1,561 Sq Ft","1,561",,Available Now,,"$3,500",,,,
242 W Marquita,Townhomes,San Clemente,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,975'}]","San Clemente, CA 92672",https://www.apartments.com/242-w-marquita-san-clemente-ca/pwpkxft/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,"$1,975",,,,,
310 Avenida Santa Barbara,Townhomes,San Clemente,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]","San Clemente, CA 92672",https://www.apartments.com/310-avenida-santa-barbara-san-clemente-ca/21x5veb/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,"$2,300",,,,,
1421 12th St,Townhomes,Manhattan Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,900'}]","Manhattan Beach, CA 90266",https://www.apartments.com/1421-12th-st-manhattan-beach-ca/tnrk74b/,2½ BAs,"1,337 Sq Ft","1,337",,Available Now,"$3,900",,,,,
27 Portland Pl,Townhomes,Laguna Niguel,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,900'}]","Laguna Niguel, CA 92677",https://www.apartments.com/27-portland-pl-laguna-niguel-ca/fx0cngt/,2 BAs,"1,439 Sq Ft","1,439",,Available Now,,"$3,900",,,,
3213 La Encina Way,Townhomes,Pasadena,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,750'}]","Pasadena, CA 91107",https://www.apartments.com/3213-la-encina-way-pasadena-ca/srd75m4/,2 BAs,"2,158 Sq Ft","2,158",12 Month Lease,Available Now,,"$3,750",,,,
19648 Castellana Plaza,Townhomes,Yorba Linda,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,250'}]","Yorba Linda, CA 92886",https://www.apartments.com/19648-castellana-plaza-yorba-linda-ca/4hhg1dj/,2½ BAs,"1,529 Sq Ft","1,529",12 Month Lease,Available Now,,,"$3,250",,,
16602 Bordeaux Ln,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]","Huntington Beach, CA 92649",https://www.apartments.com/16602-bordeaux-ln-huntington-beach-ca/l5dw55e/,2½ BAs,"1,390 Sq Ft","1,390",,Available Now,"$3,800",,,,,
21791 Lake Vista Dr,Townhomes,Lake Forest,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]","Lake Forest, CA 92630",https://www.apartments.com/21791-lake-vista-dr-lake-forest-ca/flgb89v/,2 BAs,"1,164 Sq Ft","1,164",12 Month Lease,Available Now,,"$2,600",,,,
1918 N Ontario St,Townhomes,Burbank,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,495'}]","Burbank, CA 91505",https://www.apartments.com/1918-n-ontario-st-burbank-ca/5c568wq/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,"$2,495",,,,,
307 Harbor Breeze Dr,Townhomes,Port Hueneme,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]","Port Hueneme, CA 93041",https://www.apartments.com/307-harbor-breeze-dr-port-hueneme-ca/8vn6vw2/,3 BAs,"1,651 Sq Ft","1,651",,Available Now,,"$3,200",,,,
33922 Golden Lantern St,Townhomes,Dana Point,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]","Dana Point, CA 92629",https://www.apartments.com/33922-golden-lantern-dana-point-ca/c2grxld/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,"$2,300",,,,,
4367 Larwin Ave,Townhomes,Cypress,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]","Cypress, CA 90630",https://www.apartments.com/4367-larwin-ave-cypress-ca/den8e0k/,1½ BAs,"1,426 Sq Ft","1,426",12 Month Lease,Available Now,,"$3,000",,,,
2446 E Mountain St,Townhomes,Pasadena,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,900'}]","Pasadena, CA 91104",https://www.apartments.com/2446-e-mountain-st-pasadena-ca/xer30gq/,2½ BAs,"1,364 Sq Ft","1,364",12 Month Lease,Available Now,,"$2,900",,,,
1018 La Cadena Ave,Townhomes,Arcadia,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,400'}]","Arcadia, CA 91007",https://www.apartments.com/1018-la-cadena-ave-arcadia-ca/55d2h2q/,2½ BAs,"2,148 Sq Ft","2,148",12 Month Lease,Available Now,,"$3,400",,,,
1082 Fifteenth Ave,Townhomes,Redwood City,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,300'}]","Redwood City, CA 94063",https://www.apartments.com/1082-fifteenth-ave-redwood-city-ca/4qdg64l/,1 BA,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,"$3,300",,,,,
5354 Driftwood St,Townhomes,Oxnard,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]","Oxnard, CA 93035",https://www.apartments.com/5354-driftwood-st-oxnard-ca/w13h5vk/,2½ BAs,"1,258 Sq Ft","1,258",,Available Now,"$2,500",,,,,
626 College Dr,Townhomes,Ventura,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,350'}]","Ventura, CA 93003",https://www.apartments.com/626-college-dr-ventura-ca/wegkx3h/,1½ BAs,950 Sq Ft,950,,Available Now,"$2,350",,,,,
335 Beverly Pl,Townhomes,Santa Ana,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,550'}]","Santa Ana, CA 92701",https://www.apartments.com/335-beverly-pl-santa-ana-ca/b66wb89/,2 BAs,"1,300 Sq Ft","1,300",,Available Now,,"$2,550",,,,
796 Tioga Dr,Townhomes,Ventura,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,000'}]","Ventura, CA 93001",https://www.apartments.com/796-tioga-dr-ventura-ca/4kvw7xj/,2½ BAs,"3,000 Sq Ft","3,000",,Available Now,,"$5,000",,,,
2575 Bayshore Ave,Townhomes,Ventura,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]","Ventura, CA 93001",https://www.apartments.com/2575-bayshore-ave-ventura-ca/mvdgh2j/,1 BA,"1,560 Sq Ft","1,560",,Available Now,,"$3,500",,,,
641 Flathead River St,Townhomes,Oxnard,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]","Oxnard, CA 93036",https://www.apartments.com/641-flathead-river-st-oxnard-ca/q59xw8y/,2½ BAs,"1,643 Sq Ft","1,643",,Available Now,,"$2,600",,,,
3310 Rockhampton Dr,Townhomes,Camarillo,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,825'}]","Camarillo, CA 93012",https://www.apartments.com/3310-rockhampton-dr-camarillo-ca/7hh5xby/,2 BAs,"1,200 Sq Ft","1,200",,Available Now,"$2,825",,,,,
444 San Antonio Rd,Townhomes,Palo Alto,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,250'}]","Palo Alto, CA 94306",https://www.apartments.com/444-san-antonio-rd-palo-alto-ca/3dxf2ze/,2½ BAs,"1,826 Sq Ft","1,826",12 Month Lease,Available Now,,"$4,250",,,,
121 Chadron Cir,Townhomes,Mission Viejo,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,095'}]","Mission Viejo, CA 92694",https://www.apartments.com/121-chadron-cir-mission-viejo-ca/n5mqztm/,2½ BAs,"1,448 Sq Ft","1,448",1 Month Lease,Available Now,,"$3,095",,,,
112 E Avenida San Gabriel,Townhomes,San Clemente,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]","San Clemente, CA 92672",https://www.apartments.com/112-e-avenida-san-gabriel-san-clemente-ca/8ckyzj2/,2 BAs,900 Sq Ft,900,12 Month Lease,Available Now,"$2,250",,,,,
713 S Old Ranch Rd,Townhomes,Arcadia,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,380'}]","Arcadia, CA 91007",https://www.apartments.com/713-s-old-ranch-rd-arcadia-ca/g32jpkx/,4 BAs,"1,570 Sq Ft","1,570",12 Month Lease,Available Now,,"$3,380",,,,
5752 W 10th St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,400'}]","Los Angeles, CA 90019",https://www.apartments.com/5752-w-10th-st-los-angeles-ca/5h7pjzm/,3 BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,,"$3,400",,,
26244 Devonshire,Townhomes,Mission Viejo,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]","Mission Viejo, CA 92692",https://www.apartments.com/26244-devonshire-mission-viejo-ca/7kgslmy/,2½ BAs,"1,418 Sq Ft","1,418",12 Month Lease,Available Now,"$2,750",,,,,
509 N Juanita Ave,Townhomes,Redondo Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]","Redondo Beach, CA 90277",https://www.apartments.com/509-n-juanita-ave-redondo-beach-ca/3zhjere/,1½ BAs,"1,750 Sq Ft","1,750",12 Month Lease,Available Now,,"$4,500",,,,
28106 Ridgeforest Ct,Townhomes,Rancho Palos Verdes,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,700'}]","Rancho Palos Verdes, CA 90275",https://www.apartments.com/28106-ridgeforest-ct-rancho-palos-verdes-ca/byqw3pc/,3 BAs,"1,817 Sq Ft","1,817",12 Month Lease,Available Now,,"$3,700",,,,
34411 Via San Juan,Townhomes,Dana Point,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]","Dana Point, CA 92624",https://www.apartments.com/34411-via-san-juan-dana-point-ca/03kv6c1/,2½ BAs,"1,250 Sq Ft","1,250",12 Month Lease,Available Now,"$2,850",,,,,
119 Ruby Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '4 Beds', 'price': '$4,950'}]","Newport Beach, CA 92662",https://www.apartments.com/119-ruby-ave-newport-beach-ca/hw259y3/,2 BAs,"1,608 Sq Ft","1,608",,Available Now,,,"$4,950",,,
802 W 65th St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '4+ Beds', 'price': '$3,800'}]","Los Angeles, CA 90044",https://www.apartments.com/802-w-65th-st-los-angeles-ca/b6qx8gb/,3 BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,,,,"$3,800",,
1394 E Yucca Dr,Townhomes,San Bernardino,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,750'}]","San Bernardino, CA 92404",https://www.apartments.com/1394-e-yucca-dr-san-bernardino-ca/rg4ztc3/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,"$1,750",,,,,
144 W Canada,Townhomes,San Clemente,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,550'}]","San Clemente, CA 92672",https://www.apartments.com/144-w-canada-san-clemente-ca/x28322p/,3 BAs,"1,857 Sq Ft","1,857",12 Month Lease,Available Now,,"$3,550",,,,
1420 N Edison Blvd,Townhomes,Burbank,CA,"[{'bedroom_type': '1 Bed', 'price': '$2,200'}]","Burbank, CA 91505",https://www.apartments.com/1420-n-edison-blvd-burbank-ca/j2cgjz5/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,,,,"$2,200",
1290 N San Gabriel Ave,Townhomes,Azusa,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,950'}]","Azusa, CA 91702",https://www.apartments.com/1290-n-san-gabriel-ave-azusa-ca/60vvext/,1 BA,"1,202 Sq Ft","1,202",12 Month Lease,Available Now,"$1,950",,,,,
415 Goldenrod Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,700'}]","Newport Beach, CA 92625",https://www.apartments.com/415-goldenrod-ave-newport-beach-ca/bqd363c/,2½ BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,,"$4,700",,,,
2210 Synergy,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]","Irvine, CA 92614",https://www.apartments.com/2210-synergy-irvine-ca/gfg26fx/,2½ BAs,"1,414 Sq Ft","1,414",12 Month Lease,Available Now,,"$4,000",,,,
719 Jasmine Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,900'}]","Newport Beach, CA 92625",https://www.apartments.com/719-jasmine-ave-newport-beach-ca/7qw08fw/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,"$5,900",,,,
311 Marguerite Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,795'}]","Newport Beach, CA 92625",https://www.apartments.com/311-marguerite-ave-newport-beach-ca/kd7ns4b/,1 BA,650 Sq Ft,650,12 Month Lease,Available Now,"$2,795",,,,,
2175 Vista Entrada Vis,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$6,950'}]","Newport Beach, CA 92660",https://www.apartments.com/2175-vista-entrada-vis-newport-beach-ca/t25ed39/,2½ BAs,"1,881 Sq Ft","1,881",12 Month Lease,Available Now,,"$6,950",,,,
1731 Mountain Terrace Ln,Townhomes,Montebello,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]","Montebello, CA 90640",https://www.apartments.com/1731-mountain-terrace-ln-montebello-ca/bzjlxnb/,2 BAs,"1,448 Sq Ft","1,448",,Available Now,,"$2,500",,,,
1420 N Edison Blvd,Townhomes,Burbank,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,875'}]","Burbank, CA 91505",https://www.apartments.com/1420-n-edison-blvd-burbank-ca/ngw9y6q/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,,,,"$1,875",
414 W Stevens Ave,Townhomes,Santa Ana,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,850'}]","Santa Ana, CA 92707",https://www.apartments.com/414-w-stevens-ave-santa-ana-ca/5r7v15q/,2 BAs,875 Sq Ft,875,12 Month Lease,Available Now,"$1,850",,,,,
460 St Ann's Dr,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '1 Bed', 'price': '$3,250'}]","Laguna Beach, CA 92651",https://www.apartments.com/460-st-anns-dr-laguna-beach-ca/c3hbybg/,1 BA,500 Sq Ft,500,,Available Now,,,,,"$3,250",
24 Scripps Aisle,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]","Irvine, CA 92612",https://www.apartments.com/24-scripps-aisle-irvine-ca/h7tmf43/,3 BAs,"1,983 Sq Ft","1,983",12 Month Lease,Available Now,,"$3,800",,,,
157 Wapello St,Townhomes,Altadena,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,975'}]","Altadena, CA 91001",https://www.apartments.com/157-wapello-st-altadena-ca/tktl3q8/,1 BA,400 Sq Ft,400,,Available Now,,,,,"$1,975",
1021 Gaviota Dr,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$10,000'}]","Laguna Beach, CA 92651",https://www.apartments.com/1021-gaviota-dr-laguna-beach-ca/4494teh/,2 BAs,"1,200 Sq Ft","1,200",,Available Now,,"$10,000",,,,
12701 Waldorf Dr,Townhomes,Lynwood,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]","Lynwood, CA 90262",https://www.apartments.com/12701-waldorf-dr-lynwood-ca/2snclv9/,2½ BAs,"3,560 Sq Ft","3,560",12 Month Lease,Available Now,,"$2,800",,,,
1549 N Park Ave,Townhomes,Pomona,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,895'}]","Pomona, CA 91768",https://www.apartments.com/1549-n-park-ave-pomona-ca/0p4k961/,1 BA,"1,000 Sq Ft","1,000",,Available Now,"$1,895",,,,,
51 Aliso Ridge Loop,Townhomes,Mission Viejo,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,295'}]","Mission Viejo, CA 92691",https://www.apartments.com/51-aliso-ridge-loop-mission-viejo-ca/6fcmjms/,3½ BAs,"1,876 Sq Ft","1,876",12 Month Lease,Available Now,,"$3,295",,,,
28537 Vista Madera,Townhomes,Rancho Palos Verdes,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]","Rancho Palos Verdes, CA 90275",https://www.apartments.com/28537-vista-madera-rancho-palos-verdes-ca/s7kmjw4/,1½ BAs,"1,455 Sq Ft","1,455",12 Month Lease,Available Now,,"$2,950",,,,
11 Bloomington St,Townhomes,Ladera Ranch,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,800'}]","Ladera Ranch, CA 92694",https://www.apartments.com/11-bloomington-st-ladera-ranch-ca/9bsj8s4/,3 BAs,"1,936 Sq Ft","1,936",,Available Now,,,"$3,800",,,
754 Fairview Ave,Townhomes,Arcadia,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,700'}]","Arcadia, CA 91007",https://www.apartments.com/754-fairview-ave-arcadia-ca/f01brss/,4 BAs,"2,010 Sq Ft","2,010",12 Month Lease,Available Now,,"$3,700",,,,
1921 Anchor Ave,Townhomes,Oxnard,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,860'}]","Oxnard, CA 93035",https://www.apartments.com/1921-anchor-ave-oxnard-ca/2bvtqz9/,3½ BAs,,,,Available Now,,"$2,860",,,,
225 S Ventura Rd,Townhomes,Port Hueneme,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,775'}]","Port Hueneme, CA 93041",https://www.apartments.com/225-s-ventura-rd-port-hueneme-ca/fmtkgls/,1 BA,806 Sq Ft,806,,Available Now,,,,,"$1,775",
1604 E 87th Pl,Townhomes,Los Angeles,CA,"[{'bedroom_type': '4+ Beds', 'price': '$3,200'}]","Los Angeles, CA 90002",https://www.apartments.com/1604-e-87th-pl-los-angeles-ca/0kdd6t3/,3 BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,,,,"$3,200",,
1478 E 107th St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '4+ Beds', 'price': '$3,300'}]","Los Angeles, CA 90002",https://www.apartments.com/1478-e-107th-st-los-angeles-ca/0eylzg3/,3 BAs,"2,100 Sq Ft","2,100",12 Month Lease,Available Now,,,,"$3,300",,
737 Griffith Way,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$7,000'}]","Laguna Beach, CA 92651",https://www.apartments.com/737-griffith-way-laguna-beach-ca/el7exyq/,1 BA,"1,000 Sq Ft","1,000",,Available Now,"$7,000",,,,,
1021 Gaviota Dr,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$7,000'}]","Laguna Beach, CA 92651",https://www.apartments.com/1021-gaviota-dr-laguna-beach-ca/hp3hrk1/,2 BAs,"1,000 Sq Ft","1,000",,Available Now,"$7,000",,,,,
456 Country Club Dr,Townhomes,Simi Valley,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,700'}]","Simi Valley, CA 93065",https://www.apartments.com/456-country-club-dr-simi-valley-ca/7gy5e7x/,2½ BAs,"1,376 Sq Ft","1,376",,Oct 15,"$2,700",,,,,
10435 Las Lunitas Ave,Townhomes,Los Angeles,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,595'}]","Los Angeles, CA 91042",https://www.apartments.com/10435-las-lunitas-ave-los-angeles-ca/eb6f09q/,2 BAs,950 Sq Ft,950,12 Month Lease,Available Now,"$2,595",,,,,
3206 Aspen Grove,Townhomes,Irvine,CA,"[{'bedroom_type': '1 Bed', 'price': '$2,500'}]","Irvine, CA 92618",https://www.apartments.com/3206-aspen-grove-irvine-ca/2p9kpp8/,2 BAs,"1,057 Sq Ft","1,057",12 Month Lease,Available Now,,,,,"$2,500",
2174 Palmetto Terrace,Townhomes,Fullerton,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,700'}]","Fullerton, CA 92831",https://www.apartments.com/2174-palmetto-terrace-fullerton-ca/8pnjdd2/,3 BAs,"2,357 Sq Ft","2,357",12 Month Lease,Available Now,,,"$3,700",,,
1920 N Ontario St,Townhomes,Burbank,CA,"[{'bedroom_type': '1 Bed', 'price': '$2,095'}]","Burbank, CA 91505",https://www.apartments.com/1920-n-ontario-st-burbank-ca/v0th2jg/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,,,,,"$2,095",
676 Parkwood Ln,Townhomes,Pomona,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,550'}]","Pomona, CA 91767",https://www.apartments.com/676-parkwood-ln-pomona-ca/fx09rnt/,2 BAs,"1,423 Sq Ft","1,423",12 Month Lease,Available Now,,"$2,550",,,,
9808 Via Sonoma,Townhomes,Cypress,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,700'}]","Cypress, CA 90630",https://www.apartments.com/9808-via-sonoma-cypress-ca/3lcnz5e/,1½ BAs,"1,426 Sq Ft","1,426",12 Month Lease,Available Now,,"$2,700",,,,
33922 Golden Lantern St,Townhomes,Dana Point,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,295'}]","Dana Point, CA 92629",https://www.apartments.com/33922-golden-lantern-dana-point-ca/sbebey4/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,"$2,295",,,,,
2240 Synergy,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,650'}]","Irvine, CA 92614",https://www.apartments.com/2240-synergy-irvine-ca/bd3f178/,3½ BAs,"1,900 Sq Ft","1,900",12 Month Lease,Available Now,,"$3,650",,,,
15220 Wesley Way,Townhomes,Tustin,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]","Tustin, CA 92782",https://www.apartments.com/15220-wesley-way-tustin-ca/h7cqbe3/,2½ BAs,"1,675 Sq Ft","1,675",12 Month Lease,Available Now,,"$3,200",,,,
196 Valley View Terrace,Townhomes,Mission Viejo,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,890'}]","Mission Viejo, CA 92692",https://www.apartments.com/196-valley-view-terrace-mission-viejo-ca/98kr9g7/,2½ BAs,"1,364 Sq Ft","1,364",12 Month Lease,Available Now,,"$2,890",,,,
412 S McBride Ave,Townhomes,East Los Angeles,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]","East Los Angeles, CA 90022",https://www.apartments.com/412-s-mcbride-ave-east-los-angeles-ca/gn5ermx/,1 BA,"1,300 Sq Ft","1,300",,Available Now,,"$2,800",,,,
709 Yale St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,150'}]","Los Angeles, CA 90012",https://www.apartments.com/709-yale-st-los-angeles-ca/355x8zf/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,"$2,150",,,,,
19535 Nordhoff St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,577'}]","Los Angeles, CA 91324",https://www.apartments.com/19535-nordhoff-st-los-angeles-ca/zl81k6y/,2 BAs,"1,478 Sq Ft","1,478",12 Month Lease,Available Now,,"$3,577",,,,
10 Poppy,Townhomes,Lake Forest,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,580'}]","Lake Forest, CA 92610",https://www.apartments.com/10-poppy-lake-forest-ca/z3hqnww/,2½ BAs,"1,801 Sq Ft","1,801",,Available Now,,"$3,580",,,,
170 Avenida Baja,Townhomes,San Clemente,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,100'}]","San Clemente, CA 92672",https://www.apartments.com/170-avenida-baja-san-clemente-ca/rse6s82/,2 BAs,"1,120 Sq Ft","1,120",12 Month Lease,Available Now,"$3,100",,,,,
1130 Arcadia Ave,Townhomes,Arcadia,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]","Arcadia, CA 91007",https://www.apartments.com/1130-arcadia-ave-arcadia-ca/0k2s111/,3 BAs,"1,390 Sq Ft","1,390",12 Month Lease,Available Now,"$2,400",,,,,
3010 S Mayflower Ave,Townhomes,Arcadia,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,350'}]","Arcadia, CA 91006",https://www.apartments.com/3010-s-mayflower-ave-arcadia-ca/kv2csz9/,2½ BAs,"1,780 Sq Ft","1,780",,Available Now,,,"$3,350",,,
3012 S Mayflower Ave,Townhomes,Arcadia,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,350'}]","Arcadia, CA 91006",https://www.apartments.com/3012-s-mayflower-ave-arcadia-ca/jbnm716/,2½ BAs,"1,780 Sq Ft","1,780",,Available Now,,,"$3,350",,,
73752 Crestview Dr,Townhomes,Twentynine Palms,CA,"[{'bedroom_type': 'Studio', 'price': '$850'}]","Twentynine Palms, CA 92277",https://www.apartments.com/73752-crestview-dr-twentynine-palms-ca/bkr33v8/,1 BA,"1,473 Sq Ft","1,473",12 Month Lease,Oct 4,,,,,,$850
