City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,1 Bed,3 Beds,4 Beds,2 Beds,5 Beds,6 Beds,1 – 2 Beds,Studio,2 – 3 Beds
North Hollywood,Houses,CA,91606,"[{'bedroom_type': '2 Beds', 'price': '$2,90'}]","North Hollywood, CA 91606",https://www.apartments.com/6208-gentry-ave-north-hollywood-ca/1qmqht6/,1 BA,"1,050 Sq Ft","1,050",12 Month Lease,Available Now,,,,"$2,90",,,,,
Granada Hills,Houses,CA,91344,"[{'bedroom_type': '1 Bed', 'price': '$2,40'}]","Granada Hills, CA 91344",https://www.apartments.com/10905-whitaker-ave-granada-hills-ca/yfkms8r/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,"$2,40",,,,,,,,
Sunnyvale,Houses,CA,94085,"[{'bedroom_type': '3 Beds', 'price': '$3,40'}]","Sunnyvale, CA 94085",https://www.apartments.com/295-w-duane-ave-sunnyvale-ca/evgdz3q/,1 BA,"1,022 Sq Ft","1,022",12 Month Lease,Available Now,,"$3,40",,,,,,,
San Jose,Houses,CA,95116,"[{'bedroom_type': '5 Beds', 'price': '$5,10'}]","San Jose, CA 95116",https://www.apartments.com/537-s-22nd-st-san-jose-ca/7vgz33x/,3½ BAs,"2,200 Sq Ft","2,200",12 Month Lease,Nov 1,,,,,"$5,10",,,,
Fremont,Houses,CA,94539,"[{'bedroom_type': '4 Beds', 'price': '$4,65'}]","Fremont, CA 94539",https://www.apartments.com/1450-salamanca-ct-fremont-ca/4k2q52l/,3 BAs,"2,007 Sq Ft","2,007",,Oct 10,,,"$4,65",,,,,,
San Marcos,Houses,CA,92078,"[{'bedroom_type': '4 Beds', 'price': '$3,35'}]","San Marcos, CA 92078",https://www.apartments.com/626-sonoma-st-san-marcos-ca/lncmdkg/,2½ BAs,"2,026 Sq Ft","2,026",,Available Now,,,"$3,35",,,,,,
Sacramento,Houses,CA,95820,"[{'bedroom_type': '3 Beds', 'price': '$2,39'}]","Sacramento, CA 95820",https://www.apartments.com/3721-43rd-st-sacramento-ca/54mxr2m/,2 BAs,"1,349 Sq Ft","1,349",12 Month Lease,Available Now,,"$2,39",,,,,,,
Rancho Mirage,Houses,CA,92270,"[{'bedroom_type': '3 Beds', 'price': '$4,99'}]","Rancho Mirage, CA 92270",https://www.apartments.com/192-n-kavenish-dr-rancho-mirage-ca/965fgm4/,3 BAs,"2,456 Sq Ft","2,456",6 Month Lease,Available Now,,"$4,99",,,,,,,
Los Angeles,Houses,CA,91607,"[{'bedroom_type': '1 Bed', 'price': '$2,75'}]","4628 Seratt Pl, Los Angeles, CA 91607",https://www.apartments.com/4628-seratt-pl-los-angeles-ca/ld4sdqe/,1 BA,670 Sq Ft,670,12 Month Lease,Nov 1,"$2,75",,,,,,,,
Pomona,Houses,CA,91766,"[{'bedroom_type': '4 Beds', 'price': '$2,87'}]","49 Rising Hill Rd, Pomona, CA 91766",https://www.apartments.com/49-rising-hill-rd-pomona-ca/r0hqgz2/,3 BAs,"2,100 Sq Ft","2,100",12 Month Lease,Available Now,,,"$2,87",,,,,,
Los Angeles,Houses,CA,90064,"[{'bedroom_type': '2 Beds', 'price': '$3,65'}]","10516 Blythe Ave, Los Angeles, CA 90064",https://www.apartments.com/10516-blythe-ave-los-angeles-ca/rfm3b23/,1 BA,"1,022 Sq Ft","1,022",12 Month Lease,Available Now,,,,"$3,65",,,,,
Woodside,Houses,CA,94062,"[{'bedroom_type': '1 Bed', 'price': '$2,99'}]","Woodside, CA 94062",https://www.apartments.com/130-crest-rd-woodside-ca/h49bd50/,1 BA,680 Sq Ft,680,12 Month Lease,Available Now,"$2,99",,,,,,,,
Redondo Beach,Houses,CA,90278,"[{'bedroom_type': '3 Beds', 'price': '$4,50'}]","Redondo Beach, CA 90278",https://www.apartments.com/1745-herrin-st-redondo-beach-ca/0l3sme0/,2 BAs,"1,786 Sq Ft","1,786",12 Month Lease,Available Now,,"$4,50",,,,,,,
Los Angeles,Houses,CA,90039,"[{'bedroom_type': '2 Beds', 'price': '$2,97'}]","Los Angeles, CA 90039",https://www.apartments.com/3666-glenfeliz-blvd-los-angeles-ca/81pe2y2/,1 BA,825 Sq Ft,825,12 Month Lease,Available Now,,,,"$2,97",,,,,
Big Bear Lake,Houses,CA,92315,"[{'bedroom_type': '1 Bed', 'price': '$2,50'}]","Big Bear Lake, CA 92315",https://www.apartments.com/542-highland-rd-big-bear-lake-ca/fw4pjer/,1 BA,400 Sq Ft,400,12 Month Lease,Available Now,"$2,50",,,,,,,,
Los Angeles,Houses,CA,90077,"[{'bedroom_type': '2 Beds', 'price': '$4,35'}]","919 N Beverly Glen Blvd, Los Angeles, CA 90077",https://www.apartments.com/919-n-beverly-glen-blvd-los-angeles-ca/tqb03z8/,2 BAs,"1,234 Sq Ft","1,234",,Available Now,,,,"$4,35",,,,,
Walnut Creek,Houses,CA,94597,"[{'bedroom_type': '2 Beds', 'price': '$3,35'}]","Walnut Creek, CA 94597",https://www.apartments.com/1471-quail-view-cir-walnut-creek-ca/33q7mhd/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,,,"$3,35",,,,,
Sunnyvale,Houses,CA,94087,"[{'bedroom_type': '4 Beds', 'price': '$4,25'}]","Sunnyvale, CA 94087",https://www.apartments.com/932-leighton-way-sunnyvale-ca/62x99zr/,2 BAs,"1,350 Sq Ft","1,350",12 Month Lease,Available Now,,,"$4,25",,,,,,
Millbrae,Houses,CA,94030,"[{'bedroom_type': '1 Bed', 'price': '$1,25'}]","Millbrae, CA 94030",https://www.apartments.com/930-hillcrest-blvd-millbrae-ca/trphy3c/,1 BA,144 Sq Ft,144,12 Month Lease,Oct 15,"$1,25",,,,,,,,
