Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Zillow_price/sqft,House_website
,"$605,000","10545 Acacia Ln, Santa Fe Springs, CA 90670",10545 Acacia Ln,SantaFeSprings,CA,90670,4,3,"1,924",0.58 Acres,25264.8,Townhouse,2010,"Garage - Attached, Covered",$160/mo,"$608,303",$314,https://www.zillow.com/homedetails/10545-Acacia-Ln-Santa-Fe-Springs-CA-90670/95536859_zpid/
,"$468,390+","Plan 3 Plan, Solmar",Plan 3 Plan,Solmar,null,null,3,3,"1,696",No Data,null,Townhouse,2021,Covered,$305/mo,null,$276,https://www.zillow.com/community/solmar/2080883569_zpid/
,"$575,000","16730 Nicklaus Dr UNIT 53, Sylmar, CA 91342",16730 Nicklaus Dr UNIT 53,Sylmar,CA,91342,4,3,"1,950",0.31 Acres,13503.6,Townhouse,2008,Covered,$232/mo,"$579,259",$295,https://www.zillow.com/homedetails/16730-Nicklaus-Dr-UNIT-53-Sylmar-CA-91342/87800283_zpid/
,"$950,000","4283 Moore St APT 2, Los Angeles, CA 90066",4283 Moore St APT 2,LosAngeles,CA,90066,2,3,"1,500","5,201 sqft",5201.0,Townhouse,1978,"Garage - Attached, Covered",$300/mo,"$944,461",$633,https://www.zillow.com/homedetails/4283-Moore-St-APT-2-Los-Angeles-CA-90066/20445868_zpid/
,"$575,000","444 Myrtle St APT 6, Glendale, CA 91203",444 Myrtle St APT 6,Glendale,CA,91203,3,3,"1,275","6,019 sqft",6019.0,Townhouse,1990,"Carport, Garage - Attached, Covered",null,"$585,176",$451,https://www.zillow.com/homedetails/444-Myrtle-St-APT-6-Glendale-CA-91203/20831706_zpid/
,"$2,395,000","3105 Alma Ave, Manhattan Beach, CA 90266",3105 Alma Ave,ManhattanBeach,CA,90266,3,4,"1,870","2,705 sqft",2705.0,Townhouse,2005,"Garage - Attached, Covered",$100/mo,"$2,395,003","$1,281",https://www.zillow.com/homedetails/3105-Alma-Ave-Manhattan-Beach-CA-90266/69228363_zpid/
,"$1,059,000","1403 Palisades Dr, Pacific Palisades, CA 90272",1403 Palisades Dr,PacificPalisades,CA,90272,3,3,"1,820",4.04 Acres,175982.4,Townhouse,1973,"Garage - Attached, Covered",$675/mo,"$1,059,009",$582,https://www.zillow.com/homedetails/1403-Palisades-Dr-Pacific-Palisades-CA-90272/20547591_zpid/
,"$485,000","14807 Condon Ave UNIT 106, Lawndale, CA 90260",14807 Condon Ave UNIT 106,Lawndale,CA,90260,3,3,"1,326",1.15 Acres,50094.0,Townhouse,1975,Covered,$360/mo,"$489,999",$366,https://www.zillow.com/homedetails/14807-Condon-Ave-UNIT-106-Lawndale-CA-90260/20365972_zpid/
,"$624,900","12330 Magnolia Blvd APT 114, Los Angeles, CA 91607",12330 Magnolia Blvd APT 114,LosAngeles,CA,91607,2,3,"1,416",0.44 Acres,19166.4,Townhouse,1983,Covered,$475/mo,"$628,788",$441,https://www.zillow.com/homedetails/12330-Magnolia-Blvd-APT-114-Los-Angeles-CA-91607/20020356_zpid/
,"$619,500","3500 W Manchester Blvd UNIT 22, Inglewood, CA 90305",3500 W Manchester Blvd UNIT 22,Inglewood,CA,90305,3,3,"1,595","1,555 sqft",1555.0,Townhouse,1964,"Carport, Garage - Attached, Covered",$300/mo,"$627,598",$388,https://www.zillow.com/homedetails/3500-W-Manchester-Blvd-UNIT-22-Inglewood-CA-90305/20339436_zpid/
,"$750,000","1044 Verdemar Dr, Alameda, CA 94502",1044 Verdemar Dr,Alameda,CA,94502,3,2,"1,280","1,498 sqft",1498.0,Townhouse,1967,"Garage, Garage - Detached, Covered",$454/mo,"$781,578",$586,https://www.zillow.com/homedetails/1044-Verdemar-Dr-Alameda-CA-94502/24866107_zpid/
,"$900,000","3850 Rio Rd APT 15, Carmel, CA 93923",3850 Rio Rd APT 15,Carmel,CA,93923,2,3,"1,520","1,716 sqft",1716.0,Townhouse,1976,Garage - Attached,$363/mo,"$900,000",$592,https://www.zillow.com/homedetails/3850-Rio-Rd-APT-15-Carmel-CA-93923/19345365_zpid/
,"$345,000","11529 Snowpeak Way UNIT 619, Truckee, CA 96161",11529 Snowpeak Way UNIT 619,Truckee,CA,96161,2,1.5,809,No Data,null,Townhouse,1974,Covered,null,"$357,598",$426,https://www.zillow.com/homedetails/11529-Snowpeak-Way-UNIT-619-Truckee-CA-96161/2089718138_zpid/
,"$1,095,000","301 W G St UNIT 136, San Diego, CA 92101",301 W G St UNIT 136,SanDiego,CA,92101,2,3,"1,684",1.36 Acres,59241.6,Townhouse,2004,"Garage, Garage - Attached, Covered",$578/mo,"$1,095,008",$650,https://www.zillow.com/homedetails/301-W-G-St-UNIT-136-San-Diego-CA-92101/61240300_zpid/
,"$285,000","1044 S Mountain Ave, Ontario, CA 91762",1044 S Mountain Ave,Ontario,CA,91762,1,2,"1,060",649 sqft,649.0,Townhouse,1982,"Garage, Carport, Garage - Detached, Covered",$375/mo,"$285,002",$269,https://www.zillow.com/homedetails/1044-S-Mountain-Ave-Ontario-CA-91762/17529272_zpid/
,"$348,999","24713 6th St, San Bernardino, CA 92410",24713 6th St,SanBernardino,CA,92410,4,3,"1,368",No Data,null,Townhouse,No Data,Covered,$199/mo,"$357,683",$255,https://www.zillow.com/homedetails/24713-6th-St-San-Bernardino-CA-92410/2076817282_zpid/
Townhouse for sale,"$1,059,000","1403 Palisades Dr, Pacific Palisades, CA 90272",1403 Palisades Dr,PacificPalisades,CA,90272,3,3,"1,820",4.04 Acres,175982.4,Townhouse,1973,"Garage - Attached, Covered",$675/mo,"$1,059,009",$582,https://www.zillow.com/homedetails/1403-Palisades-Dr-Pacific-Palisades-CA-90272/20547591_zpid/
Contingent,"$485,000","14807 Condon Ave UNIT 106, Lawndale, CA 90260",14807 Condon Ave UNIT 106,Lawndale,CA,90260,3,3,"1,326",1.15 Acres,50094.0,Townhouse,1975,Covered,$360/mo,"$489,999",$366,https://www.zillow.com/homedetails/14807-Condon-Ave-UNIT-106-Lawndale-CA-90260/20365972_zpid/
Townhouse for sale,"$624,900","12330 Magnolia Blvd APT 114, Los Angeles, CA 91607",12330 Magnolia Blvd APT 114,LosAngeles,CA,91607,2,3,"1,416",0.44 Acres,19166.4,Townhouse,1983,Covered,$475/mo,"$628,788",$441,https://www.zillow.com/homedetails/12330-Magnolia-Blvd-APT-114-Los-Angeles-CA-91607/20020356_zpid/
Contingent,"$619,500","3500 W Manchester Blvd UNIT 22, Inglewood, CA 90305",3500 W Manchester Blvd UNIT 22,Inglewood,CA,90305,3,3,"1,595","1,555 sqft",1555.0,Townhouse,1964,"Carport, Garage - Attached, Covered",$300/mo,"$627,598",$388,https://www.zillow.com/homedetails/3500-W-Manchester-Blvd-UNIT-22-Inglewood-CA-90305/20339436_zpid/
Townhouse for sale,"$750,000","1044 Verdemar Dr, Alameda, CA 94502",1044 Verdemar Dr,Alameda,CA,94502,3,2,"1,280","1,498 sqft",1498.0,Townhouse,1967,"Garage, Garage - Detached, Covered",$454/mo,"$781,578",$586,https://www.zillow.com/homedetails/1044-Verdemar-Dr-Alameda-CA-94502/24866107_zpid/
Townhouse for sale,"$900,000","3850 Rio Rd APT 15, Carmel, CA 93923",3850 Rio Rd APT 15,Carmel,CA,93923,2,3,"1,520","1,716 sqft",1716.0,Townhouse,1976,Garage - Attached,$363/mo,"$900,000",$592,https://www.zillow.com/homedetails/3850-Rio-Rd-APT-15-Carmel-CA-93923/19345365_zpid/
Contingent,"$345,000","11529 Snowpeak Way UNIT 619, Truckee, CA 96161",11529 Snowpeak Way UNIT 619,Truckee,CA,96161,2,1.5,809,No Data,null,Townhouse,1974,Covered,null,"$357,598",$426,https://www.zillow.com/homedetails/11529-Snowpeak-Way-UNIT-619-Truckee-CA-96161/2089718138_zpid/
Townhouse for sale,"$1,095,000","301 W G St UNIT 136, San Diego, CA 92101",301 W G St UNIT 136,SanDiego,CA,92101,2,3,"1,684",1.36 Acres,59241.6,Townhouse,2004,"Garage, Garage - Attached, Covered",$578/mo,"$1,095,008",$650,https://www.zillow.com/homedetails/301-W-G-St-UNIT-136-San-Diego-CA-92101/61240300_zpid/
Townhouse for sale,"$285,000","1044 S Mountain Ave, Ontario, CA 91762",1044 S Mountain Ave,Ontario,CA,91762,1,2,"1,060",649 sqft,649.0,Townhouse,1982,"Garage, Carport, Garage - Detached, Covered",$375/mo,"$285,002",$269,https://www.zillow.com/homedetails/1044-S-Mountain-Ave-Ontario-CA-91762/17529272_zpid/
New construction,"$348,999","24713 6th St, San Bernardino, CA 92410",24713 6th St,SanBernardino,CA,92410,4,3,"1,368",No Data,null,Townhouse,No Data,Covered,$199/mo,"$357,683",$255,https://www.zillow.com/homedetails/24713-6th-St-San-Bernardino-CA-92410/2076817282_zpid/
Townhouse for sale,"$1,179,000","108 S Croft Ave #104, Los Angeles, CA 90048",108 S Croft Ave #104,LosAngeles,CA,90048,3,3,"1,540","7,496 sqft",7496.0,Townhouse,2011,Covered,$440/mo,"$1,179,005",$766,https://www.zillow.com/homedetails/108-S-Croft-Ave-104-Los-Angeles-CA-90048/113413129_zpid/
Townhouse for sale,"$789,000","8 Meadowlark, Irvine, CA 92604",8 Meadowlark,Irvine,CA,92604,3,2,"1,321","2,822 sqft",2822.0,Townhouse,1978,"Garage - Attached, Covered",$257/mo,"$789,112",$597,https://www.zillow.com/homedetails/8-Meadowlark-Irvine-CA-92604/246148668_zpid/
Contingent,"$729,900","44 Georgetown #34, Irvine, CA 92612",44 Georgetown #34,Irvine,CA,92612,2,3,"1,447","2,600 sqft",2600.0,Townhouse,1983,"Garage, Garage - Attached, Covered",$250/mo,"$726,058",$504,https://www.zillow.com/homedetails/44-Georgetown-34-Irvine-CA-92612/25760172_zpid/
Townhouse for sale,"$499,900","13605 Valerio St UNIT A, Los Angeles, CA 91405",13605 Valerio St UNIT A,LosAngeles,CA,91405,2,3,"1,210",3.26 Acres,142005.6,Townhouse,1976,"Garage - Attached, Covered",$450/mo,"$506,148",$413,https://www.zillow.com/homedetails/13605-Valerio-St-UNIT-A-Los-Angeles-CA-91405/20007036_zpid/
Townhouse for sale,"$510,000","1 Seascape Resort Dr #218, Aptos, CA 95003",1 Seascape Resort Dr #218,Aptos,CA,95003,1,1,616,45 Acres,1960200.0,Townhouse,1993,"Carport, Covered",$909/mo,"$510,051",$828,https://www.zillow.com/homedetails/1-Seascape-Resort-Dr-218-Aptos-CA-95003/2077434219_zpid/
Townhouse for sale,"$758,000","746 W Huntington Dr UNIT E, Arcadia, CA 91007",746 W Huntington Dr UNIT E,Arcadia,CA,91007,3,2,"1,592",0.36 Acres,15681.6,Townhouse,2000,"Garage - Attached, Covered",$250/mo,"$766,194",$476,https://www.zillow.com/homedetails/746-W-Huntington-Dr-UNIT-E-Arcadia-CA-91007/54948956_zpid/
Contingent,"$835,000","2300 Duane St APT 1, Los Angeles, CA 90039",2300 Duane St APT 1,LosAngeles,CA,90039,2,3,"1,235",0.35 Acres,15246.0,Townhouse,1982,"Garage - Attached, Covered",$500/mo,"$835,008",$676,https://www.zillow.com/homedetails/2300-Duane-St-APT-1-Los-Angeles-CA-90039/20743853_zpid/
Townhouse for sale,"$539,000","2464 26th Ave APT D, Oakland, CA 94601",2464 26th Ave APT D,Oakland,CA,94601,3,2,"1,124","1,045 sqft",1045.0,Townhouse,2009,"Garage, Garage - Attached, Covered",$196/mo,"$550,229",$480,https://www.zillow.com/homedetails/2464-26th-Ave-APT-D-Oakland-CA-94601/94686291_zpid/
Townhouse for sale,"$389,000","1228 S Cypress Ave APT A, Ontario, CA 91762",1228 S Cypress Ave APT A,Ontario,CA,91762,3,3,"1,512","1,511 sqft",1511.0,Townhouse,1981,"Garage, Garage - Attached, Covered",$390/mo,"$397,041",$257,https://www.zillow.com/homedetails/1228-S-Cypress-Ave-APT-A-Ontario-CA-91762/17529783_zpid/
Contingent,"$575,000","27791 Berwick #31, Mission Viejo, CA 92691",27791 Berwick #31,MissionViejo,CA,92691,3,3,"1,470",No Data,null,Townhouse,1986,"Garage, Garage - Attached, Covered",$363/mo,"$575,991",$391,https://www.zillow.com/homedetails/27791-Berwick-31-Mission-Viejo-CA-92691/25757348_zpid/
Townhouse for sale,"$995,000","17146 Palisades Cir, Pacific Palisades, CA 90272",17146 Palisades Cir,PacificPalisades,CA,90272,3,3,"1,630",2.92 Acres,127195.2,Townhouse,1976,"Garage - Attached, Covered",$635/mo,"$995,008",$610,https://www.zillow.com/homedetails/17146-Palisades-Cir-Pacific-Palisades-CA-90272/20547789_zpid/
New construction,"$432,000+","Residence 2 Plan, Hazel at The Preserve in Chino",Residence 2 Plan,HazelatThePreserveinChino,null,null,3,3,"1,573",No Data,null,Townhouse,2021,Covered,null,null,$275,https://www.zillow.com/community/hazel-at-preserve-in-chino/2080511500_zpid/
New construction,"$449,880+","Residence 3 Plan, Indigo at Canvas Park at New Haven",Residence 3 Plan,IndigoatCanvasParkatNewHaven,null,null,3,2,"1,517",No Data,null,Townhouse,2021,Covered,null,null,$297,https://www.zillow.com/community/indigo-at-canvas-park-at-new-haven/2080441896_zpid/
Townhouse for sale,"$589,000","400 Squaw Creek Rd #845/847, Olympic Valley, CA 96146",400 Squaw Creek Rd #845/847,OlympicValley,CA,96146,2,2,985,No Data,null,Townhouse,1992,0 spaces,null,"$598,983",$598,https://www.zillow.com/homedetails/400-Squaw-Creek-Rd-845-847-Olympic-Valley-CA-96146/2076836552_zpid/
Townhouse for sale,"$389,900","12629 Ralston Ave #111, Sylmar, CA 91342",12629 Ralston Ave #111,Sylmar,CA,91342,2,2,"1,052",2.40 Acres,104544.0,Townhouse,1982,Covered,$325/mo,"$393,373",$371,https://www.zillow.com/homedetails/12629-Ralston-Ave-111-Sylmar-CA-91342/20071182_zpid/
Townhouse for sale,"$649,000","5155 Muirfield Ln, Concord, CA 94521",5155 Muirfield Ln,Concord,CA,94521,3,2,"1,481","3,998 sqft",3998.0,Townhouse,1990,"Garage, Garage - Attached, Covered",$210/mo,"$653,992",$438,https://www.zillow.com/homedetails/5155-Muirfield-Ln-Concord-CA-94521/18374904_zpid/
Townhouse for sale,"$685,000","21901 Burbank Blvd UNIT 186, Los Angeles, CA 91367",21901 Burbank Blvd UNIT 186,LosAngeles,CA,91367,3,3,"1,699",11.34 Acres,493970.4,Townhouse,1979,"Garage - Attached, Covered",$645/mo,"$686,330",$403,https://www.zillow.com/homedetails/21901-Burbank-Blvd-UNIT-186-Los-Angeles-CA-91367/19930309_zpid/
Townhouse for sale,"$419,900","403 Dunbarton Cir, Sacramento, CA 95825",403 Dunbarton Cir,Sacramento,CA,95825,2,2,"1,469","2,613 sqft",2613.0,Townhouse,1976,"Garage, Garage - Attached, Covered",$520/mo,"$422,483",$286,https://www.zillow.com/homedetails/403-Dunbarton-Cir-Sacramento-CA-95825/26108487_zpid/
Townhouse for sale,"$1,395,000","2507 E 16th St #14, Newport Beach, CA 92663",2507 E 16th St #14,NewportBeach,CA,92663,3,3,"1,668","2,400 sqft",2400.0,Townhouse,1978,"Garage, Garage - Attached, Covered",$360/mo,"$1,374,852",$836,https://www.zillow.com/homedetails/2507-E-16th-St-14-Newport-Beach-CA-92663/25725211_zpid/
New construction,"$439,000+","Residence 4 Plan, Ivy at The Preserve in Chino",Residence 4 Plan,IvyatThePreserveinChino,null,null,3,3,"1,773",No Data,null,Townhouse,2021,Covered,null,null,$248,https://www.zillow.com/community/ivy-at-preserve-in-chino/2081043570_zpid/
Townhouse for sale,"$575,000","5562 Orange Ave, Cypress, CA 90630",5562 Orange Ave,Cypress,CA,90630,3,3,"1,365","1,528 sqft",1528.0,Townhouse,1983,"Garage, Garage - Attached, Covered",$305/mo,"$575,005",$421,https://www.zillow.com/homedetails/5562-Orange-Ave-Cypress-CA-90630/25330616_zpid/
Townhouse for sale,"$899,000","1041 Villa Maria Ct, San Jose, CA 95125",1041 Villa Maria Ct,SanJose,CA,95125,3,3,"1,585","1,764 sqft",1764.0,Townhouse,1982,"Garage, Garage - Attached, Covered",$600/mo,"$918,893",$567,https://www.zillow.com/homedetails/1041-Villa-Maria-Ct-San-Jose-CA-95125/19684474_zpid/
New construction,"$499,900+","Residence 1183 Plan, Verano at Skyline",Residence 1183 Plan,VeranoatSkyline,null,null,2,3,"1,183",No Data,null,Townhouse,2020,Covered,null,null,$423,https://www.zillow.com/community/verano-at-skyline/2082370084_zpid/
Contingent,"$795,000","14101 Dickens St APT 5, Los Angeles, CA 91423",14101 Dickens St APT 5,LosAngeles,CA,91423,3,3,"1,512",0.66 Acres,28749.6,Townhouse,1996,Covered,$555/mo,"$795,007",$526,https://www.zillow.com/homedetails/14101-Dickens-St-APT-5-Los-Angeles-CA-91423/19985004_zpid/
New construction,"$1,006,880+","RESIDENCE THREE Plan, Bridgeway : Towns",RESIDENCE THREE Plan,Bridgeway:Towns,null,null,4,4,"2,018",No Data,null,Townhouse,2021,Covered,null,null,$499,https://www.zillow.com/community/bridgeway-towns/2077139131_zpid/
New construction,"$518,900+","Residence 2 Plan, Millenia : Vibe",Residence 2 Plan,Millenia:Vibe,null,null,4,4,"1,819",No Data,null,Townhouse,2021,Covered,null,null,$285,https://www.zillow.com/community/millenia-vibe/2078183513_zpid/
Contingent,"$995,000","13250 Mindanao Way, Marina Del Rey, CA 90292",13250 Mindanao Way,MarinaDelRey,CA,90292,2,3,"1,728",1.51 Acres,65775.6,Townhouse,1966,"Garage - Attached, Covered",$405/mo,"$980,259",$576,https://www.zillow.com/homedetails/13250-Mindanao-Way-Marina-Del-Rey-CA-90292/20442627_zpid/
Townhouse for sale,"$615,900","3071 E Hillcrest Dr, Westlake Village, CA 91362",3071 E Hillcrest Dr,WestlakeVillage,CA,91362,3,3,"1,547","1,546 sqft",1546.0,Townhouse,1989,"Garage, Covered",$480/mo,"$615,902",$398,https://www.zillow.com/homedetails/3071-E-Hillcrest-Dr-Westlake-Village-CA-91362/16484456_zpid/
Townhouse for sale,"$550,000","182 Jeranios Ct, Thousand Oaks, CA 91362",182 Jeranios Ct,ThousandOaks,CA,91362,3,3,"1,396","1,742 sqft",1742.0,Townhouse,1980,"Garage, Covered",$36/mo,"$548,788",$394,https://www.zillow.com/homedetails/182-Jeranios-Ct-Thousand-Oaks-CA-91362/16476932_zpid/
Townhouse for sale,"$1,088,000","628 Antioch Ter, Sunnyvale, CA 94085",628 Antioch Ter,Sunnyvale,CA,94085,2,3,"1,277",971 sqft,971.0,Townhouse,2005,"Garage, Garage - Attached, Covered",$275/mo,"$1,102,978",$852,https://www.zillow.com/homedetails/628-Antioch-Ter-Sunnyvale-CA-94085/64598323_zpid/
,"$689,000","48 Campton Pl, Laguna Niguel, CA 92677",48 Campton Pl,LagunaNiguel,CA,92677,3,3,"1,414","1,001 sqft",1001.0,Townhouse,1985,"Garage, Garage - Attached, Covered",$503/mo,"$694,650",$487,https://www.zillow.com/homedetails/48-Campton-Pl-Laguna-Niguel-CA-92677/25696224_zpid/
,"$819,000","11629 Acama St, Studio City, CA 91604",11629 Acama St,StudioCity,CA,91604,3,3,"1,796",0.91 Acres,39639.6,Townhouse,1974,"Garage - Attached, Covered",$595/mo,"$829,237",$456,https://www.zillow.com/homedetails/11629-Acama-St-Studio-City-CA-91604/20027242_zpid/
