Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Zillow_price/sqft,House_website
Townhouse for sale,"$759,000","2628 Kansas Ave APT 13, Santa Monica, CA 90404",2628 Kansas Ave APT 13,SantaMonica,CA,90404,2,2,955,0.89 Acres,38768.4,Townhouse,1972,"Carport, Garage - Detached, Covered",$300/mo,"$759,400",$795,https://www.zillow.com/homedetails/2628-Kansas-Ave-APT-13-Santa-Monica-CA-90404/20473532_zpid/
Contingent,"$385,000","13880 Sayre St UNIT 9, Los Angeles, CA 91342",13880 Sayre St UNIT 9,LosAngeles,CA,91342,2,3,"1,104",5.30 Acres,230868.0,Townhouse,1982,"Garage - Attached, Covered",$290/mo,"$392,668",$349,https://www.zillow.com/homedetails/13880-Sayre-St-UNIT-9-Los-Angeles-CA-91342/20072980_zpid/
New construction,"$426,500+","Residence 4 Plan, Cerro at Rancho Soleo",Residence 4 Plan,CerroatRanchoSoleo,null,null,3,3,"1,539",No Data,null,Townhouse,2021,Covered,null,null,$277,https://www.zillow.com/community/cerro-at-rancho-soleo/2080511488_zpid/
Townhouse for sale,"$1,250,000","1908 Plant Ave #A, Redondo Beach, CA 90278",1908 Plant Ave #A,RedondoBeach,CA,90278,3,3,"2,250","3,314 sqft",3314.0,Townhouse,1988,"Garage - Attached, Covered",null,"$1,216,191",$556,https://www.zillow.com/homedetails/1908-Plant-Ave-A-Redondo-Beach-CA-90278/20403336_zpid/
Contingent,"$975,000","2416 Grant Ave #A, Redondo Beach, CA 90278",2416 Grant Ave #A,RedondoBeach,CA,90278,3,3,"1,740","7,357 sqft",7357.0,Townhouse,2013,"Garage - Attached, Covered",$150/mo,"$980,349",$560,https://www.zillow.com/homedetails/2416-Grant-Ave-A-Redondo-Beach-CA-90278/123168069_zpid/
Townhouse for sale,"$1,087,500","1271 Granville Ave APT 302, Los Angeles, CA 90025",1271 Granville Ave APT 302,LosAngeles,CA,90025,2,3,"1,688",0.43 Acres,18730.8,Townhouse,1981,"Garage - Attached, On-street, Covered",$570/mo,"$1,087,502",$644,https://www.zillow.com/homedetails/1271-Granville-Ave-APT-302-Los-Angeles-CA-90025/20466630_zpid/
Contingent,"$569,000","23860 Toscana Dr, Valencia, CA 91354",23860 Toscana Dr,Valencia,CA,91354,4,3,"1,960",16.77 Acres,730501.2,Townhouse,2007,"Garage - Attached, Covered",$273/mo,"$569,005",$290,https://www.zillow.com/homedetails/23860-Toscana-Dr-Valencia-CA-91354/80275533_zpid/
Townhouse for sale,"$1,250,000","440 Navaro Pl UNIT 108, San Jose, CA 95134",440 Navaro Pl UNIT 108,SanJose,CA,95134,3,3,"1,637","1,598 sqft",1598.0,Townhouse,1991,"Garage, Garage - Attached, Covered",$355/mo,"$1,275,057",$764,https://www.zillow.com/homedetails/440-Navaro-Pl-UNIT-108-San-Jose-CA-95134/19489444_zpid/
New construction,"$629,900+","Plan 3 Plan, Alay",Plan 3 Plan,Alay,null,null,4,4,"2,505",No Data,null,Townhouse,2021,Covered,null,null,$251,https://www.zillow.com/community/alay/2084680067_zpid/
Townhouse for sale,"$1,250,000","2809 Via Alta Pl, San Diego, CA 92108",2809 Via Alta Pl,SanDiego,CA,92108,3,3,"1,999",6.80 Acres,296208.0,Townhouse,2018,"Garage - Attached, Covered",$283/mo,"$1,250,001",$625,https://www.zillow.com/homedetails/2809-Via-Alta-Pl-San-Diego-CA-92108/251201612_zpid/
Townhouse for sale,"$445,000","4111 Gloster Way, Sacramento, CA 95834",4111 Gloster Way,Sacramento,CA,95834,4,4,"1,658","1,263 sqft",1263.0,Townhouse,2016,"Garage, Garage - Attached, Covered",$160/mo,"$445,007",$268,https://www.zillow.com/homedetails/4111-Gloster-Way-Sacramento-CA-95834/157720844_zpid/
New construction,"$699,990+","Residence 3 End Plan, Oakland - Wattling Lane",Residence 3 End Plan,Oakland-WattlingLane,null,null,3,4,"1,445",No Data,null,Townhouse,2021,"Garage - Attached, Covered",null,null,$484,https://www.zillow.com/community/oakland-wattling-lane/2078810980_zpid/
Townhouse for sale,"$749,000","984 Palo Verde Ave, Long Beach, CA 90815",984 Palo Verde Ave,LongBeach,CA,90815,2,3,"1,879","1,907 sqft",1907.0,Townhouse,1973,"Garage, Garage - Attached, Covered",$395/mo,"$749,006",$399,https://www.zillow.com/homedetails/984-Palo-Verde-Ave-Long-Beach-CA-90815/21212624_zpid/
Townhouse for sale,"$1,750,000","838 16th St APT 5, Santa Monica, CA 90403",838 16th St APT 5,SantaMonica,CA,90403,2,3,"1,570",0.34 Acres,14810.4,Townhouse,2005,"Garage - Attached, Covered",$478/mo,"$1,750,013","$1,115",https://www.zillow.com/homedetails/838-16th-St-APT-5-Santa-Monica-CA-90403/67420572_zpid/
New construction,"$630,000","2688 Santa Anita Ave, El Monte, CA 91733",2688 Santa Anita Ave,ElMonte,CA,91733,4,4,"1,820",No Data,null,Townhouse,2020,"Garage - Attached, Covered",$193/mo,"$630,003",$346,https://www.zillow.com/homedetails/2688-Santa-Anita-Ave-El-Monte-CA-91733/325800258_zpid/
Townhouse for sale,"$1,099,000","621 California Ave APT 3, Santa Monica, CA 90403",621 California Ave APT 3,SantaMonica,CA,90403,2,2,"1,135","4,991 sqft",4991.0,Townhouse,1974,Covered,$330/mo,"$1,099,010",$968,https://www.zillow.com/homedetails/621-California-Ave-APT-3-Santa-Monica-CA-90403/20484887_zpid/
Contingent,"$1,749,000","723 S Broadway #B, Redondo Beach, CA 90277",723 S Broadway #B,RedondoBeach,CA,90277,4,4,"3,343",0.26 Acres,11325.6,Townhouse,1992,"Garage - Attached, Covered",$570/mo,"$1,758,803",$523,https://www.zillow.com/homedetails/723-S-Broadway-B-Redondo-Beach-CA-90277/21321723_zpid/
Townhouse for sale,"$699,000","5230 Zelzah Ave APT 14, Los Angeles, CA 91316",5230 Zelzah Ave APT 14,LosAngeles,CA,91316,3,3,"1,766","1,555 sqft",1555.0,Townhouse,1989,"Garage - Attached, Covered",$330/mo,"$699,006",$396,https://www.zillow.com/homedetails/5230-Zelzah-Ave-APT-14-Los-Angeles-CA-91316/19939939_zpid/
Townhouse for sale,"$1,250,000","1803 16th St UNIT E, Santa Monica, CA 90404",1803 16th St UNIT E,SantaMonica,CA,90404,3,4,"1,329",0.34 Acres,14810.4,Townhouse,2018,"Garage - Attached, Covered",$312/mo,"$1,241,830",$941,https://www.zillow.com/homedetails/1803-16th-St-UNIT-E-Santa-Monica-CA-90404/302796309_zpid/
New construction,"$452,000+","Residence 3 Plan, Cava at Rancho Soleo",Residence 3 Plan,CavaatRanchoSoleo,null,null,4,4,"1,951",No Data,null,Townhouse,2021,Covered,null,null,$232,https://www.zillow.com/community/cava-at-rancho-soleo/2080511506_zpid/
Contingent,"$1,550,000","117 Paperbark Ter, Sunnyvale, CA 94086",117 Paperbark Ter,Sunnyvale,CA,94086,4,4,"1,914",827 sqft,827.0,Townhouse,2017,"Garage, Garage - Attached, Covered",$325/mo,"$1,550,969",$810,https://www.zillow.com/homedetails/117-Paperbark-Ter-Sunnyvale-CA-94086/243211971_zpid/
New construction,"$954,000+","Residence 3 Plan, Wilshire at Boulevard",Residence 3 Plan,WilshireatBoulevard,null,null,4,4,"2,157",No Data,null,Townhouse,2021,Covered,null,null,$442,https://www.zillow.com/community/wilshire-at-boulevard/2081344556_zpid/
Townhouse for sale,"$160,000","7304 SW Franklin Blvd #3, Sacramento, CA 95823",7304 SW Franklin Blvd #3,Sacramento,CA,95823,2,1,840,420 Acres,18295200.0,Townhouse,1970,"Carport, Garage - Attached, Covered",$250/mo,"$164,430",$190,https://www.zillow.com/homedetails/7304-SW-Franklin-Blvd-3-Sacramento-CA-95823/2076866919_zpid/
New construction,"$646,880+","Gardens Plan 3 Plan, Lantana @Beach",Gardens Plan 3 Plan,Lantana@Beach,null,null,3,3,"1,978",No Data,null,Townhouse,2021,Covered,null,null,$327,https://www.zillow.com/community/lantana-beach/2081046659_zpid/
Townhouse for sale,"$667,000","618 Harwood Ln, Thousand Oaks, CA 91360",618 Harwood Ln,ThousandOaks,CA,91360,2,2,"1,786","3,441 sqft",3441.0,Townhouse,1978,"Garage, None, Covered",$362/mo,"$667,004",$373,https://www.zillow.com/homedetails/618-Harwood-Ln-Thousand-Oaks-CA-91360/16427280_zpid/
Townhouse for sale,"$565,000","5437 Don Edmondo Ct, San Jose, CA 95123",5437 Don Edmondo Ct,SanJose,CA,95123,2,2,950,757 sqft,757.0,Townhouse,1970,"Carport, Covered, Garage",$306/mo,"$565,004",$595,https://www.zillow.com/homedetails/5437-Don-Edmondo-Ct-San-Jose-CA-95123/19707838_zpid/
Townhouse for sale,"$775,000","924 Alhambra Blvd, Sacramento, CA 95816",924 Alhambra Blvd,Sacramento,CA,95816,3,4,"1,979","2,016 sqft",2016.0,Townhouse,2016,"Garage, Garage - Attached, Covered",$228/mo,"$779,769",$392,https://www.zillow.com/homedetails/924-Alhambra-Blvd-Sacramento-CA-95816/124738727_zpid/
New construction,"$877,990+","Residence 3 WLH Plan, Revo at Novel Park",Residence 3 WLH Plan,RevoatNovelPark,null,null,4,4,"2,143",No Data,null,Townhouse,2020,Covered,null,null,$410,https://www.zillow.com/community/revo-at-novel-park/2077282640_zpid/
New construction,"$754,450+","Residence 2 Plan, Mission Crossing",Residence 2 Plan,MissionCrossing,null,null,4,4,"1,909",No Data,null,Townhouse,2021,"Garage - Attached, Covered",null,null,$395,https://www.zillow.com/community/mission-crossing/2079933474_zpid/
Townhouse for sale,"$2,195,000","2862 6th Ave UNIT 102, San Diego, CA 92103",2862 6th Ave UNIT 102,SanDiego,CA,92103,3,4,"2,765",No Data,null,Townhouse,2018,Covered,"$1,866/mo","$1,847,633",$794,https://www.zillow.com/homedetails/2862-6th-Ave-UNIT-102-San-Diego-CA-92103/2080085256_zpid/
Townhouse for sale,"$2,495,000","6828 Las Olas Way, Malibu, CA 90265",6828 Las Olas Way,Malibu,CA,90265,3,3,"1,584",11.66 Acres,507909.6,Townhouse,1975,"Garage - Attached, Covered","$1,039/mo","$2,304,341","$1,575",https://www.zillow.com/homedetails/6828-Las-Olas-Way-Malibu-CA-90265/20556868_zpid/
Townhouse for sale,"$750,000","965 Branham Ln, San Jose, CA 95136",965 Branham Ln,SanJose,CA,95136,2,3,"1,354","1,663 sqft",1663.0,Townhouse,1981,"Garage, Garage - Attached, Covered",$310/mo,"$764,118",$554,https://www.zillow.com/homedetails/965-Branham-Ln-San-Jose-CA-95136/19703650_zpid/
Townhouse for sale,"$499,000","28139 Bobwhite Cir UNIT 89, Santa Clarita, CA 91350",28139 Bobwhite Cir UNIT 89,SantaClarita,CA,91350,3,3,"1,490",3.78 Acres,164656.8,Townhouse,1989,"Garage - Attached, Covered",$303/mo,"$508,415",$335,https://www.zillow.com/homedetails/28139-Bobwhite-Cir-UNIT-89-Santa-Clarita-CA-91350/20316915_zpid/
Townhouse for sale,"$559,500","1539 W 158th St UNIT 3, Gardena, CA 90247",1539 W 158th St UNIT 3,Gardena,CA,90247,3,3,"1,386",0.45 Acres,19602.0,Townhouse,1989,"Garage - Attached, Covered",$205/mo,"$564,365",$404,https://www.zillow.com/homedetails/1539-W-158th-St-UNIT-3-Gardena-CA-90247/20980348_zpid/
New construction,"$879,900+","Plan 3 Plan, Rancho Milagro at Pacific Highlands Ranch",Plan 3 Plan,RanchoMilagroatPacificHighlandsRanch,null,null,3,3,"1,501",No Data,null,Townhouse,2021,"Garage - Attached, Covered",null,null,$586,https://www.zillow.com/community/rancho-milagro-at-pacific-highlands-ranch/2077495120_zpid/
Contingent,"$599,000","114 Corsica Dr, Newport Beach, CA 92660",114 Corsica Dr,NewportBeach,CA,92660,2,1,920,No Data,null,Townhouse,1986,"Garage, Garage - Attached, Covered",$420/mo,"$594,573",$651,https://www.zillow.com/homedetails/114-Corsica-Dr-Newport-Beach-CA-92660/25676089_zpid/
Townhouse for sale,"$1,265,000","3915 Bentley Ave, Culver City, CA 90232",3915 Bentley Ave,CulverCity,CA,90232,4,3,"2,120","7,505 sqft",7505.0,Townhouse,2005,"Garage - Attached, Covered",$385/mo,"$1,265,084",$597,https://www.zillow.com/homedetails/3915-Bentley-Ave-Culver-City-CA-90232/68964082_zpid/
New construction,"$826,880+","RESIDENCE ONE Plan, Bridgeway : Towns",RESIDENCE ONE Plan,Bridgeway:Towns,null,null,2,3,"1,424",No Data,null,Townhouse,2021,Covered,null,null,$581,https://www.zillow.com/community/bridgeway-towns/2077139124_zpid/
Townhouse for sale,"$799,000","1438 Thomas Ave, San Diego, CA 92109",1438 Thomas Ave,SanDiego,CA,92109,2,2,"1,113","9,369 sqft",9369.0,Townhouse,1989,"Garage, Garage - Attached, Covered",$250/mo,"$799,005",$718,https://www.zillow.com/homedetails/1438-Thomas-Ave-San-Diego-CA-92109/16920569_zpid/
New construction,"$936,287","2622 Glamis Ct, Arcadia, CA 91007",2622 Glamis Ct,Arcadia,CA,91007,4,5,"1,626",No Data,null,Townhouse,2020,Covered,null,null,$576,https://www.zillow.com/homedetails/2622-Glamis-Ct-Arcadia-CA-91007/2076861480_zpid/
Contingent,"$1,349,000","2130 Federal Ave, Los Angeles, CA 90025",2130 Federal Ave,LosAngeles,CA,90025,3,3,"2,125",1.35 Acres,58806.0,Townhouse,1992,Covered,$550/mo,"$1,349,006",$635,https://www.zillow.com/homedetails/2130-Federal-Ave-Los-Angeles-CA-90025/20464752_zpid/
Townhouse for sale,"$279,000","6181 Arroyo Rd UNIT 5, Palm Springs, CA 92264",6181 Arroyo Rd UNIT 5,PalmSprings,CA,92264,4,3,"1,551",871 sqft,871.0,Townhouse,1972,"Carport, Covered",$350/mo,"$275,308",$180,https://www.zillow.com/homedetails/6181-Arroyo-Rd-UNIT-5-Palm-Springs-CA-92264/18135637_zpid/
Contingent,"$1,199,000","4748 La Villa Mari UNIT H, Marina Del Rey, CA 90292",4748 La Villa Mari UNIT H,MarinaDelRey,CA,90292,3,3,"1,763",1.53 Acres,66646.8,Townhouse,1967,"Garage - Attached, Covered",$430/mo,"$1,199,004",$680,https://www.zillow.com/homedetails/4748-La-Villa-Mari-UNIT-H-Marina-Del-Rey-CA-90292/2077179428_zpid/
Townhouse for sale,"$550,000","4968 Waring Rd #A, San Diego, CA 92120",4968 Waring Rd #A,SanDiego,CA,92120,3,3,"1,302",6.02 Acres,262231.2,Townhouse,1982,"Garage, Covered",$562/mo,"$558,855",$422,https://www.zillow.com/homedetails/4968-Waring-Rd-A-San-Diego-CA-92120/16986849_zpid/
Townhouse for sale,"$1,999,000","39 Sea Colony Dr, Santa Monica, CA 90405",39 Sea Colony Dr,SantaMonica,CA,90405,2,3,"1,916",2.94 Acres,128066.4,Townhouse,1979,"Garage - Attached, Covered","$1,200/mo","$1,999,009","$1,043",https://www.zillow.com/homedetails/39-Sea-Colony-Dr-Santa-Monica-CA-90405/20483657_zpid/
Townhouse for sale,"$1,045,000","1169 Minnesota Ave UNIT 6, San Jose, CA 95125",1169 Minnesota Ave UNIT 6,SanJose,CA,95125,3,3,"1,432","1,511 sqft",1511.0,Townhouse,1981,"Garage, Garage - Detached, Off-street, Covered",$350/mo,"$1,054,952",$730,https://www.zillow.com/homedetails/1169-Minnesota-Ave-UNIT-6-San-Jose-CA-95125/19682857_zpid/
Contingent,"$1,024,900","3958 Bentley Ave APT 3, Culver City, CA 90232",3958 Bentley Ave APT 3,CulverCity,CA,90232,3,3,"1,758","6,603 sqft",6603.0,Townhouse,1980,"Garage - Attached, Covered",$250/mo,"$1,024,941",$583,https://www.zillow.com/homedetails/3958-Bentley-Ave-APT-3-Culver-City-CA-90232/20436292_zpid/
Townhouse for sale,"$1,398,888","139 Pacchetti Way, Mountain View, CA 94040",139 Pacchetti Way,MountainView,CA,94040,3,3,"1,292",853 sqft,853.0,Townhouse,1996,"Garage, Garage - Attached, Covered",$238/mo,"$1,426,865","$1,083",https://www.zillow.com/homedetails/139-Pacchetti-Way-Mountain-View-CA-94040/19510790_zpid/
Townhouse for sale,"$615,000","857 San Pablo Way, Duarte, CA 91010",857 San Pablo Way,Duarte,CA,91010,4,3,"1,682","3,206 sqft",3206.0,Townhouse,1980,"Garage, Garage - Attached, Covered",null,"$616,269",$366,https://www.zillow.com/homedetails/857-San-Pablo-Way-Duarte-CA-91010/21624224_zpid/
Contingent,"$620,000","27862 Inverness #42, Mission Viejo, CA 92692",27862 Inverness #42,MissionViejo,CA,92692,3,3,"1,760",No Data,null,Townhouse,1985,"Garage, Garage - Attached, Covered",$558/mo,"$620,003",$352,https://www.zillow.com/homedetails/27862-Inverness-42-Mission-Viejo-CA-92692/25735929_zpid/
New construction,"$394,000+","Plan 1 WLH Plan, SoHay Line",Plan 1 WLH Plan,SoHayLine,null,null,1,1,429,No Data,null,Townhouse,2020,Covered,null,null,$918,https://www.zillow.com/community/sohay-line/2077320021_zpid/
New construction,"$936,880+","RESIDENCE TWO Plan, Bridgeway : Towns",RESIDENCE TWO Plan,Bridgeway:Towns,null,null,3,4,"1,682",No Data,null,Townhouse,2021,Covered,null,null,$557,https://www.zillow.com/community/bridgeway-towns/2077139128_zpid/
Contingent,"$418,000","23741 Highland Valley Rd, Diamond Bar, CA 91765",23741 Highland Valley Rd,DiamondBar,CA,91765,2,2,"1,241",2.45 Acres,106722.0,Townhouse,1981,Covered,$269/mo,"$423,225",$337,https://www.zillow.com/homedetails/23741-Highland-Valley-Rd-Diamond-Bar-CA-91765/21665973_zpid/
Townhouse for sale,"$839,999","2753 Waverly Dr APT 702, Los Angeles, CA 90039",2753 Waverly Dr APT 702,LosAngeles,CA,90039,2,3,"1,243",0.45 Acres,19602.0,Townhouse,2016,"Garage - Attached, Covered",$325/mo,"$834,900",$676,https://www.zillow.com/homedetails/2753-Waverly-Dr-APT-702-Los-Angeles-CA-90039/145645531_zpid/
Townhouse for sale,"$1,088,000","902 N Hummingbird Ln, San Mateo, CA 94402",902 N Hummingbird Ln,SanMateo,CA,94402,2,3,"1,211","5,819 sqft",5819.0,Townhouse,2013,Garage - Attached,$430/mo,"$1,139,526",$898,https://www.zillow.com/homedetails/902-N-Hummingbird-Ln-San-Mateo-CA-94402/2076856078_zpid/
New construction,"$609,990","4132 Sitio Cielo, Oceanside, CA 92057",4132 Sitio Cielo,Oceanside,CA,92057,3,3,"1,535",No Data,null,Townhouse,2018,"Garage - Attached, Covered",$294/mo,"$609,994",$397,https://www.zillow.com/homedetails/4132-Sitio-Cielo-Oceanside-CA-92057/2076777981_zpid/
New construction,"$520,790+","Residence Four Plan, The Landings : Waypoint",Residence Four Plan,TheLandings:Waypoint,null,null,4,4,"2,159",No Data,null,Townhouse,2021,Covered,null,null,$241,https://www.zillow.com/community/landings-waypoint/2082500935_zpid/
New construction,"$464,337+","Residence Two Plan, Prado : Palermo",Residence Two Plan,Prado:Palermo,null,null,3,3,"1,440",No Data,null,Townhouse,2021,Covered,null,null,$322,https://www.zillow.com/community/prado-palermo/2082868516_zpid/
Townhouse for sale,"$505,000","10164 Samoa Ave APT 12, Los Angeles, CA 91042",10164 Samoa Ave APT 12,LosAngeles,CA,91042,2,3,"1,121",0.47 Acres,20473.2,Townhouse,1980,"Garage - Attached, Covered",$200/mo,"$511,558",$450,https://www.zillow.com/homedetails/10164-Samoa-Ave-APT-12-Los-Angeles-CA-91042/20098718_zpid/
Townhouse for sale,"$349,000","105 Willow Lake Dr, Palm Desert, CA 92260",105 Willow Lake Dr,PalmDesert,CA,92260,2,2,"1,576","3,484 sqft",3484.0,Townhouse,1984,"Garage - Attached, Covered",$595/mo,"$340,473",$221,https://www.zillow.com/homedetails/105-Willow-Lake-Dr-Palm-Desert-CA-92260/18074501_zpid/
New construction,"$580,000+","Plan 1 Plan, Langston at Mountain House",Plan 1 Plan,LangstonatMountainHouse,null,null,3,3,"1,777",No Data,null,Townhouse,2021,Covered,null,null,$326,https://www.zillow.com/community/langston-at-mountain-house/2080665210_zpid/
New construction,"$775,990","318 Novel, Irvine, CA 92618",318 Novel,Irvine,CA,92618,3,4,"1,747",No Data,null,Townhouse,2020,Covered,null,null,$444,https://www.zillow.com/homedetails/318-Novel-Irvine-CA-92618/2076794663_zpid/
Townhouse for sale,"$527,000","206 W Cypress Ave APT E, Monrovia, CA 91016",206 W Cypress Ave APT E,Monrovia,CA,91016,2,3,"1,288",0.46 Acres,20037.6,Townhouse,1982,"Carport, Garage - Attached, Covered",$340/mo,"$527,999",$409,https://www.zillow.com/homedetails/206-W-Cypress-Ave-APT-E-Monrovia-CA-91016/21579407_zpid/
Townhouse for sale,"$1,095,000","269 S Barrington Ave #E5, Los Angeles, CA 90049",269 S Barrington Ave #E5,LosAngeles,CA,90049,2,3,"1,349",4.34 Acres,189050.4,Townhouse,1959,"Carport, Covered",$672/mo,"$1,108,166",$812,https://www.zillow.com/homedetails/269-S-Barrington-Ave-E5-Los-Angeles-CA-90049/60115505_zpid/
Townhouse for sale,"$660,000","1317 Greenwich Ct, San Jose, CA 95125",1317 Greenwich Ct,SanJose,CA,95125,1,2,970,766 sqft,766.0,Townhouse,1981,"Garage, Garage - Attached, Covered",$449/mo,"$668,301",$680,https://www.zillow.com/homedetails/1317-Greenwich-Ct-San-Jose-CA-95125/19591871_zpid/
Townhouse for sale,"$900,000","7570 Gibraltar St UNIT 104, Carlsbad, CA 92009",7570 Gibraltar St UNIT 104,Carlsbad,CA,92009,4,4,"2,229","7,570 sqft",7570.0,Townhouse,2017,"Garage - Attached, Covered",$300/mo,"$901,916",$404,https://www.zillow.com/homedetails/7570-Gibraltar-St-UNIT-104-Carlsbad-CA-92009/250195691_zpid/
Contingent,"$665,000","12826 Zurich Pl #3, Truckee, CA 96161",12826 Zurich Pl #3,Truckee,CA,96161,3,2,"1,340","1,307 sqft",1307.0,Townhouse,2001,"Garage - Attached, Garage - Detached, Covered",$225/mo,"$705,797",$496,https://www.zillow.com/homedetails/12826-Zurich-Pl-3-Truckee-CA-96161/82887408_zpid/
New construction,"$560,490+","Residence 3 Plan, River Village : Concord",Residence 3 Plan,RiverVillage:Concord,null,null,3,3,"1,602",No Data,null,Townhouse,2021,Covered,null,null,$350,https://www.zillow.com/community/river-village-concord/2076858746_zpid/
Townhouse for sale,"$879,000","19452 Mountainview Ln, Huntington Beach, CA 92648",19452 Mountainview Ln,HuntingtonBeach,CA,92648,2,3,"2,065","1,576 sqft",1576.0,Townhouse,1989,"Garage, Garage - Attached, Covered",$385/mo,"$879,000",$426,https://www.zillow.com/homedetails/19452-Mountainview-Ln-Huntington-Beach-CA-92648/25111827_zpid/
Townhouse for sale,"$559,999","5677 Kai Ct, Orcutt, CA 93455",5677 Kai Ct,Orcutt,CA,93455,2,3,"1,884","3,049 sqft",3049.0,Townhouse,2019,"Garage - Attached, Covered",$104/mo,"$570,998",$297,https://www.zillow.com/homedetails/5677-Kai-Ct-Orcutt-CA-93455/248138190_zpid/
Contingent,"$819,000","12016 Washington Pl APT 107, Los Angeles, CA 90066",12016 Washington Pl APT 107,LosAngeles,CA,90066,2,3,"1,144",0.34 Acres,14810.4,Townhouse,1987,Covered,$350/mo,"$819,007",$716,https://www.zillow.com/homedetails/12016-Washington-Pl-APT-107-Los-Angeles-CA-90066/20446719_zpid/
Contingent,"$459,999","1831 Rainbow Terrace Ln, Montebello, CA 90640",1831 Rainbow Terrace Ln,Montebello,CA,90640,2,2,"1,174",5.87 Acres,255697.2,Townhouse,1977,"Garage - Attached, Covered",$380/mo,"$463,795",$392,https://www.zillow.com/homedetails/1831-Rainbow-Terrace-Ln-Montebello-CA-90640/20674774_zpid/
New construction,"$432,435+","Plan 2 Plan, Solmar",Plan 2 Plan,Solmar,null,null,2,3,"1,310",No Data,null,Townhouse,2021,Covered,$305/mo,null,$330,https://www.zillow.com/community/solmar/2080883567_zpid/
Townhouse for sale,"$729,000","8 Arabian Way, Scotts Valley, CA 95066",8 Arabian Way,ScottsValley,CA,95066,3,2,"1,393","1,568 sqft",1568.0,Townhouse,1985,"Garage, Garage - Attached",$391/mo,"$729,006",$523,https://www.zillow.com/homedetails/8-Arabian-Way-Scotts-Valley-CA-95066/16120371_zpid/
New construction,"$499,900+","Plan 5 Plan, Suwerte",Plan 5 Plan,Suwerte,null,null,3,4,"2,025",No Data,null,Townhouse,2021,Covered,$266/mo,null,$247,https://www.zillow.com/community/suwerte/2087663802_zpid/
Contingent,"$639,000","1360 Josselyn Canyon Rd APT 33, Monterey, CA 93940",1360 Josselyn Canyon Rd APT 33,Monterey,CA,93940,2,3,"1,778","1,454 sqft",1454.0,Townhouse,1975,Carport,$537/mo,"$639,003",$359,https://www.zillow.com/homedetails/1360-Josselyn-Canyon-Rd-APT-33-Monterey-CA-93940/19358798_zpid/
Townhouse for sale,"$848,975","1758 Pedrozzi Cir #14, Livermore, CA 94551",1758 Pedrozzi Cir #14,Livermore,CA,94551,4,4,"1,929","2,500 sqft",2500.0,Townhouse,2020,Garage - Attached,$370/mo,"$878,628",$440,https://www.zillow.com/homedetails/1758-Pedrozzi-Cir-14-Livermore-CA-94551/2076826263_zpid/
