Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,House_type,House_website
Apartment for sale,"$699,000","1511 S Bentley Ave, Compton, CA 90220",1511 S Bentley Ave,Compton,CA,90220,6,3,"2,478",Multi Family,https://www.zillow.com/homedetails/1511-S-Bentley-Ave-Compton-CA-90220/21007251_zpid/
Apartment for sale,"$360,000","7401 Karlsberg Cir, Stockton, CA 95207",7401 Karlsberg Cir,Stockton,CA,95207,4,--,"2,184",Multi Family,https://www.zillow.com/homedetails/7401-Karlsberg-Cir-Stockton-CA-95207/15289037_zpid/
Apartment for sale,"$839,000","1926 Landis St, Burbank, CA 91504",1926 Landis St,Burbank,CA,91504,4,2,"1,838",Multi Family,https://www.zillow.com/homedetails/1926-Landis-St-Burbank-CA-91504/20057987_zpid/
Apartment for sale,"$995,000","3218 Bellevue Ave, Los Angeles, CA 90026",3218 Bellevue Ave,LosAngeles,CA,90026,2,2,"1,080",Multi Family,https://www.zillow.com/homedetails/3218-Bellevue-Ave-Los-Angeles-CA-90026/20738522_zpid/
Apartment for sale,"$879,000","3545-47 Luna Ave, San Diego, CA 92117",3545-47 Luna Ave,SanDiego,CA,92117,3,2,"1,232",Multi Family,https://www.zillow.com/homedetails/3545-47-Luna-Ave-San-Diego-CA-92117/16861660_zpid/
Apartment for sale,"$4,200,000","330 3rd Ave, San Francisco, CA 94118",330 3rd Ave,SanFrancisco,CA,94118,4,3,"3,795",Multi Family,https://www.zillow.com/homedetails/330-3rd-Ave-San-Francisco-CA-94118/2110843740_zpid/
For sale by owner,"$890,000","29621 Woodbine Ln, Menifee, CA 92584",29621 Woodbine Ln,Menifee,CA,92584,10,6,"3,000",Multi Family,https://www.zillow.com/homedetails/29621-Woodbine-Ln-Menifee-CA-92584/2089249641_zpid/
Apartment for sale,"$1,120,000","1117 W 164th St, Gardena, CA 90247",1117 W 164th St,Gardena,CA,90247,5,5,"2,689",Multi Family,https://www.zillow.com/homedetails/1117-W-164th-St-Gardena-CA-90247/20983635_zpid/
Apartment for sale,"$285,000","7641 Walpole Ave, California City, CA 93505",7641 Walpole Ave,CaliforniaCity,CA,93505,6,--,"2,417",Multi Family,https://www.zillow.com/homedetails/7641-Walpole-Ave-California-City-CA-93505/81864390_zpid/
Apartment for sale,"$839,888","11 La Paloma Ave, Alhambra, CA 91801",11 La Paloma Ave,Alhambra,CA,91801,3,2,"2,034",Multi Family,https://www.zillow.com/homedetails/11-La-Paloma-Ave-Alhambra-CA-91801/20684421_zpid/
Apartment for sale,"$885,000","4765 Dockweiler St, Los Angeles, CA 90019",4765 Dockweiler St,LosAngeles,CA,90019,1,1,"1,280",Multi Family,https://www.zillow.com/homedetails/4765-Dockweiler-St-Los-Angeles-CA-90019/2078876838_zpid/
Apartment for sale,"$699,900","1201 E 53rd St, Los Angeles, CA 90011",1201 E 53rd St,LosAngeles,CA,90011,5,4,"2,416",Multi Family,https://www.zillow.com/homedetails/1201-E-53rd-St-Los-Angeles-CA-90011/20613805_zpid/
Apartment for sale,"$850,000","3032 Prospect Ave, Rosemead, CA 91770",3032 Prospect Ave,Rosemead,CA,91770,4,3,"1,991",Multi Family,https://www.zillow.com/homedetails/3032-Prospect-Ave-Rosemead-CA-91770/20681251_zpid/
Apartment for sale,"$579,000","6524 Suva St, Bell Gardens, CA 90201",6524 Suva St,BellGardens,CA,90201,4,2,"1,425",Multi Family,https://www.zillow.com/homedetails/6524-Suva-St-Bell-Gardens-CA-90201/21089856_zpid/
Apartment for sale,"$34,600,000","535 S Kingsley Dr, Los Angeles, CA 90020",535 S Kingsley Dr,LosAngeles,CA,90020,Studio,99,"91,604",Multi Family,https://www.zillow.com/homedetails/535-S-Kingsley-Dr-Los-Angeles-CA-90020/2079200984_zpid/
Apartment for sale,"$128,000","11900 Nancy Ave, Boron, CA 93516",11900 Nancy Ave,Boron,CA,93516,4,2,"1,510",Multi Family,https://www.zillow.com/homedetails/11900-Nancy-Ave-Boron-CA-93516/18966987_zpid/
Apartment for sale,"$309,950","1528 Orlando Way, Sacramento, CA 95815",1528 Orlando Way,Sacramento,CA,95815,4,--,"1,500",Multi Family,https://www.zillow.com/homedetails/1528-Orlando-Way-Sacramento-CA-95815/26081296_zpid/
Apartment for sale,"$1,250,000","5135 Eagle Rock Blvd, Los Angeles, CA 90041",5135 Eagle Rock Blvd,LosAngeles,CA,90041,6,3,"2,029",Multi Family,https://www.zillow.com/homedetails/5135-Eagle-Rock-Blvd-Los-Angeles-CA-90041/20845614_zpid/
Apartment for sale,"$159,998","27 Pacific St, Bakersfield, CA 93305",27 Pacific St,Bakersfield,CA,93305,2,2,"1,152",Multi Family,https://www.zillow.com/homedetails/27-Pacific-St-Bakersfield-CA-93305/18887818_zpid/
Apartment for sale,"$585,000","12362 Maxon Pl, Chino, CA 91710",12362 Maxon Pl,Chino,CA,91710,4,2,"1,888",Multi Family,https://www.zillow.com/homedetails/12362-Maxon-Pl-Chino-CA-91710/17539310_zpid/
For sale by owner,"$2,600,000","3343 Fernside Blvd, Alameda, CA 94501",3343 Fernside Blvd,Alameda,CA,94501,6,4,"3,623",Multi Family,https://www.zillow.com/homedetails/3343-Fernside-Blvd-Alameda-CA-94501/2082703354_zpid/
Apartment for sale,"$575,000","5317 2nd Ave, Los Angeles, CA 90043",5317 2nd Ave,LosAngeles,CA,90043,3,2,"1,082",Multi Family,https://www.zillow.com/homedetails/5317-2nd-Ave-Los-Angeles-CA-90043/20562986_zpid/
Apartment for sale,"$189,500","1901 & 1925 Washington Ave, Oroville, CA 95966",1901 & 1925 Washington Ave,Oroville,CA,95966,4,2,"1,350",Multi Family,https://www.zillow.com/homedetails/1901-1925-Washington-Ave-Oroville-CA-95966/2079802520_zpid/
Apartment for sale,"$3,000,000","4634 Fulton Ave, Sherman Oaks, CA 91423",4634 Fulton Ave,ShermanOaks,CA,91423,16,15,"8,860",Multi Family,https://www.zillow.com/homedetails/4634-Fulton-Ave-Sherman-Oaks-CA-91423/2078876686_zpid/
Apartment for sale,"$539,000","12354 2nd St, Yucaipa, CA 92399",12354 2nd St,Yucaipa,CA,92399,6,3,"2,520",Multi Family,https://www.zillow.com/homedetails/12354-2nd-St-Yucaipa-CA-92399/17398101_zpid/
Apartment for sale,"$2,300,000","1445 N El Camino Real, San Clemente, CA 92672",1445 N El Camino Real,SanClemente,CA,92672,2,1,"2,664",Multi Family,https://www.zillow.com/homedetails/1445-N-El-Camino-Real-San-Clemente-CA-92672/2078876412_zpid/
Apartment for sale,"$550,000","717 W 83rd St, Los Angeles, CA 90044",717 W 83rd St,LosAngeles,CA,90044,6,2,"1,398",Multi Family,https://www.zillow.com/homedetails/717-W-83rd-St-Los-Angeles-CA-90044/20946908_zpid/
Apartment for sale,"$1,095,000","517 44th St, Oakland, CA 94609",517 44th St,Oakland,CA,94609,4,3,"1,990",Multi Family,https://www.zillow.com/homedetails/517-44th-St-Oakland-CA-94609/24750228_zpid/
Apartment for sale,"$658,500","440 W 22nd St, Los Angeles, CA 90731",440 W 22nd St,LosAngeles,CA,90731,3,2,"1,692",Multi Family,https://www.zillow.com/homedetails/440-W-22nd-St-Los-Angeles-CA-90731/21309164_zpid/
Apartment for sale,"$650,000","3175 Seminole Ave, South Gate, CA 90280",3175 Seminole Ave,SouthGate,CA,90280,4,3,"1,821",Multi Family,https://www.zillow.com/homedetails/3175-Seminole-Ave-South-Gate-CA-90280/21027482_zpid/
Apartment for sale,"$539,000","1086 W G St, Colton, CA 92324",1086 W G St,Colton,CA,92324,6,4,"2,300",Multi Family,https://www.zillow.com/homedetails/1086-W-G-St-Colton-CA-92324/17359718_zpid/
Apartment for sale,"$1,150,000","4543 Da Vinci St, San Diego, CA 92130",4543 Da Vinci St,SanDiego,CA,92130,3,3,"2,119",Multi Family,https://www.zillow.com/homedetails/4543-Da-Vinci-St-San-Diego-CA-92130/16777767_zpid/
Apartment for sale,"$789,000","812 Portola Ave, Torrance, CA 90501",812 Portola Ave,Torrance,CA,90501,4,3,"1,786",Multi Family,https://www.zillow.com/homedetails/812-Portola-Ave-Torrance-CA-90501/21269556_zpid/
Apartment for sale,"$559,000","11253 Pope Ave #1-2, Lynwood, CA 90262",11253 Pope Ave #1-2,Lynwood,CA,90262,5,2,"1,489",Multi Family,https://www.zillow.com/homedetails/11253-Pope-Ave-1-2-Lynwood-CA-90262/2079067806_zpid/
Apartment for sale,"$3,000,000","4648 Fulton Ave, Sherman Oaks, CA 91423",4648 Fulton Ave,ShermanOaks,CA,91423,16,15,"8,860",Multi Family,https://www.zillow.com/homedetails/4648-Fulton-Ave-Sherman-Oaks-CA-91423/2078876687_zpid/
Apartment for sale,"$449,000","1300 W Gage Ave, Los Angeles, CA 90044",1300 W Gage Ave,LosAngeles,CA,90044,4,2,"1,779",Multi Family,https://www.zillow.com/homedetails/1300-W-Gage-Ave-Los-Angeles-CA-90044/20928518_zpid/
Apartment for sale,"$255,000","7 W 20th St, Merced, CA 95340",7 W 20th St,Merced,CA,95340,1,1,"1,900",Multi Family,https://www.zillow.com/homedetails/7-W-20th-St-Merced-CA-95340/2080029129_zpid/
Apartment for sale,"$554,900","827 Hoffman Ave, Long Beach, CA 90813",827 Hoffman Ave,LongBeach,CA,90813,3,2,"1,250",Multi Family,https://www.zillow.com/homedetails/827-Hoffman-Ave-Long-Beach-CA-90813/21234044_zpid/
Apartment for sale,"$1,050,000","529 S Hill St, Orange, CA 92869",529 S Hill St,Orange,CA,92869,8,6,"3,500",Multi Family,https://www.zillow.com/homedetails/529-S-Hill-St-Orange-CA-92869/25439294_zpid/
Apartment for sale,"$2,250,000","480-482 Funston Ave, San Francisco, CA 94118",480-482 Funston Ave,SanFrancisco,CA,94118,7,3,"3,656",Multi Family,https://www.zillow.com/homedetails/480-482-Funston-Ave-San-Francisco-CA-94118/2078945495_zpid/
Apartment for sale,"$750,000","7811 Mission Blvd, Riverside, CA 92509",7811 Mission Blvd,Riverside,CA,92509,3,4,"3,480",Multi Family,https://www.zillow.com/homedetails/7811-Mission-Blvd-Riverside-CA-92509/2079775196_zpid/
Apartment for sale,"$638,000","441 24th St, San Diego, CA 92102",441 24th St,SanDiego,CA,92102,4,2,"1,086",Multi Family,https://www.zillow.com/homedetails/441-24th-St-San-Diego-CA-92102/17068675_zpid/
Apartment for sale,"$1,250,000","6511 Painter Ave, Whittier, CA 90601",6511 Painter Ave,Whittier,CA,90601,4,6,"2,920",Multi Family,https://www.zillow.com/homedetails/6511-Painter-Ave-Whittier-CA-90601/21427558_zpid/
Apartment for sale,"$2,088,000","81 Central Ave LOT 83, Sausalito, CA 94965",81 Central Ave LOT 83,Sausalito,CA,94965,3,4,"2,336",Multi Family,https://www.zillow.com/homedetails/81-Central-Ave-LOT-83-Sausalito-CA-94965/2078873125_zpid/
Apartment for sale,"$375,000","9348 Kirkby Ln, Stockton, CA 95210",9348 Kirkby Ln,Stockton,CA,95210,6,--,"2,774",Multi Family,https://www.zillow.com/homedetails/9348-Kirkby-Ln-Stockton-CA-95210/15293762_zpid/
Apartment for sale,"$749,000","1071 Newport Ave #2, Long Beach, CA 90804",1071 Newport Ave #2,LongBeach,CA,90804,4,2,"1,244",Multi Family,https://www.zillow.com/homedetails/1071-Newport-Ave-2-Long-Beach-CA-90804/2079184705_zpid/
Apartment for sale,"$1,280,000","1323-1325 35th Ave, San Francisco, CA 94122",1323-1325 35th Ave,SanFrancisco,CA,94122,4,3,"2,000",Multi Family,https://www.zillow.com/homedetails/1323-1325-35th-Ave-San-Francisco-CA-94122/2079654725_zpid/
Apartment for sale,"$5,850,000","10335 White Rock Rd, Rancho Cordova, CA 95670",10335 White Rock Rd,RanchoCordova,CA,95670,52,--,--,Multi Family,https://www.zillow.com/homedetails/10335-White-Rock-Rd-Rancho-Cordova-CA-95670/2078927202_zpid/
Apartment for sale,"$749,000","924 Mooney Dr, Monterey Park, CA 91755",924 Mooney Dr,MontereyPark,CA,91755,5,3,"2,670",Multi Family,https://www.zillow.com/homedetails/924-Mooney-Dr-Monterey-Park-CA-91755/20665099_zpid/
Apartment for sale,"$299,000","600 E Latham Ave, Hemet, CA 92543",600 E Latham Ave,Hemet,CA,92543,4,2,"1,968",Multi Family,https://www.zillow.com/homedetails/600-E-Latham-Ave-Hemet-CA-92543/17978774_zpid/
Apartment for sale,"$880,000","1022 Foothill Blvd, Oakland, CA 94606",1022 Foothill Blvd,Oakland,CA,94606,7,4,"1,804",Multi Family,https://www.zillow.com/homedetails/1022-Foothill-Blvd-Oakland-CA-94606/24758699_zpid/
Apartment for sale,"$1,450,000","377 60th St, Oakland, CA 94618",377 60th St,Oakland,CA,94618,5,3,"2,301",Multi Family,https://www.zillow.com/homedetails/377-60th-St-Oakland-CA-94618/299065429_zpid/
Apartment for sale,"$745,000","1412 W 220th St #A, Torrance, CA 90501",1412 W 220th St #A,Torrance,CA,90501,5,3,"2,000",Multi Family,https://www.zillow.com/homedetails/1412-W-220th-St-A-Torrance-CA-90501/21265718_zpid/
Apartment for sale,"$960,000","4235 W 170th St, Lawndale, CA 90260",4235 W 170th St,Lawndale,CA,90260,6,3,"2,496",Multi Family,https://www.zillow.com/homedetails/4235-W-170th-St-Lawndale-CA-90260/20364558_zpid/
Apartment for sale,"$619,900","8612 San Carlos Ave, South Gate, CA 90280",8612 San Carlos Ave,SouthGate,CA,90280,4,3,"1,900",Multi Family,https://www.zillow.com/homedetails/8612-San-Carlos-Ave-South-Gate-CA-90280/21029174_zpid/
Apartment for sale,"$185,000","9239 Road 237, Terra Bella, CA 93270",9239 Road 237,TerraBella,CA,93270,4,--,"1,568",Multi Family,https://www.zillow.com/homedetails/9239-Road-237-Terra-Bella-CA-93270/16302846_zpid/
Apartment for sale,"$699,777","10625 Felton Ave, Inglewood, CA 90304",10625 Felton Ave,Inglewood,CA,90304,3,2,916,Multi Family,https://www.zillow.com/homedetails/10625-Felton-Ave-Inglewood-CA-90304/20347084_zpid/
Apartment for sale,"$450,000","802 E 74th St, Los Angeles, CA 90001",802 E 74th St,LosAngeles,CA,90001,2,2,"1,312",Multi Family,https://www.zillow.com/homedetails/802-E-74th-St-Los-Angeles-CA-90001/20940989_zpid/
Apartment for sale,"$749,000","14 San Pablo Ave, Rodeo, CA 94572",14 San Pablo Ave,Rodeo,CA,94572,5,4,"1,663",Multi Family,https://www.zillow.com/homedetails/14-San-Pablo-Ave-Rodeo-CA-94572/82856599_zpid/
Apartment for sale,"$850,000","537 Upham St LOT 539, Petaluma, CA 94952",537 Upham St LOT 539,Petaluma,CA,94952,4,2,"2,103",Multi Family,https://www.zillow.com/homedetails/537-Upham-St-LOT-539-Petaluma-CA-94952/2079033714_zpid/
Apartment for sale,"$1,888,000","1307-1311 Mason St, San Francisco, CA 94133",1307-1311 Mason St,SanFrancisco,CA,94133,Studio,--,"3,365",Multi Family,https://www.zillow.com/homedetails/1307-1311-Mason-St-San-Francisco-CA-94133/2078880792_zpid/
Apartment for sale,"$535,000","3966-3968 Michigan Ave #2, Los Angeles, CA 90063",3966-3968 Michigan Ave #2,LosAngeles,CA,90063,3,2,"1,022",Multi Family,https://www.zillow.com/homedetails/3966-3968-Michigan-Ave-2-Los-Angeles-CA-90063/2078962519_zpid/
Apartment for sale,"$1,228,000","12 Santa Rosa Ave, San Francisco, CA 94112",12 Santa Rosa Ave,SanFrancisco,CA,94112,7,--,"2,535",Multi Family,https://www.zillow.com/homedetails/12-Santa-Rosa-Ave-San-Francisco-CA-94112/2094546846_zpid/
Apartment for sale,"$925,000","1505 Berkeley Way, Berkeley, CA 94703",1505 Berkeley Way,Berkeley,CA,94703,2,2,"1,136",Multi Family,https://www.zillow.com/homedetails/1505-Berkeley-Way-Berkeley-CA-94703/24837423_zpid/
Apartment for sale,"$2,595,000","1466-74 Pescadero Dr, San Diego, CA 92107",1466-74 Pescadero Dr,SanDiego,CA,92107,4,4,"2,200",Multi Family,https://www.zillow.com/homedetails/1466-74-Pescadero-Dr-San-Diego-CA-92107/295353094_zpid/
Apartment for sale,"$1,099,900","1721 Morton Ave, Los Angeles, CA 90026",1721 Morton Ave,LosAngeles,CA,90026,4,4,"2,730",Multi Family,https://www.zillow.com/homedetails/1721-Morton-Ave-Los-Angeles-CA-90026/20742701_zpid/
Apartment for sale,"$480,000","16551 San Bernardino Ave, Fontana, CA 92335",16551 San Bernardino Ave,Fontana,CA,92335,5,3,2,Multi Family,https://www.zillow.com/homedetails/16551-San-Bernardino-Ave-Fontana-CA-92335/17338395_zpid/
Apartment for sale,"$780,000","1751 254th St, Lomita, CA 90717",1751 254th St,Lomita,CA,90717,4,3,874,Multi Family,https://www.zillow.com/homedetails/1751-254th-St-Lomita-CA-90717/21290400_zpid/
Apartment for sale,"$598,000","1026 S Indiana St, Los Angeles, CA 90023",1026 S Indiana St,LosAngeles,CA,90023,2,3,"1,500",Multi Family,https://www.zillow.com/homedetails/1026-S-Indiana-St-Los-Angeles-CA-90023/135579216_zpid/
Apartment for sale,"$812,500","4744-46 Voltaire St, San Diego, CA 92107",4744-46 Voltaire St,SanDiego,CA,92107,4,1,--,Multi Family,https://www.zillow.com/homedetails/4744-46-Voltaire-St-San-Diego-CA-92107/2079412871_zpid/
Apartment for sale,"$370,000","2747 Swallowtail Way, Chico, CA 95973",2747 Swallowtail Way,Chico,CA,95973,3,2,"1,379",Multi Family,https://www.zillow.com/homedetails/2747-Swallowtail-Way-Chico-CA-95973/95393895_zpid/
Apartment for sale,"$370,000","3436 Locust St, Riverside, CA 92501",3436 Locust St,Riverside,CA,92501,Studio,2,720,Multi Family,https://www.zillow.com/homedetails/3436-Locust-St-Riverside-CA-92501/2079576864_zpid/
Apartment for sale,"$249,750","56164 Papago Trl #A & B, Yucca Valley, CA 92284",56164 Papago Trl #A & B,YuccaValley,CA,92284,4,2,"2,024",Multi Family,https://www.zillow.com/homedetails/56164-Papago-Trl-A-B-Yucca-Valley-CA-92284/2079215986_zpid/
Apartment for sale,"$289,000","1101 Sierra Blvd #A & B, South Lake Tahoe, CA 96150",1101 Sierra Blvd #A & B,SouthLakeTahoe,CA,96150,Studio,--,--,Multi Family,https://www.zillow.com/homedetails/1101-Sierra-Blvd-A-B-South-Lake-Tahoe-CA-96150/2079141774_zpid/
Apartment for sale,"$379,000","16395 Stevens Ave, Lake Elsinore, CA 92530",16395 Stevens Ave,LakeElsinore,CA,92530,3,2,"1,656",Multi Family,https://www.zillow.com/homedetails/16395-Stevens-Ave-Lake-Elsinore-CA-92530/17945390_zpid/
Apartment for sale,"$1,297,000","1625 Santa Clara Ave, Alameda, CA 94501",1625 Santa Clara Ave,Alameda,CA,94501,Studio,--,"3,652",Multi Family,https://www.zillow.com/homedetails/1625-Santa-Clara-Ave-Alameda-CA-94501/24861585_zpid/
Apartment for sale,"$599,000","6829 Brooklyn Ave, San Diego, CA 92114",6829 Brooklyn Ave,SanDiego,CA,92114,4,2,"1,567",Multi Family,https://www.zillow.com/homedetails/6829-Brooklyn-Ave-San-Diego-CA-92114/295361614_zpid/
Apartment for sale,"$329,000","27734 Copco Rd, Montague, CA 96064",27734 Copco Rd,Montague,CA,96064,Studio,2.5,"3,500",Multi Family,https://www.zillow.com/homedetails/27734-Copco-Rd-Montague-CA-96064/2079038537_zpid/
Apartment for sale,"$760,000","512 N Herbert Ave, Los Angeles, CA 90063",512 N Herbert Ave,LosAngeles,CA,90063,4,2,"1,626",Multi Family,https://www.zillow.com/homedetails/512-N-Herbert-Ave-Los-Angeles-CA-90063/20646774_zpid/
Apartment for sale,"$1,675,000","713 Diamond St, Redondo Beach, CA 90277",713 Diamond St,RedondoBeach,CA,90277,4,3,"2,174",Multi Family,https://www.zillow.com/homedetails/713-Diamond-St-Redondo-Beach-CA-90277/136287982_zpid/
Apartment for sale,"$499,000","1101-1103 Cypress Ave, Los Angeles, CA 90065",1101-1103 Cypress Ave,LosAngeles,CA,90065,2,2,785,Multi Family,https://www.zillow.com/homedetails/1101-1103-Cypress-Ave-Los-Angeles-CA-90065/2079123383_zpid/
Apartment for sale,"$374,900","2928 Mack Rd, Arcata, CA 95521",2928 Mack Rd,Arcata,CA,95521,Studio,--,"1,920",Multi Family,https://www.zillow.com/homedetails/2928-Mack-Rd-Arcata-CA-95521/205208428_zpid/
For sale by owner,"$425,000","1935 Alpha Rd, Glendale, CA 91208",1935 Alpha Rd,Glendale,CA,91208,1,1,810,Multi Family,https://www.zillow.com/homedetails/1935-Alpha-Rd-Glendale-CA-91208/2104027168_zpid/
Apartment for sale,"$2,095,000","2224 Oak St, Santa Monica, CA 90405",2224 Oak St,SantaMonica,CA,90405,5,5,"3,254",Multi Family,https://www.zillow.com/homedetails/2224-Oak-St-Santa-Monica-CA-90405/2094209515_zpid/
Apartment for sale,"$1,995,000","1319 Great Spirit, Portola, CA 96122",1319 Great Spirit,Portola,CA,96122,6,6,"4,655",Multi Family,https://www.zillow.com/homedetails/1319-Great-Spirit-Portola-CA-96122/241662875_zpid/
Apartment for sale,"$2,695,000","812 N Sweetzer Ave, Los Angeles, CA 90069",812 N Sweetzer Ave,LosAngeles,CA,90069,5,3,"4,289",Multi Family,https://www.zillow.com/homedetails/812-N-Sweetzer-Ave-Los-Angeles-CA-90069/20787711_zpid/
Apartment for sale,"$769,000","736 Summersong Ln, Encinitas, CA 92024",736 Summersong Ln,Encinitas,CA,92024,3,3,"1,745",Multi Family,https://www.zillow.com/homedetails/736-Summersong-Ln-Encinitas-CA-92024/16717257_zpid/
Apartment for sale,"$329,900","7209 Sterling Ave, San Bernardino, CA 92404",7209 Sterling Ave,SanBernardino,CA,92404,4,4,"1,444",Multi Family,https://www.zillow.com/homedetails/7209-Sterling-Ave-San-Bernardino-CA-92404/122898138_zpid/
Apartment for sale,"$1,100,000","2633 Dalemead St, Torrance, CA 90505",2633 Dalemead St,Torrance,CA,90505,3,2,"1,513",Multi Family,https://www.zillow.com/homedetails/2633-Dalemead-St-Torrance-CA-90505/21338599_zpid/
Apartment for sale,"$300,000","903 E Andrews Ave, Fresno, CA 93704",903 E Andrews Ave,Fresno,CA,93704,5,3,"1,680",Multi Family,https://www.zillow.com/homedetails/903-E-Andrews-Ave-Fresno-CA-93704/18731378_zpid/
Apartment for sale,"$2,299,000","6670 W Pacific Coast Hwy, Ventura, CA 93001",6670 W Pacific Coast Hwy,Ventura,CA,93001,5,3,"1,910",Multi Family,https://www.zillow.com/homedetails/6670-W-Pacific-Coast-Hwy-Ventura-CA-93001/16318908_zpid/
Apartment for sale,"$5,750,000","1624 W Oceanfront, Newport Beach, CA 92663",1624 W Oceanfront,NewportBeach,CA,92663,5,5,"3,039",Multi Family,https://www.zillow.com/homedetails/1624-W-Oceanfront-Newport-Beach-CA-92663/25134232_zpid/
Apartment for sale,"$999,000","3333 W 134th Pl, Hawthorne, CA 90250",3333 W 134th Pl,Hawthorne,CA,90250,6,4,"3,075",Multi Family,https://www.zillow.com/homedetails/3333-W-134th-Pl-Hawthorne-CA-90250/20353372_zpid/
Apartment for sale,"$799,000","5105 S Harvard Blvd, Los Angeles, CA 90062",5105 S Harvard Blvd,LosAngeles,CA,90062,6,3,"3,435",Multi Family,https://www.zillow.com/homedetails/5105-S-Harvard-Blvd-Los-Angeles-CA-90062/20562182_zpid/
Apartment for sale,"$134,900","216 W Robertson Rd, Ridgecrest, CA 93555",216 W Robertson Rd,Ridgecrest,CA,93555,3,2,"1,308",Multi Family,https://www.zillow.com/homedetails/216-W-Robertson-Rd-Ridgecrest-CA-93555/19036988_zpid/
Apartment for sale,"$895,000","816 S Olive St, Anaheim, CA 92805",816 S Olive St,Anaheim,CA,92805,6,4,"2,713",Multi Family,https://www.zillow.com/homedetails/816-S-Olive-St-Anaheim-CA-92805/25130711_zpid/
Apartment for sale,"$1,199,000","410 Vine St, Glendale, CA 91204",410 Vine St,Glendale,CA,91204,6,5,"3,183",Multi Family,https://www.zillow.com/homedetails/410-Vine-St-Glendale-CA-91204/2079083729_zpid/
Apartment for sale,"$1,229,000","2300 N St, Sacramento, CA 95816",2300 N St,Sacramento,CA,95816,8,--,"3,956",Multi Family,https://www.zillow.com/homedetails/2300-N-St-Sacramento-CA-95816/148169597_zpid/
Apartment for sale,"$775,000","2771-2773 Logan Ave, San Diego, CA 92113",2771-2773 Logan Ave,SanDiego,CA,92113,4,4,--,Multi Family,https://www.zillow.com/homedetails/2771-2773-Logan-Ave-San-Diego-CA-92113/2078892016_zpid/
Apartment for sale,"$670,000","2724 N Junipero Ave, Palm Springs, CA 92262",2724 N Junipero Ave,PalmSprings,CA,92262,4,4,"1,950",Multi Family,https://www.zillow.com/homedetails/2724-N-Junipero-Ave-Palm-Springs-CA-92262/2079153501_zpid/
Apartment for sale,"$1,250,000","12271 Trask Ave, Garden Grove, CA 92843",12271 Trask Ave,GardenGrove,CA,92843,8,8,"4,492",Multi Family,https://www.zillow.com/homedetails/12271-Trask-Ave-Garden-Grove-CA-92843/25195883_zpid/
Apartment for sale,"$659,000","115 Neptune, Irvine, CA 92618",115 Neptune,Irvine,CA,92618,2,2,"1,798",Multi Family,https://www.zillow.com/homedetails/115-Neptune-Irvine-CA-92618/250187575_zpid/
Apartment for sale,"$509,000","661 Mitchell Ave, Turlock, CA 95380",661 Mitchell Ave,Turlock,CA,95380,Studio,--,"2,769",Multi Family,https://www.zillow.com/homedetails/661-Mitchell-Ave-Turlock-CA-95380/299741574_zpid/
Apartment for sale,"$550,000","7315 Cortland Ave, Paramount, CA 90723",7315 Cortland Ave,Paramount,CA,90723,2,2,"1,104",Multi Family,https://www.zillow.com/homedetails/7315-Cortland-Ave-Paramount-CA-90723/21042480_zpid/
Apartment for sale,"$458,000","23256 Lone Pine Dr, Auburn, CA 95602",23256 Lone Pine Dr,Auburn,CA,95602,6,--,--,Multi Family,https://www.zillow.com/homedetails/23256-Lone-Pine-Dr-Auburn-CA-95602/2078955812_zpid/
Apartment for sale,"$399,000","1234 S Gerhart Ave, Los Angeles, CA 90022",1234 S Gerhart Ave,LosAngeles,CA,90022,Studio,1,"1,342",Multi Family,https://www.zillow.com/homedetails/1234-S-Gerhart-Ave-Los-Angeles-CA-90022/2079091160_zpid/
Apartment for sale,"$475,000","2271 Grove Ave, Sacramento, CA 95815",2271 Grove Ave,Sacramento,CA,95815,5,--,"2,595",Multi Family,https://www.zillow.com/homedetails/2271-Grove-Ave-Sacramento-CA-95815/26089474_zpid/
Apartment for sale,"$600,000","229 S I St, Madera, CA 93637",229 S I St,Madera,CA,93637,12,6,"4,320",Multi Family,https://www.zillow.com/homedetails/229-S-I-St-Madera-CA-93637/2079022977_zpid/
Apartment for sale,"$399,000","1736 E 85th St #&-8507, Los Angeles, CA 90001",1736 E 85th St #&-8507,LosAngeles,CA,90001,4,2,"1,506",Multi Family,https://www.zillow.com/homedetails/1736-E-85th-St-8507-Los-Angeles-CA-90001/2079265512_zpid/
Apartment for sale,"$950,000","672 34th St, Oakland, CA 94609",672 34th St,Oakland,CA,94609,7,4,"3,113",Multi Family,https://www.zillow.com/homedetails/672-34th-St-Oakland-CA-94609/24742026_zpid/
New construction,"$749,900","6830 Hollenbeck St, Huntington Park, CA",6830 Hollenbeck St,HuntingtonPark,CA,null,6,3,"2,252",Multi Family,https://www.zillow.com/homedetails/6830-Hollenbeck-St-Huntington-Park-CA-90255/21075707_zpid/
Apartment for sale,"$1,488,000","1680 Tremont St, Los Angeles, CA 90033",1680 Tremont St,LosAngeles,CA,90033,2,1,"5,594",Multi Family,https://www.zillow.com/homedetails/1680-Tremont-St-Los-Angeles-CA-90033/250335282_zpid/
