Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,House_type,House_website
Apartment for sale,"$1,699,000","5651 Tilden Ave, Van Nuys, CA 91401",5651 Tilden Ave,VanNuys,CA,91401,8,5,"2,753",Multi Family,https://www.zillow.com/homedetails/5651-Tilden-Ave-Van-Nuys-CA-91401/19972820_zpid/
Apartment for sale,"$599,900","1829-33 Bakersfield St, Lemon Grove, CA 91945",1829-33 Bakersfield St,LemonGrove,CA,91945,4,2,"1,566",Multi Family,https://www.zillow.com/homedetails/1829-33-Bakersfield-St-Lemon-Grove-CA-91945/17112390_zpid/
Apartment for sale,"$4,850,000","703 B St, Petaluma, CA 94952",703 B St,Petaluma,CA,94952,Studio,--,"9,151",Multi Family,https://www.zillow.com/homedetails/703-B-St-Petaluma-CA-94952/2090462911_zpid/
Apartment for sale,"$1,349,900","716 Kingston Ct, San Diego, CA 92109",716 Kingston Ct,SanDiego,CA,92109,3,2,"1,319",Multi Family,https://www.zillow.com/homedetails/716-Kingston-Ct-San-Diego-CA-92109/16923297_zpid/
Apartment for sale,"$849,000","833 Summerhill Ct, Encinitas, CA 92024",833 Summerhill Ct,Encinitas,CA,92024,3,3,"1,745",Multi Family,https://www.zillow.com/homedetails/833-Summerhill-Ct-Encinitas-CA-92024/16717201_zpid/
Apartment for sale,"$1,040,000","686 Laguna Dr, Carlsbad, CA 92008",686 Laguna Dr,Carlsbad,CA,92008,3,3,"1,909",Multi Family,https://www.zillow.com/homedetails/686-Laguna-Dr-Carlsbad-CA-92008/62773313_zpid/
Apartment for sale,"$1,299,000","139 Grove Way, Hayward, CA 94541",139 Grove Way,Hayward,CA,94541,6,5,"3,195",Multi Family,https://www.zillow.com/homedetails/139-Grove-Way-Hayward-CA-94541/24973692_zpid/
Apartment for sale,"$749,999","8987 May Ct, South Gate, CA 90280",8987 May Ct,SouthGate,CA,90280,5,3,"2,200",Multi Family,https://www.zillow.com/homedetails/8987-May-Ct-South-Gate-CA-90280/21036901_zpid/
Apartment for sale,"$750,000","632 E 2nd St, National City, CA 91950",632 E 2nd St,NationalCity,CA,91950,7,3,"2,450",Multi Family,https://www.zillow.com/homedetails/632-E-2nd-St-National-City-CA-91950/17096327_zpid/
Apartment for sale,"$688,800","467 W 12th St, San Pedro, CA 90731",467 W 12th St,SanPedro,CA,90731,4,3,"1,656",Multi Family,https://www.zillow.com/homedetails/467-W-12th-St-San-Pedro-CA-90731/2091715899_zpid/
Apartment for sale,"$890,000","9160 Rose St, Bellflower, CA 90706",9160 Rose St,Bellflower,CA,90706,5,4,"2,370",Multi Family,https://www.zillow.com/homedetails/9160-Rose-St-Bellflower-CA-90706/2080020399_zpid/
Apartment for sale,"$515,000","346 Brown St, Vacaville, CA 95688",346 Brown St,Vacaville,CA,95688,6,4,"1,445",Multi Family,https://www.zillow.com/homedetails/346-Brown-St-Vacaville-CA-95688/2090299940_zpid/
Apartment for sale,"$459,000","29820 Landau Blvd, Cathedral City, CA 92234",29820 Landau Blvd,CathedralCity,CA,92234,5,4,"2,492",Multi Family,https://www.zillow.com/homedetails/29820-Landau-Blvd-Cathedral-City-CA-92234/2079985439_zpid/
Apartment for sale,"$479,000","25325 Marion Ridge Dr, Idyllwild, CA 92549",25325 Marion Ridge Dr,Idyllwild,CA,92549,6,4,"2,300",Multi Family,https://www.zillow.com/homedetails/25325-Marion-Ridge-Dr-Idyllwild-CA-92549/2091180130_zpid/
Apartment for sale,"$898,000","12401 Broadway, Whittier, CA 90601",12401 Broadway,Whittier,CA,90601,6,3,"2,559",Multi Family,https://www.zillow.com/homedetails/12401-Broadway-Whittier-CA-90601/21425552_zpid/
Apartment for sale,"$795,000","4741 W 173rd St, Lawndale, CA 90260",4741 W 173rd St,Lawndale,CA,90260,2,1,"1,741",Multi Family,https://www.zillow.com/homedetails/4741-W-173rd-St-Lawndale-CA-90260/20368017_zpid/
Apartment for sale,"$1,149,000","706 Iris Ave #A, Corona Del Mar, CA 92625",706 Iris Ave #A,CoronaDelMar,CA,92625,3,2,"1,350",Multi Family,https://www.zillow.com/homedetails/706-Iris-Ave-A-Corona-Del-Mar-CA-92625/2080643532_zpid/
Apartment for sale,"$2,180,000","316 N Fickett St, Los Angeles, CA 90033",316 N Fickett St,LosAngeles,CA,90033,1,1,"7,528",Multi Family,https://www.zillow.com/homedetails/316-N-Fickett-St-Los-Angeles-CA-90033/2080542905_zpid/
Apartment for sale,"$1,600,000","213 Ladera St, Santa Barbara, CA 93101",213 Ladera St,SantaBarbara,CA,93101,5,5,"2,800",Multi Family,https://www.zillow.com/homedetails/213-Ladera-St-Santa-Barbara-CA-93101/2078948047_zpid/
Apartment for sale,"$550,000","224 Pennsylvania Ave, Fairfield, CA 94533",224 Pennsylvania Ave,Fairfield,CA,94533,5,4,"2,200",Multi Family,https://www.zillow.com/homedetails/224-Pennsylvania-Ave-Fairfield-CA-94533/2078903681_zpid/
Apartment for sale,"$798,000","6348 Pickering Ave, Whittier, CA 90601",6348 Pickering Ave,Whittier,CA,90601,6,3,"2,040",Multi Family,https://www.zillow.com/homedetails/6348-Pickering-Ave-Whittier-CA-90601/21425892_zpid/
Apartment for sale,"$499,000","13401 Navajo Rd, Apple Valley, CA 92308",13401 Navajo Rd,AppleValley,CA,92308,8,4,"3,596",Multi Family,https://www.zillow.com/homedetails/13401-Navajo-Rd-Apple-Valley-CA-92308/53064973_zpid/
For sale by owner,"$110,000","512 5th St, Taft, CA 93268",512 5th St,Taft,CA,93268,3,2,"1,172",Multi Family,https://www.zillow.com/homedetails/512-5th-St-Taft-CA-93268/18901595_zpid/
Apartment for sale,"$699,900","4556 Glines Ave, Santa Maria, CA 93455",4556 Glines Ave,SantaMaria,CA,93455,6,4,"2,335",Multi Family,https://www.zillow.com/homedetails/4556-Glines-Ave-Santa-Maria-CA-93455/15930747_zpid/
Apartment for sale,"$295,000","2023 Glendale Ave, Modesto, CA 95354",2023 Glendale Ave,Modesto,CA,95354,2,--,"1,486",Multi Family,https://www.zillow.com/homedetails/2023-Glendale-Ave-Modesto-CA-95354/300257701_zpid/
Apartment for sale,"$680,000","420 N Alameda Ave, Azusa, CA 91702",420 N Alameda Ave,Azusa,CA,91702,4,2,"1,692",Multi Family,https://www.zillow.com/homedetails/420-N-Alameda-Ave-Azusa-CA-91702/21626385_zpid/
Apartment for sale,"$1,950,000","373 E Whittley Ave, Avalon, CA 90704",373 E Whittley Ave,Avalon,CA,90704,6,4,"3,372",Multi Family,https://www.zillow.com/homedetails/373-E-Whittley-Ave-Avalon-CA-90704/21315969_zpid/
Apartment for sale,"$349,998","593 W Santa Ana Ave, Clovis, CA 93612",593 W Santa Ana Ave,Clovis,CA,93612,5,4,"2,222",Multi Family,https://www.zillow.com/homedetails/593-W-Santa-Ana-Ave-Clovis-CA-93612/82865397_zpid/
Apartment for sale,"$1,995,000","1642-1644 Waller St, San Francisco, CA 94117",1642-1644 Waller St,SanFrancisco,CA,94117,Studio,--,"2,713",Multi Family,https://www.zillow.com/homedetails/1642-1644-Waller-St-San-Francisco-CA-94117/2079029777_zpid/
Apartment for sale,"$1,385,000","120 E Main St, Santa Paula, CA 93060",120 E Main St,SantaPaula,CA,93060,6,3,"3,774",Multi Family,https://www.zillow.com/homedetails/120-E-Main-St-Santa-Paula-CA-93060/16345835_zpid/
Apartment for sale,"$550,000","564 W 21st St, San Bernardino, CA 92405",564 W 21st St,SanBernardino,CA,92405,6,4,"2,614",Multi Family,https://www.zillow.com/homedetails/564-W-21st-St-San-Bernardino-CA-92405/17232411_zpid/
Apartment for sale,"$1,525,000","1896 Orange Ave, Costa Mesa, CA 92627",1896 Orange Ave,CostaMesa,CA,92627,3,3,"1,714",Multi Family,https://www.zillow.com/homedetails/1896-Orange-Ave-Costa-Mesa-CA-92627/2091021923_zpid/
Apartment for sale,"$12,600,000","2400 Palos Verdes Dr W, Palos Verdes Peninsula, CA 90274",2400 Palos Verdes Dr W,PalosVerdesPeninsula,CA,90274,8,6,"23,361",Multi Family,https://www.zillow.com/homedetails/2400-Palos-Verdes-Dr-W-Palos-Verdes-Peninsula-CA-90274/2078993506_zpid/
Apartment for sale,"$1,295,000","4657 Park Blvd, Oakland, CA 94602",4657 Park Blvd,Oakland,CA,94602,3,2,"2,337",Multi Family,https://www.zillow.com/homedetails/4657-Park-Blvd-Oakland-CA-94602/24765257_zpid/
