City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,4 Beds,3 Beds,2 Beds,1 Bed,Studio,4+ Beds
13471 Woodwind Ct,Townhomes,Westminster,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]","Westminster, CA 92683",https://www.apartments.com/13471-woodwind-ct-westminster-ca/5vm3zlm/,3 BAs,"1,291 Sq Ft","1,291",,Available Now,,"$2,500",,,,
218 Amethyst Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,300'}]","Newport Beach, CA 92662",https://www.apartments.com/218-amethyst-ave-newport-beach-ca/l1yk2df/,2 BAs,"2,848 Sq Ft","2,848",,Available Now,,"$4,300",,,,
2650 Mission Inn Avenue,Townhomes,Riverside,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,700'}]","Riverside, CA 92507",https://www.apartments.com/2650-mission-inn-avenue-riverside-ca/exd6q7m/,1 BA,700 Sq Ft,700,,Available Now,,,,"$1,700",,
18 Vista Niguel,Townhomes,Laguna Niguel,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]","Laguna Niguel, CA 92677",https://www.apartments.com/18-vista-niguel-laguna-niguel-ca/h1s6ej3/,3 BAs,"1,365 Sq Ft","1,365",,Available Now,,,"$2,800",,,
2240 Synergy,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]","Irvine, CA 92614",https://www.apartments.com/2240-synergy-irvine-ca/bd3f178/,4 BAs,"1,900 Sq Ft","1,900",,Available Now,,"$4,000",,,,
3551 Windspun Dr,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,995'}]","Huntington Beach, CA 92649",https://www.apartments.com/3551-windspun-dr-huntington-beach-ca/b72ybtc/,3 BAs,"1,890 Sq Ft","1,890",,Available Now,,,"$3,995",,,
616 W 85th St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,750'}]","Los Angeles, CA 90044",https://www.apartments.com/616-w-85th-st-los-angeles-ca/87gdkf1/,2 BAs,"1,064 Sq Ft","1,064",,Available Now,,"$2,750",,,,
221 Via Presa,Townhomes,San Clemente,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]","San Clemente, CA 92672",https://www.apartments.com/221-via-presa-san-clemente-ca/mq534tj/,3 BAs,"1,547 Sq Ft","1,547",,Available Now,,,"$2,800",,,
1556 W Katella Ave,Townhomes,Anaheim,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]","Anaheim, CA 92802",https://www.apartments.com/1556-w-katella-ave-anaheim-ca/d30r5el/,3 BAs,"1,648 Sq Ft","1,648",,Available Now,,"$3,800",,,,
14043 Paramount Blvd,Townhomes,Paramount,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,350'}]","Paramount, CA 90723",https://www.apartments.com/14043-paramount-blvd-paramount-ca/c0r02xg/,1 BA,580 Sq Ft,580,,Available Now,,,,"$1,350",,
9 Nature,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]","Irvine, CA 92620",https://www.apartments.com/9-nature-irvine-ca/vecb4hd/,3 BAs,"1,328 Sq Ft","1,328",,Available Now,,"$3,800",,,,
17 Lighthouse St,Townhomes,Marina del Rey,CA,"[{'bedroom_type': '2 Beds', 'price': '$5,000'}]","Marina del Rey, CA 90292",https://www.apartments.com/17-lighthouse-st-marina-del-rey-ca/ncppxjp/,2 BAs,"1,200 Sq Ft","1,200",,Available Now,,,"$5,000",,,
Huntington Beach,Townhomes,CA,92648,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]","19123 Alexa Ln, Huntington Beach, CA 92648",https://www.apartments.com/19123-alexa-ln-huntington-beach-ca/b3ypxfb/,3 BAs,"1,576 Sq Ft","1,576",,Available Now,,"$3,000",,,,
928 E Navajo St,Townhomes,Barstow,CA,"[{'bedroom_type': '2 Beds', 'price': '$900'}]","Barstow, CA 92311",https://www.apartments.com/928-e-navajo-st-barstow-ca/pf7x95s/,1 BA,778 Sq Ft,778,,Available Now,,,$900,,,
33963 Cape Cove,Townhomes,Dana Point,CA,"[{'bedroom_type': '2 Beds', 'price': '$6,000'}]","Dana Point, CA 92629",https://www.apartments.com/33963-cape-cove-dana-point-ca/tp8088b/,2 BAs,"1,350 Sq Ft","1,350",,Available Now,,,"$6,000",,,
135 W Live Oak Ave,Townhomes,Arcadia,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,400'}]","Arcadia, CA 91007",https://www.apartments.com/135-w-live-oak-ave-arcadia-ca/jrwtm67/,4 BAs,"2,038 Sq Ft","2,038",,Available Now,"$3,400",,,,,
180 E 7th St,Townhomes,Perris,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,450'}]","Perris, CA 92570",https://www.apartments.com/180-e-7th-st-perris-ca/3w6f4vd/,1 BA,"1,364 Sq Ft","1,364",,Available Now,,,"$1,450",,,
104 Avenida San Dimas,Townhomes,San Clemente,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]","San Clemente, CA 92672",https://www.apartments.com/104-avenida-san-dimas-san-clemente-ca/nq478gn/,2 BAs,"1,100 Sq Ft","1,100",,Available Now,,,"$2,100",,,
702 E Oceanfront,Townhomes,Newport Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,800'}]","Newport Beach, CA 92661",https://www.apartments.com/702-e-oceanfront-newport-beach-ca/b04j6l9/,2 BAs,"1,171 Sq Ft","1,171",,Available Now,,,"$4,800",,,
76458 Violet Cir,Townhomes,Palm Desert,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","Palm Desert, CA 92211",https://www.apartments.com/76458-violet-cir-palm-desert-ca/gv63s7x/,2 BAs,"1,579 Sq Ft","1,579",,Available Now,,,"$2,695",,,
1508 Olive Ave,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,200'}]","Huntington Beach, CA 92648",https://www.apartments.com/1508-olive-ave-huntington-beach-ca/ckww7vd/,2 BAs,"1,120 Sq Ft","1,120",,Available Now,,"$5,200",,,,
1508 Olive Ave,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,500'}]","Huntington Beach, CA 92648",https://www.apartments.com/1508-olive-ave-huntington-beach-ca/m50srxh/,1 BA,900 Sq Ft,900,,Available Now,,,"$4,500",,,
317 Larkspur Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]","Newport Beach, CA 92625",https://www.apartments.com/317-larkspur-ave-newport-beach-ca/zyl2hmy/,2 BAs,800 Sq Ft,800,,Available Now,,,"$3,500",,,
1123 W 61st St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '4+ Beds', 'price': '$3,250'}]","Los Angeles, CA 90044",https://www.apartments.com/1123-w-61st-st-los-angeles-ca/r0g0vc2/,3 BAs,"1,700 Sq Ft","1,700",,Available Now,,,,,,"$3,250"
217 10th St,Townhomes,Seal Beach,CA,"[{'bedroom_type': '1 Bed', 'price': '$2,400'}]","Seal Beach, CA 90740",https://www.apartments.com/217-10th-st-seal-beach-ca/1340pm5/,1 BA,624 Sq Ft,624,,Available Now,,,,"$2,400",,
935 E Mason Ln,Townhomes,Anaheim,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]","Anaheim, CA 92805",https://www.apartments.com/935-e-mason-ln-anaheim-ca/tf638sb/,3 BAs,"1,554 Sq Ft","1,554",,Available Now,,,"$3,000",,,
5614 Azure Way,Townhomes,Long Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,999'}]","Long Beach, CA 90803",https://www.apartments.com/5614-azure-way-long-beach-ca/5gbq0gn/,3 BAs,"1,748 Sq Ft","1,748",,Available Now,,"$5,999",,,,
111 Edgewater Pl,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,000'}]","Newport Beach, CA 92661",https://www.apartments.com/111-edgewater-pl-newport-beach-ca/2nrex09/,2 BAs,"2,451 Sq Ft","2,451",,Available Now,,"$5,000",,,,
1525 S Euclid St,Townhomes,Anaheim,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,995'}]","Anaheim, CA 92804",https://www.apartments.com/1525-s-euclid-st-anaheim-ca/bn3c918/,3 BAs,"1,583 Sq Ft","1,583",,Available Now,,"$2,995",,,,
133 W 3rd St,Townhomes,San Dimas,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]","San Dimas, CA 91773",https://www.apartments.com/133-w-3rd-st-san-dimas-ca/hgg1zm1/,1 BA,792 Sq Ft,792,,Available Now,,,"$2,300",,,
1 Driftwood,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]","Irvine, CA 92604",https://www.apartments.com/1-driftwood-irvine-ca/ynlx7vr/,2 BAs,"1,500 Sq Ft","1,500",,Available Now,,"$3,100",,,,
15111 Freeman Ave,Townhomes,Lawndale,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]","Lawndale, CA 90260",https://www.apartments.com/15111-freeman-ave-lawndale-ca/9x46097/,3 BAs,"1,395 Sq Ft","1,395",,Available Now,,"$3,000",,,,
15213 Carrington Way,Townhomes,Tustin,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,975'}]","Tustin, CA 92782",https://www.apartments.com/15213-carrington-way-tustin-ca/3gmyj5f/,3 BAs,"1,557 Sq Ft","1,557",,Available Now,,,"$2,975",,,
5752 10th Ave,Townhomes,Los Angeles,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,400'}]","Los Angeles, CA 90043",https://www.apartments.com/5752-10th-ave-los-angeles-ca/5h7pjzm/,3 BAs,"1,500 Sq Ft","1,500",,Available Now,"$3,400",,,,,
6721 Rosemead Blvd,Townhomes,San Gabriel,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]","San Gabriel, CA 91775",https://www.apartments.com/6721-rosemead-blvd-san-gabriel-ca/e9r43bn/,2 BAs,"2,944 Sq Ft","2,944",,Available Now,,"$2,800",,,,
109 Breakwater,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,250'}]","Irvine, CA 92620",https://www.apartments.com/109-breakwater-irvine-ca/yy8x03v/,3 BAs,"1,632 Sq Ft","1,632",,Available Now,,"$5,250",,,,
229 W 70th St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]","Los Angeles, CA 90003",https://www.apartments.com/229-w-70th-st-los-angeles-ca/lkh94nd/,2 BAs,"1,100 Sq Ft","1,100",,Available Now,,"$2,500",,,,
23 Lafayette Ct,Townhomes,Manhattan Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,500'}]","Manhattan Beach, CA 90266",https://www.apartments.com/23-lafayette-ct-manhattan-beach-ca/rzrs453/,3 BAs,"1,937 Sq Ft","1,937",,Available Now,,"$5,500",,,,
111 Sale Ln,Townhomes,Red Bluff,CA,"[{'bedroom_type': '1 Bed', 'price': '$880'}]","Red Bluff, CA 96080",https://www.apartments.com/111-sale-ln-red-bluff-ca/n3e0vcp/,1 BA,,,12 Month Lease,Available Now,,,,$880,,
110 Water St,Townhomes,McCloud,CA,"[{'bedroom_type': '1 Bed', 'price': '$734'}]","McCloud, CA 96057",https://www.apartments.com/110-water-st-mccloud-ca/1wkvgf6/,1 BA,,,12 Month Lease,Available Now,,,,$734,,
51950 Tyler St,Townhomes,Coachella,CA,"[{'bedroom_type': '1 Bed', 'price': '$954'}]","Coachella, CA 92236",https://www.apartments.com/51950-tyler-st-coachella-ca/hqzh4d1/,1 BA,,,12 Month Lease,Available Now,,,,$954,,
2600 Red Bud Ln,Townhomes,Anderson,CA,"[{'bedroom_type': '1 Bed', 'price': '$719'}]","Anderson, CA 96007",https://www.apartments.com/2600-red-bud-ln-anderson-ca/3qysw7g/,1 BA,,,12 Month Lease,Available Now,,,,$719,,
91 Ave 66,Townhomes,Other,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,062'}]","Other, CA 92274",https://www.apartments.com/91-ave-66-other-ca/2t92jsb/,1 BA,,,12 Month Lease,Available Now,,,,"$1,062",,
640 S Zediker Ave,Townhomes,Parlier,CA,"[{'bedroom_type': '1 Bed', 'price': '$755'}]","Parlier, CA 93648",https://www.apartments.com/640-s-zediker-ave-parlier-ca/xce78gm/,1 BA,,,12 Month Lease,Available Now,,,,$755,,
61451 Verbena Rd,Townhomes,Joshua Tree,CA,"[{'bedroom_type': '1 Bed', 'price': '$829'}]","Joshua Tree, CA 92252",https://www.apartments.com/61451-verbena-rd-joshua-tree-ca/pcgphft/,1 BA,,,12 Month Lease,Available Now,,,,$829,,
1799 State Hwy 20,Townhomes,Colusa,CA,"[{'bedroom_type': '1 Bed', 'price': '$890'}]","Colusa, CA 95932",https://www.apartments.com/1799-state-hwy-20-colusa-ca/3cbq5fd/,1 BA,,,12 Month Lease,Available Now,,,,$890,,
