City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,2 Beds,1 Bed,Studio,3 Beds,4 Beds
Los Angeles,Condos,CA,90732,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]","Los Angeles, CA 90732",https://www.apartments.com/1380-w-capitol-dr-los-angeles-ca-unit-116/jn40h84/,2½ BAs,"1,438 Sq Ft","1,438",12 Month Lease,Aug 1,"$2,900",,,,
Redondo Beach,Condos,CA,90278,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]","2704 Ruhland Ave, Redondo Beach, CA 90278",https://www.apartments.com/2704-ruhland-ave-redondo-beach-ca/rgvbfs1/,1 BA,"1,150 Sq Ft","1,150",12 Month Lease,Jul 11,"$2,250",,,,
Pasadena,Condos,CA,91106,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]","Pasadena, CA 91106",https://www.apartments.com/123-s-chester-ave-pasadena-ca/nmsp0bm/,2½ BAs,"1,223 Sq Ft","1,223",12 Month Lease,Available Now,"$2,300",,,,
Altadena,Condos,CA,91001,"[{'bedroom_type': 'Studio', 'price': '$1,850'}]","Altadena, CA 91001",https://www.apartments.com/2220-lincoln-ave-altadena-ca/yej7gft/,1 BA,859 Sq Ft,859,12 Month Lease,Available Now,,,"$1,850",,
Oakland,Condos,CA,94612,"[{'bedroom_type': '1 Bed', 'price': '$3,685'}]","Oakland, CA 94612",https://www.apartments.com/1-lakeside-dr-oakland-ca-unit-1409/egf0zsm/,1 BA,883 Sq Ft,883,12 Month Lease,Available Now,,"$3,685",,,
San Francisco,Condos,CA,94121,"[{'bedroom_type': 'Studio', 'price': '$1,950'}]","San Francisco, CA 94121",https://www.apartments.com/439-38th-ave-san-francisco-ca/81wbkz2/,1 BA,300 Sq Ft,300,12 Month Lease,Jul 5,,,"$1,950",,
San Diego,Condos,CA,92106,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]","San Diego, CA 92106",https://www.apartments.com/339-san-elijo-st-san-diego-ca/17fj7z6/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,,,,"$3,500",
Los Angeles,Condos,CA,90293,"[{'bedroom_type': '2 Beds', 'price': '$2,495'}]","8161 Manitoba St, Los Angeles, CA 90293",https://www.apartments.com/8161-manitoba-st-los-angeles-ca/9g8ltq6/,2 BAs,"1,275 Sq Ft","1,275",12 Month Lease,Available Now,"$2,495",,,,
Dublin,Condos,CA,94568,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]","Dublin, CA 94568",https://www.apartments.com/6986-stagecoach-rd-dublin-ca-unit-e/85kr1p1/,2 BAs,"1,080 Sq Ft","1,080",12 Month Lease,Available Now,"$2,600",,,,
Los Angeles,Condos,CA,90291,"[{'bedroom_type': '3 Beds', 'price': '$7,500'}]","319 Ocean Front Walk, Los Angeles, CA 90291",https://www.apartments.com/319-ocean-front-walk-los-angeles-ca/f9k3bms/,2 BAs,"1,650 Sq Ft","1,650",12 Month Lease,Available Now,,,,"$7,500",
Bay Point,Condos,CA,94565,"[{'bedroom_type': '2 Beds', 'price': '$1,795'}]","Bay Point, CA 94565",https://www.apartments.com/83-solano-ave-bay-point-ca/1fxpdb5/,2 BAs,650 Sq Ft,650,12 Month Lease,Available Now,"$1,795",,,,
Manteca,Condos,CA,95336,"[{'bedroom_type': '2 Beds', 'price': '$1,595'}]","Manteca, CA 95336",https://www.apartments.com/135-n-sheridan-ave-manteca-ca/475z2hl/,1 BA,848 Sq Ft,848,12 Month Lease,Available Now,"$1,595",,,,
Manteca,Condos,CA,95336,"[{'bedroom_type': '1 Bed', 'price': '$1,395'}]","Manteca, CA 95336",https://www.apartments.com/135-n-sheridan-ave-manteca-ca/62sndsr/,1 BA,520 Sq Ft,520,12 Month Lease,Available Now,,"$1,395",,,
Bay Point,Condos,CA,94565,"[{'bedroom_type': '1 Bed', 'price': '$1,475'}]","Bay Point, CA 94565",https://www.apartments.com/83-solano-ave-bay-point-ca/5qr167p/,1 BA,450 Sq Ft,450,12 Month Lease,Available Now,,"$1,475",,,
Bay Point,Condos,CA,94565,"[{'bedroom_type': '1 Bed', 'price': '$1,450'}]","Bay Point, CA 94565",https://www.apartments.com/83-solano-ave-bay-point-ca/2ql01vb/,1 BA,450 Sq Ft,450,12 Month Lease,Available Now,,"$1,450",,,
Bay Point,Condos,CA,94565,"[{'bedroom_type': '1 Bed', 'price': '$1,450'}]","Bay Point, CA 94565",https://www.apartments.com/83-solano-ave-bay-point-ca/9qdvre4/,1 BA,450 Sq Ft,450,12 Month Lease,Available Now,,"$1,450",,,
Oakland,Condos,CA,94610,"[{'bedroom_type': '1 Bed', 'price': '$2,550'}]","Oakland, CA 94610",https://www.apartments.com/385-jayne-ave-oakland-ca-unit-103/8pelpr3/,1 BA,650 Sq Ft,650,12 Month Lease,Available Now,,"$2,550",,,
Los Angeles,Condos,CA,91042,"[{'bedroom_type': '2 Beds', 'price': '$1,950'}]","Los Angeles, CA 91042",https://www.apartments.com/10210-hillhaven-ave-los-angeles-ca/y1l3dzs/,1½ BAs,800 Sq Ft,800,12 Month Lease,Available Now,"$1,950",,,,
Mill Valley,Condos,CA,94941,"[{'bedroom_type': '1 Bed', 'price': '$2,600'}]","Mill Valley, CA 94941",https://www.apartments.com/514-seaver-dr-mill-valley-ca-unit-building-a/n15m2rp/,1 BA,696 Sq Ft,696,12 Month Lease,Jul 15,,"$2,600",,,
Los Angeles,Condos,CA,90012,"[{'bedroom_type': '1 Bed', 'price': '$2,000'}]","Los Angeles, CA 90012",https://www.apartments.com/433-cottage-home-st-los-angeles-ca/hp4bqr1/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,"$2,000",,,
Los Angeles,Condos,CA,90012,"[{'bedroom_type': '3 Beds', 'price': '$3,300'}]","Los Angeles, CA 90012",https://www.apartments.com/433-cottage-home-st-los-angeles-ca/yf547ws/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,,,"$3,300",
Walnut Creek,Condos,CA,94596,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]","Walnut Creek, CA 94596",https://www.apartments.com/1743-carmel-dr-walnut-creek-ca/86c7993/,1½ BAs,920 Sq Ft,920,12 Month Lease,Available Now,"$2,100",,,,
Oceanside,Condos,CA,92054,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]","Oceanside, CA 92054",https://www.apartments.com/432-edgehill-ln-oceanside-ca-unit-112/l2s9clg/,1 BA,578 Sq Ft,578,12 Month Lease,Available Now,,"$1,650",,,
Oakland,Condos,CA,94612,"[{'bedroom_type': 'Studio', 'price': '$1,250'}]","Oakland, CA 94612",https://www.apartments.com/415-15th-st-oakland-ca/b9zj4kc/,1 BA,200 Sq Ft,200,12 Month Lease,Available Now,,,"$1,250",,
Torrance,Condos,CA,90502,"[{'bedroom_type': '1 Bed', 'price': '$1,875'}]","838 Coriander Dr, Torrance, CA 90502",https://www.apartments.com/838-coriander-dr-torrance-ca-unit-e/04mkkn0/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,"$1,875",,,
San Carlos,Condos,CA,94070,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}]","San Carlos, CA 94070",https://www.apartments.com/515-chestnut-st-san-carlos-ca/15xqhe5/,1 BA,550 Sq Ft,550,12 Month Lease,Available Now,,"$2,250",,,
Santa Rosa,Condos,CA,95409,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]","Santa Rosa, CA 95409",https://www.apartments.com/6600-montecito-blvd-santa-rosa-ca/04lky82/,1 BA,750 Sq Ft,750,6 Month Lease,Available Now,,"$1,650",,,
Santa Rosa,Condos,CA,95409,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]","Santa Rosa, CA 95409",https://www.apartments.com/6600-montecito-blvd-santa-rosa-ca/pht1k6r/,1 BA,750 Sq Ft,750,6 Month Lease,Available Now,,"$1,650",,,
Santa Rosa,Condos,CA,95404,"[{'bedroom_type': '2 Beds', 'price': '$1,900'}]","Santa Rosa, CA 95404",https://www.apartments.com/2134-bedford-st-santa-rosa-ca/35pb8re/,2 BAs,920 Sq Ft,920,6 Month Lease,Available Now,"$1,900",,,,
