City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,1 Bed,4 Beds,2 Beds,3 Beds,4+ Beds
Malibu,Townhomes,CA,90265,"[{'bedroom_type': '3 Beds', 'price': '$5,800'}]","6461 Zuma View Pl, Malibu, CA 90265",https://www.apartments.com/6461-zuma-view-pl-malibu-ca/4hs3nsk/,3 BAs,"2,141 Sq Ft","2,141",12 Month Lease,Available Now,,,,"$5,800",
Sherman Oaks,Townhomes,CA,91423,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]","4412 Ventura Canyon Ave, Sherman Oaks, CA 91423",https://www.apartments.com/4412-ventura-canyon-ave-sherman-oaks-ca/2vwwmf9/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,,"$2,300",,
South Pasadena,Townhomes,CA,91030,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]","1843 Clark Pl, South Pasadena, CA 91030",https://www.apartments.com/1843-clark-pl-south-pasadena-ca/yrwp2qs/,2 BAs,"1,150 Sq Ft","1,150",,Available Now,,,"$3,000",,
El Segundo,Townhomes,CA,90245,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]","535 Indiana St, El Segundo, CA 90245",https://www.apartments.com/535-indiana-st-el-segundo-ca/vrppxff/,3 BAs,"1,650 Sq Ft","1,650",12 Month Lease,Jul 15,,,,"$3,800",
San Diego,Townhomes,CA,92126,"[{'bedroom_type': '1 Bed', 'price': '$795'}]","San Diego, CA 92126",https://www.apartments.com/10674-caminito-derecho-san-diego-ca/4cph5ch/,1 BA,144 Sq Ft,144,6 Month Lease,Available Now,$795,,,,
Culver City,Townhomes,CA,90232,"[{'bedroom_type': '3 Beds', 'price': '$3,900'}]","Culver City, CA 90232",https://www.apartments.com/3632-schaefer-st-culver-city-ca/knwl7qc/,1 BA,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,,,"$3,900",
Orange,Townhomes,CA,92869,"[{'bedroom_type': '2 Beds', 'price': '$3,250'}]","Orange, CA 92869",https://www.apartments.com/4736-e-washington-ave-orange-ca/t1dw53b/,2 BAs,"1,340 Sq Ft","1,340",12 Month Lease,Aug 1,,,"$3,250",,
Sausalito,Townhomes,CA,94965,"[{'bedroom_type': '3 Beds', 'price': '$4,900'}]","Sausalito, CA 94965",https://www.apartments.com/71-marin-ave-sausalito-ca/5by4h9p/,2½ BAs,"1,550 Sq Ft","1,550",12 Month Lease,Available Now,,,,"$4,900",
Anaheim,Townhomes,CA,92807,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","Anaheim, CA 92807",https://www.apartments.com/6040-e-overland-cir-anaheim-ca/r5kgvy1/,2½ BAs,"1,400 Sq Ft","1,400",,Available Now,,,"$2,695",,
Union City,Townhomes,CA,94587,"[{'bedroom_type': '4 Beds', 'price': '$3,500'}]","Union City, CA 94587",https://www.apartments.com/4400-corto-monterey-union-city-ca/0jlfdw1/,2½ BAs,"1,632 Sq Ft","1,632",12 Month Lease,Available Now,,"$3,500",,,
Sacramento,Townhomes,CA,95816,"[{'bedroom_type': '2 Beds', 'price': '$1,500'}]","Sacramento, CA 95816",https://www.apartments.com/2209-q-st-sacramento-ca/72hrk8w/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,,,"$1,500",,
Carlsbad,Townhomes,CA,92009,"[{'bedroom_type': '2 Beds', 'price': '$2,995'}]","Carlsbad, CA 92009",https://www.apartments.com/2351-altisma-way-carlsbad-ca/7xd82ey/,2½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,,"$2,995",,
Palm Springs,Townhomes,CA,92262,"[{'bedroom_type': '2 Beds', 'price': '$4,000'}]","Palm Springs, CA 92262",https://www.apartments.com/962-alejo-vista-palm-springs-ca/xnbq2jq/,2½ BAs,"2,000 Sq Ft","2,000",2 Month Lease,Available Now,,,"$4,000",,
Palo Alto,Townhomes,CA,94306,"[{'bedroom_type': '2 Beds', 'price': '$4,400'}]","Palo Alto, CA 94306",https://www.apartments.com/4248-rickeys-way-palo-alto-ca/9fjh1e6/,2½ BAs,"1,766 Sq Ft","1,766",12 Month Lease,Available Now,,,"$4,400",,
El Monte,Townhomes,CA,91731,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]","El Monte, CA 91731",https://www.apartments.com/3676-tyler-ave-el-monte-ca/wtqbb5k/,2½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Jul 15,,,,"$2,600",
Vista,Townhomes,CA,92083,"[{'bedroom_type': '3 Beds', 'price': '$2,295'}]","Vista, CA 92083",https://www.apartments.com/820-n-santa-fe-ave-vista-ca/kmedbdc/,2 BAs,"1,400 Sq Ft","1,400",,Available Now,,,,"$2,295",
Los Angeles,Townhomes,CA,90272,"[{'bedroom_type': '1 Bed', 'price': '$1,850'}]","Los Angeles, CA 90272",https://www.apartments.com/1684-michael-ln-los-angeles-ca/nezl7gn/,1 BA,600 Sq Ft,600,,Available Now,"$1,850",,,,
Los Angeles,Townhomes,CA,90272,"[{'bedroom_type': '3 Beds', 'price': '$5,500'}]","Los Angeles, CA 90272",https://www.apartments.com/1758-palisades-dr-los-angeles-ca/67nj3kr/,3½ BAs,"2,086 Sq Ft","2,086",12 Month Lease,Available Now,,,,"$5,500",
Los Angeles,Townhomes,CA,90272,"[{'bedroom_type': '2 Beds', 'price': '$4,800'}]","Los Angeles, CA 90272",https://www.apartments.com/1700-palisades-dr-los-angeles-ca/0znqlh0/,2½ BAs,"1,568 Sq Ft","1,568",12 Month Lease,Available Now,,,"$4,800",,
Westlake Village,Townhomes,CA,91361,"[{'bedroom_type': '3 Beds', 'price': '$6,000'}]","Westlake Village, CA 91361",https://www.apartments.com/1218-s-westlake-blvd-westlake-village-ca/lsl3jte/,3 BAs,"1,818 Sq Ft","1,818",12 Month Lease,Available Now,,,,"$6,000",
Saratoga,Townhomes,CA,95070,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]","Saratoga, CA 95070",https://www.apartments.com/12263-atrium-cir-saratoga-ca/85fz7g0/,2½ BAs,"2,070 Sq Ft","2,070",12 Month Lease,Aug 1,,,,"$4,500",
Sunnyvale,Townhomes,CA,94085,"[{'bedroom_type': '2 Beds', 'price': '$3,300'}]","Sunnyvale, CA 94085",https://www.apartments.com/773-brea-ter-sunnyvale-ca/2yfyxqc/,2½ BAs,"1,181 Sq Ft","1,181",12 Month Lease,Jul 17,,,"$3,300",,
Larkfield-Wikiup,Townhomes,CA,95403,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]","Larkfield-Wikiup, CA 95403",https://www.apartments.com/5265-faught-rd-larkfield-wikiup-ca/hdzmrx3/,1½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Jul 5,,,"$2,300",,
San Diego,Townhomes,CA,92111,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]","San Diego, CA 92111",https://www.apartments.com/5605-caminito-katerina-san-diego-ca/dvylv0k/,1½ BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,,"$2,300",,
Mountain View,Townhomes,CA,94043,"[{'bedroom_type': '3 Beds', 'price': '$5,000'}]","Mountain View, CA 94043",https://www.apartments.com/166-owens-ct-mountain-view-ca/xykxjgp/,2½ BAs,"1,288 Sq Ft","1,288",,Aug 1,,,,"$5,000",
San Jose,Townhomes,CA,95148,"[{'bedroom_type': '3 Beds', 'price': '$3,175'}]","San Jose, CA 95148",https://www.apartments.com/3289-rocky-water-ln-san-jose-ca/v7cpgge/,2½ BAs,"1,513 Sq Ft","1,513",12 Month Lease,Jul 28,,,,"$3,175",
Los Angeles,Townhomes,CA,90710,"[{'bedroom_type': '3 Beds', 'price': '$2,550'}]","26045 Frampton Ave, Los Angeles, CA 90710",https://www.apartments.com/26045-frampton-ave-los-angeles-ca/pwxpv9s/,2½ BAs,"1,620 Sq Ft","1,620",12 Month Lease,Available Now,,,,"$2,550",
Paso Robles,Townhomes,CA,93446,"[{'bedroom_type': '3 Beds', 'price': '$2,200'}]","Paso Robles, CA 93446",https://www.apartments.com/730-walnut-dr-paso-robles-ca/xdthhyn/,2 BAs,"1,100 Sq Ft","1,100",36 Month Lease,Jul 11,,,,"$2,200",
Berkeley,Townhomes,CA,94704,"[{'bedroom_type': '4 Beds', 'price': '$6,000'}]","Berkeley, CA 94704",https://www.apartments.com/1936-haste-st-berkeley-ca/178jb47/,2 BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,"$6,000",,,
Rancho Cucamonga,Townhomes,CA,91730,"[{'bedroom_type': '2 Beds', 'price': '$2,150'}]","Rancho Cucamonga, CA 91730",https://www.apartments.com/8316-vineyard-ave-rancho-cucamonga-ca/ql7q4hx/,2½ BAs,"1,021 Sq Ft","1,021",11 Month Lease,Available Now,,,"$2,150",,
Rancho Palos Verdes,Townhomes,CA,90275,"[{'bedroom_type': '3 Beds', 'price': '$3,650'}]","28003 Ridgecove Ct N, Rancho Palos Verdes, CA 90275",https://www.apartments.com/28003-ridgecove-ct-n-rancho-palos-verdes-ca/tg5lffc/,2 BAs,"1,566 Sq Ft","1,566",12 Month Lease,Available Now,,,,"$3,650",
