City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,1 Bed,4 Beds,2 Beds,3 Beds,4+ Beds
786 W Whittier Ave,Townhomes,Hemet,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,275'}]","Hemet, CA 92543",https://www.apartments.com/786-w-whittier-ave-hemet-ca/27rgpkc/,2 BAs,"1,129 Sq Ft","1,129",,Available Now,,,"$1,275",,
3749 Calle Casino,Townhomes,San Clemente,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,000'}]","San Clemente, CA 92673",https://www.apartments.com/3749-calle-casino-san-clemente-ca/r70fc71/,3 BAs,"1,774 Sq Ft","1,774",,Available Now,,,,"$4,000",
16861 Doolittle Cir,Townhomes,March Air Reserve Base,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,725'}]","March Air Reserve Base, CA 92518",https://www.apartments.com/16861-doolittle-cir-march-air-reserve-base-ca/4xr8j3l/,1 BA,994 Sq Ft,994,,Available Now,"$1,725",,,,
955 W Lamark Ln,Townhomes,Anaheim,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,650'}]","Anaheim, CA 92802",https://www.apartments.com/955-w-lamark-ln-anaheim-ca/twnnn0c/,3 BAs,"1,333 Sq Ft","1,333",,Available Now,,,,"$2,650",
703 Marguerite Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,850'}]","Newport Beach, CA 92625",https://www.apartments.com/703-marguerite-ave-newport-beach-ca/f95k5fv/,3 BAs,"1,917 Sq Ft","1,917",,Available Now,,,,"$5,850",
2772 N Blackburn Dr,Townhomes,Orange,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,700'}]","Orange, CA 92867",https://www.apartments.com/2772-n-blackburn-dr-orange-ca/ekhy7mq/,3 BAs,"1,415 Sq Ft","1,415",,Available Now,,,,"$2,700",
4961 Pearce Drive,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,675'}]","Huntington Beach, CA 92649",https://www.apartments.com/4961-pearce-drive-huntington-beach-ca/p84sj5r/,2 BAs,"1,400 Sq Ft","1,400",,Available Now,,,"$2,675",,
28223 Ridgepoint Ct,Townhomes,Rancho Palos Verdes,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,600'}]","Rancho Palos Verdes, CA 90275",https://www.apartments.com/28223-ridgepoint-ct-rancho-palos-verdes-ca/jz6ksk5/,3 BAs,"1,950 Sq Ft","1,950",,Available Now,,,,"$3,600",
16502 Smoke Tree St,Townhomes,Hesperia,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,400'}]","Hesperia, CA 92345",https://www.apartments.com/16502-smoke-tree-st-hesperia-ca/8ytdk80/,1 BA,"3,700 Sq Ft","3,700",,Available Now,,,"$1,400",,
1241 Ocean Front,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '4 Beds', 'price': '$25,000'}]","Laguna Beach, CA 92651",https://www.apartments.com/1241-ocean-front-laguna-beach-ca/fem5eqr/,2 BAs,"1,369 Sq Ft","1,369",,Available Now,,"$25,000",,,
511 N Walnut St,Townhomes,La Habra,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,750'}]","La Habra, CA 90631",https://www.apartments.com/511-n-walnut-st-la-habra-ca/gjxzjnx/,3 BAs,"1,375 Sq Ft","1,375",,Available Now,,,,"$2,750",
34300 Lantern Bay Dr,Townhomes,Dana Point,CA,"[{'bedroom_type': '2 Beds', 'price': '$5,500'}]","Dana Point, CA 92629",https://www.apartments.com/34300-lantern-bay-dr-dana-point-ca/hgbd042/,2 BAs,"2,462 Sq Ft","2,462",,Available Now,,,"$5,500",,
23904 De Ville Way,Townhomes,Malibu,CA,"[{'bedroom_type': '1 Bed', 'price': '$5,000'}]","Malibu, CA 90265",https://www.apartments.com/23904-de-ville-way-malibu-ca/99mtzw4/,2 BAs,,,,Available Now,"$5,000",,,,
338 S Pomelo Ave,Townhomes,Monterey Park,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,950'}]","Monterey Park, CA 91755",https://www.apartments.com/338-s-pomelo-ave-monterey-park-ca/m96gbyh/,1 BA,"1,020 Sq Ft","1,020",,Available Now,,,"$1,950",,
4018 Redwood Ave,Townhomes,Los Angeles,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,200'}]","Los Angeles, CA 90066",https://www.apartments.com/4018-redwood-ave-los-angeles-ca/sh0r356/,2 BAs,"1,100 Sq Ft","1,100",,Available Now,,,"$3,200",,
2107 Dublin Ln,Townhomes,Diamond Bar,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,200'}]","Diamond Bar, CA 91765",https://www.apartments.com/2107-dublin-ln-diamond-bar-ca/stsczr4/,4 BAs,"2,104 Sq Ft","2,104",,Available Now,,"$3,200",,,
8743 Bruce Ave,Townhomes,Riverside,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,150'}]","Riverside, CA 92503",https://www.apartments.com/8743-bruce-ave-riverside-ca/pq4zt1t/,2 BAs,"2,217 Sq Ft","2,217",,Available Now,,,,"$2,150",
436 Fernleaf Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$6,750'}]","Newport Beach, CA 92625",https://www.apartments.com/436-fernleaf-ave-newport-beach-ca/tk35fbc/,3 BAs,"2,200 Sq Ft","2,200",,Available Now,,,,"$6,750",
23901 Civic Center Way,Townhomes,Malibu,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,590'}]","Malibu, CA 90265",https://www.apartments.com/23901-civic-center-way-malibu-ca/09sgz12/,2 BAs,,,,Available Now,,,"$3,590",,
274 Diamond St,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$4,995'}]","Laguna Beach, CA 92651",https://www.apartments.com/274-diamond-st-laguna-beach-ca/y9n1m4v/,3 BAs,,,,Available Now,,,,"$4,995",
17102 Pacific Coast Hwy,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '1 Bed', 'price': '$2,195'}]","Huntington Beach, CA 92649",https://www.apartments.com/17102-pacific-coast-hwy-huntington-beach-ca/0wgwwz2/,1 BA,760 Sq Ft,760,,Available Now,"$2,195",,,,
219 La Brea St,Townhomes,Laguna Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$5,750'}]","Laguna Beach, CA 92651",https://www.apartments.com/219-la-brea-st-laguna-beach-ca/3ptk6wg/,3 BAs,"1,550 Sq Ft","1,550",,Available Now,,,,"$5,750",
148 Hedge Bloom,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,900'}]","Irvine, CA 92618",https://www.apartments.com/148-hedge-bloom-irvine-ca/gl83ggw/,3 BAs,"1,390 Sq Ft","1,390",,Available Now,,,,"$2,900",
16810 Mitchell Cir,Townhomes,March Air Reserve Base,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,445'}]","March Air Reserve Base, CA 92518",https://www.apartments.com/16810-mitchell-cir-march-air-reserve-base-ca/hhvm3z1/,2 BAs,"1,427 Sq Ft","1,427",,Available Now,,,"$2,445",,
5604 Cajon Ave,Townhomes,Buena Park,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,800'}]","Buena Park, CA 90621",https://www.apartments.com/5604-cajon-ave-buena-park-ca/z6zrsqw/,2 BAs,"1,080 Sq Ft","1,080",,Available Now,,,,"$2,800",
121 W Sunkist St,Townhomes,Ontario,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,600'}]","Ontario, CA 91762",https://www.apartments.com/121-w-sunkist-st-ontario-ca/zfrynqw/,1 BA,880 Sq Ft,880,,Available Now,,,"$1,600",,
33362 Cheltam Way,Townhomes,Dana Point,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,625'}]","Dana Point, CA 92629",https://www.apartments.com/33362-cheltam-way-dana-point-ca/p97x9xv/,2 BAs,"1,400 Sq Ft","1,400",,Available Now,,,"$2,625",,
33856 El Encanto Ave,Townhomes,Dana Point,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]","Dana Point, CA 92629",https://www.apartments.com/33856-el-encanto-ave-dana-point-ca/sdczrk6/,2 BAs,"1,200 Sq Ft","1,200",,Available Now,,,"$2,500",,
17134 Palisades Cir,Townhomes,Los Angeles,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,450'}]","Los Angeles, CA 90272",https://www.apartments.com/17134-palisades-cir-los-angeles-ca/gesjlzy/,3 BAs,,,,Available Now,,,"$4,450",,
27772 Pebble Bch,Townhomes,Mission Viejo,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]","Mission Viejo, CA 92692",https://www.apartments.com/27772-pebble-mission-viejo-ca/z8zs0jz/,3 BAs,"2,137 Sq Ft","2,137",,Available Now,,,,"$3,500",
6457 Zuma View Pl,Townhomes,Malibu,CA,"[{'bedroom_type': '3 Beds', 'price': '$6,300'}]","Malibu, CA 90265",https://www.apartments.com/6457-zuma-view-pl-malibu-ca/r1bj191/,3 BAs,,,,Available Now,,,,"$6,300",
6078 E Summit Ct,Townhomes,Anaheim,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,650'}]","Anaheim, CA 92807",https://www.apartments.com/6078-e-summit-ct-anaheim-ca/rt0t6y2/,3 BAs,"1,271 Sq Ft","1,271",,Available Now,,,"$2,650",,
232 E 27th St,Townhomes,Los Angeles,CA,"[{'bedroom_type': '4+ Beds', 'price': '$5,000'}]","Los Angeles, CA 90011",https://www.apartments.com/232-e-27th-st-los-angeles-ca/tvm5mrb/,4 BAs,,,,Available Now,,,,,"$5,000"
11506 186th St,Townhomes,Artesia,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,700'}]","Artesia, CA 90701",https://www.apartments.com/11506-186th-st-artesia-ca/7tjx46w/,2 BAs,"1,100 Sq Ft","1,100",,Available Now,,,"$2,700",,
306 N Soldano Ave,Townhomes,Azusa,CA,"[{'bedroom_type': '4 Beds', 'price': '$3,000'}]","Azusa, CA 91702",https://www.apartments.com/306-n-soldano-ave-azusa-ca/dre0mxh/,4 BAs,"2,028 Sq Ft","2,028",,Available Now,,"$3,000",,,
6242 E Twin Peak Cir,Townhomes,Anaheim,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,900'}]","Anaheim, CA 92807",https://www.apartments.com/6242-e-twin-peak-cir-anaheim-ca/m7s90fk/,2 BAs,"1,310 Sq Ft","1,310",,Available Now,,,,"$2,900",
922 N W Knoll Dr,Townhomes,West Hollywood,CA,"[{'bedroom_type': '3 Beds', 'price': '$6,700'}]","West Hollywood, CA 90069",https://www.apartments.com/922-n-w-knoll-dr-west-hollywood-ca/1ltr5x7/,4 BAs,,,,Available Now,,,,"$6,700",
10603 S Osage Ave,Townhomes,Lennox,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]","Lennox, CA 90304",https://www.apartments.com/10603-s-osage-ave-lennox-ca/kz6wze9/,3 BAs,"1,747 Sq Ft","1,747",,Available Now,,,,"$3,500",
40021 Spring Pl Ct,Townhomes,Temecula,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,850'}]","Temecula, CA 92591",https://www.apartments.com/40021-spring-pl-ct-temecula-ca/g9m1vqx/,3 BAs,"1,670 Sq Ft","1,670",,Available Now,,,,"$3,850",
1648 Vía Mirada,Townhomes,Fullerton,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,050'}]","Fullerton, CA 92833",https://www.apartments.com/1648-via-mirada-fullerton-ca/xnf7l5p/,1 BA,980 Sq Ft,980,,Available Now,,,"$2,050",,
19376 Maidstone Ln,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,690'}]","Huntington Beach, CA 92648",https://www.apartments.com/19376-maidstone-ln-huntington-beach-ca/nnpg6zm/,3 BAs,"2,029 Sq Ft","2,029",,Available Now,,,"$3,690",,
741 Venice Way,Townhomes,Inglewood,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]","Inglewood, CA 90302",https://www.apartments.com/741-venice-way-inglewood-ca/5ef46fp/,3 BAs,"1,274 Sq Ft","1,274",,Available Now,,,,"$2,950",
19305 Brooktrail Ln,Townhomes,Huntington Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$4,000'}]","Huntington Beach, CA 92648",https://www.apartments.com/19305-brooktrail-ln-huntington-beach-ca/e6b231m/,3 BAs,"2,245 Sq Ft","2,245",,Available Now,,,"$4,000",,
1409 W Olympic Blvd,Townhomes,Montebello,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,350'}]","Montebello, CA 90640",https://www.apartments.com/1409-w-olympic-blvd-montebello-ca/w4b7gth/,1 BA,950 Sq Ft,950,,Available Now,,,,"$2,350",
665 N Towne Ave,Townhomes,Pomona,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,600'}]","Pomona, CA 91767",https://www.apartments.com/665-n-towne-ave-pomona-ca/zemypzx/,1 BA,825 Sq Ft,825,,Available Now,,,"$1,600",,
3430 W Danbrook Ave,Townhomes,Anaheim,CA,"[{'bedroom_type': '2 Beds', 'price': '$1,750'}]","Anaheim, CA 92804",https://www.apartments.com/3430-w-danbrook-ave-anaheim-ca/3sdhf8d/,1 BA,800 Sq Ft,800,,Available Now,,,"$1,750",,
125 Fixie,Townhomes,Irvine,CA,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]","Irvine, CA 92618",https://www.apartments.com/125-fixie-irvine-ca/gztryjx/,3 BAs,"1,705 Sq Ft","1,705",,Available Now,,,,"$3,500",
2 Mozzoni Aisle,Townhomes,Irvine,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,650'}]","Irvine, CA 92606",https://www.apartments.com/2-mozzoni-aisle-irvine-ca/j3e79j4/,3 BAs,"1,347 Sq Ft","1,347",,Available Now,,,"$2,650",,
119 Ruby Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '4 Beds', 'price': '$5,150'}]","Newport Beach, CA 92662",https://www.apartments.com/119-ruby-ave-newport-beach-ca/hw259y3/,2 BAs,"1,608 Sq Ft","1,608",,Available Now,,"$5,150",,,
6813 Lotus Ave,Townhomes,San Gabriel,CA,"[{'bedroom_type': '1 Bed', 'price': '$1,500'}]","San Gabriel, CA 91775",https://www.apartments.com/6813-lotus-ave-san-gabriel-ca/7rsmn3y/,1 BA,480 Sq Ft,480,,Available Now,"$1,500",,,,
28426 Pueblo Dr,Townhomes,Trabuco Canyon,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,850'}]","Trabuco Canyon, CA 92679",https://www.apartments.com/28426-pueblo-dr-trabuco-canyon-ca/9b21865/,3 BAs,"1,228 Sq Ft","1,228",,Available Now,,,,"$2,850",
1241 E Bastanchury Rd,Townhomes,Fullerton,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]","Fullerton, CA 92835",https://www.apartments.com/1241-e-bastanchury-rd-fullerton-ca/5dp33qq/,2 BAs,"1,100 Sq Ft","1,100",,Available Now,,,"$2,200",,
10434 Las Lunitas Ave,Townhomes,Los Angeles,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,650'}]","Los Angeles, CA 91042",https://www.apartments.com/10434-las-lunitas-ave-los-angeles-ca/gv69xky/,2 BAs,"1,200 Sq Ft","1,200",,Available Now,,,,"$2,650",
2825 Missouri Ave,Townhomes,South Gate,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]","South Gate, CA 90280",https://www.apartments.com/2825-missouri-ave-south-gate-ca/0qsw8t0/,1 BA,900 Sq Ft,900,,Available Now,,,"$2,250",,
21424 S Marks Ave,Townhomes,Riverdale,CA,"[{'bedroom_type': '1 Bed', 'price': '$734'}]","Riverdale, CA 93656",https://www.apartments.com/21424-s-marks-ave-riverdale-ca/0mc7db0/,1 BA,,,12 Month Lease,Available Now,$734,,,,
9565 Flores Dr,Townhomes,San Joaquin,CA,"[{'bedroom_type': '1 Bed', 'price': '$864'}]","San Joaquin, CA 93660",https://www.apartments.com/9565-flores-dr-san-joaquin-ca/8qw8461/,1 BA,,,12 Month Lease,Available Now,$864,,,,
11059 State St,Townhomes,Columbia,CA,"[{'bedroom_type': '1 Bed', 'price': '$759'}]","Columbia, CA 95310",https://www.apartments.com/11059-state-st-columbia-ca/3ekq3yf/,1 BA,,,12 Month Lease,Available Now,$759,,,,
550 S Broadway,Townhomes,Blythe,CA,"[{'bedroom_type': '1 Bed', 'price': '$645'}]","Blythe, CA 92225",https://www.apartments.com/550-s-broadway-blythe-ca/6en6pkr/,1 BA,,,12 Month Lease,Available Now,$645,,,,
1423 Reasor Rd,Townhomes,McKinleyville,CA,"[{'bedroom_type': '1 Bed', 'price': '$718'}]","McKinleyville, CA 95519",https://www.apartments.com/1423-reasor-rd-mckinleyville-ca/q5meyry/,1 BA,,,12 Month Lease,Available Now,$718,,,,
1391 E Sumner Ave,Townhomes,Fowler,CA,"[{'bedroom_type': '1 Bed', 'price': '$782'}]","Fowler, CA 93625",https://www.apartments.com/1391-e-sumner-ave-fowler-ca/73mtl6w/,1 BA,,,12 Month Lease,Available Now,$782,,,,
1639 Rockwood Ave,Townhomes,Calexico,CA,"[{'bedroom_type': '1 Bed', 'price': '$698'}]","Calexico, CA 92231",https://www.apartments.com/1639-rockwood-ave-calexico-ca/6816lbv/,1 BA,,,12 Month Lease,Available Now,$698,,,,
Rohnert Park,Townhomes,CA,94928,"[{'bedroom_type': '3 Beds', 'price': '$2,980'}]","Rohnert Park, CA 94928",https://www.apartments.com/64-regents-cir-rohnert-park-ca/0zqlzr0/,2½ BAs,"1,270 Sq Ft","1,270",12 Month Lease,Available Now,,,,"$2,980",
San Luis Obispo,Townhomes,CA,93405,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]","San Luis Obispo, CA 93405",https://www.apartments.com/1326-galleon-way-san-luis-obispo-ca/h0wdff0/,1½ BAs,"1,010 Sq Ft","1,010",12 Month Lease,Jul 15,,,"$2,450",,
Los Angeles,Townhomes,CA,91411,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]","Los Angeles, CA 91411",https://www.apartments.com/14746-delano-st-los-angeles-ca/3cmxx6f/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,,"$2,100",,
Fremont,Townhomes,CA,94538,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]","Fremont, CA 94538",https://www.apartments.com/39505-trinity-way-fremont-ca/kqxzs28/,1½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,,,"$3,000",
Irvine,Townhomes,CA,92614,"[{'bedroom_type': '3 Beds', 'price': '$2,600'}]","Irvine, CA 92614",https://www.apartments.com/80-agostino-irvine-ca/wgrgebk/,2½ BAs,"1,407 Sq Ft","1,407",12 Month Lease,Available Now,,,,"$2,600",
West Sacramento,Townhomes,CA,95605,"[{'bedroom_type': '1 Bed', 'price': '$1,500'}]","West Sacramento, CA 95605",https://www.apartments.com/104-4th-st-west-sacramento-ca/5yn74jp/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Jul 10,"$1,500",,,,
28516 Vista Madera,Townhomes,Rancho Palos Verdes,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,950'}]","Rancho Palos Verdes, CA 90275",https://www.apartments.com/28516-vista-madera-rancho-palos-verdes-ca/5bhfxbp/,3 BAs,"1,436 Sq Ft","1,436",,Available Now,,,,"$2,950",
2179 Associated Rd,Townhomes,Fullerton,CA,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]","Fullerton, CA 92831",https://www.apartments.com/2179-associated-rd-fullerton-ca/c2rngjd/,3 BAs,"1,503 Sq Ft","1,503",,Available Now,,,"$2,600",,
40914 Belleray Ave,Townhomes,Murrieta,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,230'}]","Murrieta, CA 92562",https://www.apartments.com/40914-belleray-ave-murrieta-ca/seypn67/,3 BAs,"1,851 Sq Ft","1,851",,Available Now,,,,"$2,230",
2115 Locust Ave,Townhomes,Long Beach,CA,"[{'bedroom_type': '3 Beds', 'price': '$1,950'}]","Long Beach, CA 90806",https://www.apartments.com/2115-locust-ave-long-beach-ca/leeb94f/,2 BAs,"1,150 Sq Ft","1,150",,Available Now,,,,"$1,950",
416 Larkspur Ave,Townhomes,Newport Beach,CA,"[{'bedroom_type': '2 Beds', 'price': '$3,995'}]","Newport Beach, CA 92625",https://www.apartments.com/416-larkspur-ave-newport-beach-ca/txsrn9c/,3 BAs,"2,310 Sq Ft","2,310",,Available Now,,,"$3,995",,
1630 Calle Coronado,Townhomes,Duarte,CA,"[{'bedroom_type': '3 Beds', 'price': '$2,300'}]","Duarte, CA 91010",https://www.apartments.com/1630-calle-coronado-duarte-ca/nexdl6q/,3 BAs,"1,439 Sq Ft","1,439",,Available Now,,,,"$2,300",
Hayward,Townhomes,CA,94541,"[{'bedroom_type': '3 Beds', 'price': '$2,550'}]","Hayward, CA 94541",https://www.apartments.com/1325-d-st-hayward-ca/2ypzz78/,2 BAs,750 Sq Ft,750,,Available Now,,,,"$2,550",
Alameda,Townhomes,CA,94502,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]","Alameda, CA 94502",https://www.apartments.com/1000-easter-ln-alameda-ca/zs6rtmw/,2 BAs,1 Sq Ft,1,12 Month Lease,Available Now,,,"$3,500",,
Morgan Hill,Townhomes,CA,95037,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]","Morgan Hill, CA 95037",https://www.apartments.com/17295-markross-ct-morgan-hill-ca/tl5zxhc/,2½ BAs,"1,670 Sq Ft","1,670",12 Month Lease,Aug 1,,,,"$3,100",
Imperial Beach,Townhomes,CA,91932,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]","Imperial Beach, CA 91932",https://www.apartments.com/267-date-ave-imperial-beach-ca/1t3ql35/,1 BA,500 Sq Ft,500,12 Month Lease,Available Now,"$1,650",,,,
Lafayette,Townhomes,CA,94549,"[{'bedroom_type': '2 Beds', 'price': '$3,200'}]","Lafayette, CA 94549",https://www.apartments.com/918-oak-st-lafayette-ca/pex307s/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Sep 1,,,"$3,200",,
Menlo Park,Townhomes,CA,94025,"[{'bedroom_type': '3 Beds', 'price': '$10,500'}]","Menlo Park, CA 94025",https://www.apartments.com/1285-el-camino-real-menlo-park-ca/ffhzf1r/,3 BAs,"2,200 Sq Ft","2,200",,Jul 11,,,,"$10,500",
