City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,3 Beds,2 Beds,Studio,1 Bed,4 Beds
Los Angeles,Condos,CA,90057,"[{'bedroom_type': '3 Beds', 'price': '$3,200'}]","252 S Burlington Ave, Los Angeles, CA 90057",https://www.apartments.com/252-s-burlington-ave-los-angeles-ca/5cc64pn/,2½ BAs,"1,309 Sq Ft","1,309",12 Month Lease,Available Now,"$3,200",,,,
Long Beach,Condos,CA,90802,"[{'bedroom_type': '2 Beds', 'price': '$1,950'}]","Long Beach, CA 90802",https://www.apartments.com/645-chestnut-ave-long-beach-ca-unit-212/404shxh/,1½ BAs,870 Sq Ft,870,12 Month Lease,Available Now,,"$1,950",,,
Long Beach,Condos,CA,90802,"[{'bedroom_type': 'Studio', 'price': '$1,075'}]","Long Beach, CA 90802",https://www.apartments.com/335-pacific-ave-long-beach-ca/ppmgpbt/,1 BA,200 Sq Ft,200,1 Month Lease,Available Now,,,"$1,075",,
San Francisco,Condos,CA,94121,"[{'bedroom_type': '1 Bed', 'price': '$1,500'}]","San Francisco, CA 94121",https://www.apartments.com/770-great-hwy-san-francisco-ca/tftw5j8/,1 BA,144 Sq Ft,144,12 Month Lease,Available Now,,,,"$1,500",
Santa Ana,Condos,CA,92707,"[{'bedroom_type': '1 Bed', 'price': '$1,650'}]","Santa Ana, CA 92707",https://www.apartments.com/1040-w-macarthur-blvd-santa-ana-ca-unit-80/vg0w0tg/,1 BA,642 Sq Ft,642,12 Month Lease,Available Now,,,,"$1,650",
Berkeley,Condos,CA,94703,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]","Berkeley, CA 94703",https://www.apartments.com/1801-university-ave-berkeley-ca-unit-203/zh5pp3w/,1 BA,620 Sq Ft,620,12 Month Lease,Oct 1,,"$2,800",,,
Imperial Beach,Condos,CA,91932,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]","Imperial Beach, CA 91932",https://www.apartments.com/155-palm-ave-imperial-beach-ca-unit-155/84c9hm0/,1½ BAs,"1,000 Sq Ft","1,000",12 Month Lease,Aug 10,,"$2,400",,,
West Hollywood,Condos,CA,90069,"[{'bedroom_type': '1 Bed', 'price': '$1,799'}]","1034 N Croft Ave, West Hollywood, CA 90069",https://www.apartments.com/1034-n-croft-ave-west-hollywood-ca/e4hsjfq/,1 BA,750 Sq Ft,750,12 Month Lease,Available Now,,,,"$1,799",
Manhattan Beach,Condos,CA,90266,"[{'bedroom_type': '2 Beds', 'price': '$3,595'}]","420 Marine Pl, Manhattan Beach, CA 90266",https://www.apartments.com/420-marine-pl-manhattan-beach-ca/z59sdpz/,2 BAs,950 Sq Ft,950,12 Month Lease,Jul 11,,"$3,595",,,
San Diego,Condos,CA,92106,"[{'bedroom_type': '1 Bed', 'price': '$1,475'}]","1021 Scott St, San Diego, CA 92106",https://www.apartments.com/1021-scott-st-san-diego-ca-unit-107/kfk3bq9/,1 BA,300 Sq Ft,300,12 Month Lease,Available Now,,,,"$1,475",
Los Angeles,Condos,CA,90272,"[{'bedroom_type': '2 Beds', 'price': '$2,950'}]","1666 Michael Ln, Los Angeles, CA 90272",https://www.apartments.com/1666-michael-ln-los-angeles-ca/2lz4w2c/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,"$2,950",,,
Los Angeles,Condos,CA,90068,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}]","Los Angeles, CA 90068",https://www.apartments.com/2078-ivar-ave-los-angeles-ca/n63fcrm/,1 BA,500 Sq Ft,500,6 Month Lease,Available Now,,,,"$1,800",
Beverly Hills,Condos,CA,90211,"[{'bedroom_type': '3 Beds', 'price': '$5,500'}]","Beverly Hills, CA 90211",https://www.apartments.com/322-n-almont-dr-beverly-hills-ca/gw87e4w/,2 BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,"$5,500",,,,
Pasadena,Condos,CA,91105,"[{'bedroom_type': '1 Bed', 'price': '$2,800'}]","79 W Glenarm St, Pasadena, CA 91105",https://www.apartments.com/79-w-glenarm-st-pasadena-ca/kz2f879/,1 BA,550 Sq Ft,550,1 Month Lease,Aug 6,,,,"$2,800",
Los Angeles,Condos,CA,90041,"[{'bedroom_type': '1 Bed', 'price': '$2,800'}]","2304 Loy Ln, Los Angeles, CA 90041",https://www.apartments.com/2304-loy-ln-los-angeles-ca/rnxbp42/,1 BA,750 Sq Ft,750,1 Month Lease,Available Now,,,,"$2,800",
San Francisco,Condos,CA,94124,"[{'bedroom_type': '1 Bed', 'price': '$2,300'}]","San Francisco, CA 94124",https://www.apartments.com/766-thornton-ave-san-francisco-ca/jc6k8d5/,1 BA,400 Sq Ft,400,12 Month Lease,Aug 1,,,,"$2,300",
Irvine,Condos,CA,92612,"[{'bedroom_type': '2 Beds', 'price': '$2,550'}]","Irvine, CA 92612",https://www.apartments.com/2264-watermarke-pl-irvine-ca-unit-2264/mbzvskh/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$2,550",,,
Berkeley,Condos,CA,94708,"[{'bedroom_type': '1 Bed', 'price': '$1,950'}]","Berkeley, CA 94708",https://www.apartments.com/1355-scenic-ave-berkeley-ca/hp9gck3/,1 BA,550 Sq Ft,550,12 Month Lease,Available Now,,,,"$1,950",
Palm Springs,Condos,CA,92262,"[{'bedroom_type': '1 Bed', 'price': '$1,595'}]","Palm Springs, CA 92262",https://www.apartments.com/1995-n-va-miraleste-palm-springs-ca-unit-1123/5kpespm/,1 BA,854 Sq Ft,854,12 Month Lease,Aug 1,,,,"$1,595",
Los Angeles,Condos,CA,91304,"[{'bedroom_type': '2 Beds', 'price': '$1,995'}]","7826 Topanga Canyon Blvd, Los Angeles, CA 91304",https://www.apartments.com/7826-topanga-canyon-blvd-los-angeles-ca-unit-309/cjfwryf/,2 BAs,920 Sq Ft,920,12 Month Lease,Available Now,,"$1,995",,,
West Hollywood,Condos,CA,90046,"[{'bedroom_type': '1 Bed', 'price': '$2,000'}]","1280 N Detroit St, West Hollywood, CA 90046",https://www.apartments.com/1280-n-detroit-st-west-hollywood-ca/lb1nycd/,1 BA,560 Sq Ft,560,3 Month Lease,Available Now,,,,"$2,000",
Los Angeles,Condos,CA,91306,"[{'bedroom_type': '1 Bed', 'price': '$1,395'}]","20200 Leadwell St, Los Angeles, CA 91306",https://www.apartments.com/20200-leadwell-st-los-angeles-ca/szqtf77/,1 BA,773 Sq Ft,773,12 Month Lease,Available Now,,,,"$1,395",
Lomita,Condos,CA,90717,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}]","Lomita, CA 90717",https://www.apartments.com/2040-255th-st-w-lomita-ca/z8n9m3z/,1 BA,800 Sq Ft,800,1 Month Lease,Jul 20,,,,"$1,800",
Cathedral City,Condos,CA,92234,"[{'bedroom_type': '2 Beds', 'price': '$1,700'}]","Cathedral City, CA 92234",https://www.apartments.com/67330-s-chimayo-dr-cathedral-city-ca-unit-0/g2b2xlx/,2 BAs,"1,200 Sq Ft","1,200",2 Month Lease,Sep 23,,"$1,700",,,
Long Beach,Condos,CA,90802,"[{'bedroom_type': '1 Bed', 'price': '$2,050'}]","Long Beach, CA 90802",https://www.apartments.com/360-ocean-w-blvd-long-beach-ca-unit-807/tz4trrc/,1 BA,777 Sq Ft,777,6 Month Lease,Available Now,,,,"$2,050",
San Francisco,Condos,CA,94131,"[{'bedroom_type': '2 Beds', 'price': '$3,700'}]","San Francisco, CA 94131",https://www.apartments.com/1502-sanchez-st-san-francisco-ca/4ptz8hh/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,,"$3,700",,,
Los Angeles,Condos,CA,91411,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}]","5435 Kester Ave, Los Angeles, CA 91411",https://www.apartments.com/5435-kester-ave-los-angeles-ca/w1md6jj/,1 BA,750 Sq Ft,750,12 Month Lease,Jul 15,,,,"$1,800",
Concord,Condos,CA,94520,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]","Concord, CA 94520",https://www.apartments.com/2121-northwood-cir-concord-ca-unit-b/c8n4w7d/,1½ BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$2,200",,,
Los Angeles,Condos,CA,90019,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]","Los Angeles, CA 90019",https://www.apartments.com/1118-west-blvd-los-angeles-ca/qn8j2xy/,1 BA,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$2,200",,,
Castro Valley,Condos,CA,94552,"[{'bedroom_type': '1 Bed', 'price': '$2,400'}]","Castro Valley, CA 94552",https://www.apartments.com/25651-palomares-rd-castro-valley-ca/mxjt9qk/,1 BA,"1,200 Sq Ft","1,200",6 Month Lease,Available Now,,,,"$2,400",
Redondo Beach,Condos,CA,90278,"[{'bedroom_type': '2 Beds', 'price': '$2,550'}]","Redondo Beach, CA 90278",https://www.apartments.com/2715-rockefeller-ln-redondo-beach-ca/ej203qp/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$2,550",,,
Campbell,Condos,CA,95008,"[{'bedroom_type': '2 Beds', 'price': '$3,195'}]","Campbell, CA 95008",https://www.apartments.com/45-n-3rd-st-campbell-ca/ygj9mvv/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Jul 30,,"$3,195",,,
Indio,Condos,CA,92201,"[{'bedroom_type': '1 Bed', 'price': '$900'}]","Indio, CA 92201",https://www.apartments.com/46595-vargas-rd-indio-ca/bke39h8/,1 BA,600 Sq Ft,600,12 Month Lease,Jul 3,,,,$900,
Long Beach,Condos,CA,90802,"[{'bedroom_type': '1 Bed', 'price': '$3,995'}]","Long Beach, CA 90802",https://www.apartments.com/1750-ocean-e-blvd-long-beach-ca-unit-c/rewt131/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,,,,"$3,995",
Venice,Condos,CA,90291,"[{'bedroom_type': '1 Bed', 'price': '$2,950'}]","109 Park Pl, Venice, CA 90291",https://www.apartments.com/109-park-pl-venice-ca/3q9p97d/,1 BA,850 Sq Ft,850,12 Month Lease,Available Now,,,,"$2,950",
Fremont,Condos,CA,94536,"[{'bedroom_type': '2 Beds', 'price': '$2,299'}]","Fremont, CA 94536",https://www.apartments.com/3228-red-cedar-ter-fremont-ca-unit-3228/f2g5xws/,1 BA,750 Sq Ft,750,12 Month Lease,Available Now,,"$2,299",,,
Daly City,Condos,CA,94015,"[{'bedroom_type': 'Studio', 'price': '$1,700'}]","Daly City, CA 94015",https://www.apartments.com/210-88th-st-daly-city-ca/k3w4m78/,1 BA,400 Sq Ft,400,12 Month Lease,Jul 15,,,"$1,700",,
Anaheim,Condos,CA,92801,"[{'bedroom_type': '4 Beds', 'price': '$2,700'}]","Anaheim, CA 92801",https://www.apartments.com/1974-glenoaks-ave-anaheim-ca-unit-g/xckc6km/,2½ BAs,"1,800 Sq Ft","1,800",12 Month Lease,Available Now,,,,,"$2,700"
Redwood City,Condos,CA,94061,"[{'bedroom_type': '1 Bed', 'price': '$2,480'}]","Redwood City, CA 94061",https://www.apartments.com/193-redwood-ave-redwood-city-ca-unit-5/mtdlvrl/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,,,,"$2,480",
San Juan Capistrano,Condos,CA,92675,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}]","San Juan Capistrano, CA 92675",https://www.apartments.com/33562-valle-rd-san-juan-capistrano-ca/r99s1l2/,1 BA,800 Sq Ft,800,12 Month Lease,Aug 16,,,,"$2,250",
Palo Alto,Condos,CA,94306,"[{'bedroom_type': '1 Bed', 'price': '$2,795'}]","Palo Alto, CA 94306",https://www.apartments.com/249-el-carmelo-ave-palo-alto-ca/ewqm34q/,1 BA,520 Sq Ft,520,6 Month Lease,Aug 1,,,,"$2,795",
Sunnyvale,Condos,CA,94086,"[{'bedroom_type': '1 Bed', 'price': '$2,100'}]","Sunnyvale, CA 94086",https://www.apartments.com/433-vasquez-ct-sunnyvale-ca/p5qhylv/,1 BA,650 Sq Ft,650,1 Month Lease,Jul 10,,,,"$2,100",
Hermosa Beach,Condos,CA,90254,"[{'bedroom_type': '2 Beds', 'price': '$2,795'}]","Hermosa Beach, CA 90254",https://www.apartments.com/2009-manhattan-ave-hermosa-beach-ca/ffqfjwv/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$2,795",,,
Lodi,Condos,CA,95240,"[{'bedroom_type': '1 Bed', 'price': '$1,350'}]","Lodi, CA 95240",https://www.apartments.com/638-hale-rd-lodi-ca/e1rh9gp/,1 BA,630 Sq Ft,630,12 Month Lease,Available Now,,,,"$1,350",
Stockton,Condos,CA,95207,"[{'bedroom_type': '1 Bed', 'price': '$1,100'}]","Stockton, CA 95207",https://www.apartments.com/531-glendora-ave-stockton-ca/js29375/,1 BA,494 Sq Ft,494,12 Month Lease,Available Now,,,,"$1,100",
Moreno Valley,Condos,CA,92557,"[{'bedroom_type': '2 Beds', 'price': '$1,400'}]","Moreno Valley, CA 92557",https://www.apartments.com/23889-hemlock-ave-moreno-valley-ca/45cmsdl/,1 BA,725 Sq Ft,725,12 Month Lease,Available Now,,"$1,400",,,
Moorpark,Condos,CA,93021,"[{'bedroom_type': '3 Beds', 'price': '$2,200'}]","Moorpark, CA 93021",https://www.apartments.com/661-new-los-angeles-ave-moorpark-ca/0vxx3g0/,1½ BAs,"1,150 Sq Ft","1,150",11 Month Lease,Available Now,"$2,200",,,,
Los Angeles,Condos,CA,91316,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]","Los Angeles, CA 91316",https://www.apartments.com/5343-yarmouth-ave-los-angeles-ca-unit-105/28zmx8c/,2 BAs,"1,405 Sq Ft","1,405",12 Month Lease,Available Now,,"$2,600",,,
Laguna Beach,Condos,CA,92651,"[{'bedroom_type': '1 Bed', 'price': '$2,200'}]","472 3rd St, Laguna Beach, CA 92651",https://www.apartments.com/472-3rd-st-laguna-beach-ca/r2vf732/,1 BA,600 Sq Ft,600,12 Month Lease,Jul 15,,,,"$2,200",
Manteca,Condos,CA,95337,"[{'bedroom_type': '1 Bed', 'price': '$1,700'}]","Manteca, CA 95337",https://www.apartments.com/468-cherry-ln-manteca-ca/87zryf0/,1 BA,941 Sq Ft,941,12 Month Lease,Available Now,,,,"$1,700",
Dana Point,Condos,CA,92629,"[{'bedroom_type': '1 Bed', 'price': '$1,700'}]","Dana Point, CA 92629",https://www.apartments.com/24381-santa-clara-ave-dana-point-ca/3jfrg4f/,1 BA,500 Sq Ft,500,12 Month Lease,Available Now,,,,"$1,700",
Manhattan Beach,Condos,CA,90266,"[{'bedroom_type': 'Studio', 'price': '$1,750'}]","125 El Porto St, Manhattan Beach, CA 90266",https://www.apartments.com/125-el-porto-st-manhattan-beach-ca/n8s5swm/,1 BA,300 Sq Ft,300,6 Month Lease,Available Now,,,"$1,750",,
Malibu,Condos,CA,90265,"[{'bedroom_type': '2 Beds', 'price': '$6,195'}]","Malibu, CA 90265",https://www.apartments.com/20747-pacific-coast-hwy-malibu-ca-unit-9/18bhpe6/,1 BA,975 Sq Ft,975,12 Month Lease,Available Now,,"$6,195",,,
Campbell,Condos,CA,95008,"[{'bedroom_type': '2 Beds', 'price': '$3,195'}]","Campbell, CA 95008",https://www.apartments.com/850-apricot-ave-campbell-ca-unit-d/emwjdqm/,2 BAs,"1,065 Sq Ft","1,065",12 Month Lease,Available Now,,"$3,195",,,
Anaheim,Condos,CA,92802,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]","Anaheim, CA 92802",https://www.apartments.com/1556-katella-w-ave-anaheim-ca-unit-4/92zbbx6/,2½ BAs,"1,700 Sq Ft","1,700",1 Month Lease,Available Now,"$3,800",,,,
Los Angeles,Condos,CA,90023,"[{'bedroom_type': '1 Bed', 'price': '$1,280'}]","Los Angeles, CA 90023",https://www.apartments.com/1160-mirasol-st-los-angeles-ca/lgmf38d/,1 BA,520 Sq Ft,520,6 Month Lease,Available Now,,,,"$1,280",
Sacramento,Condos,CA,95825,"[{'bedroom_type': '2 Beds', 'price': '$1,200'}]","Sacramento, CA 95825",https://www.apartments.com/1500-hood-rd-sacramento-ca/w5q8lrh/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,,"$1,200",,,
Palm Springs,Condos,CA,92262,"[{'bedroom_type': '1 Bed', 'price': '$1,395'}]","Palm Springs, CA 92262",https://www.apartments.com/470-n-villa-ct-palm-springs-ca-unit-210/881qwz0/,1 BA,600 Sq Ft,600,6 Month Lease,Nov 1,,,,"$1,395",
Long Beach,Condos,CA,90810,"[{'bedroom_type': '2 Beds', 'price': '$1,800'}]","3380 Adriatic Ave, Long Beach, CA 90810",https://www.apartments.com/3380-adriatic-ave-long-beach-ca/3wv8syf/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,,"$1,800",,,
Santa Monica,Condos,CA,90403,"[{'bedroom_type': '3 Beds', 'price': '$5,150'}]","933 6th St, Santa Monica, CA 90403",https://www.apartments.com/933-6th-st-santa-monica-ca/ngc7l4m/,2 BAs,"1,400 Sq Ft","1,400",12 Month Lease,Available Now,"$5,150",,,,
Oakland,Condos,CA,94601,"[{'bedroom_type': 'Studio', 'price': '$1,795'}]","Oakland, CA 94601",https://www.apartments.com/1929-26th-ave-oakland-ca/jg5czv7/,1 BA,450 Sq Ft,450,12 Month Lease,Available Now,,,"$1,795",,
Sausalito,Condos,CA,94965,"[{'bedroom_type': '2 Beds', 'price': '$9,995'}]","Sausalito, CA 94965",https://www.apartments.com/100-south-st-sausalito-ca-unit-309/w0vb5rj/,2 BAs,"1,330 Sq Ft","1,330",3 Month Lease,Available Now,,"$9,995",,,
Chula Vista,Condos,CA,91910,"[{'bedroom_type': '2 Beds', 'price': '$1,700'}]","Chula Vista, CA 91910",https://www.apartments.com/268-ash-ave-chula-vista-ca/zec7tgw/,1 BA,825 Sq Ft,825,12 Month Lease,Available Now,,"$1,700",,,
Manteca,Condos,CA,95336,"[{'bedroom_type': '3 Beds', 'price': '$1,850'}]","Manteca, CA 95336",https://www.apartments.com/135-sheridan-n-ave-manteca-ca/hr3qk70/,2 BAs,"1,055 Sq Ft","1,055",12 Month Lease,Available Now,"$1,850",,,,
San Jose,Condos,CA,95110,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]","San Jose, CA 95110",https://www.apartments.com/123-w-william-st-san-jose-ca/hrqzv11/,1½ BAs,800 Sq Ft,800,12 Month Lease,Available Now,,"$2,750",,,
San Diego,Condos,CA,92101,"[{'bedroom_type': 'Studio', 'price': '$1,629'}]","San Diego, CA 92101",https://www.apartments.com/1643-6th-ave-san-diego-ca-unit-414/b65q5rc/,1 BA,450 Sq Ft,450,12 Month Lease,Available Now,,,"$1,629",,
San Diego,Condos,CA,92103,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]","San Diego, CA 92103",https://www.apartments.com/1260-cleveland-ave-san-diego-ca-unit-a221/r30tfv1/,2 BAs,950 Sq Ft,950,12 Month Lease,Available Now,,"$2,900",,,
San Luis Obispo,Condos,CA,93405,"[{'bedroom_type': '2 Beds', 'price': '$3,200'}]","San Luis Obispo, CA 93405",https://www.apartments.com/258-california-blvd-san-luis-obispo-ca/z89mvnz/,1 BA,900 Sq Ft,900,12 Month Lease,Sep 4,,"$3,200",,,
San Diego,Condos,CA,92106,"[{'bedroom_type': '3 Beds', 'price': '$6,400'}]","San Diego, CA 92106",https://www.apartments.com/1233-shafter-st-san-diego-ca-unit-1/pxevjws/,2½ BAs,"2,665 Sq Ft","2,665",12 Month Lease,Aug 5,"$6,400",,,,
San Diego,Condos,CA,92106,"[{'bedroom_type': '1 Bed', 'price': '$3,200'}]","1233 Shafter St, San Diego, CA 92106",https://www.apartments.com/1233-shafter-st-san-diego-ca/ffp6x5t/,1 BA,"1,800 Sq Ft","1,800",12 Month Lease,Aug 5,,,,"$3,200",
San Luis Obispo,Condos,CA,93405,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]","San Luis Obispo, CA 93405",https://www.apartments.com/1314-galleon-way-san-luis-obispo-ca/0318q12/,1½ BAs,"1,010 Sq Ft","1,010",12 Month Lease,Jul 15,,"$2,450",,,
San Diego,Condos,CA,92109,"[{'bedroom_type': '2 Beds', 'price': '$4,000'}]","San Diego, CA 92109",https://www.apartments.com/924-hornblend-st-san-diego-ca-unit-306/vrbcrhg/,2 BAs,"1,275 Sq Ft","1,275",12 Month Lease,Available Now,,"$4,000",,,
San Diego,Condos,CA,92106,"[{'bedroom_type': '3 Beds', 'price': '$6,400'}]","San Diego, CA 92106",https://www.apartments.com/1233-shafter-st-san-diego-ca-unit-1/pxevjws/,2½ BAs,"2,665 Sq Ft","2,665",12 Month Lease,Aug 5,"$6,400",,,,
San Diego,Condos,CA,92106,"[{'bedroom_type': '1 Bed', 'price': '$3,200'}]","1233 Shafter St, San Diego, CA 92106",https://www.apartments.com/1233-shafter-st-san-diego-ca/ffp6x5t/,1 BA,"1,800 Sq Ft","1,800",12 Month Lease,Aug 5,,,,"$3,200",
San Luis Obispo,Condos,CA,93405,"[{'bedroom_type': '2 Beds', 'price': '$2,450'}]","San Luis Obispo, CA 93405",https://www.apartments.com/1314-galleon-way-san-luis-obispo-ca/0318q12/,1½ BAs,"1,010 Sq Ft","1,010",12 Month Lease,Jul 15,,"$2,450",,,
San Diego,Condos,CA,92109,"[{'bedroom_type': '2 Beds', 'price': '$4,000'}]","San Diego, CA 92109",https://www.apartments.com/924-hornblend-st-san-diego-ca-unit-306/vrbcrhg/,2 BAs,"1,275 Sq Ft","1,275",12 Month Lease,Available Now,,"$4,000",,,
Pomona,Condos,CA,91768,"[{'bedroom_type': '1 Bed', 'price': '$1,095'}]","Pomona, CA 91768",https://www.apartments.com/808-n-gordon-st-pomona-ca/w8e8e4k/,1 BA,650 Sq Ft,650,1 Month Lease,Available Now,,,,"$1,095",
San Diego,Condos,CA,92106,"[{'bedroom_type': '3 Beds', 'price': '$3,495'}]","San Diego, CA 92106",https://www.apartments.com/1150-anchorage-ln-san-diego-ca-unit-205/bygg969/,2 BAs,"1,658 Sq Ft","1,658",12 Month Lease,Available Now,"$3,495",,,,
Imperial Beach,Condos,CA,91932,"[{'bedroom_type': '1 Bed', 'price': '$1,475'}]","Imperial Beach, CA 91932",https://www.apartments.com/1450-iris-ave-imperial-beach-ca-unit-8/nzrw1dp/,1 BA,610 Sq Ft,610,12 Month Lease,Available Now,,,,"$1,475",
Santa Ana,Condos,CA,92706,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]","Santa Ana, CA 92706",https://www.apartments.com/2227-n-broadway-santa-ana-ca-unit-e/2426kg8/,1½ BAs,"1,000 Sq Ft","1,000",24 Month Lease,Available Now,,"$2,100",,,
San Mateo,Condos,CA,94401,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]","San Mateo, CA 94401",https://www.apartments.com/177-n-el-camino-real-san-mateo-ca-unit-5/18kpy07/,1 BA,860 Sq Ft,860,12 Month Lease,Jul 20,,"$2,800",,,
San Diego,Condos,CA,92122,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]","San Diego, CA 92122",https://www.apartments.com/3965-nobel-dr-san-diego-ca-unit-234/s75s3y4/,2½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,"$2,750",,,
San Diego,Condos,CA,92122,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","San Diego, CA 92122",https://www.apartments.com/3969-nobel-dr-san-diego-ca-unit-278/3yn1ddf/,2½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,"$2,695",,,
San Diego,Condos,CA,92122,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","San Diego, CA 92122",https://www.apartments.com/3989-nobel-dr-san-diego-ca-unit-356/qy0qk2w/,2½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,"$2,695",,,
San Diego,Condos,CA,92122,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","San Diego, CA 92122",https://www.apartments.com/3987-nobel-dr-san-diego-ca-unit-338/8mly4r1/,2½ BAs,"1,100 Sq Ft","1,100",12 Month Lease,Sep 1,,"$2,695",,,
San Diego,Condos,CA,92122,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","San Diego, CA 92122",https://www.apartments.com/3979-nobel-dr-san-diego-ca-unit-306/lk9h4kd/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,,"$2,695",,,
San Diego,Condos,CA,92122,"[{'bedroom_type': '2 Beds', 'price': '$2,695'}]","San Diego, CA 92122",https://www.apartments.com/3965-nobel-dr-san-diego-ca-unit-248/bj1hjy9/,2 BAs,"1,100 Sq Ft","1,100",12 Month Lease,Aug 1,,"$2,695",,,
San Diego,Condos,CA,92122,"[{'bedroom_type': '1 Bed', 'price': '$2,095'}]","San Diego, CA 92122",https://www.apartments.com/3965-nobel-dr-san-diego-ca-unit-227/v3qjv9e/,1 BA,600 Sq Ft,600,12 Month Lease,Sep 1,,,,"$2,095",
Mountain View,Condos,CA,94041,"[{'bedroom_type': '1 Bed', 'price': '$2,150'}]","Mountain View, CA 94041",https://www.apartments.com/338-mariposa-ave-mountain-view-ca/rd7ce40/,1 BA,550 Sq Ft,550,12 Month Lease,Available Now,,,,"$2,150",
San Jose,Condos,CA,95136,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]","San Jose, CA 95136",https://www.apartments.com/3053-pearl-ave-san-jose-ca/ze0mhvw/,1 BA,750 Sq Ft,750,12 Month Lease,Available Now,,"$2,500",,,
Los Angeles,Condos,CA,91306,"[{'bedroom_type': '2 Beds', 'price': '$3,450'}]","20134 Leadwell St, Los Angeles, CA 91306",https://www.apartments.com/20134-leadwell-st-los-angeles-ca-unit-371/7ch11cy/,2 BAs,900 Sq Ft,900,3 Month Lease,Available Now,,"$3,450",,,
Mission Viejo,Condos,CA,92691,"[{'bedroom_type': '2 Beds', 'price': '$1,300'}]","Mission Viejo, CA 92691",https://www.apartments.com/23296-la-mar-mission-viejo-ca-unit-b/k0lmfpc/,2 BAs,693 Sq Ft,693,6 Month Lease,Available Now,,"$1,300",,,
San Diego,Condos,CA,92122,"[{'bedroom_type': '1 Bed', 'price': '$1,850'}]","San Diego, CA 92122",https://www.apartments.com/8889-caminito-plz-san-diego-ca-unit-7221/dm09k0k/,1 BA,600 Sq Ft,600,3 Month Lease,Oct 1,,,,"$1,850",
Sunnyvale,Condos,CA,94086,"[{'bedroom_type': '2 Beds', 'price': '$2,698'}]","Sunnyvale, CA 94086",https://www.apartments.com/980-ponderosa-ave-sunnyvale-ca-unit-2/gv623xx/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$2,698",,,
Glendale,Condos,CA,91205,"[{'bedroom_type': '1 Bed', 'price': '$1,425'}]","Glendale, CA 91205",https://www.apartments.com/228-s-kenwood-st-glendale-ca/xpc0y7p/,1 BA,430 Sq Ft,430,12 Month Lease,Available Now,,,,"$1,425",
Walnut Creek,Condos,CA,94596,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]","Walnut Creek, CA 94596",https://www.apartments.com/1315-alma-ave-walnut-creek-ca-unit-136/mq3kmsj/,2 BAs,965 Sq Ft,965,12 Month Lease,Available Now,,"$3,000",,,
Santa Barbara,Condos,CA,93105,"[{'bedroom_type': '2 Beds', 'price': '$2,850'}]","Santa Barbara, CA 93105",https://www.apartments.com/2528-de-la-vina-st-santa-barbara-ca/9vbyvh7/,1 BA,800 Sq Ft,800,1 Month Lease,Aug 15,,"$2,850",,,
