Bath,Bed,City,Half-bath,House_type,Latitude,Listing_type,Longitude,Price,Square_Feet,State,Street,Zip_code,Rent
1,3,Anaheim,1,Single Family,33.8251,FOR SALE,-117.988,689000,1139,CA,2863 W Orange Avenue,92804,2230
2,3,Van Nuys,0,Single Family,34.2037,FOR SALE,-118.433,645000,1741,CA,7320 Matilija Avenue,91405,3160
4,3,Anaheim,0,Single Family,33.798,FOR SALE,-117.935,950000,3040,CA,1564 W Amarita Lane,92802,2275
2,3,Dublin,0,Single Family,37.7172,FOR SALE,-121.924,777777,1053,CA,7045 Mansfield Avenue,94568,2840
2,3,San Diego,0,Single Family,32.57857,FOR SALE,-117.05004,520000,1175,CA,3903 Arey Dr,92154,2538
2,3,Van Nuys,0,Single Family,34.20369,FOR SALE,-118.43233,667000,1493,CA,13726 LEADWELL Street,91405,3160
2,3,Santa Maria,1,Single Family,34.9117,FOR SALE,-120.419,465000,1868,CA,1043 Stacy Ann,93455,2150
2,3,Santa Maria,0,Single Family,34.9077,FOR SALE,-120.423,450000,1822,CA,2839 Stardust Drive,93455,2150
1,3,Norwalk,0,Single Family,33.899,FOR SALE,-118.05,435000,980,CA,14523 Cabrillo Avenue,90650,2190
3,3,Calabasas,0,Single Family,34.1394,FOR SALE,-118.658,1499000,2002,CA,24734 Via Pradera,91302,3154
2,3,San Diego,0,Single Family,32.7872,FOR SALE,-117.154,774990,1732,CA,2460 Blue Jay Drive,92123,3737
2,3,West Covina,0,Single Family,34.0771,FOR SALE,-117.925,599800,1404,CA,1023 E Greendale Street,91790,2560
1,3,Ontario,0,Single Family,34.0774,FOR SALE,-117.635,395000,936,CA,939 E Rosewood,91764,2415
1,3,Sunnyvale,1,Single Family,37.39392,FOR SALE,-122.02605,1288000,1092,CA,687 Madrone Ave,94085,4599
2,3,Elk Grove,0,Single Family,38.44437,FOR SALE,-121.44354,365126,1451,CA,8613 Edgeware Way,95758,2065
2,3,Sacramento,0,Single Family,38.68088,FOR SALE,-121.50607,359900,1582,CA,271 Arnold Gamble Circle,95835,2024
2,3,Sacramento,0,Single Family,38.55612,FOR SALE,-121.36263,336000,1319,CA,9104 Starina Way,95826,2068
2,3,Chino Hills,0,Single Family,33.9737,FOR SALE,-117.703,565000,1644,CA,15401 Monterey Avenue,91709,2875
1,3,Ontario,0,Single Family,34.0897,FOR SALE,-117.621,365000,915,CA,1740 N Leeds Avenue,91764,2415
2,3,Santee,0,Single Family,32.84902,FOR SALE,-117.00071,469900,1307,CA,9241 Dunbarton Rd,92071,2683
2,3,Laguna Niguel,1,Single Family,33.56029,FOR SALE,-117.70075,899000,2063,CA,27718 Homestead Road,92677,3595
2,3,Pleasanton,1,Single Family,37.71519,FOR SALE,-121.87284,938000,1655,CA,4116 Lorimer Loop,94568,2840
2,3,Camarillo,0,Single Family,34.212999,FOR SALE,-119.012617,735000,2038,CA,4374 Leatherwood Street,93012,3365
2,3,Anaheim,0,Single Family,33.8028,FOR SALE,-117.93,720000,1780,CA,1244 W Katella Avenue,92802,2275
2,3,Elk Grove,0,Single Family,38.41065,FOR SALE,-121.45076,389000,1469,CA,4609 Castle Grove Way,95758,2065
2,3,Sacramento,0,Single Family,38.6776,FOR SALE,-121.52418,459800,1975,CA,6 Converse Ct,95835,2024
3,3,Ontario,0,Single Family,34.07371,FOR SALE,-117.58357,360000,1554,CA,932 N. Turner AVe #5,91764,2415
2,3,Murrieta,0,Single Family,33.5743,FOR SALE,-117.107,424800,1940,CA,31619 Desert Holly Place,92563,2699
2,3,Woodland Hills,0,Single Family,34.17907,FOR SALE,-118.57412,1150000,1975,CA,20213 Oxnard Street,91367,3277
2,3,Laguna Niguel,1,Single Family,33.5277,FOR SALE,-117.697,839000,2013,CA,24842 Oxford Drive,92677,3595
2,3,Laguna Niguel,1,Single Family,33.5525,FOR SALE,-117.698,839000,1728,CA,28252 Via Alfonse,92677,3595
2,3,Moreno Valley,0,Single Family,33.9388,FOR SALE,-117.204,340000,1726,CA,26302 Primrose Way,92555,2030
2,3,Santa Clarita,0,Single Family,34.42075,FOR SALE,-118.45015,318000,948,CA,18008 Saratoga Way Unit 518,91387,2672
2,3,West Covina,0,Single Family,34.06033,FOR SALE,-117.96247,529000,1137,CA,2104 W Lufkin Street,91790,2560
2,3,Folsom,1,Single Family,38.70073,FOR SALE,-121.19242,442500,1423,CA,276 Caples Drive,95630,2225
3,3,los angeles,0,Single Family,34.12037089,FOR SALE,-118.3698871,1995000,2288,CA,2678 WOODSTOCK Road,90046,5355
2,3,Van Nuys,0,Single Family,34.2052,FOR SALE,-118.442,1900000,2060,CA,14203 Valerio Street,91405,3160
3,3,los angeles,0,Single Family,34.08083,FOR SALE,-118.34033,1850000,1900,CA,516 North MANSFIELD Avenue,90036,6024
3,3,Huntington Beach,1,Single Family,33.6606,FOR SALE,-118.002,1629990,2784,CA,304 7th Street,92648,4967
2,3,Costa Mesa,0,Single Family,33.6671,FOR SALE,-117.914,869500,1520,CA,328 Hanover Drive,92626,3795
2,3,Westchester,0,Single Family,33.9563,FOR SALE,-118.391,849000,1578,CA,8906 De Haviland Avenue,90045,3705
2,3,Huntington Beach,1,Single Family,33.6717,FOR SALE,-117.992,849000,1489,CA,1613 Hillcrest Circle,92648,4967
2,3,Anaheim,0,Single Family,33.8444,FOR SALE,-117.873,575000,1471,CA,327 N Plantation Place,92806,2765
3,3,Los Angeles,1,Single Family,34.11646,FOR SALE,-118.35562,4375000,2723,CA,2530 Astral Dr,90046,5355
2,3,Folsom,0,Single Family,38.67099,FOR SALE,-121.17127,485000,1540,CA,82 Diggins Drive,95630,2225
2,3,Elk Grove,1,Single Family,38.42174,FOR SALE,-121.43917,405000,1946,CA,5724 Spring Creek Way,95758,2065
2,3,Sacramento,0,Single Family,38.56341,FOR SALE,-121.36342,360000,1750,CA,2700 Point Reyes Way,95826,2068
2,3,Anaheim,0,Single Family,33.8671,FOR SALE,-117.862,619000,1240,CA,1754 N Rutherford Street,92806,2765
3,3,Glendora,0,Single Family,34.1254,FOR SALE,-117.858,598800,1559,CA,461 E Mauna Loa Avenue,91740,3160
1,3,Hayward,0,Single Family,37.6394,FOR SALE,-122.082,588888,1042,CA,1018 Inglewood St,94544,2595
1,3,Glendora,1,Single Family,34.1098,FOR SALE,-117.857,575000,1556,CA,1616 Windsor Place,91740,3160
2,3,Corona,1,Single Family,33.8602,FOR SALE,-117.564,445000,1348,CA,390 E Hacienda Drive,92879,2449
2,3,Ontario,1,Single Family,34.025,FOR SALE,-117.578,439888,1263,CA,2633 Tahoe Drive,91761,2275
2,3,Huntington Beach,1,Single Family,33.6681,FOR SALE,-118.014,1348800,2286,CA,219 20th Street,92648,4967
2,3,Huntington Beach,0,Single Family,33.7035,FOR SALE,-118.011,795000,1250,CA,17821 San Leandro Lane,92647,2340
2,3,Huntington Beach,0,Single Family,33.6866,FOR SALE,-117.964,776900,1176,CA,19012 Mathew Circle,92646,3113
2,3,Dublin,0,Single Family,37.7138,FOR SALE,-121.921,775000,1288,CA,6981 Amador Valley Blvd,94568,2840
2,3,Lake Balboa,0,Single Family,34.2162,FOR SALE,-118.506,549500,1479,CA,17100 Baltar Street,91406,2895
2,3,Redlands,0,Single Family,34.0462,FOR SALE,-117.183,549500,1432,CA,446 S Buena Vista Street,92373,1804
2,3,Newport Beach,1,Single Family,33.63346,FOR SALE,-117.89871,1548800,1583,CA,1918 Teresita Lane,92660,4660
2,3,Huntington Beach,1,Single Family,33.6842,FOR SALE,-118,1034000,2135,CA,19185 Brynn Court,92648,4967
2,3,Moreno Valley,1,Single Family,33.9069,FOR SALE,-117.161,327300,2089,CA,14736 Grandview Drive,92555,2030
2,3,Norwalk,0,Single Family,33.88867,FOR SALE,-118.08799,579999,1845,CA,"11515 Hayford St,",90650,2190
3,3,La Habra,0,Single Family,33.9454,FOR SALE,-117.935,748888,2200,CA,1421 Roanne,90631,3075
2,3,Long Beach,0,Single Family,33.7823,FOR SALE,-118.102,729000,1514,CA,6721 E El Jardin Street,90815,3711
2,3,Garden Grove,0,Single Family,33.7924,FOR SALE,-117.957,709000,2024,CA,10072 Roselee Drive,92840,2830
2,3,Woodland Hills,1,Single Family,34.1707,FOR SALE,-118.639,1025000,2703,CA,23520 Berdon Street,91367,3277
2,3,Anaheim,0,Single Family,33.8133,FOR SALE,-117.947,649000,1702,CA,1823 W Chanticleer Road,92804,2230
2,3,Glendora,0,Single Family,34.1161,FOR SALE,-117.851,648800,1765,CA,1303 Bruning Avenue,91740,3160
1,3,Redlands,1,Single Family,34.0463,FOR SALE,-117.189,399500,1480,CA,314 Bond Street,92373,1804
1,3,Menlo Park,0,Single Family,37.47486,FOR SALE,-122.15985,969000,1070,CA,1208 Henderson Ave,94025,5665
2,3,Santa Monica,0,Single Family,34.0275,FOR SALE,-118.462,1725000,1686,CA,2850 Delaware Avenue,90404,5583
2,3,Norwalk,0,Single Family,33.9257,FOR SALE,-118.096,574900,1186,CA,11718 Dalwood Avenue,90650,2190
2,3,Anaheim,0,Single Family,33.8264,FOR SALE,-117.982,565000,1364,CA,423 S Doyle Drive S,92804,2230
2,3,Anaheim,0,Single Family,33.8194,FOR SALE,-118.004,675000,1827,CA,902 S Westchester Drive,92804,2230
2,3,Orange,0,Single Family,33.7866,FOR SALE,-117.872,634000,1096,CA,1814 W Robin Road,92868,3426
2,3,Lakewood,0,Single Family,33.83534,FOR SALE,-118.08736,575000,1423,CA,11535 214th St,90715,2200
2,3,Simi Valley,0,Single Family,34.27923,FOR SALE,-118.74737,474721,1653,CA,2535 Cochran St,93065,2864
3,3,Huntington Beach,1,Single Family,33.6898,FOR SALE,-118,985000,2576,CA,18782 Roxbury Lane,92648,4967
2,3,Moreno Valley,1,Single Family,33.9352,FOR SALE,-117.19,350000,1874,CA,27082 Dolostone Way,92555,2030
2,3,Redlands,0,Single Family,34.04821,FOR SALE,-117.1949,359900,1155,CA,32 Dale Lane,92373,1804
2,3,Lake Forest,1,Single Family,33.6448,FOR SALE,-117.702,858000,1680,CA,21882 Winnebago Lane,92630,3020
3,3,Chino Hills,0,Single Family,33.9768,FOR SALE,-117.726,849800,2141,CA,15206 Hawthorn Avenue,91709,2875
2,3,Anaheim,0,Single Family,33.8292,FOR SALE,-117.97,550000,1505,CA,228 S Mall Way,92804,2230
2,3,Laguna Niguel,1,Single Family,33.5114,FOR SALE,-117.705,1195000,1782,CA,48 Pienza,92677,3595
2,3,Long Beach,0,Single Family,33.8084,FOR SALE,-118.106,684900,1210,CA,2850 Iroquois Avenue,90815,3711
2,3,Costa Mesa,1,Single Family,33.643,FOR SALE,-117.909,1399000,2774,CA,244 E 20th Street,92627,3190
2,3,Ontario,0,Single Family,34.07553,FOR SALE,-117.61315,449000,1292,CA,941 North SACRAMENTO Avenue,91764,2415
2,3,Corona,0,Single Family,33.7238,FOR SALE,-117.422,422000,1442,CA,13673 Basswood Drive,92883,2550
1,3,Chino Hills,1,Single Family,33.9775,FOR SALE,-117.704,399000,1300,CA,4612 Mesa Boulevard,91709,2875
2,3,Santee,0,Single Family,32.84395,FOR SALE,-117.01589,539900,1401,CA,9330 Van Andel Way,92071,2683
1,3,Fremont,0,Single Family,37.58029,FOR SALE,-121.98868,1000000,1520,CA,14 Duarte Ave. - Relo,94536,3078
2,3,Murrieta,1,Single Family,33.575,FOR SALE,-117.17,419900,1725,CA,25260 Corte Sombrero,92563,2699
2,3,Chino Hills,1,Single Family,33.97793,FOR SALE,-117.75327,798888,2167,CA,2347 Paseo Del Palacio,91709,2875
1,3,Glendora,1,Single Family,34.1241,FOR SALE,-117.86,510000,1045,CA,332 E Linfield Street,91740,3160
2,3,Garden Grove,0,Single Family,33.8015,FOR SALE,-117.948,499900,1098,CA,10621 Alderson Avenue,92840,2830
2,3,Anaheim,0,Single Family,33.8415171,FOR SALE,-117.8939354,649888,1500,CA,135 N Evelyn Drive,92805,3500
2,3,Murrieta,0,Single Family,33.5708,FOR SALE,-117.175,389900,1722,CA,39676 Avenida Miguel Oeste,92563,2699
2,3,Fremont,0,Single Family,37.5367,FOR SALE,-121.96995,899888,1207,CA,4146 HAWKINS St,94538,3559
2,3,Laguna Niguel,1,Single Family,33.5011,FOR SALE,-117.704,950000,2019,CA,17 Byron Close,92677,3595
2,3,Norwalk,0,Single Family,33.9264,FOR SALE,-118.085,569000,1655,CA,11619 Pantheon Street,90650,2190
2,3,Vista,1,Single Family,33.1995,FOR SALE,-117.26,549000,2002,CA,341 Cobalt Dr,92083,2615
2,3,Dublin,0,Single Family,37.7091,FOR SALE,-121.918,888888,1268,CA,6863 Fir Ct,94568,2840
1,3,Lakewood,0,Single Family,33.8559,FOR SALE,-118.147,565000,1120,CA,5438 Coke Avenue,90712,2130
2,3,San Jose,0,Single Family,37.31885,FOR SALE,-121.93629,1098888,1486,CA,550 Halsey Ave,95128,5776
2,3,Woodland Hills,0,Single Family,34.1763,FOR SALE,-118.574,829000,1800,CA,5814 Mcdonie Avenue,91367,3277
2,3,Lakewood,0,Single Family,33.85822,FOR SALE,-118.13667,625000,1700,CA,5629  Pennswood Ave,90712,2130
2,3,Murrieta,1,Single Family,33.57981,FOR SALE,-117.13595,349900,1738,CA,37169 Galileo Lane,92563,2699
2,3,Huntington Beach,0,Single Family,33.7208,FOR SALE,-117.995,829000,1836,CA,16591 Don Drive,92647,2340
2,3,Irvine,0,Single Family,33.6582,FOR SALE,-117.823,899988,1921,CA,10 Yellowwood Way,92612,3690
2,3,Laguna Niguel,1,Single Family,33.521,FOR SALE,-117.696,890000,1943,CA,8 Amarante,92677,3595
2,3,Laguna Niguel,0,Single Family,33.5046,FOR SALE,-117.729,850000,1715,CA,31531 Crystal Sands Drive,92677,3595
2,3,Santa Maria,1,Single Family,34.8959,FOR SALE,-120.435,424900,1705,CA,3525 Marvin Street,93455,2150
2,3,Santee,0,Single Family,32.86479,FOR SALE,-116.97393,529000,1428,CA,10334 Woodpark Dr,92071,2683
2,3,Norwalk,0,Single Family,33.9036,FOR SALE,-118.101,545000,1485,CA,14033 Lefloss Avenue,90650,2190
1,3,Lakewood,0,Single Family,33.8345,FOR SALE,-118.068,520000,1036,CA,21419 Claretta Avenue,90715,2200
2,3,Ontario,0,Single Family,34.07317,FOR SALE,-117.61174,399888,1259,CA,824 N San Diego Avenue,91764,2415
2,3,Fremont,0,Single Family,37.53217,FOR SALE,-121.96835,1060000,1474,CA,40982 Gramercy Ter,94538,3559
2,3,Walnut Creek,0,Single Family,37.9198,FOR SALE,-122.076,879000,1857,CA,2615 Buenos Aires Ct,94597,3880
2,3,Corona,1,Single Family,33.8954,FOR SALE,-117.531,469000,1621,CA,2000 Cascade Drive,92879,2449
1,3,Costa Mesa,1,Single Family,33.64931,FOR SALE,-117.93445,799000,1374,CA,2063 Federal Avenue,92627,3190
2,3,Huntington Beach,0,Single Family,33.7032682,FOR SALE,-118.0134625,753900,1176,CA,17832 Carranza Lane,92647,2340
2,3,La Habra,0,Single Family,33.9371,FOR SALE,-117.943,649000,1918,CA,341 E Greenwood Avenue,90631,3075
1,3,Lakewood,0,Single Family,33.8493,FOR SALE,-118.163,629900,1232,CA,4972 Deeboyar Avenue,90712,2130
3,3,Lake Balboa,0,Single Family,34.1953,FOR SALE,-118.494,588800,1821,CA,6840 De Celis Place 26,91406,2895
3,3,Los Angeles,1,Single Family,34.12137,FOR SALE,-118.36731,4750000,4461,CA,2750 Cardwell Pl,90046,5355
1,3,Lake Balboa,1,Single Family,34.19,FOR SALE,-118.518,599000,1126,CA,17650 Kittridge Street,91406,2895
2,3,Chino Hills,0,Single Family,33.96557,FOR SALE,-117.72284,779000,1737,CA,3731 Bayberry Drive,91709,2875
2,3,Walnut Creek,1,Single Family,37.905,FOR SALE,-122.071,965000,1561,CA,15 Jocelyn Place,94597,3880
2,3,San Diego,0,Single Family,32.7942,FOR SALE,-117.095,609900,1248,CA,6660 Archwood,92120,3339
3,3,La Habra Heights,0,Single Family,33.9718,FOR SALE,-117.968,1050000,3005,CA,401 W Skyline Drive,90631,3075
2,3,Huntington Beach,1,Single Family,33.6666,FOR SALE,-117.982,928800,1680,CA,8361 Munster Drive,92646,3113
2,3,San Jose,1,Single Family,37.24649,FOR SALE,-121.76354,1389900,2360,CA,6751 Positano Lane,95138,3193
2,3,Rancho Cucamonga,1,Single Family,34.1139,FOR SALE,-117.56,514500,1787,CA,11238 Amiata Drive,91730,2405
2,3,Simi Valley,0,Single Family,34.26288,FOR SALE,-118.79885,649900,1952,CA,1307 Los Amigos Ave,93065,2864
2,3,Pleasanton,0,Single Family,37.6895,FOR SALE,-121.91085,999950,1434,CA,4737 HERRIN Way,94588,3460
3,3,Camarillo,0,Single Family,34.2422,FOR SALE,-118.91205,989000,2132,CA,2640 Duval Road,93012,3365
2,3,Lake Forest,1,Single Family,33.65776,FOR SALE,-117.67586,724888,1808,CA,26092 Birendra,92630,3020
2,3,Huntington Beach,1,Single Family,33.667,FOR SALE,-117.997,1158000,2200,CA,1107 Alabama Street,92648,4967
2,3,Huntington Beach,1,Single Family,33.6644,FOR SALE,-117.953,910000,2071,CA,20541 Suburbia Lane,92646,3113
2,3,Corte Madera,0,Single Family,37.92103,FOR SALE,-122.50843,975000,1212,CA,11 Harbor Drive,94925,5550
2,3,Murrieta,0,Single Family,33.566,FOR SALE,-117.116,439900,1782,CA,38172 Summer Ridge Drive,92563,2699
3,3,Simi Valley,0,Single Family,34.3039768,FOR SALE,-118.7552602,739000,2034,CA,3858 Young Wolf Drive,93065,2864
2,3,Costa Mesa,0,Single Family,33.681,FOR SALE,-117.925,750000,1900,CA,1642 Baker Street,92626,3795
2,3,Garden Grove,0,Single Family,33.7981,FOR SALE,-117.926,665000,1131,CA,11852 Ricky Avenue,92840,2830
2,3,Lake Forest,0,Single Family,33.6132,FOR SALE,-117.703,639000,1402,CA,24095 Gemwood Drive,92630,3020
2,3,Chula Vista,0,Single Family,32.64634,FOR SALE,-116.98486,575000,1390,CA,1896 Gotham St,91913,2705
1,3,Lakewood,0,Single Family,33.8638,FOR SALE,-118.145,615000,1566,CA,5963 Oliva Avenue,90712,2130
2,3,West Covina,0,Single Family,34.0818,FOR SALE,-117.92028,595000,1352,CA,"1238 E Eckerman Av,",91790,2560
2,3,Big Bear City,0,Single Family,34.25916,FOR SALE,-116.844314,285000,1520,CA,131 East Aeroplane Boulevard,92647,2340
2,3,Redlands,1,Single Family,34.0025,FOR SALE,-117.133,600000,2569,CA,30372 Oak Grove Drive,92373,1804
2,3,Costa Mesa,0,Single Family,33.6782,FOR SALE,-117.923,789000,1357,CA,1604 White Oak Street,92626,3795
2,3,Downey,0,Single Family,33.9582,FOR SALE,-118.127,659000,1882,CA,9624 Samoline Avenue,90240,2932
2,3,Laguna Niguel,0,Single Family,33.5408,FOR SALE,-117.692,829000,1436,CA,29042 Aloma Avenue,92677,3595
2,3,Anaheim,0,Single Family,33.8425,FOR SALE,-117.971,594500,1545,CA,818 N Cambria Street,92801,2040
2,3,Newport Beach,1,Single Family,33.6547,FOR SALE,-117.883,1299000,1990,CA,2237 Golden Circle,92660,4660
2,3,Norwalk,0,Single Family,33.9165,FOR SALE,-118.106,544000,1792,CA,12616 Domart Avenue,90650,2190
2,3,Moreno Valley,0,Single Family,33.9416,FOR SALE,-117.192,449500,1748,CA,26941 Prairie Dog Lane,92555,2030
2,3,Moreno Valley,0,Single Family,33.9177,FOR SALE,-117.158,294999,1358,CA,28900 N Alessandro Boulevard E,92555,2030
2,3,Vista,0,Single Family,33.209805,FOR SALE,-117.253897,439900,1202,CA,724 La Vida Street,92083,2615
3,3,Newport Beach,1,Single Family,33.6223,FOR SALE,-117.894,5995000,2869,CA,204 Evening Star Lane,92660,4660
2,3,Santa Clarita,0,Single Family,34.421615,FOR SALE,-118.452286,290000,934,CA,18182 Sundowner Way Unit 1032,91387,2672
2,3,Santa Rosa,0,Single Family,38.50417,FOR SALE,-122.76188,744000,2068,CA,71 Noonan Ranch Circle,95403,3295
2,3,Santa Rosa,0,Single Family,38.50299,FOR SALE,-122.75733,630000,1765,CA,10 Ascot Drive,95403,3295
2,3,Murrieta,0,Single Family,33.547,FOR SALE,-117.135,454900,1973,CA,30287 Ravenswood Circle,92563,2699
3,3,los angeles,0,Single Family,34.11732,FOR SALE,-118.36273,2849000,3025,CA,2604 DEVISTA Place,90046,5355
2,3,Norwalk,0,Single Family,33.90658,FOR SALE,-118.05814,539000,1241,CA,13702 Greenstone Ave,90650,2190
2,3,Chino Hills,0,Single Family,33.968,FOR SALE,-117.71986,485000,1379,CA,15704 Deodar Lane,91709,2875
2,3,Fremont,0,Single Family,37.54654,FOR SALE,-122.01349,849950,1119,CA,37485 SOUTHWOOD Dr,94536,3078
2,3,Long Beach,0,Single Family,33.85558,FOR SALE,-118.17884,480000,1304,CA,5466 Lemon Avenue,90805,2389
2,3,Orcutt,0,Single Family,34.8713,FOR SALE,-120.422,568711,1969,CA,4606 Earl Lane,93455,2150
2,3,Redlands,0,Single Family,34.03708,FOR SALE,-117.19058,485000,1746,CA,1213 W Clifton Avenue,92373,1804
2,3,Redlands,0,Single Family,34.0404,FOR SALE,-117.178,499500,1638,CA,439 Chestnut Avenue,92373,1804
2,3,Laguna Niguel,0,Single Family,33.5119,FOR SALE,-117.725,975000,1802,CA,31102 Flying Cloud Drive,92677,3595
2,3,Costa Mesa,1,Single Family,33.6539,FOR SALE,-117.904,879000,2040,CA,130 23rd Street,92627,3190
2,3,Sacramento,0,Single Family,38.60421,FOR SALE,-121.38892,340000,1175,CA,2132 Kincaid Way,95825,1595
3,3,los angeles,0,Single Family,34.12653,FOR SALE,-118.37455,2700000,3275,CA,8017 MULHOLLAND Drive,90046,5355
2,3,Redlands,0,Single Family,34.04507,FOR SALE,-117.21301,425000,1764,CA,1700 Morning Dove Lane,92373,1804
2,3,Lakeside,0,Single Family,32.844,FOR SALE,-116.921,519000,1820,CA,9149 Single Oak Dr.,92040,1500
2,3,Newport Beach,1,Single Family,33.6344,FOR SALE,-117.883,995000,1701,CA,1949 Vista Caudal,92660,4660
2,3,Huntington Beach,0,Single Family,33.7043,FOR SALE,-118.013,755000,1244,CA,17762 Carranza Lane,92647,2340
2,3,Costa Mesa,0,Single Family,33.6564,FOR SALE,-117.912,699000,1459,CA,2252 Rutgers Drive,92626,3795
2,3,Calabasas,1,Single Family,34.15137,FOR SALE,-118.63752,1324999,2278,CA,4506 Park Verona,91302,3154
5,3,Huntington Beach,6,Single Family,33.659,FOR SALE,-118.003,900000,1691,CA,115 6th Street,92648,4967
2,3,Redwood City,0,Single Family,37.47574,FOR SALE,-122.20535,1388000,1330,CA,3050 Edison Way,94063,5959
2,3,Canyon Country,0,Single Family,34.4179,FOR SALE,-118.446,469999,1340,CA,17909 Wellhaven Street,91387,2672
2,3,Sacramento,0,Single Family,38.62386,FOR SALE,-121.45458,215000,1045,CA,497 Arcade Boulevard,95815,1720
3,3,Newport Beach,0,Single Family,33.6273,FOR SALE,-117.87,2995000,3737,CA,1 Rue Biarritz,92660,4660
2,3,Corona,0,Single Family,33.8713,FOR SALE,-117.561,800000,2410,CA,916 E Grand Boulevard,92879,2449
3,3,Camarillo,0,Single Family,34.20609,FOR SALE,-119.02564,615000,1654,CA,570 Town Forest Ct,93012,3365
1,3,Anaheim,0,Single Family,33.84703,FOR SALE,-117.91628,409999,986,CA,206 E La Palma Ave,92801,2040
2,3,Moreno Valley,0,Single Family,33.93008,FOR SALE,-117.20551,278000,1352,CA,13170 Wichita Way,92555,2030
2,3,Redlands,1,Single Family,34.017,FOR SALE,-117.16177,789950,3147,CA,429 Lantern Crest Drive,92373,1804
2,3,Lakewood,0,Single Family,33.83996,FOR SALE,-118.0734,619900,1538,CA,12125 Schick Ln.,90715,2200
2,3,Norwalk,0,Single Family,33.9216,FOR SALE,-118.07743,525000,1725,CA,12035 Paddison Ave,90650,2190
2,3,Murrieta,0,Single Family,33.5704,FOR SALE,-117.14,390000,2090,CA,29830 Gardenia Circle,92563,2699
2,3,West Covina,0,Single Family,34.05156,FOR SALE,-117.94769,569000,1879,CA,1622 S California Avenue,91790,2560
1,3,Newport Beach,1,Single Family,33.658,FOR SALE,-117.873,1730000,1800,CA,20112 Cypress Street,92660,4660
4,3,Menlo Park,1,Single Family,37.4267,FOR SALE,-122.208,3999000,4420,CA,927 Continental DR,94025,5665
2,3,Sunnyvale,0,Single Family,37.3814,FOR SALE,-122.023,1799000,2206,CA,231 Morse AVE,94086,4650
2,3,San Jose,0,Single Family,37.3079,FOR SALE,-121.929,1200000,1839,CA,2071 Roenoke WAY,95128,5776
2,3,Fremont,0,Single Family,37.5201,FOR SALE,-121.975,954999,1347,CA,5349 Valpey Park AVE,94538,3559
2,3,San Jose,1,Single Family,37.26,FOR SALE,-121.815,950000,1593,CA,5238 Countryside LN,95136,2965
2,3,San Jose,0,Single Family,37.2562,FOR SALE,-121.797,799000,1105,CA,5448 Demerest LN,95138,3193
2,3,Santa Rosa,0,Single Family,38.463608,FOR SALE,-122.764915,699500,1778,CA,2350 Floral Way,95403,3295
2,3,Santa Rosa,1,Single Family,38.497135,FOR SALE,-122.749616,624950,1802,CA,215 Christina Lane,95403,3295
2,3,Fairfield,1,Single Family,38.170818,FOR SALE,-122.127739,524900,1917,CA,1906 Hummingbird Drive,94534,3614
2,3,Santa Maria,0,Single Family,34.861163,FOR SALE,-120.423884,475000,1751,CA,5435 Del Norte Way,93455,2150
2,3,Roseville,1,Single Family,38.7711,FOR SALE,-121.369,432000,1892,CA,5001 Denholme LN,95747,3049
2,3,Sacramento,1,Single Family,38.67437,FOR SALE,-121.514946,430000,2362,CA,2301 Burberry Way,95835,2024
2,4,Chino Hills,0,Single Family,33.97917,FOR SALE,-117.75505,719998,1860,CA,2243 Calle Bienvenida,91709,3145
3,4,Chino Hills,0,Single Family,33.9797,FOR SALE,-117.752,750000,2009,CA,15041 Camino Del Sol,91709,3145
3,4,Chino Hills,0,Single Family,33.9796,FOR SALE,-117.747,769000,2459,CA,15048 Calle La Paloma,91709,3145
3,4,Chino Hills,0,Single Family,33.9717,FOR SALE,-117.759,725000,2526,CA,2005 Turquoise Circle,91709,3145
3,4,Chino Hills,0,Single Family,33.9718,FOR SALE,-117.758,849800,2665,CA,2040 Turquoise Circle,91709,3145
3,4,Chino Hills,0,Single Family,33.9271,FOR SALE,-117.664,740000,2610,CA,17969 Via La Cresta,91709,3145
2,4,Rancho Cucamonga,0,Single Family,34.112279,FOR SALE,-117.618842,649900,2512,CA,8489 Camino Sur,91730,3154
4,4,Chino Hills,1,Single Family,33.9596,FOR SALE,-117.775,1438800,4894,CA,16174 Westridge,91709,3145
2,4,Chino Hills,1,Single Family,33.9582,FOR SALE,-117.768,625000,1958,CA,16244 Canon Lane,91709,3145
2,4,Rancho Cucamonga,0,Single Family,34.11234,FOR SALE,-117.58825,549000,1761,CA,9939  Hemlock St,91730,3154
3,4,Chino Hills,0,Single Family,33.979,FOR SALE,-117.745,895000,3227,CA,15088 Calle Verano,91709,3145
3,4,Chino Hills,0,Single Family,33.9738,FOR SALE,-117.753,875000,2575,CA,2338 Scoria Court,91709,3145
3,4,Chino Hills,0,Single Family,33.9705,FOR SALE,-117.723,657990,2140,CA,3752 Aspen Lane,91709,3145
3,4,Chino Hills,1,Single Family,33.95911,FOR SALE,-117.7744,1338000,4219,CA,16196 Westridge Knls,91709,3145
2,4,Chino Hills,1,Single Family,33.9719,FOR SALE,-117.711,499900,1736,CA,4271 Gird Avenue,91709,3145
2,4,Chino Hills,1,Single Family,33.9501,FOR SALE,-117.687,830000,2807,CA,5385 Buckeye Court,91709,3145
