Actual,Predicted,Deviation
" $145,000 "," $152,784 "," $7,784 "
" $145,000 "," $153,044 "," $8,044 "
" $139,000 "," $147,151 "," $8,151 "
" $95,000 "," $102,776 "," $7,776 "
" $60,000 "," $67,972 "," $7,972 "
" $1,100,000 "," $1,107,037 "," $7,037 "
" $800,000 "," $807,514 "," $7,514 "
" $630,000 "," $637,463 "," $7,463 "
" $579,900 "," $587,460 "," $7,560 "
" $560,000 "," $567,001 "," $7,001 "
" $560,000 "," $567,251 "," $7,251 "
" $539,000 "," $546,062 "," $7,062 "
" $528,999 "," $536,442 "," $7,443 "
" $522,900 "," $530,242 "," $7,342 "
" $522,900 "," $530,242 "," $7,342 "
" $499,000 "," $506,344 "," $7,344 "
" $495,000 "," $502,168 "," $7,168 "
" $490,000 "," $497,605 "," $7,605 "
" $484,000 "," $491,380 "," $7,380 "
" $474,900 "," $481,684 "," $6,784 "
" $469,000 "," $477,090 "," $8,090 "
" $449,900 "," $457,212 "," $7,312 "
" $429,000 "," $436,466 "," $7,466 "
" $410,000 "," $417,399 "," $7,399 "
" $410,000 "," $417,530 "," $7,530 "
" $394,000 "," $401,626 "," $7,626 "
" $375,000 "," $382,417 "," $7,417 "
" $372,000 "," $379,625 "," $7,625 "
" $365,000 "," $372,141 "," $7,141 "
" $949,900 "," $956,937 "," $7,037 "
" $949,000 "," $956,113 "," $7,113 "
" $920,000 "," $927,471 "," $7,471 "
" $890,000 "," $896,970 "," $6,970 "
" $886,900 "," $894,031 "," $7,131 "
" $885,000 "," $892,028 "," $7,028 "
" $880,000 "," $887,272 "," $7,272 "
" $875,000 "," $881,664 "," $6,664 "
" $820,000 "," $826,813 "," $6,813 "
" $815,000 "," $822,604 "," $7,604 "
" $799,950 "," $807,353 "," $7,403 "
" $775,000 "," $781,864 "," $6,864 "
" $749,000 "," $756,231 "," $7,231 "
" $748,500 "," $755,499 "," $6,999 "
" $739,500 "," $746,560 "," $7,060 "
" $695,000 "," $702,217 "," $7,217 "
" $685,000 "," $692,583 "," $7,583 "
" $684,990 "," $692,319 "," $7,329 "
" $660,000 "," $667,646 "," $7,646 "
" $658,800 "," $666,310 "," $7,510 "
" $639,000 "," $645,909 "," $6,909 "
" $609,900 "," $617,307 "," $7,407 "
" $599,000 "," $606,610 "," $7,610 "
" $539,990 "," $547,638 "," $7,648 "
" $464,900 "," $472,488 "," $7,588 "
" $460,000 "," $467,667 "," $7,667 "
" $459,950 "," $467,598 "," $7,648 "
" $450,000 "," $457,751 "," $7,751 "
" $449,000 "," $455,969 "," $6,969 "
" $425,000 "," $432,963 "," $7,963 "
" $420,000 "," $427,548 "," $7,548 "
" $392,900 "," $399,699 "," $6,799 "
" $365,000 "," $372,458 "," $7,458 "
" $359,000 "," $366,663 "," $7,663 "
" $499,900 "," $507,479 "," $7,579 "
" $499,000 "," $505,814 "," $6,814 "
" $499,000 "," $506,039 "," $7,039 "
" $465,000 "," $473,219 "," $8,219 "
" $464,900 "," $472,669 "," $7,769 "
" $449,900 "," $457,071 "," $7,171 "
" $449,900 "," $457,504 "," $7,604 "
" $449,500 "," $456,999 "," $7,499 "
" $430,000 "," $436,821 "," $6,821 "
" $420,000 "," $427,729 "," $7,729 "
" $412,000 "," $419,949 "," $7,949 "
" $399,000 "," $406,463 "," $7,463 "
" $369,000 "," $376,343 "," $7,343 "
" $369,000 "," $376,941 "," $7,941 "
" $339,000 "," $346,803 "," $7,803 "
" $330,000 "," $337,655 "," $7,655 "
" $319,000 "," $326,834 "," $7,834 "
" $1,100,000 "," $1,107,232 "," $7,232 "
" $1,080,000 "," $1,086,749 "," $6,749 "
" $1,075,000 "," $1,082,538 "," $7,538 "
" $1,050,000 "," $1,056,765 "," $6,765 "
" $1,050,000 "," $1,057,488 "," $7,488 "
" $1,049,888 "," $1,056,471 "," $6,583 "
" $1,043,990 "," $1,051,454 "," $7,464 "
" $1,025,000 "," $1,032,048 "," $7,048 "
" $989,900 "," $996,941 "," $7,041 "
" $949,990 "," $956,240 "," $6,250 "
" $949,900 "," $957,076 "," $7,176 "
" $949,000 "," $955,258 "," $6,258 "
" $949,000 "," $956,155 "," $7,155 "
" $930,000 "," $936,619 "," $6,619 "
" $930,000 "," $936,619 "," $6,619 "
" $928,800 "," $936,343 "," $7,543 "
" $924,900 "," $931,996 "," $7,096 "
" $924,900 "," $932,101 "," $7,201 "
" $899,000 "," $906,154 "," $7,154 "
" $895,000 "," $902,337 "," $7,337 "
" $575,400 "," $582,823 "," $7,423 "
" $575,000 "," $582,124 "," $7,124 "
" $575,000 "," $582,412 "," $7,412 "
" $574,900 "," $582,357 "," $7,457 "
" $569,000 "," $576,058 "," $7,058 "
" $569,000 "," $576,206 "," $7,206 "
" $565,000 "," $572,075 "," $7,075 "
" $565,000 "," $572,770 "," $7,770 "
" $559,900 "," $567,326 "," $7,426 "
" $550,000 "," $557,330 "," $7,330 "
" $550,000 "," $557,474 "," $7,474 "
" $549,000 "," $556,679 "," $7,679 "
" $549,000 "," $556,783 "," $7,783 "
" $539,900 "," $546,836 "," $6,936 "
" $535,900 "," $543,496 "," $7,596 "
" $535,000 "," $542,185 "," $7,185 "
" $530,000 "," $537,552 "," $7,552 "
" $529,900 "," $536,811 "," $6,911 "
" $529,000 "," $536,747 "," $7,747 "
" $520,000 "," $527,436 "," $7,436 "
" $174,900 "," $182,578 "," $7,678 "
" $169,900 "," $177,578 "," $7,678 "
" $150,000 "," $157,373 "," $7,373 "
" $149,900 "," $157,525 "," $7,625 "
" $149,900 "," $157,714 "," $7,814 "
" $115,000 "," $122,761 "," $7,761 "
" $89,900 "," $97,631 "," $7,731 "
" $71,900 "," $79,593 "," $7,693 "
" $1,999,000 "," $2,004,461 "," $5,461 "
" $1,389,900 "," $1,397,359 "," $7,459 "
" $988,888 "," $995,515 "," $6,627 "
" $985,000 "," $992,623 "," $7,623 "
" $941,000 "," $947,402 "," $6,402 "
" $850,000 "," $857,234 "," $7,234 "
" $835,000 "," $842,007 "," $7,007 "
" $775,000 "," $782,299 "," $7,299 "
" $749,900 "," $757,603 "," $7,703 "
" $695,000 "," $702,212 "," $7,212 "
" $650,000 "," $657,364 "," $7,364 "
" $619,900 "," $626,673 "," $6,773 "
" $619,000 "," $626,479 "," $7,479 "
" $615,000 "," $622,257 "," $7,257 "
" $575,000 "," $582,939 "," $7,939 "
" $565,000 "," $572,075 "," $7,075 "
" $549,000 "," $556,424 "," $7,424 "
" $543,000 "," $550,949 "," $7,949 "
" $525,000 "," $532,350 "," $7,350 "
" $430,700 "," $438,408 "," $7,708 "
" $420,000 "," $427,316 "," $7,316 "
" $419,000 "," $426,950 "," $7,950 "
" $379,000 "," $386,497 "," $7,497 "
" $374,500 "," $382,559 "," $8,059 "
" $360,000 "," $368,019 "," $8,019 "
" $359,000 "," $365,837 "," $6,837 "
" $999,000 "," $1,006,215 "," $7,215 "
" $999,000 "," $1,006,215 "," $7,215 "
" $975,000 "," $982,543 "," $7,543 "
" $969,000 "," $975,624 "," $6,624 "
" $969,000 "," $976,272 "," $7,272 "
" $949,900 "," $957,296 "," $7,396 "
" $949,000 "," $956,336 "," $7,336 "
" $900,000 "," $906,714 "," $6,714 "
" $900,000 "," $906,907 "," $6,907 "
" $900,000 "," $907,648 "," $7,648 "
" $899,000 "," $905,941 "," $6,941 "
" $899,000 "," $906,008 "," $7,008 "
" $895,000 "," $901,762 "," $6,762 "
" $895,000 "," $902,014 "," $7,014 "
" $890,000 "," $897,227 "," $7,227 "
" $880,000 "," $887,583 "," $7,583 "
" $879,000 "," $886,644 "," $7,644 "
" $875,000 "," $882,725 "," $7,725 "
" $869,000 "," $875,893 "," $6,893 "
" $859,900 "," $866,908 "," $7,008 "
" $535,000 "," $541,830 "," $6,830 "
" $535,000 "," $541,886 "," $6,886 "
" $535,000 "," $542,442 "," $7,442 "
" $534,900 "," $542,359 "," $7,459 "
" $528,000 "," $534,924 "," $6,924 "
" $519,900 "," $527,523 "," $7,623 "
" $519,900 "," $527,360 "," $7,460 "
" $514,500 "," $521,912 "," $7,412 "
" $499,950 "," $506,710 "," $6,760 "
" $499,900 "," $507,479 "," $7,579 "
" $499,000 "," $506,621 "," $7,621 "
" $499,000 "," $506,621 "," $7,621 "
" $488,000 "," $495,841 "," $7,841 "
" $485,000 "," $493,066 "," $8,066 "
" $480,000 "," $486,928 "," $6,928 "
" $480,000 "," $487,467 "," $7,467 "
" $476,000 "," $483,056 "," $7,056 "
" $465,000 "," $472,393 "," $7,393 "
" $465,000 "," $472,531 "," $7,531 "
" $465,000 "," $472,531 "," $7,531 "
" $149,900 "," $157,595 "," $7,695 "
" $129,500 "," $137,304 "," $7,804 "
" $44,500 "," $52,347 "," $7,847 "
" $1,525,000 "," $1,530,932 "," $5,932 "
" $1,099,000 "," $1,105,858 "," $6,858 "
" $999,000 "," $1,005,211 "," $6,211 "
" $989,000 "," $996,463 "," $7,463 "
" $860,000 "," $867,958 "," $7,958 "
" $859,000 "," $866,206 "," $7,206 "
" $829,000 "," $836,367 "," $7,367 "
" $750,000 "," $757,037 "," $7,037 "
" $679,000 "," $686,313 "," $7,313 "
" $649,900 "," $657,358 "," $7,458 "
" $575,000 "," $582,420 "," $7,420 "
" $499,900 "," $507,562 "," $7,662 "
" $499,000 "," $506,426 "," $7,426 "
" $424,000 "," $432,052 "," $8,052 "
" $440,000 "," $448,069 "," $8,069 "
" $370,000 "," $376,965 "," $6,965 "
" $349,999 "," $357,927 "," $7,928 "
" $259,500 "," $267,377 "," $7,877 "
" $215,000 "," $222,994 "," $7,994 "
" $999,950 "," $1,007,778 "," $7,828 "
" $295,600 "," $303,106 "," $7,506 "
" $1,800,000 "," $1,806,966 "," $6,966 "
" $7,695,000 "," $7,700,485 "," $5,485 "
" $7,295,000 "," $7,301,385 "," $6,385 "
" $7,295,000 "," $7,302,193 "," $7,193 "
" $5,000,000 "," $5,006,681 "," $6,681 "
" $4,195,000 "," $4,201,616 "," $6,616 "
" $3,300,000 "," $3,307,090 "," $7,090 "
" $3,000,000 "," $3,005,948 "," $5,948 "
" $2,999,000 "," $3,004,361 "," $5,361 "
" $2,995,000 "," $3,001,795 "," $6,795 "
" $2,898,000 "," $2,903,646 "," $5,646 "
" $649,000 "," $656,507 "," $7,507 "
" $648,800 "," $656,066 "," $7,266 "
" $634,900 "," $642,464 "," $7,564 "
" $629,900 "," $637,167 "," $7,267 "
" $629,900 "," $637,511 "," $7,611 "
" $629,000 "," $636,080 "," $7,080 "
" $629,000 "," $636,284 "," $7,284 "
" $625,000 "," $632,718 "," $7,718 "
" $609,900 "," $616,637 "," $6,737 "
" $609,900 "," $617,571 "," $7,671 "
" $599,000 "," $606,143 "," $7,143 "
" $595,000 "," $601,658 "," $6,658 "
" $595,000 "," $601,658 "," $6,658 "
" $594,000 "," $601,332 "," $7,332 "
" $585,000 "," $591,847 "," $6,847 "
" $585,000 "," $591,984 "," $6,984 "
" $585,000 "," $592,682 "," $7,682 "
" $575,000 "," $582,206 "," $7,206 "
" $559,900 "," $567,194 "," $7,294 "
" $550,000 "," $557,668 "," $7,668 "
" $239,900 "," $247,426 "," $7,526 "
" $220,000 "," $227,830 "," $7,830 "
" $219,900 "," $227,730 "," $7,830 "
" $215,000 "," $222,890 "," $7,890 "
" $209,999 "," $217,796 "," $7,797 "
" $205,000 "," $213,005 "," $8,005 "
" $189,000 "," $196,813 "," $7,813 "
" $185,000 "," $192,563 "," $7,563 "
" $180,000 "," $187,733 "," $7,733 "
" $160,000 "," $168,046 "," $8,046 "
" $159,000 "," $167,253 "," $8,253 "
" $155,000 "," $163,027 "," $8,027 "
" $139,900 "," $147,855 "," $7,955 "
" $139,900 "," $147,809 "," $7,909 "
" $136,000 "," $143,477 "," $7,477 "
" $125,000 "," $132,876 "," $7,876 "
" $100,000 "," $108,338 "," $8,338 "
" $649,900 "," $657,515 "," $7,615 "
" $649,000 "," $656,144 "," $7,144 "
" $625,000 "," $632,350 "," $7,350 "
" $619,000 "," $626,774 "," $7,774 "
" $598,800 "," $606,255 "," $7,455 "
" $584,500 "," $591,750 "," $7,250 "
" $575,000 "," $582,309 "," $7,309 "
" $517,500 "," $525,033 "," $7,533 "
" $499,999 "," $507,615 "," $7,616 "
" $499,900 "," $507,543 "," $7,643 "
" $459,000 "," $466,459 "," $7,459 "
" $450,000 "," $457,602 "," $7,602 "
" $449,000 "," $457,176 "," $8,176 "
" $415,000 "," $422,897 "," $7,897 "
" $399,000 "," $406,622 "," $7,622 "
" $390,000 "," $397,321 "," $7,321 "
" $389,900 "," $397,821 "," $7,921 "
" $389,000 "," $396,797 "," $7,797 "
" $385,000 "," $391,959 "," $6,959 "
" $379,900 "," $387,425 "," $7,525 "
" $949,900 "," $957,039 "," $7,139 "
" $949,900 "," $957,086 "," $7,186 "
" $939,000 "," $945,770 "," $6,770 "
" $929,900 "," $937,189 "," $7,289 "
" $899,800 "," $906,729 "," $6,929 "
" $899,000 "," $905,812 "," $6,812 "
" $898,000 "," $905,558 "," $7,558 "
" $890,000 "," $897,051 "," $7,051 "
" $890,000 "," $897,051 "," $7,051 "
" $889,000 "," $896,519 "," $7,519 "
" $882,000 "," $889,437 "," $7,437 "
" $882,000 "," $889,437 "," $7,437 "
" $875,000 "," $881,648 "," $6,648 "
" $875,000 "," $882,375 "," $7,375 "
" $869,000 "," $876,200 "," $7,200 "
" $850,000 "," $857,320 "," $7,320 "
" $850,000 "," $857,320 "," $7,320 "
" $815,000 "," $822,536 "," $7,536 "
" $799,950 "," $807,741 "," $7,791 "
" $799,900 "," $806,954 "," $7,054 "
" $395,000 "," $402,322 "," $7,322 "
" $390,000 "," $397,326 "," $7,326 "
" $389,900 "," $397,452 "," $7,552 "
" $385,000 "," $392,632 "," $7,632 "
" $369,900 "," $377,385 "," $7,485 "
" $369,900 "," $377,385 "," $7,485 "
" $350,000 "," $358,121 "," $8,121 "
" $334,000 "," $341,428 "," $7,428 "
" $333,000 "," $340,341 "," $7,341 "
" $329,000 "," $336,277 "," $7,277 "
" $325,000 "," $332,900 "," $7,900 "
" $324,000 "," $331,610 "," $7,610 "
" $319,900 "," $327,346 "," $7,446 "
" $300,000 "," $307,162 "," $7,162 "
" $299,900 "," $307,686 "," $7,786 "
" $299,000 "," $306,711 "," $7,711 "
" $295,000 "," $302,686 "," $7,686 "
" $290,000 "," $297,379 "," $7,379 "
" $289,750 "," $297,571 "," $7,821 "
" $285,000 "," $292,938 "," $7,938 "
" $1,495,000 "," $1,501,742 "," $6,742 "
" $1,495,000 "," $1,502,314 "," $7,314 "
" $1,355,000 "," $1,360,511 "," $5,511 "
" $1,199,000 "," $1,206,427 "," $7,427 "
" $1,199,000 "," $1,206,525 "," $7,525 "
" $1,099,000 "," $1,105,999 "," $6,999 "
" $1,074,900 "," $1,082,286 "," $7,386 "
" $1,051,000 "," $1,057,564 "," $6,564 "
" $999,000 "," $1,006,703 "," $7,703 "
" $998,000 "," $1,004,995 "," $6,995 "
" $989,000 "," $996,372 "," $7,372 "
" $908,000 "," $915,359 "," $7,359 "
" $879,500 "," $886,910 "," $7,410 "
" $789,500 "," $796,481 "," $6,981 "
" $724,888 "," $732,372 "," $7,484 "
" $659,900 "," $667,008 "," $7,108 "
" $650,000 "," $657,219 "," $7,219 "
" $649,500 "," $656,976 "," $7,476 "
" $610,000 "," $617,913 "," $7,913 "
" $1,300,000 "," $1,306,913 "," $6,913 "
" $1,299,000 "," $1,306,435 "," $7,435 "
" $1,275,000 "," $1,281,798 "," $6,798 "
" $1,200,000 "," $1,206,503 "," $6,503 "
" $1,185,000 "," $1,192,629 "," $7,629 "
" $1,159,800 "," $1,166,519 "," $6,719 "
" $1,158,000 "," $1,165,309 "," $7,309 "
" $1,100,000 "," $1,107,162 "," $7,162 "
" $1,090,000 "," $1,096,813 "," $6,813 "
" $1,075,000 "," $1,081,893 "," $6,893 "
" $1,049,000 "," $1,056,507 "," $7,507 "
" $987,000 "," $994,172 "," $7,172 "
" $940,000 "," $946,955 "," $6,955 "
" $938,000 "," $945,350 "," $7,350 "
" $910,000 "," $917,366 "," $7,366 "
" $899,500 "," $907,551 "," $8,051 "
" $899,000 "," $905,720 "," $6,720 "
" $892,900 "," $899,789 "," $6,889 "
" $869,900 "," $877,065 "," $7,165 "
" $839,000 "," $845,839 "," $6,839 "
" $399,000 "," $406,286 "," $7,286 "
" $399,000 "," $406,286 "," $7,286 "
" $399,000 "," $406,808 "," $7,808 "
" $398,900 "," $406,455 "," $7,555 "
" $395,000 "," $401,990 "," $6,990 "
" $385,000 "," $392,673 "," $7,673 "
" $385,000 "," $392,609 "," $7,609 "
" $385,000 "," $392,609 "," $7,609 "
" $379,999 "," $387,538 "," $7,539 "
" $374,900 "," $382,513 "," $7,613 "
" $369,000 "," $376,366 "," $7,366 "
" $364,900 "," $372,294 "," $7,394 "
" $359,900 "," $366,917 "," $7,017 "
" $359,000 "," $366,774 "," $7,774 "
" $350,000 "," $357,447 "," $7,447 "
" $349,000 "," $356,720 "," $7,720 "
" $349,000 "," $356,632 "," $7,632 "
" $349,000 "," $356,715 "," $7,715 "
" $345,000 "," $352,606 "," $7,606 "
" $344,900 "," $352,526 "," $7,626 "
" $525,000 "," $531,916 "," $6,916 "
" $514,950 "," $522,652 "," $7,702 "
" $278,000 "," $285,907 "," $7,907 "
" $225,000 "," $233,151 "," $8,151 "
" $195,000 "," $202,793 "," $7,793 "
" $827,500 "," $834,174 "," $6,674 "
" $5,775,000 "," $5,781,440 "," $6,440 "
" $3,498,000 "," $3,504,886 "," $6,886 "
" $3,498,000 "," $3,504,886 "," $6,886 "
" $2,999,000 "," $3,004,754 "," $5,754 "
" $2,635,000 "," $2,640,366 "," $5,366 "
" $2,450,000 "," $2,455,748 "," $5,748 "
" $2,350,000 "," $2,357,006 "," $7,006 "
" $1,725,000 "," $1,731,230 "," $6,230 "
" $1,495,000 "," $1,502,052 "," $7,052 "
" $1,375,000 "," $1,381,995 "," $6,995 "
" $1,300,000 "," $1,306,809 "," $6,809 "
" $1,299,000 "," $1,306,666 "," $7,666 "
" $1,949,000 "," $1,956,260 "," $7,260 "
" $1,795,000 "," $1,801,905 "," $6,905 "
" $1,595,000 "," $1,602,448 "," $7,448 "
" $1,449,000 "," $1,456,562 "," $7,562 "
" $1,300,000 "," $1,306,506 "," $6,506 "
" $999,000 "," $1,006,504 "," $7,504 "
" $998,000 "," $1,004,668 "," $6,668 "
" $975,000 "," $982,958 "," $7,958 "
" $879,000 "," $886,067 "," $7,067 "
" $850,000 "," $857,568 "," $7,568 "
" $850,000 "," $857,738 "," $7,738 "
" $799,000 "," $805,319 "," $6,319 "
" $698,500 "," $706,444 "," $7,944 "
" $650,000 "," $657,615 "," $7,615 "
" $639,000 "," $645,827 "," $6,827 "
" $569,500 "," $576,887 "," $7,387 "
" $529,000 "," $537,099 "," $8,099 "
" $455,000 "," $463,091 "," $8,091 "
" $449,900 "," $457,397 "," $7,497 "
" $339,000 "," $346,817 "," $7,817 "
" $327,500 "," $334,774 "," $7,274 "
" $320,000 "," $327,827 "," $7,827 "
" $285,999 "," $293,561 "," $7,562 "
" $279,900 "," $287,348 "," $7,448 "
" $269,990 "," $277,870 "," $7,880 "
" $268,900 "," $276,818 "," $7,918 "
" $265,000 "," $272,685 "," $7,685 "
" $258,000 "," $265,826 "," $7,826 "
" $249,370 "," $257,074 "," $7,704 "
" $230,000 "," $237,869 "," $7,869 "
" $230,000 "," $237,869 "," $7,869 "
" $224,900 "," $232,806 "," $7,906 "
" $220,000 "," $227,734 "," $7,734 "
" $215,000 "," $222,747 "," $7,747 "
" $209,900 "," $217,610 "," $7,710 "
" $195,000 "," $202,918 "," $7,918 "
" $179,900 "," $187,792 "," $7,892 "
" $179,900 "," $187,792 "," $7,892 "
" $175,000 "," $182,920 "," $7,920 "
" $1,925,000 "," $1,930,941 "," $5,941 "
" $1,695,000 "," $1,700,746 "," $5,746 "
" $1,649,000 "," $1,654,974 "," $5,974 "
" $1,649,000 "," $1,654,974 "," $5,974 "
" $1,629,000 "," $1,636,576 "," $7,576 "
" $1,570,000 "," $1,577,130 "," $7,130 "
" $1,425,000 "," $1,431,364 "," $6,364 "
" $1,399,900 "," $1,405,742 "," $5,842 "
" $1,399,000 "," $1,405,587 "," $6,587 "
" $1,295,000 "," $1,301,406 "," $6,406 "
" $1,165,000 "," $1,172,513 "," $7,513 "
" $1,125,800 "," $1,132,860 "," $7,060 "
" $1,099,000 "," $1,106,228 "," $7,228 "
" $1,098,000 "," $1,105,370 "," $7,370 "
" $1,025,000 "," $1,032,399 "," $7,399 "
" $999,000 "," $1,005,798 "," $6,798 "
" $995,000 "," $1,002,783 "," $7,783 "
" $990,000 "," $996,596 "," $6,596 "
" $989,000 "," $996,480 "," $7,480 "
" $963,888 "," $971,495 "," $7,607 "
" $5,375,000 "," $5,381,512 "," $6,512 "
" $4,698,000 "," $4,704,327 "," $6,327 "
" $3,998,000 "," $4,004,082 "," $6,082 "
" $3,895,000 "," $3,901,883 "," $6,883 "
" $3,750,000 "," $3,756,027 "," $6,027 "
" $3,599,000 "," $3,604,725 "," $5,725 "
" $3,580,000 "," $3,584,212 "," $4,212 "
" $3,175,000 "," $3,182,004 "," $7,004 "
" $3,149,999 "," $3,156,573 "," $6,574 "
" $3,130,000 "," $3,135,083 "," $5,083 "
" $2,999,999 "," $3,004,964 "," $4,965 "
" $2,875,000 "," $2,882,364 "," $7,364 "
" $2,300,888 "," $2,308,033 "," $7,145 "
" $2,300,888 "," $2,308,033 "," $7,145 "
" $2,295,000 "," $2,302,115 "," $7,115 "
" $2,288,000 "," $2,293,921 "," $5,921 "
" $2,199,000 "," $2,205,063 "," $6,063 "
" $2,190,000 "," $2,196,602 "," $6,602 "
" $2,100,000 "," $2,105,462 "," $5,462 "
" $1,899,000 "," $1,906,570 "," $7,570 "
" $775,000 "," $781,995 "," $6,995 "
" $769,000 "," $776,176 "," $7,176 "
" $769,000 "," $777,027 "," $8,027 "
" $759,000 "," $766,631 "," $7,631 "
" $749,900 "," $756,698 "," $6,798 "
" $739,000 "," $745,943 "," $6,943 "
" $739,000 "," $745,999 "," $6,999 "
" $735,000 "," $742,582 "," $7,582 "
" $730,000 "," $737,580 "," $7,580 "
" $725,000 "," $731,743 "," $6,743 "
" $718,000 "," $725,638 "," $7,638 "
" $706,000 "," $713,033 "," $7,033 "
" $699,000 "," $705,541 "," $6,541 "
" $699,000 "," $706,094 "," $7,094 "
" $699,000 "," $706,094 "," $7,094 "
" $699,000 "," $706,284 "," $7,284 "
" $695,000 "," $701,853 "," $6,853 "
" $689,990 "," $697,155 "," $7,165 "
" $689,000 "," $696,461 "," $7,461 "
" $689,000 "," $696,608 "," $7,608 "
" $444,900 "," $452,010 "," $7,110 "
" $444,000 "," $451,288 "," $7,288 "
" $439,900 "," $447,213 "," $7,313 "
" $439,900 "," $447,389 "," $7,489 "
" $435,000 "," $442,352 "," $7,352 "
" $434,999 "," $442,234 "," $7,235 "
" $434,900 "," $442,381 "," $7,481 "
" $429,999 "," $437,511 "," $7,512 "
" $429,950 "," $437,165 "," $7,215 "
" $427,500 "," $434,457 "," $6,957 "
" $425,000 "," $432,168 "," $7,168 "
" $420,000 "," $427,373 "," $7,373 "
" $419,900 "," $427,737 "," $7,837 "
" $419,000 "," $426,208 "," $7,208 "
" $419,000 "," $426,208 "," $7,208 "
" $419,000 "," $426,125 "," $7,125 "
" $419,000 "," $426,728 "," $7,728 "
" $405,000 "," $411,923 "," $6,923 "
" $405,000 "," $412,388 "," $7,388 "
" $405,000 "," $412,389 "," $7,389 "
" $129,900 "," $137,904 "," $8,004 "
" $128,000 "," $136,006 "," $8,006 "
" $119,000 "," $126,998 "," $7,998 "
" $109,900 "," $118,058 "," $8,158 "
" $1,600,000 "," $1,606,446 "," $6,446 "
" $1,185,000 "," $1,191,949 "," $6,949 "
" $1,080,000 "," $1,086,820 "," $6,820 "
" $810,000 "," $816,450 "," $6,450 "
" $798,888 "," $806,171 "," $7,283 "
" $749,900 "," $756,738 "," $6,838 "
" $730,000 "," $737,686 "," $7,686 "
" $688,000 "," $694,682 "," $6,682 "
" $619,800 "," $626,969 "," $7,169 "
" $599,000 "," $606,628 "," $7,628 "
" $569,000 "," $576,503 "," $7,503 "
" $549,000 "," $556,595 "," $7,595 "
" $459,999 "," $466,979 "," $6,980 "
" $399,000 "," $406,778 "," $7,778 "
" $385,000 "," $392,719 "," $7,719 "
" $379,000 "," $386,864 "," $7,864 "
" $369,900 "," $377,138 "," $7,238 "
" $350,000 "," $357,809 "," $7,809 "
" $309,900 "," $317,236 "," $7,336 "
" $270,000 "," $277,637 "," $7,637 "
" $269,900 "," $277,639 "," $7,739 "
" $240,000 "," $247,659 "," $7,659 "
" $195,000 "," $203,102 "," $8,102 "
" $155,000 "," $162,942 "," $7,942 "
" $70,000 "," $77,534 "," $7,534 "
" $70,000 "," $77,966 "," $7,966 "
" $55,000 "," $63,053 "," $8,053 "
" $50,000 "," $58,049 "," $8,049 "
" $839,000 "," $846,203 "," $7,203 "
" $839,000 "," $846,203 "," $7,203 "
" $835,000 "," $842,269 "," $7,269 "
" $829,900 "," $836,534 "," $6,634 "
" $819,900 "," $827,152 "," $7,252 "
" $819,000 "," $826,458 "," $7,458 "
" $817,000 "," $824,305 "," $7,305 "
" $799,000 "," $806,185 "," $7,185 "
" $799,000 "," $806,433 "," $7,433 "
" $799,000 "," $806,433 "," $7,433 "
" $788,000 "," $795,496 "," $7,496 "
" $780,000 "," $785,843 "," $5,843 "
" $779,000 "," $786,247 "," $7,247 "
" $777,000 "," $784,387 "," $7,387 "
" $774,999 "," $782,550 "," $7,551 "
" $750,000 "," $757,250 "," $7,250 "
" $749,900 "," $757,189 "," $7,289 "
" $749,000 "," $755,854 "," $6,854 "
" $741,900 "," $749,209 "," $7,309 "
" $739,000 "," $746,420 "," $7,420 "
" $367,000 "," $374,598 "," $7,598 "
" $365,000 "," $372,373 "," $7,373 "
" $360,000 "," $367,271 "," $7,271 "
" $355,000 "," $362,485 "," $7,485 "
" $349,900 "," $357,673 "," $7,773 "
" $344,000 "," $351,677 "," $7,677 "
" $340,000 "," $347,842 "," $7,842 "
" $339,900 "," $347,194 "," $7,294 "
" $339,900 "," $347,455 "," $7,555 "
" $334,990 "," $342,217 "," $7,227 "
" $329,800 "," $337,428 "," $7,628 "
" $325,000 "," $332,451 "," $7,451 "
" $324,950 "," $332,514 "," $7,564 "
" $324,900 "," $331,953 "," $7,053 "
" $320,000 "," $327,541 "," $7,541 "
" $318,900 "," $326,285 "," $7,385 "
" $304,900 "," $312,592 "," $7,692 "
" $298,000 "," $305,809 "," $7,809 "
" $294,963 "," $302,570 "," $7,607 "
" $272,000 "," $279,497 "," $7,497 "
" $799,000 "," $806,418 "," $7,418 "
" $775,000 "," $782,788 "," $7,788 "
" $749,000 "," $756,332 "," $7,332 "
" $745,000 "," $752,259 "," $7,259 "
" $735,000 "," $742,497 "," $7,497 "
" $725,000 "," $732,336 "," $7,336 "
" $699,000 "," $706,222 "," $7,222 "
" $649,900 "," $657,307 "," $7,407 "
" $639,900 "," $647,521 "," $7,621 "
" $629,000 "," $636,505 "," $7,505 "
" $595,900 "," $603,176 "," $7,276 "
" $595,000 "," $602,263 "," $7,263 "
" $492,500 "," $500,500 "," $8,000 "
" $475,000 "," $482,175 "," $7,175 "
" $450,000 "," $456,899 "," $6,899 "
" $425,000 "," $432,611 "," $7,611 "
" $419,900 "," $426,788 "," $6,888 "
" $409,900 "," $417,062 "," $7,162 "
" $399,000 "," $406,621 "," $7,621 "
" $899,000 "," $906,838 "," $7,838 "
" $898,000 "," $905,126 "," $7,126 "
" $898,000 "," $905,126 "," $7,126 "
" $879,000 "," $886,165 "," $7,165 "
