Actual,Predicted,Deviation
" $875,000 "," $881,748 "," $6,748 "
" $870,000 "," $877,141 "," $7,141 "
" $849,000 "," $856,299 "," $7,299 "
" $849,000 "," $856,767 "," $7,767 "
" $838,000 "," $845,173 "," $7,173 "
" $824,900 "," $832,046 "," $7,146 "
" $810,000 "," $816,983 "," $6,983 "
" $810,000 "," $816,983 "," $6,983 "
" $799,900 "," $807,284 "," $7,384 "
" $799,000 "," $806,470 "," $7,470 "
" $795,000 "," $802,308 "," $7,308 "
" $789,000 "," $795,423 "," $6,423 "
" $775,000 "," $782,564 "," $7,564 "
" $759,000 "," $766,485 "," $7,485 "
" $759,000 "," $766,485 "," $7,485 "
" $750,000 "," $757,442 "," $7,442 "
" $349,000 "," $356,632 "," $7,632 "
" $337,000 "," $344,770 "," $7,770 "
" $329,000 "," $336,535 "," $7,535 "
" $325,000 "," $332,585 "," $7,585 "
" $325,000 "," $332,915 "," $7,915 "
" $315,000 "," $322,222 "," $7,222 "
" $315,000 "," $322,511 "," $7,511 "
" $314,900 "," $322,395 "," $7,495 "
" $299,900 "," $307,507 "," $7,607 "
" $295,000 "," $302,841 "," $7,841 "
" $289,900 "," $297,682 "," $7,782 "
" $285,000 "," $292,461 "," $7,461 "
" $285,000 "," $292,985 "," $7,985 "
" $275,000 "," $282,595 "," $7,595 "
" $274,000 "," $281,488 "," $7,488 "
" $265,000 "," $272,397 "," $7,397 "
" $260,000 "," $267,779 "," $7,779 "
" $250,000 "," $257,702 "," $7,702 "
" $249,900 "," $257,778 "," $7,878 "
" $249,900 "," $257,693 "," $7,793 "
" $859,900 "," $866,746 "," $6,846 "
" $859,000 "," $866,021 "," $7,021 "
" $858,985 "," $866,170 "," $7,185 "
" $799,000 "," $806,792 "," $7,792 "
" $710,000 "," $717,166 "," $7,166 "
" $680,000 "," $687,576 "," $7,576 "
" $595,000 "," $602,803 "," $7,803 "
" $555,000 "," $562,541 "," $7,541 "
" $549,000 "," $557,010 "," $8,010 "
" $538,800 "," $546,914 "," $8,114 "
" $535,000 "," $543,010 "," $8,010 "
" $499,000 "," $506,695 "," $7,695 "
" $495,000 "," $502,552 "," $7,552 "
" $450,000 "," $458,135 "," $8,135 "
" $449,900 "," $457,811 "," $7,911 "
" $445,000 "," $452,192 "," $7,192 "
" $439,000 "," $445,977 "," $6,977 "
" $727,000 "," $732,990 "," $5,990 "
" $725,000 "," $731,996 "," $6,996 "
" $685,000 "," $692,295 "," $7,295 "
" $680,000 "," $687,398 "," $7,398 "
" $675,000 "," $682,036 "," $7,036 "
" $674,500 "," $681,058 "," $6,558 "
" $665,000 "," $672,808 "," $7,808 "
" $639,000 "," $646,266 "," $7,266 "
" $639,000 "," $646,667 "," $7,667 "
" $639,000 "," $646,667 "," $7,667 "
" $630,000 "," $637,262 "," $7,262 "
" $629,900 "," $637,233 "," $7,333 "
" $628,000 "," $634,778 "," $6,778 "
" $625,000 "," $631,950 "," $6,950 "
" $600,000 "," $607,607 "," $7,607 "
" $599,980 "," $607,035 "," $7,055 "
" $599,900 "," $606,869 "," $6,969 "
" $599,000 "," $606,335 "," $7,335 "
" $589,000 "," $595,626 "," $6,626 "
" $589,000 "," $596,548 "," $7,548 "
" $650,000 "," $657,553 "," $7,553 "
" $575,000 "," $582,608 "," $7,608 "
" $559,000 "," $566,580 "," $7,580 "
" $479,000 "," $486,707 "," $7,707 "
" $419,900 "," $427,090 "," $7,190 "
" $410,000 "," $417,090 "," $7,090 "
" $400,000 "," $407,522 "," $7,522 "
" $259,000 "," $266,714 "," $7,714 "
" $229,000 "," $236,710 "," $7,710 "
" $219,900 "," $227,991 "," $8,091 "
" $1,335,000 "," $1,341,465 "," $6,465 "
" $1,048,000 "," $1,054,493 "," $6,493 "
" $895,000 "," $901,881 "," $6,881 "
" $785,000 "," $792,099 "," $7,099 "
" $595,000 "," $602,104 "," $7,104 "
" $525,000 "," $532,538 "," $7,538 "
" $295,000 "," $302,197 "," $7,197 "
" $289,500 "," $297,158 "," $7,658 "
" $279,500 "," $287,056 "," $7,556 "
" $269,900 "," $277,367 "," $7,467 "
" $265,000 "," $272,869 "," $7,869 "
" $265,000 "," $272,663 "," $7,663 "
" $265,000 "," $272,663 "," $7,663 "
" $245,000 "," $252,801 "," $7,801 "
" $235,000 "," $242,794 "," $7,794 "
" $234,900 "," $242,804 "," $7,904 "
" $229,000 "," $236,710 "," $7,710 "
" $199,000 "," $206,752 "," $7,752 "
" $195,000 "," $202,574 "," $7,574 "
" $155,000 "," $163,249 "," $8,249 "
" $118,500 "," $126,399 "," $7,899 "
" $525,000 "," $532,363 "," $7,363 "
" $420,000 "," $427,789 "," $7,789 "
" $418,000 "," $425,770 "," $7,770 "
" $1,425,000 "," $1,432,246 "," $7,246 "
" $1,299,000 "," $1,306,322 "," $7,322 "
" $1,299,000 "," $1,306,322 "," $7,322 "
" $1,299,000 "," $1,306,823 "," $7,823 "
" $1,290,000 "," $1,297,061 "," $7,061 "
" $1,250,000 "," $1,257,257 "," $7,257 "
" $679,000 "," $686,602 "," $7,602 "
" $599,000 "," $606,616 "," $7,616 "
" $597,000 "," $604,315 "," $7,315 "
" $555,000 "," $562,382 "," $7,382 "
" $485,000 "," $492,380 "," $7,380 "
" $479,500 "," $487,461 "," $7,961 "
" $425,000 "," $432,744 "," $7,744 "
" $115,000 "," $123,304 "," $8,304 "
" $275,000 "," $282,724 "," $7,724 "
" $799,000 "," $806,957 "," $7,957 "
" $475,000 "," $482,546 "," $7,546 "
" $1,200,000 "," $1,207,786 "," $7,786 "
" $1,099,999 "," $1,107,630 "," $7,631 "
" $950,000 "," $957,323 "," $7,323 "
" $899,900 "," $907,341 "," $7,441 "
" $718,000 "," $725,713 "," $7,713 "
" $705,000 "," $711,837 "," $6,837 "
" $679,000 "," $686,675 "," $7,675 "
" $650,000 "," $657,219 "," $7,219 "
" $650,000 "," $657,222 "," $7,222 "
" $495,000 "," $502,641 "," $7,641 "
" $485,000 "," $492,268 "," $7,268 "
" $479,000 "," $485,897 "," $6,897 "
" $479,000 "," $487,004 "," $8,004 "
" $439,000 "," $446,565 "," $7,565 "
" $419,500 "," $427,383 "," $7,883 "
" $389,500 "," $396,234 "," $6,734 "
" $375,000 "," $382,798 "," $7,798 "
" $359,900 "," $367,429 "," $7,529 "
" $330,000 "," $337,771 "," $7,771 "
" $299,900 "," $307,686 "," $7,786 "
" $299,000 "," $306,803 "," $7,803 "
" $295,000 "," $303,078 "," $8,078 "
" $279,950 "," $287,846 "," $7,896 "
" $264,900 "," $272,968 "," $8,068 "
" $254,900 "," $262,382 "," $7,482 "
" $669,000 "," $676,055 "," $7,055 "
" $650,000 "," $657,102 "," $7,102 "
" $649,900 "," $656,714 "," $6,814 "
" $625,000 "," $632,336 "," $7,336 "
" $625,000 "," $632,594 "," $7,594 "
" $620,000 "," $626,533 "," $6,533 "
" $619,000 "," $626,040 "," $7,040 "
" $619,000 "," $626,614 "," $7,614 "
" $618,000 "," $625,502 "," $7,502 "
" $615,000 "," $622,421 "," $7,421 "
" $609,950 "," $617,380 "," $7,430 "
" $600,000 "," $606,625 "," $6,625 "
" $599,000 "," $606,663 "," $7,663 "
" $599,000 "," $607,011 "," $8,011 "
" $599,000 "," $606,768 "," $7,768 "
" $599,000 "," $606,768 "," $7,768 "
" $595,000 "," $602,871 "," $7,871 "
" $589,000 "," $596,515 "," $7,515 "
" $589,000 "," $596,389 "," $7,389 "
" $588,000 "," $595,720 "," $7,720 "
" $250,000 "," $257,616 "," $7,616 "
" $249,000 "," $256,872 "," $7,872 "
" $249,000 "," $257,054 "," $8,054 "
" $239,900 "," $247,729 "," $7,829 "
" $239,900 "," $247,932 "," $8,032 "
" $239,000 "," $246,788 "," $7,788 "
" $225,500 "," $233,021 "," $7,521 "
" $219,800 "," $227,589 "," $7,789 "
" $214,900 "," $222,618 "," $7,718 "
" $207,000 "," $214,797 "," $7,797 "
" $195,000 "," $202,906 "," $7,906 "
" $194,500 "," $202,240 "," $7,740 "
" $182,000 "," $189,474 "," $7,474 "
" $180,000 "," $187,802 "," $7,802 "
" $175,000 "," $182,978 "," $7,978 "
" $173,000 "," $181,105 "," $8,105 "
" $152,000 "," $159,954 "," $7,954 "
" $146,000 "," $153,674 "," $7,674 "
" $138,500 "," $146,307 "," $7,807 "
" $624,000 "," $631,712 "," $7,712 "
" $617,500 "," $625,304 "," $7,804 "
" $599,999 "," $607,457 "," $7,458 "
" $595,000 "," $602,614 "," $7,614 "
" $525,000 "," $532,697 "," $7,697 "
" $499,000 "," $506,671 "," $7,671 "
" $475,000 "," $482,384 "," $7,384 "
" $437,000 "," $444,796 "," $7,796 "
" $430,000 "," $437,514 "," $7,514 "
" $369,900 "," $377,172 "," $7,272 "
" $364,900 "," $372,113 "," $7,213 "
" $315,500 "," $323,008 "," $7,508 "
" $315,000 "," $322,576 "," $7,576 "
" $315,000 "," $322,581 "," $7,581 "
" $290,000 "," $297,309 "," $7,309 "
" $285,000 "," $292,615 "," $7,615 "
" $270,000 "," $277,662 "," $7,662 "
" $225,000 "," $232,726 "," $7,726 "
" $199,000 "," $207,111 "," $8,111 "
" $183,000 "," $191,132 "," $8,132 "
" $749,999 "," $757,610 "," $7,611 "
" $735,000 "," $742,856 "," $7,856 "
" $719,900 "," $727,108 "," $7,208 "
" $699,000 "," $705,847 "," $6,847 "
" $675,000 "," $682,435 "," $7,435 "
" $675,000 "," $682,772 "," $7,772 "
" $669,669 "," $676,875 "," $7,206 "
" $655,000 "," $662,007 "," $7,007 "
" $650,000 "," $657,746 "," $7,746 "
" $649,900 "," $657,383 "," $7,483 "
" $645,000 "," $651,923 "," $6,923 "
" $635,900 "," $643,568 "," $7,668 "
" $629,000 "," $636,315 "," $7,315 "
" $600,000 "," $607,118 "," $7,118 "
" $599,900 "," $607,053 "," $7,153 "
" $599,900 "," $607,096 "," $7,196 "
" $599,000 "," $606,738 "," $7,738 "
" $599,000 "," $606,841 "," $7,841 "
" $595,000 "," $602,963 "," $7,963 "
" $259,000 "," $266,505 "," $7,505 "
" $249,900 "," $257,517 "," $7,617 "
" $249,000 "," $256,635 "," $7,635 "
" $245,000 "," $252,848 "," $7,848 "
" $245,000 "," $252,848 "," $7,848 "
" $244,950 "," $252,724 "," $7,774 "
" $235,000 "," $242,585 "," $7,585 "
" $232,000 "," $239,351 "," $7,351 "
" $225,000 "," $232,554 "," $7,554 "
" $210,000 "," $217,923 "," $7,923 "
" $199,000 "," $206,891 "," $7,891 "
" $190,000 "," $197,899 "," $7,899 "
" $179,500 "," $187,160 "," $7,660 "
" $175,000 "," $182,929 "," $7,929 "
" $169,900 "," $177,643 "," $7,743 "
" $159,000 "," $166,860 "," $7,860 "
" $319,900 "," $327,680 "," $7,780 "
" $2,828,000 "," $2,834,730 "," $6,730 "
" $17,000,000 "," $17,001,898 "," $1,898 "
" $7,750,000 "," $7,756,967 "," $6,967 "
" $7,300,000 "," $7,305,553 "," $5,553 "
" $4,995,000 "," $5,000,913 "," $5,913 "
" $3,950,000 "," $3,955,869 "," $5,869 "
" $3,890,000 "," $3,894,707 "," $4,707 "
" $3,890,000 "," $3,894,707 "," $4,707 "
" $3,250,000 "," $3,254,368 "," $4,368 "
" $2,999,000 "," $3,005,485 "," $6,485 "
" $2,995,000 "," $3,002,342 "," $7,342 "
" $2,975,000 "," $2,981,877 "," $6,877 "
" $2,895,000 "," $2,902,077 "," $7,077 "
" $2,495,000 "," $2,501,261 "," $6,261 "
" $2,495,000 "," $2,502,130 "," $7,130 "
" $2,399,000 "," $2,404,598 "," $5,598 "
" $2,350,000 "," $2,357,275 "," $7,275 "
" $2,299,999 "," $2,306,353 "," $6,354 "
" $2,280,000 "," $2,286,795 "," $6,795 "
" $525,000 "," $531,985 "," $6,985 "
" $524,999 "," $532,239 "," $7,240 "
" $515,000 "," $521,917 "," $6,917 "
" $499,950 "," $507,523 "," $7,573 "
" $495,000 "," $502,306 "," $7,306 "
" $493,990 "," $501,461 "," $7,471 "
" $489,900 "," $496,814 "," $6,914 "
" $489,900 "," $496,814 "," $6,914 "
" $479,900 "," $486,862 "," $6,962 "
" $478,000 "," $485,156 "," $7,156 "
" $474,950 "," $482,658 "," $7,708 "
" $455,000 "," $462,261 "," $7,261 "
" $449,900 "," $456,970 "," $7,070 "
" $449,000 "," $456,470 "," $7,470 "
" $449,000 "," $456,682 "," $7,682 "
" $439,000 "," $446,949 "," $7,949 "
" $435,000 "," $442,479 "," $7,479 "
" $429,000 "," $436,390 "," $7,390 "
" $425,000 "," $432,216 "," $7,216 "
" $425,000 "," $432,216 "," $7,216 "
" $309,000 "," $316,753 "," $7,753 "
" $299,900 "," $307,803 "," $7,903 "
" $220,000 "," $227,679 "," $7,679 "
" $215,000 "," $222,987 "," $7,987 "
" $6,750,000 "," $6,756,251 "," $6,251 "
" $4,850,000 "," $4,855,982 "," $5,982 "
" $3,410,000 "," $3,417,380 "," $7,380 "
" $2,850,000 "," $2,857,396 "," $7,396 "
" $2,799,000 "," $2,804,578 "," $5,578 "
" $2,695,000 "," $2,702,522 "," $7,522 "
" $2,195,000 "," $2,200,463 "," $5,463 "
" $1,995,000 "," $2,001,549 "," $6,549 "
" $1,499,000 "," $1,506,027 "," $7,027 "
" $1,275,000 "," $1,282,060 "," $7,060 "
" $1,250,000 "," $1,257,284 "," $7,284 "
" $1,158,000 "," $1,165,302 "," $7,302 "
" $1,149,000 "," $1,155,994 "," $6,994 "
" $999,000 "," $1,006,107 "," $7,107 "
" $997,500 "," $1,004,196 "," $6,696 "
" $875,990 "," $883,343 "," $7,353 "
" $875,000 "," $882,055 "," $7,055 "
" $814,000 "," $821,378 "," $7,378 "
" $799,900 "," $807,235 "," $7,335 "
" $798,800 "," $805,557 "," $6,757 "
" $789,000 "," $796,687 "," $7,687 "
" $778,000 "," $785,492 "," $7,492 "
" $775,000 "," $782,253 "," $7,253 "
" $755,308 "," $762,609 "," $7,301 "
" $753,900 "," $761,211 "," $7,311 "
" $739,000 "," $746,709 "," $7,709 "
" $729,000 "," $736,361 "," $7,361 "
" $699,000 "," $706,621 "," $7,621 "
" $695,000 "," $702,574 "," $7,574 "
" $679,950 "," $686,745 "," $6,795 "
" $679,000 "," $686,426 "," $7,426 "
" $659,888 "," $666,747 "," $6,859 "
" $659,000 "," $665,890 "," $6,890 "
" $659,000 "," $666,236 "," $7,236 "
" $650,000 "," $657,079 "," $7,079 "
" $177,000 "," $184,741 "," $7,741 "
" $174,000 "," $181,701 "," $7,701 "
" $150,000 "," $158,044 "," $8,044 "
" $149,000 "," $157,045 "," $8,045 "
" $90,000 "," $98,046 "," $8,046 "
" $45,000 "," $53,252 "," $8,252 "
" $1,599,000 "," $1,605,915 "," $6,915 "
" $1,500,000 "," $1,505,717 "," $5,717 "
" $769,000 "," $775,928 "," $6,928 "
" $765,000 "," $772,039 "," $7,039 "
" $219,900 "," $227,548 "," $7,648 "
" $200,000 "," $207,949 "," $7,949 "
" $179,900 "," $187,779 "," $7,879 "
" $78,500 "," $86,288 "," $7,788 "
" $8,995,000 "," $8,999,198 "," $4,198 "
" $1,650,000 "," $1,656,988 "," $6,988 "
" $1,099,000 "," $1,106,170 "," $7,170 "
" $775,000 "," $782,111 "," $7,111 "
" $299,950 "," $307,283 "," $7,333 "
" $280,000 "," $287,281 "," $7,281 "
" $1,269,000 "," $1,276,161 "," $7,161 "
" $959,000 "," $965,968 "," $6,968 "
" $15,450,000 "," $15,453,880 "," $3,880 "
" $15,000,000 "," $15,002,847 "," $2,847 "
" $8,995,000 "," $8,999,198 "," $4,198 "
" $5,550,000 "," $5,555,491 "," $5,491 "
" $5,488,000 "," $5,493,772 "," $5,772 "
" $5,195,000 "," $5,200,426 "," $5,426 "
" $440,000 "," $446,875 "," $6,875 "
" $439,000 "," $445,977 "," $6,977 "
" $425,000 "," $432,229 "," $7,229 "
" $425,000 "," $432,229 "," $7,229 "
" $425,000 "," $432,533 "," $7,533 "
" $419,000 "," $426,278 "," $7,278 "
" $417,000 "," $424,133 "," $7,133 "
" $415,000 "," $422,422 "," $7,422 "
" $405,000 "," $412,436 "," $7,436 "
" $400,000 "," $407,048 "," $7,048 "
" $400,000 "," $407,443 "," $7,443 "
" $376,999 "," $384,648 "," $7,649 "
" $369,900 "," $377,445 "," $7,545 "
" $369,000 "," $376,716 "," $7,716 "
" $365,000 "," $372,854 "," $7,854 "
" $365,000 "," $372,854 "," $7,854 "
" $360,000 "," $367,034 "," $7,034 "
" $359,999 "," $367,303 "," $7,304 "
" $354,900 "," $362,555 "," $7,655 "
" $349,000 "," $356,473 "," $7,473 "
" $1,695,000 "," $1,702,366 "," $7,366 "
" $1,568,000 "," $1,574,185 "," $6,185 "
" $1,568,000 "," $1,574,185 "," $6,185 "
" $1,499,000 "," $1,506,610 "," $7,610 "
" $1,475,000 "," $1,482,218 "," $7,218 "
" $1,375,000 "," $1,381,964 "," $6,964 "
" $1,279,000 "," $1,285,563 "," $6,563 "
" $1,149,999 "," $1,156,845 "," $6,846 "
" $988,888 "," $996,547 "," $7,659 "
" $988,888 "," $996,547 "," $7,659 "
" $988,000 "," $995,023 "," $7,023 "
" $875,000 "," $882,075 "," $7,075 "
" $875,000 "," $882,075 "," $7,075 "
" $829,000 "," $836,655 "," $7,655 "
" $825,000 "," $832,058 "," $7,058 "
" $767,900 "," $775,266 "," $7,366 "
" $750,000 "," $757,357 "," $7,357 "
" $725,000 "," $732,141 "," $7,141 "
" $698,000 "," $705,214 "," $7,214 "
" $639,900 "," $646,605 "," $6,705 "
" $1,274,999 "," $1,282,205 "," $7,206 "
" $1,269,000 "," $1,275,723 "," $6,723 "
" $1,200,000 "," $1,207,216 "," $7,216 "
" $1,199,000 "," $1,206,118 "," $7,118 "
" $1,199,000 "," $1,206,118 "," $7,118 "
" $897,000 "," $904,235 "," $7,235 "
" $859,000 "," $866,361 "," $7,361 "
" $799,000 "," $806,386 "," $7,386 "
" $798,000 "," $805,465 "," $7,465 "
" $770,000 "," $777,554 "," $7,554 "
" $759,000 "," $766,229 "," $7,229 "
" $759,000 "," $766,229 "," $7,229 "
" $749,000 "," $756,247 "," $7,247 "
" $749,000 "," $756,782 "," $7,782 "
" $699,900 "," $706,668 "," $6,768 "
" $685,000 "," $692,755 "," $7,755 "
" $659,000 "," $665,694 "," $6,694 "
" $655,000 "," $662,031 "," $7,031 "
" $650,000 "," $657,629 "," $7,629 "
" $619,900 "," $627,402 "," $7,502 "
" $2,695,000 "," $2,700,468 "," $5,468 "
" $2,695,000 "," $2,702,268 "," $7,268 "
" $2,188,000 "," $2,193,470 "," $5,470 "
" $1,850,000 "," $1,857,674 "," $7,674 "
" $1,850,000 "," $1,857,674 "," $7,674 "
" $1,595,000 "," $1,602,729 "," $7,729 "
" $1,449,000 "," $1,456,632 "," $7,632 "
" $1,250,000 "," $1,257,891 "," $7,891 "
" $999,000 "," $1,005,839 "," $6,839 "
" $988,000 "," $995,284 "," $7,284 "
" $979,000 "," $986,131 "," $7,131 "
" $889,890 "," $897,071 "," $7,181 "
" $889,890 "," $897,071 "," $7,181 "
" $888,000 "," $894,988 "," $6,988 "
" $876,500 "," $884,033 "," $7,533 "
" $869,000 "," $876,533 "," $7,533 "
" $799,000 "," $806,404 "," $7,404 "
" $775,000 "," $781,796 "," $6,796 "
" $755,000 "," $762,431 "," $7,431 "
" $1,399,000 "," $1,405,628 "," $6,628 "
" $1,399,000 "," $1,406,589 "," $7,589 "
" $1,395,000 "," $1,400,873 "," $5,873 "
" $1,388,888 "," $1,395,356 "," $6,468 "
" $1,349,000 "," $1,356,151 "," $7,151 "
" $1,325,000 "," $1,332,536 "," $7,536 "
" $1,299,900 "," $1,306,987 "," $7,087 "
" $1,298,800 "," $1,305,935 "," $7,135 "
" $1,200,000 "," $1,207,236 "," $7,236 "
" $1,175,000 "," $1,182,112 "," $7,112 "
" $1,149,000 "," $1,155,672 "," $6,672 "
" $1,149,000 "," $1,156,134 "," $7,134 "
" $1,099,000 "," $1,105,364 "," $6,364 "
" $1,099,000 "," $1,105,774 "," $6,774 "
" $1,080,000 "," $1,086,831 "," $6,831 "
" $1,059,999 "," $1,066,674 "," $6,675 "
" $1,015,000 "," $1,021,843 "," $6,843 "
" $929,000 "," $935,594 "," $6,594 "
" $900,000 "," $906,869 "," $6,869 "
" $399,900 "," $407,668 "," $7,768 "
" $399,800 "," $407,413 "," $7,613 "
" $399,500 "," $407,316 "," $7,816 "
" $395,900 "," $402,938 "," $7,038 "
" $395,000 "," $402,818 "," $7,818 "
" $394,900 "," $402,586 "," $7,686 "
" $389,000 "," $396,470 "," $7,470 "
" $385,900 "," $393,450 "," $7,550 "
" $385,000 "," $392,140 "," $7,140 "
" $380,000 "," $387,448 "," $7,448 "
" $369,900 "," $377,687 "," $7,787 "
" $359,000 "," $365,787 "," $6,787 "
" $359,000 "," $366,405 "," $7,405 "
" $351,500 "," $358,979 "," $7,479 "
" $345,900 "," $353,348 "," $7,448 "
" $339,000 "," $347,235 "," $8,235 "
" $335,000 "," $342,582 "," $7,582 "
" $329,000 "," $336,844 "," $7,844 "
" $325,000 "," $332,663 "," $7,663 "
" $315,000 "," $322,083 "," $7,083 "
" $528,000 "," $535,523 "," $7,523 "
" $479,500 "," $487,354 "," $7,854 "
" $425,000 "," $432,498 "," $7,498 "
" $399,900 "," $407,042 "," $7,142 "
" $375,000 "," $382,382 "," $7,382 "
" $319,000 "," $326,844 "," $7,844 "
" $314,900 "," $322,837 "," $7,937 "
" $289,500 "," $297,050 "," $7,550 "
" $269,000 "," $277,379 "," $8,379 "
" $229,000 "," $236,641 "," $7,641 "
" $225,000 "," $232,993 "," $7,993 "
" $78,900 "," $86,560 "," $7,660 "
" $8,750,000 "," $8,755,833 "," $5,833 "
" $2,995,000 "," $2,999,684 "," $4,684 "
" $1,989,900 "," $1,996,617 "," $6,717 "
" $1,850,000 "," $1,856,986 "," $6,986 "
" $1,845,000 "," $1,851,834 "," $6,834 "
" $1,758,000 "," $1,765,131 "," $7,131 "
" $1,750,000 "," $1,756,351 "," $6,351 "
" $1,699,500 "," $1,705,498 "," $5,998 "
" $1,699,000 "," $1,705,809 "," $6,809 "
" $1,697,000 "," $1,703,547 "," $6,547 "
" $1,680,000 "," $1,686,886 "," $6,886 "
" $1,649,000 "," $1,656,345 "," $7,345 "
" $1,599,000 "," $1,605,328 "," $6,328 "
" $1,550,000 "," $1,556,947 "," $6,947 "
" $1,550,000 "," $1,557,125 "," $7,125 "
" $1,499,999 "," $1,507,204 "," $7,205 "
" $1,485,000 "," $1,492,880 "," $7,880 "
" $1,399,000 "," $1,405,123 "," $6,123 "
" $1,375,000 "," $1,382,407 "," $7,407 "
" $1,367,888 "," $1,374,646 "," $6,758 "
" $1,299,000 "," $1,305,543 "," $6,543 "
" $1,295,000 "," $1,301,073 "," $6,073 "
" $479,000 "," $486,628 "," $7,628 "
" $478,900 "," $486,004 "," $7,104 "
" $469,900 "," $476,967 "," $7,067 "
" $469,000 "," $476,311 "," $7,311 "
" $460,000 "," $467,648 "," $7,648 "
" $459,900 "," $466,863 "," $6,963 "
" $435,000 "," $442,869 "," $7,869 "
" $429,900 "," $437,027 "," $7,127 "
" $429,900 "," $437,335 "," $7,435 "
" $425,000 "," $432,162 "," $7,162 "
" $425,000 "," $432,223 "," $7,223 "
" $425,000 "," $432,359 "," $7,359 "
" $419,999 "," $427,655 "," $7,656 "
" $419,000 "," $426,769 "," $7,769 "
" $417,000 "," $424,853 "," $7,853 "
" $415,000 "," $422,482 "," $7,482 "
" $400,000 "," $407,616 "," $7,616 "
" $400,000 "," $407,761 "," $7,761 "
" $399,999 "," $406,918 "," $6,919 "
" $399,900 "," $407,093 "," $7,193 "
" $1,695,000 "," $1,702,101 "," $7,101 "
" $1,599,000 "," $1,605,891 "," $6,891 "
" $1,598,000 "," $1,605,903 "," $7,903 "
" $1,499,000 "," $1,506,756 "," $7,756 "
" $1,300,000 "," $1,305,723 "," $5,723 "
" $1,199,000 "," $1,206,289 "," $7,289 "
" $1,199,000 "," $1,206,289 "," $7,289 "
" $1,187,888 "," $1,194,814 "," $6,926 "
" $1,119,000 "," $1,126,534 "," $7,534 "
" $1,099,000 "," $1,105,397 "," $6,397 "
" $1,000,000 "," $1,006,371 "," $6,371 "
" $1,000,000 "," $1,007,337 "," $7,337 "
" $945,000 "," $951,975 "," $6,975 "
" $825,000 "," $831,780 "," $6,780 "
" $810,000 "," $817,233 "," $7,233 "
" $799,000 "," $806,712 "," $7,712 "
" $798,000 "," $805,847 "," $7,847 "
" $749,000 "," $756,242 "," $7,242 "
" $719,000 "," $726,646 "," $7,646 "
" $679,000 "," $686,979 "," $7,979 "
" $879,000 "," $885,945 "," $6,945 "
" $872,000 "," $879,215 "," $7,215 "
" $859,000 "," $866,032 "," $7,032 "
" $859,000 "," $866,560 "," $7,560 "
" $849,000 "," $856,667 "," $7,667 "
" $829,890 "," $836,310 "," $6,420 "
" $825,000 "," $832,515 "," $7,515 "
" $819,000 "," $825,604 "," $6,604 "
" $815,034 "," $821,961 "," $6,927 "
" $800,000 "," $807,060 "," $7,060 "
" $799,900 "," $806,332 "," $6,432 "
" $799,900 "," $806,332 "," $6,432 "
" $799,000 "," $805,693 "," $6,693 "
" $799,000 "," $806,605 "," $7,605 "
" $799,000 "," $806,579 "," $7,579 "
" $749,000 "," $756,480 "," $7,480 "
" $729,900 "," $736,772 "," $6,872 "
" $725,000 "," $732,043 "," $7,043 "
" $725,000 "," $732,253 "," $7,253 "
" $724,900 "," $732,315 "," $7,415 "
" $249,900 "," $257,099 "," $7,199 "
" $249,900 "," $257,721 "," $7,821 "
" $245,000 "," $252,572 "," $7,572 "
" $240,000 "," $247,880 "," $7,880 "
" $219,000 "," $226,761 "," $7,761 "
" $215,000 "," $222,946 "," $7,946 "
" $195,000 "," $202,821 "," $7,821 "
" $195,000 "," $202,850 "," $7,850 "
" $185,000 "," $193,188 "," $8,188 "
" $179,999 "," $187,706 "," $7,707 "
" $179,500 "," $187,377 "," $7,877 "
" $175,000 "," $182,828 "," $7,828 "
" $170,000 "," $177,740 "," $7,740 "
