1 bed,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Studio,3 beds,2 beds,4 beds,6 beds,5 beds
1600,Palm Springs,Condos,CA,92262,"2801 N Los Felices Cir E Palm Springs, CA 92262",https://www.apartments.com/2801-n-los-felices-cir-e-palm-springs-ca-unit-108/wb25ejk/,1 bath,589 sq ft,589,,,,,,
,San Diego,Condos,CA,92106,"975 Rosecrans St San Diego, CA 92106",https://www.apartments.com/975-rosecrans-st-san-diego-ca/9tfjv26/,2 baths,956 sq ft,956,,,3125,,,
,Los Angeles,Condos,CA,90291,"2501 Ocean Ave Los Angeles, CA 90291",https://www.apartments.com/2501-ocean-ave-los-angeles-ca/7qqqjgw/,1.5 baths,"1,260 sq ft","1,260",,4800,,,,
,San Diego,Condos,CA,92115,"6930 Amherst St San Diego, CA 92115",https://www.apartments.com/6930-amherst-st-san-diego-ca/k3y7s69/,1 bath,819 sq ft,819,,,2000,,,
2500,Redwood City,Condos,CA,94061,"1151 Davis St Redwood City, CA 94061",https://www.apartments.com/1151-davis-st-redwood-city-ca/s5zhz95/,1 bath,600 sq ft,600,,,,,,
1850,West Hollywood,Condos,CA,90069,"1034 N Croft Ave West Hollywood, CA 90069",https://www.apartments.com/1034-n-croft-ave-west-hollywood-ca/e4hsjfq/,1 bath,750 sq ft,750,,,,,,
1650,South Gate,Condos,CA,90280,"8932 Alexander Ave South Gate, CA 90280",https://www.apartments.com/8932-alexander-ave-south-gate-ca/g8rjrdy/,1 bath,300 sq ft,300,,,,,,
,North Hollywood,Condos,CA,91605,"6929 Whitsett Ave North Hollywood, CA 91605",https://www.apartments.com/6929-whitsett-ave-north-hollywood-ca/ypmvf2t/,1 bath,850 sq ft,850,,,1749,,,
1700,Huntington Beach,Condos,CA,92648,"18900 Delaware St Huntington Beach, CA 92648",https://www.apartments.com/18900-delaware-st-huntington-beach-ca-unit-227/jljr6m7/,1 bath,561 sq ft,561,,,,,,
1950,Hillsborough,Condos,CA,94010,"25 Via Delizia Hillsborough, CA 94010",https://www.apartments.com/25-via-delizia-hillsborough-ca/fvkp89s/,1 bath,400 sq ft,400,,,,,,
,Los Angeles,Condos,CA,91307,"7101 Scarborough Peak Dr Los Angeles, CA 91307",https://www.apartments.com/7101-scarborough-peak-dr-los-angeles-ca/trqxz5c/,1 bath,475 sq ft,475,,1900,,,,
