2 beds,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,3 beds,4 beds,1 bed,Studio,5 beds
,San Francisco,Condos,CA,94112,"505 Faxon Ave San Francisco, CA 94112",https://www.apartments.com/505-faxon-ave-san-francisco-ca/trmctc9/,1 bath,800 sq ft,800,,,2700.0,,
,Long Beach,Condos,CA,90803,"228 Newport Ave Long Beach, CA 90803",https://www.apartments.com/228-newport-ave-long-beach-ca/ytsrcft/,2 baths,"1,000 sq ft","1,000",3195.0,,,,
6000.0,Laguna Beach,Condos,CA,92651,"280 Cliff Dr Laguna Beach, CA 92651",https://www.apartments.com/280-cliff-dr-laguna-beach-ca-unit-4/3xr0qdd/,2 baths,"1,220 sq ft","1,220",,,,,
2525.0,Fremont,Condos,CA,94536,"3409 Foxtail Ter Fremont, CA 94536",https://www.apartments.com/3409-foxtail-ter-fremont-ca-unit-3409/h6qby51/,2 baths,900 sq ft,900,,,,,
2300.0,Lafayette,Condos,CA,94549,"3433 Golden Gate Way Lafayette, CA 94549",https://www.apartments.com/3433-golden-gate-way-lafayette-ca/evzhkdp/,1 bath,860 sq ft,860,,,,,
2600.0,Oakland,Condos,CA,94611,"4466 View Pl Oakland, CA 94611",https://www.apartments.com/4466-view-pl-oakland-ca/pj5dz7t/,1 bath,"1,050 sq ft","1,050",,,,,
,Sausalito,Condos,CA,94965,"236 Donahue St Sausalito, CA 94965",https://www.apartments.com/236-donahue-st-sausalito-ca/s0kdkn6/,2.5 baths,"1,650 sq ft","1,650",4500.0,,,,
,Burlingame,Condos,CA,94010,"500 Almer Rd Burlingame, CA 94010",https://www.apartments.com/500-almer-rd-burlingame-ca-unit-301/cqrjs0d/,2 baths,"1,500 sq ft","1,500",4477.0,,,,
15000.0,San Diego,Condos,CA,92109,"4627 Ocean Blvd San Diego, CA 92109",https://www.apartments.com/4627-ocean-blvd-san-diego-ca/3z8767d/,2 baths,989 sq ft,989,,,7990.0,,
,El Cajon,Condos,CA,92021,"1242 Persimmon Ave El Cajon, CA 92021",https://www.apartments.com/1242-persimmon-ave-el-cajon-ca/4eseszj/,3 baths,"1,765 sq ft","1,765",,3000.0,,,
2795.0,Oakland,Condos,CA,94601,"2253 38th Ave Oakland, CA 94601",https://www.apartments.com/2253-38th-ave-oakland-ca-unit-2/vm6by4f/,1 bath,850 sq ft,850,,,,,
1945.0,Paramount,Condos,CA,90723,"15116 Orange Ave Paramount, CA 90723",https://www.apartments.com/15116-orange-ave-paramount-ca/h4qm223/,1.5 baths,"1,000 sq ft","1,000",,,,,
,Woodland Hills,Condos,CA,91367,"22100 Burbank Blvd Woodland Hills, CA 91367",https://www.apartments.com/22100-burbank-blvd-woodland-hills-ca-unit-124c/vw103bf/,1 bath,600 sq ft,600,,,1750.0,,
2875.0,San Jose,Condos,CA,95121,"3263 Shadow Park Plz San Jose, CA 95121",https://www.apartments.com/3263-shadow-park-plz-san-jose-ca-unit-3263/3bv70lf/,2 baths,"1,143 sq ft","1,143",,,,,
,Oakland,Condos,CA,94606,"1618 6th Ave Oakland, CA 94606",https://www.apartments.com/1618-6th-ave-oakland-ca/19x95f7/,1 bath,700 sq ft,700,,,1950.0,,
2200.0,Cupertino,Condos,CA,95014,"972 Westlynn Way Cupertino, CA 95014",https://www.apartments.com/972-westlynn-way-cupertino-ca/ft9k1qt/,1 bath,800 sq ft,800,,,,,
2300.0,Concord,Condos,CA,94520,"1591 Ellis St Concord, CA 94520",https://www.apartments.com/1591-ellis-st-concord-ca-unit-213/v7hxssd/,2 baths,963 sq ft,963,,,,,
1800.0,Los Angeles,Condos,CA,90039,"3026 Casitas Ave Los Angeles, CA 90039",https://www.apartments.com/3026-casitas-ave-los-angeles-ca/sh04m57/,1 bath,"1,200 sq ft","1,200",,,,,
,Los Angeles,Condos,CA,90025,"2115 Selby Ave Los Angeles, CA 90025",https://www.apartments.com/2115-selby-ave-los-angeles-ca/e3j4kfn/,1 bath,400 sq ft,400,,,2100.0,,
,Los Angeles,Condos,CA,90037,"1162 Rolland Curtis Pl Los Angeles, CA 90037",https://www.apartments.com/1162-rolland-curtis-pl-los-angeles-ca/vv1wv6e/,1.5 baths,"1,051 sq ft","1,051",2850.0,,,,
,Los Angeles,Condos,CA,91335,"7343 Reseda Blvd Los Angeles, CA 91335",https://www.apartments.com/7343-reseda-blvd-los-angeles-ca/7n8n8qz/,2 baths,"1,100 sq ft","1,100",2400.0,,,,
,Oceanside,Condos,CA,92054,"607 N Horne St Oceanside, CA 92054",https://www.apartments.com/607-n-horne-st-oceanside-ca/e1ktvpn/,1 bath,480 sq ft,480,,,2250.0,,
,Tiburon,Condos,CA,94920,"45 Harbor Oak Dr Tiburon, CA 94920",https://www.apartments.com/45-harbor-oak-dr-tiburon-ca-unit-14/m8spmwh/,1 bath,720 sq ft,720,,,4500.0,,
,Los Angeles,Condos,CA,90710,"1414 260th St Los Angeles, CA 90710",https://www.apartments.com/1414-260th-st-los-angeles-ca-unit-14/pzx0xzs/,1 bath,700 sq ft,700,,,1995.0,,
1950.0,Glendale,Condos,CA,91201,"1147 Irving Ave Glendale, CA 91201",https://www.apartments.com/1147-irving-ave-glendale-ca/69pwn1r/,1.5 baths,100 sq ft,100,,,,,
2200.0,Union City,Condos,CA,94587,"34749 Alvarado Niles Rd Union City, CA 94587",https://www.apartments.com/34749-alvarado-niles-rd-union-city-ca-unit-4/nvfjc3q/,1 bath,900 sq ft,900,,,,,
1750.0,Compton,Condos,CA,90220,"712 S Acacia Ave Compton, CA 90220",https://www.apartments.com/712-s-acacia-ave-compton-ca/w2rvg2k/,1 bath,800 sq ft,800,,,,,
,Santa Monica,Condos,CA,90404,"1341 Berkeley St Santa Monica, CA 90404",https://www.apartments.com/1341-berkeley-st-santa-monica-ca/gvtb9kz/,2 baths,"1,400 sq ft","1,400",4000.0,,,,
2250.0,Los Angeles,Condos,CA,90025,"1944 Holmby Ave Los Angeles, CA 90025",https://www.apartments.com/1944-holmby-ave-los-angeles-ca/d917mmj/,2 baths,"1,050 sq ft","1,050",,,,,
4200.0,Beverly Hills,Condos,CA,90211,"8731 Clifton Way Beverly Hills, CA 90211",https://www.apartments.com/8731-clifton-way-beverly-hills-ca/7fw6lrx/,2 baths,"1,800 sq ft","1,800",,,,,
2150.0,Glendale,Condos,CA,91202,"1331 N Brand Blvd Glendale, CA 91202",https://www.apartments.com/1331-n-brand-blvd-glendale-ca/fjqtt8s/,1 bath,900 sq ft,900,,,,,
,Lawndale,Condos,CA,90260,"4559 W 159th St Lawndale, CA 90260",https://www.apartments.com/4559-w-159th-st-lawndale-ca/d01fdnk/,1 bath,600 sq ft,600,,,1950.0,,
2900.0,Sunnyvale,Condos,CA,94085,"612 Arcadia Ter Sunnyvale, CA 94085",https://www.apartments.com/612-arcadia-ter-sunnyvale-ca-unit-101/3369hsg/,2 baths,"1,174 sq ft","1,174",,,,,
2300.0,San Leandro,Condos,CA,94577,"236 Haas Ave San Leandro, CA 94577",https://www.apartments.com/236-haas-ave-san-leandro-ca/5xn8khq/,1 bath,900 sq ft,900,,,,,
