1 bed,2 beds,3 beds,Property_Name_Rent,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Studio,4 beds
2358.0,,,Baxter on Broadway,Oakland,Apartment,CA,94611,"4901 Broadway, Oakland, CA 94611",https://www.apartments.com/baxter-on-broadway-oakland-ca/2mqvyzc/,,
3195.0,4100.0,,300 Railway,Campbell,Apartment,CA,95008,"300 Railway Ave, Campbell, CA 95008",https://www.apartments.com/300-railway-campbell-ca/bj6kr9b/,,
2365.0,,3910.0,The Charlie - Orange County,Santa Ana,Apartment,CA,92703,"3630 Westminster Ave, Santa Ana, CA 92703",https://www.apartments.com/the-charlie-orange-county-santa-ana-ca/hcd7c70/,2050.0,
2520.0,,,The Alamitos,Long Beach,Apartment,CA,90802,"101 Alamitos Ave, Long Beach, CA 90802",https://www.apartments.com/the-alamitos-long-beach-ca/lwkqetf/,,
2150.0,2639.0,,Boardwalk at Millenia,Chula Vista,Apartment,CA,91915,"1660 Metro Ave, Chula Vista, CA 91915",https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/,,
2602.0,,,625 Broadway,San Diego,Apartment,CA,92101,"625 Broadway, San Diego, CA 92101",https://www.apartments.com/625-broadway-san-diego-ca/g3s1m5y/,3783.0,
3239.0,3889.0,4727.0,AYA,Fremont,Apartment,CA,94538,"45147 Lopes Rd, Fremont, CA 94538",https://www.apartments.com/aya-fremont-ca/wxez1gh/,2775.0,
,3361.0,,The Vineyards Apartments,Porter Ranch,Apartment,CA,91326,"11401-11405 Porter Ranch Dr, Porter Ranch, CA 91326",https://www.apartments.com/the-vineyards-apartments-porter-ranch-ca/cenr3td/,,
3560.0,4675.0,,Revela,Mountain View,Apartment,CA,94043,"200 Infinity Way, Mountain View, CA 94043",https://www.apartments.com/revela-mountain-view-ca/qrrgncw/,,
,4114.0,,One Paseo Living,San Diego,Apartment,CA,92130,"3200 Paseo Village Way, San Diego, CA 92130",https://www.apartments.com/one-paseo-living-san-diego-ca/djmcwtk/,,
2370.0,2895.0,,HUB APARTMENTS,Folsom,Apartment,CA,95630,"525 Willard Dr, Folsom, CA 95630",https://www.apartments.com/hub-apartments-folsom-ca/lt4yh5d/,,
2695.0,,,19J Midtown,Sacramento,Apartment,CA,95811,"1827 J St, Sacramento, CA 95811",https://www.apartments.com/19j-midtown-sacramento-ca/zg89pex/,1795.0,
2530.0,,,Vert Apartments,Canoga Park,Apartment,CA,91303,"6606 N Variel Ave, Canoga Park, CA 91303",https://www.apartments.com/vert-apartments-canoga-park-ca/tc615y8/,2460.0,
2190.0,3575.0,,Symmetry,Northridge,Apartment,CA,91324,"19535 W Nordhoff St, Northridge, CA 91324",https://www.apartments.com/symmetry-northridge-ca/4fvfg5k/,,
2255.0,2495.0,,IMT 6500,Van Nuys,Apartment,CA,91411,"6500 N Sepulveda Blvd, Van Nuys, CA 91411",https://www.apartments.com/imt-6500-van-nuys-ca/6n5jy9r/,,
2893.0,4035.0,,Atlas,Oakland,Apartment,CA,94612,"1314 Franklin St, Oakland, CA 94612",https://www.apartments.com/atlas-oakland-ca/drpzh4l/,2808.0,
2985.0,3785.0,4530.0,The Asher,Fremont,Apartment,CA,94536,"1031 Walnut Ave, Fremont, CA 94536",https://www.apartments.com/the-asher-fremont-ca/8j9vbx0/,,
2525.0,3992.0,,Broadstone Axis,Oakland,Apartment,CA,94611,"2855 Broadway, Oakland, CA 94611",https://www.apartments.com/broadstone-axis-oakland-ca/7t0de3y/,2335.0,
2585.0,3340.0,,Mariposa on 3rd,Los Angeles,Apartment,CA,90004,"269 S Mariposa Ave, Los Angeles, CA 90004",https://www.apartments.com/mariposa-on-3rd-los-angeles-ca/d73wkdh/,,
2805.0,3960.0,4730.0,Lydian,Oakland,Apartment,CA,94612,"238 13th St, Oakland, CA 94612",https://www.apartments.com/lydian-oakland-ca/23zvll9/,2400.0,
2200.0,3040.0,,Amelia,Oakland,Apartment,CA,94609,"411 29th St, Oakland, CA 94609",https://www.apartments.com/amelia-oakland-ca/rnfzrx3/,,
3380.0,,,The Pacific,Long Beach,Apartment,CA,90802,"230 W 3rd St, Long Beach, CA 90802",https://www.apartments.com/the-pacific-long-beach-ca/6k8p0nr/,2400.0,
2500.0,4140.0,5045.0,The Merian,San Diego,Apartment,CA,92101,"601 11th Ave, San Diego, CA 92101",https://www.apartments.com/the-merian-san-diego-ca/sezlpc5/,2555.0,
3514.0,4760.0,,Lynhaven,San Jose,Apartment,CA,95128,"919 S Winchester Blvd, San Jose, CA 95128",https://www.apartments.com/lynhaven-san-jose-ca/tb0b949/,,
,2585.0,,THE PIQUE,Folsom,Apartment,CA,95630,"101 Pique Loop, Folsom, CA 95630",https://www.apartments.com/the-pique-folsom-ca/t9yx7xb/,,
3390.0,4900.0,,Prado,Santa Clara,Apartment,CA,95051,"3560 Rambla Pl, Santa Clara, CA 95051",https://www.apartments.com/prado-santa-clara-ca/b8re69b/,,
2905.0,4635.0,,1717 Webster,Oakland,Apartment,CA,94612,"1717 Webster St, Oakland, CA 94612",https://www.apartments.com/1717-webster-oakland-ca/tr03nnc/,2540.0,
2825.0,4310.0,,Miro San Jose,San Jose,Apartment,CA,95113,"181 E Santa Clara St, San Jose, CA 95113",https://www.apartments.com/miro-san-jose-san-jose-ca/bsvyvv8/,2525.0,
2925.0,3719.0,5140.0,Channel House,Oakland,Apartment,CA,94607,"40 Harrison St, Oakland, CA 94607",https://www.apartments.com/channel-house-oakland-ca/4xc6dgl/,2225.0,
3050.0,3845.0,5550.0,Webster Eleven,Oakland,Apartment,CA,94607,"1100 Webster St, Oakland, CA 94607",https://www.apartments.com/webster-eleven-oakland-ca/9p808r5/,2410.0,
2306.0,4044.0,,GIO,Sacramento,Apartment,CA,95816,"3675 T St, Sacramento, CA 95816",https://www.apartments.com/gio-sacramento-ca/9jxvlp4/,1966.0,
2985.0,4145.0,7350.0,Palazzo West,Los Angeles,Apartment,CA,90036,"6220 W 3rd St, Los Angeles, CA 90036",https://www.apartments.com/palazzo-west-los-angeles-ca/lcvb9pg/,,
2430.0,3920.0,,The Rylan,Vista,Apartment,CA,92083,"100 Main St, Vista, CA 92083",https://www.apartments.com/the-rylan-vista-ca/3cqcvwd/,,
2675.0,3500.0,,Santana Terrace-Ages 55 and Better,Santa Clara,Apartment,CA,95050,"190 N Winchester Blvd, Santa Clara, CA 95050",https://www.apartments.com/santana-terrace-ages-55-and-better-santa-clara-ca/zlwz05w/,,
2825.0,3530.0,,Promenade at Irvine Spectrum,Irvine,Apartment,CA,92618,"1100 Perlita, Irvine, CA 92618",https://www.apartments.com/promenade-at-irvine-spectrum-irvine-ca/2hnsmz9/,3165.0,
,2328.0,,Mission Lofts,Riverside,Apartment,CA,92507,"3050 Mission Inn Ave, Riverside, CA 92507",https://www.apartments.com/mission-lofts-riverside-ca/41rehmk/,,
2579.0,3711.0,,50 Jones,San Francisco,Apartment,CA,94102,"1066 Market St, San Francisco, CA 94102",https://www.apartments.com/50-jones-san-francisco-ca/79rtqtx/,2418.0,
3902.0,4840.0,,Savoy,Sunnyvale,Apartment,CA,94086,"1120 Kifer Rd, Sunnyvale, CA 94086",https://www.apartments.com/savoy-sunnyvale-ca/wz9c7ck/,,
2655.0,3205.0,,H16,Sacramento,Apartment,CA,95814,"731 16th St, Sacramento, CA 95814",https://www.apartments.com/h16-sacramento-ca/dmcnktk/,,
,,,Anton Ladera,Mountain View,Apartment,CA,94040,"398 Ortega Ave, Mountain View, CA 94040",https://www.apartments.com/anton-ladera-mountain-view-ca/fjs69kv/,,
2120.0,2995.0,,THE PRESS AT MIDTOWN QUARTER,Sacramento,Apartment,CA,95811,"1714 21st St, Sacramento, CA 95811",https://www.apartments.com/the-press-at-midtown-quarter-sacramento-ca/8k68em0/,1830.0,
3677.0,4795.0,,The Flats,Sunnyvale,Apartment,CA,94086,"300 W Washington Ave, Sunnyvale, CA 94086",https://www.apartments.com/the-flats-sunnyvale-ca/0cdemn2/,,
2865.0,3615.0,,Eleanor,Milpitas,Apartment,CA,95035,"312 Gates Dr, Milpitas, CA 95035",https://www.apartments.com/eleanor-milpitas-ca/jtbfh46/,,
3300.0,4450.0,5075.0,Junction Santa Monica,Santa Monica,Apartment,CA,90404,"1641 Lincoln Blvd, Santa Monica, CA 90404",https://www.apartments.com/junction-santa-monica-santa-monica-ca/zlv75jx/,3149.0,
2912.0,3468.0,4368.0,The Platform Urban Apartments,San Jose,Apartment,CA,95133,"1501 Berryessa Rd, San Jose, CA 95133",https://www.apartments.com/the-platform-urban-apartments-san-jose-ca/fzs7m4s/,2630.0,
3469.0,3594.0,,HQ,San Francisco,Apartment,CA,94103,"1532 Harrison St, San Francisco, CA 94103",https://www.apartments.com/hq-san-francisco-ca/x4k2dsm/,2522.0,
2499.0,3237.0,,Jefferson Edge at Platinum Park,Anaheim,Apartment,CA,92805,"1921 Union St, Anaheim, CA 92805",https://www.apartments.com/jefferson-edge-at-platinum-park-anaheim-ca/kfnybwb/,,
2513.0,3185.0,5058.0,Eleven Fifty Clay,Oakland,Apartment,CA,94612,"1150 Clay St, Oakland, CA 94612",https://www.apartments.com/eleven-fifty-clay-oakland-ca/dp545nk/,2099.0,
2491.0,3041.0,3486.0,Trails at Canyon Crest,Riverside,Apartment,CA,92507,"5377 Quail Run Rd, Riverside, CA 92507",https://www.apartments.com/trails-at-canyon-crest-riverside-ca/b6tpb98/,,
3655.0,5325.0,,One Museum Square,Los Angeles,Apartment,CA,90036,"640 S Curson Ave, Los Angeles, CA 90036",https://www.apartments.com/one-museum-square-los-angeles-ca/0d1dm62/,2755.0,
3470.0,4790.0,,MV Apartments,Mountain View,Apartment,CA,94040,"2700 W El Camino Real, Mountain View, CA 94040",https://www.apartments.com/mv-apartments-mountain-view-ca/tlm9sdb/,,
2532.0,3492.0,,11NOHO,North Hollywood,Apartment,CA,91601,"4805 N Bakman St, North Hollywood, CA 91601",https://www.apartments.com/11noho-north-hollywood-ca/mp193zh/,2283.0,
3065.0,4650.0,,Aero,Alameda,Apartment,CA,94501,"201 W Atlantic Ave, Alameda, CA 94501",https://www.apartments.com/aero-alameda-ca/sykyxd4/,2249.0,
1924.0,2354.0,,Arrive at Rancho Belago,Moreno Valley,Apartment,CA,92555,"16340 Lasselle St, Moreno Valley, CA 92555",https://www.apartments.com/arrive-at-rancho-belago-moreno-valley-ca/e82vr7m/,,
,4681.0,,Aquatic Shattuck,Berkeley,Apartment,CA,94704,"2628 Shattuck Ave, Berkeley, CA 94704",https://www.apartments.com/aquatic-shattuck-berkeley-ca/qx71tjy/,,
2455.0,,,The Monterey,Corona,Apartment,CA,92879,"2225 Collett Ave, Corona, CA 92879",https://www.apartments.com/the-monterey-corona-ca/p7bs0jt/,,
2615.0,,,Avalon Brea Place,Brea,Apartment,CA,92821,"115 S State College Blvd, Brea, CA 92821",https://www.apartments.com/avalon-brea-place-brea-ca/ym738yv/,,
3689.0,4839.0,,Camden Hillcrest,San Diego,Apartment,CA,92103,"4305 Third Ave, San Diego, CA 92103",https://www.apartments.com/camden-hillcrest-san-diego-ca/mk3w80j/,,
2871.0,4476.0,,The Madelon,San Francisco,Apartment,CA,94110,"2000 Bryant St, San Francisco, CA 94110",https://www.apartments.com/the-madelon-san-francisco-ca/q78lfcx/,3046.0,
2079.0,2460.0,,The Strand,West Sacramento,Apartment,CA,95605,"500 Douglas St, West Sacramento, CA 95605",https://www.apartments.com/the-strand-west-sacramento-ca/0gm8mc2/,,
2355.0,3135.0,3990.0,550 Harborfront,San Pedro,Apartment,CA,90731,"550 S Palos Verdes St, San Pedro, CA 90731",https://www.apartments.com/550-harborfront-san-pedro-ca/e6trq5m/,,
3781.0,5082.0,,ARQ,Los Angeles,Apartment,CA,90016,"3311 S La Cienega Blvd, Los Angeles, CA 90016",https://www.apartments.com/arq-los-angeles-ca/h9t7ky3/,2969.0,
2087.0,3166.0,4098.0,Hanover Warner Center,Canoga Park,Apartment,CA,91303,"21050 Kittridge Ave, Canoga Park, CA 91303",https://www.apartments.com/hanover-warner-center-canoga-park-ca/xgxpy3p/,2087.0,
2682.0,2978.0,,The Julian,San Jose,Apartment,CA,95110,"171 W Julian St, San Jose, CA 95110",https://www.apartments.com/the-julian-san-jose-ca/few059v/,2318.0,
2454.0,3291.0,,Broadstone Archive,Santa Ana,Apartment,CA,92705,"1901 E Dyer Rd, Santa Ana, CA 92705",https://www.apartments.com/broadstone-archive-santa-ana-ca/810kzk1/,2479.0,
1976.0,3319.0,3465.0,THE EISLEY,Sacramento,Apartment,CA,95815,"1567 Bartlett Ln, Sacramento, CA 95815",https://www.apartments.com/the-eisley-sacramento-ca/bvdj2f9/,,
2960.0,3520.0,4391.0,The Society,San Diego,Apartment,CA,92108,"610 Del Sol Dr N, San Diego, CA 92108",https://www.apartments.com/the-society-san-diego-ca/hzh0jd1/,,
3710.0,4495.0,,Azara San Mateo,San Mateo,Apartment,CA,94402,"1650 S Delaware St, San Mateo, CA 94402",https://www.apartments.com/azara-san-mateo-san-mateo-ca/8jwnpt3/,,
1895.0,2250.0,,MORADA CROSSINGS,Stockton,Apartment,CA,95212,"4142 E Morada Ln, Stockton, CA 95212",https://www.apartments.com/morada-crossings-stockton-ca/vlmfe7e/,1595.0,
4495.0,5995.0,,Element WeHo,West Hollywood,Apartment,CA,90046,"1425 N Crescent Heights, West Hollywood, CA 90046",https://www.apartments.com/element-weho-west-hollywood-ca/wn8k8ek/,,
2986.0,3345.0,,Hillsdale Square,San Mateo,Apartment,CA,94403,"2727 Edison St, San Mateo, CA 94403",https://www.apartments.com/hillsdale-square-san-mateo-ca/n82lgdp/,,
2015.0,,,Violet on Virgil,Los Angeles,Apartment,CA,90004,"160 S Virgil Ave, Los Angeles, CA 90004",https://www.apartments.com/violet-on-virgil-los-angeles-ca/rfx7km0/,1799.0,
,2460.0,,The Highlander,Sunnyvale,Apartment,CA,94086,"620 Iris Ave, Sunnyvale, CA 94086",https://www.apartments.com/the-highlander-sunnyvale-ca/r2kd9b0/,,
,2643.0,,Stoneridge,Pleasanton,Apartment,CA,94588,"6250 Stoneridge Mall Rd, Pleasanton, CA 94588",https://www.apartments.com/stoneridge-pleasanton-ca/hml8fe3/,2065.0,
3236.0,3352.0,,PR SM Sorrento LLC,Santa Monica,Apartment,CA,90401,"1519 6th St, Santa Monica, CA 90401",https://www.apartments.com/pr-sm-sorrento-llc-santa-monica-ca/zre61pw/,,
1902.0,2683.0,,eaves West Valley,San Jose,Apartment,CA,95129,"700 S Saratoga Ave, San Jose, CA 95129",https://www.apartments.com/eaves-west-valley-san-jose-ca/jtb85z5/,1750.0,
2192.0,3299.0,3537.0,AVA Burbank,Burbank,Apartment,CA,91505,"401 N Pass Ave, Burbank, CA 91505",https://www.apartments.com/ava-burbank-burbank-ca/5v597vq/,1853.0,
3384.0,4090.0,6840.0,Avalon at Mission Bay,San Francisco,Apartment,CA,94107,"255 King St, San Francisco, CA 94107",https://www.apartments.com/avalon-at-mission-bay-san-francisco-ca/pxw0s0v/,,
1903.0,2637.0,,Fountain Park,San Jose,Apartment,CA,95129,"1026 S De Anza Blvd, San Jose, CA 95129",https://www.apartments.com/fountain-park-san-jose-ca/v9bkhre/,1830.0,
2450.0,,,3700 Sepulveda,Los Angeles,Apartment,CA,90034,"3700 S Sepulveda Blvd, Los Angeles, CA 90034",https://www.apartments.com/3700-sepulveda-los-angeles-ca/s98phx5/,,
2875.0,3651.0,4388.0,Avalon Silicon Valley,Sunnyvale,Apartment,CA,94085,"1257 Lakeside Dr, Sunnyvale, CA 94085",https://www.apartments.com/avalon-silicon-valley-sunnyvale-ca/we0jcgj/,,
3130.0,3980.0,,Bayside Village,San Francisco,Apartment,CA,94107,"3 Bayside Village Pl, San Francisco, CA 94107",https://www.apartments.com/bayside-village-san-francisco-ca/1rerqb5/,2700.0,
,,,Pebble Creek,Fremont,Apartment,CA,94538,"40777 High St, Fremont, CA 94538",https://www.apartments.com/pebble-creek-fremont-ca/64m9xtr/,,
2855.0,3195.0,,Serenity at Larkspur,Larkspur,Apartment,CA,94939,"700 Lincoln Village Cir, Larkspur, CA 94939",https://www.apartments.com/serenity-at-larkspur-larkspur-ca/55bw8qq/,,
2304.0,2847.0,,Broadway Palace,Los Angeles,Apartment,CA,90015,"1026 S Broadway, Los Angeles, CA 90015",https://www.apartments.com/broadway-palace-los-angeles-ca/38jgl5g/,2141.0,
3200.0,4445.0,,AMLI Old Pasadena,Pasadena,Apartment,CA,91103,"75 W Holly St, Pasadena, CA 91103",https://www.apartments.com/amli-old-pasadena-pasadena-ca/spbr6z7/,2620.0,
1940.0,2740.0,,Element 79 at Town Center,El Dorado Hills,Apartment,CA,95762,"4373 Town Center Blvd, El Dorado Hills, CA 95762",https://www.apartments.com/element-79-at-town-center-el-dorado-hills-ca/v5wh43g/,,
2681.0,,,The Q Variel,Woodland Hills,Apartment,CA,91367,"6200 Variel Ave, Woodland Hills, CA 91367",https://www.apartments.com/the-q-variel-woodland-hills-ca/459zp6h/,2211.0,
,3790.0,,Baker Block,Costa Mesa,Apartment,CA,92626,"125 Baker St E, Costa Mesa, CA 92626",https://www.apartments.com/baker-block-costa-mesa-ca/dzhd6jk/,2222.0,
2800.0,3435.0,4625.0,AVA Hollywood at La Pietra Place,Los Angeles,Apartment,CA,90038,"6677 W Santa Monica Blvd, Los Angeles, CA 90038",https://www.apartments.com/ava-hollywood-at-la-pietra-place-los-angeles-ca/jplj494/,2200.0,
2585.0,3814.0,,Rise Hollywood,Los Angeles,Apartment,CA,90028,"1331 N Cahuenga Blvd, Los Angeles, CA 90028",https://www.apartments.com/rise-hollywood-los-angeles-ca/pdkz09s/,2202.0,
2325.0,2950.0,,Woodcliff Apartments,Los Angeles,Apartment,CA,90034,"3201 Overland Ave, Los Angeles, CA 90034",https://www.apartments.com/woodcliff-apartments-los-angeles-ca/z23h3gx/,1995.0,
,10700.0,,Ten Thousand,Los Angeles,Apartment,CA,90067,"10000 Santa Monica Blvd, Los Angeles, CA 90067",https://www.apartments.com/ten-thousand-los-angeles-ca/99nnsr7/,,
,,,Madison Newport Apartment Homes,Costa Mesa,Apartment,CA,92627,"2345 Newport Blvd, Costa Mesa, CA 92627",https://www.apartments.com/madison-newport-apartment-homes-costa-mesa-ca/mdcd9tk/,,
,1225.0,,OAKSHADE COMMONS APARTMENTS,Davis,Apartment,CA,95618,"2120 Cowell Blvd, Davis, CA 95618",https://www.apartments.com/oakshade-commons-apartments-davis-ca/rr2y7g0/,,700.0
2830.0,3400.0,,River View Apartment Homes,San Jose,Apartment,CA,95134,"250 Brandon St, San Jose, CA 95134",https://www.apartments.com/river-view-apartment-homes-san-jose-ca/3hg41rd/,3230.0,
,4657.0,,Nineteen800,Cupertino,Apartment,CA,95014,"19700 Vallco Pky, Cupertino, CA 95014",https://www.apartments.com/nineteen800-cupertino-ca/np6wren/,,
3852.0,4900.0,6432.0,Millennium Santa Monica,Santa Monica,Apartment,CA,90404,"2929 Pennsylvania Ave, Santa Monica, CA 90404",https://www.apartments.com/millennium-santa-monica-santa-monica-ca/s68kyp5/,2957.0,
1675.0,2140.0,,Crystal Springs Terrace,San Bruno,Apartment,CA,94066,"2000 Crystal Springs Rd, San Bruno, CA 94066",https://www.apartments.com/crystal-springs-terrace-san-bruno-ca/6m9hdtr/,1425.0,
2165.0,2140.0,,Creekside Apartments,San Jose,Apartment,CA,95126,"1800 Stokes St, San Jose, CA 95126",https://www.apartments.com/creekside-apartments-san-jose-ca/g8mle5x/,,
,1940.0,,THE EDGE APARTMENTS,Davis,Apartment,CA,95618,"4005 Cowell Blvd, Davis, CA 95618",https://www.apartments.com/the-edge-apartments-davis-ca/552glwp/,,
2555.0,3145.0,,Eastown Apartments,Los Angeles,Apartment,CA,90028,"6201 Hollywood Blvd, Los Angeles, CA 90028",https://www.apartments.com/eastown-apartments-los-angeles-ca/cmv3yrg/,2055.0,
,2300.0,2749.0,LESARRA APARTMENTS,El Dorado Hills,Apartment,CA,95762,"2230 Valley View Pky, El Dorado Hills, CA 95762",https://www.apartments.com/lesarra-apartments-el-dorado-hills-ca/lnz36he/,,
3500.0,5100.0,,100 Van Ness,San Francisco,Apartment,CA,94102,"100 Van Ness Ave, San Francisco, CA 94102",https://www.apartments.com/100-van-ness-san-francisco-ca/yv6dh0t/,3100.0,
1969.0,2276.0,,eaves Woodland Hills,Woodland Hills,Apartment,CA,91367,"22122 Victory Blvd, Woodland Hills, CA 91367",https://www.apartments.com/eaves-woodland-hills-woodland-hills-ca/pwm6jhr/,1654.0,
,2268.0,2998.0,Silverstone Apartments,Davis,Apartment,CA,95618,"2400 Pole Line Rd, Davis, CA 95618",https://www.apartments.com/silverstone-apartments-davis-ca/7g4h39w/,,
,,,Woodland Hills,Pittsburg,Apartment,CA,94565,"241 W Buchanan Rd, Pittsburg, CA 94565",https://www.apartments.com/woodland-hills-pittsburg-ca/vz7d30d/,,
1737.0,1989.0,2424.0,Phoenix Sacramento,Sacramento,Apartment,CA,95826,"200 Bicentennial Cir, Sacramento, CA 95826",https://www.apartments.com/phoenix-sacramento-sacramento-ca/rw24vv1/,,
3709.0,5425.0,,500 Folsom,San Francisco,Apartment,CA,94105,"500 Folsom St, San Francisco, CA 94105",https://www.apartments.com/500-folsom-san-francisco-ca/81mv0f0/,3044.0,
1650.0,,,INDIGO APARTMENTS,Antelope,Apartment,CA,95843,"7740 Watt Ave, Antelope, CA 95843",https://www.apartments.com/indigo-apartments-antelope-ca/t0jx7x8/,,
2096.0,,,San Marco Villas,Pittsburg,Apartment,CA,94565,"2000 Villa Dr, Pittsburg, CA 94565",https://www.apartments.com/san-marco-villas-pittsburg-ca/4qxw2vj/,,
,5456.0,5455.0,Talaria,Burbank,Apartment,CA,91505,"3425 W Olive Ave, Burbank, CA 91505",https://www.apartments.com/talaria-burbank-ca/yex8pqr/,,
4139.0,4808.0,6373.0,Sharon Green Apartments,Menlo Park,Apartment,CA,94025,"350 Sharon Park Dr, Menlo Park, CA 94025",https://www.apartments.com/sharon-green-apartments-menlo-park-ca/4mj956k/,,
2301.0,3072.0,,15Fifty5,Walnut Creek,Apartment,CA,94596,"1555 Riviera Ave, Walnut Creek, CA 94596",https://www.apartments.com/15fifty5-walnut-creek-ca/53vtx3q/,,
3204.0,5447.0,,THE MURPHY | IRVINE,Irvine,Apartment,CA,92606,"16101 Murphy Ave, Irvine, CA 92606",https://www.apartments.com/the-murphy-irvine-irvine-ca/v68nxtf/,,
2589.0,3415.0,,Santana Row,San Jose,Apartment,CA,95128,"377 Santana Row, San Jose, CA 95128",https://www.apartments.com/santana-row-san-jose-ca/8s4byt3/,,5509.0
2855.0,3395.0,4930.0,Bridgepointe,San Mateo,Apartment,CA,94404,"1987 Bridgepointe Pky, San Mateo, CA 94404",https://www.apartments.com/bridgepointe-san-mateo-ca/w859q3j/,,
2715.0,,,CITRA,Sunnyvale,Apartment,CA,94087,"745 S Bernardo Ave, Sunnyvale, CA 94087",https://www.apartments.com/citra-sunnyvale-ca/d71y2lh/,,
2273.0,2622.0,,Country Brook Rental Condos,San Ramon,Apartment,CA,94583,"12355 Alcosta Blvd, San Ramon, CA 94583",https://www.apartments.com/country-brook-rental-condos-san-ramon-ca/04m18g2/,,
1900.0,2535.0,,Crestview Terrace,Hayward,Apartment,CA,94544,"837 Hancock St, Hayward, CA 94544",https://www.apartments.com/crestview-terrace-hayward-ca/qgd444w/,,
2238.0,2705.0,,Living at NoHo,North Hollywood,Apartment,CA,91601,"11059 McCormick St, North Hollywood, CA 91601",https://www.apartments.com/living-at-noho-north-hollywood-ca/l2cerrd/,2350.0,
