Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
KELLER WILLIAMS STUDIO CITY,"$449,998","24829 Apple St UNIT D, Santa Clarita, CA 91321",24829 Apple St UNIT D,SantaClarita,CA,91321,3,2,"1,230","181,854 sqft",181854.0,Townhouse,1981,"Garage - Two Door, Guest",$350 monthly,"$464,725","$2,500/mo",$366,https://www.zillow.com/homedetails/24829-Apple-St-UNIT-D-Santa-Clarita-CA-91321/20207301_zpid/
BRAD KORB REAL ESTATE GROUP,"$649,946","631 E Magnolia Blvd UNIT 103, Burbank, CA 91501",631 E Magnolia Blvd UNIT 103,Burbank,CA,91501,2,3,"1,200","10,010 sqft",10010.0,Townhouse,2007,"Assigned, Direct Access, Garage, Garage Door Opener, Gated",$279 monthly,"$670,336","$2,700/mo",$542,https://www.zillow.com/homedetails/631-E-Magnolia-Blvd-UNIT-103-Burbank-CA-91501/82878098_zpid/
CENTURY 21 ALLSTARS,"$299,999","38710 10th St E APT 12, Palmdale, CA 93550",38710 10th St E APT 12,Palmdale,CA,93550,3,3,"1,156","39,783 sqft",39783.0,Townhouse,1981,"Auto Driveway Gate, Garage",$370 monthly,"$205,149","$2,200/mo",$260,https://www.zillow.com/homedetails/38710-10th-St-E-APT-12-Palmdale-CA-93550/20249529_zpid/
"PALM REALTY BOUTIQUE, INC.","$989,000","2518 Grant Ave #A, Redondo Beach, CA 90278",2518 Grant Ave #A,RedondoBeach,CA,90278,3,3,"1,794","7,509 sqft",7509.0,Townhouse,2004,Garage - Attached,$120 monthly,"$1,036,095","$3,950/mo",$551,https://www.zillow.com/homedetails/2518-Grant-Ave-A-Redondo-Beach-CA-90278/63788949_zpid/
BERKSHIRE HATHAWAY HOMESERVICE,"$578,000","9531 Kensington Dr, Huntington Beach, CA 92646",9531 Kensington Dr,HuntingtonBeach,CA,92646,3,2,"1,122",923.47 sqft,923.47,Townhouse,1964,"Detached Carport, Covered",$270 monthly,"$591,860","$2,330/mo",$515,https://www.zillow.com/homedetails/9531-Kensington-Dr-Huntington-Beach-CA-92646/25278430_zpid/
CORLISS REALTY INC,"$649,000","18 Destino Way, Mission Viejo, CA 92692",18 Destino Way,MissionViejo,CA,92692,3,3,"1,500",No Data,null,Townhouse,1999,"Direct Access, Garage, Garage - Two Door, Garage Door Opener, No Driveway, Unassigned",$282 monthly,"$661,540","$3,200/mo",$433,https://www.zillow.com/homedetails/18-Destino-Way-Mission-Viejo-CA-92692/54977603_zpid/
FIRST WAVE PROPERTIES,"$375,000","41546 King Palm Ave UNIT 3, Murrieta, CA 92562",41546 King Palm Ave UNIT 3,Murrieta,CA,92562,3,3,"1,548",No Data,null,Townhouse,2006,Concrete,$221 monthly,"$401,256","$2,300/mo",$242,https://www.zillow.com/homedetails/41546-King-Palm-Ave-UNIT-3-Murrieta-CA-92562/69298661_zpid/
,"$479,950","2 Felice Ct, Rohnert Park, CA 94928",2 Felice Ct,RohnertPark,CA,94928,3,3,"1,232","3,920 sqft",3920.0,Townhouse,1984,"Attached, Guest, Inside Entrance, Paved Driveway",$248 monthly,"$512,516","$2,750/mo",$390,https://www.zillow.com/homedetails/2-Felice-Ct-Rohnert-Park-CA-94928/15856832_zpid/
COMPASS,"$1,600,000","518 N Helberta Ave #1, Redondo Beach, CA 90277",518 N Helberta Ave #1,RedondoBeach,CA,90277,4,4,"3,308","5,005 sqft",5005.0,Townhouse,1991,"Direct Access, Garage - Two Door",$200 monthly,"$6,000/mo",null,$484,https://www.zillow.com/homedetails/518-N-Helberta-Ave-1-Redondo-Beach-CA-90277/21317941_zpid/
,"$540,480","17830 Calle Granada, Morgan Hill, CA 95037",17830 Calle Granada,MorganHill,CA,95037,3,3,"1,592","3,310 sqft",3310.0,Townhouse,2018,"Off-street, Garage",$249 monthly,"$558,863","$3,800/mo",$339,https://www.zillow.com/homedetails/17830-Calle-Granada-Morgan-Hill-CA-95037/300481926_zpid/
RE/MAX SELECT ONE,"$649,900","4 Daffodil #31, Rancho Santa Margarita, CA 92688",4 Daffodil #31,RanchoSantaMargarita,CA,92688,3,3,"1,235",No Data,null,Townhouse,1986,Garage - Two Door,$310 monthly,"$655,728","$2,800/mo",$526,https://www.zillow.com/homedetails/4-Daffodil-31-Rancho-Santa-Margarita-CA-92688/25668663_zpid/
KELLER WILLIAMS WEST FOOTHILLS,"$589,000","819 Sunburst Way, Pomona, CA 91767",819 Sunburst Way,Pomona,CA,91767,3,4,"1,940","28,109 sqft",28109.0,Townhouse,2016,"Garage, Garage Door Opener",$212 monthly,"$585,727","$2,800/mo",$304,https://www.zillow.com/homedetails/819-Sunburst-Way-Pomona-CA-91767/244500039_zpid/
"REAL ESTATE ADVISOR GROUP, Tim M. Heffernan","$699,000","1336 Cobblestone Ln, San Lorenzo, CA 94580",1336 Cobblestone Ln,SanLorenzo,CA,94580,3,3,"1,520","78,636 sqft",78636.0,Townhouse,2009,"Attached, Garage Door Opener, Garage Faces Rear, Interior Access, Side By Side, Side by Side, On Site - Mapped (Condo Only)",$364 monthly,"$762,475","$3,150/mo",$460,https://www.zillow.com/homedetails/1336-Cobblestone-Ln-San-Lorenzo-CA-94580/89034177_zpid/
HARCOURTS PRIME PROPERTIES,$460K,"321 N Edenfield Ave, Azusa, CA 91702",321 N Edenfield Ave,Azusa,CA,91702,3,3,"1,642","16,909 sqft",16909.0,Townhouse,2017,Garage,$212 monthly,"$485,189","$2,750/mo",$280,https://www.zillow.com/homedetails/321-N-Edenfield-Ave-Azusa-CA-91702/302795350_zpid/
SEASIDE EXECUTIVES,"$385,000","720 N Mollison Ave UNIT B, El Cajon, CA 92021",720 N Mollison Ave UNIT B,ElCajon,CA,92021,2,2,"1,004","113,893 sqft",113893.0,Townhouse,1982,"Guest, Asphalt, Direct Access, Garage, Garage Faces Rear, Garage - Single Door, Garage - Two Door, Garage Door Opener",$340 monthly,"$350,789","$2,000/mo",$383,https://www.zillow.com/homedetails/720-N-Mollison-Ave-UNIT-B-El-Cajon-CA-92021/17021857_zpid/
ELLIS POSNER REAL ESTATE,"$949,000","2417 Grant Ave #B, Redondo Beach, CA 90278",2417 Grant Ave #B,RedondoBeach,CA,90278,3,3,"1,770","7,492 sqft",7492.0,Townhouse,2003,Garage - Attached,$95 monthly,"$1,047,744","$3,800/mo",$536,https://www.zillow.com/homedetails/2417-Grant-Ave-B-Redondo-Beach-CA-90278/63090218_zpid/
,"$599,000","2414 Heatherleaf Ln, Martinez, CA 94553",2414 Heatherleaf Ln,Martinez,CA,94553,3,2,"1,554","1,000 sqft",1000.0,Townhouse,1983,"Garage Door Opener, Garage Faces Front",$145 monthly,"$622,959","$2,850/mo",$385,https://www.zillow.com/homedetails/2414-Heatherleaf-Ln-Martinez-CA-94553/18399156_zpid/
REALTY ONE GROUP WEST,"$565,000","6654 Moselle Cir, Yorba Linda, CA 92886",6654 Moselle Cir,YorbaLinda,CA,92886,3,2,"1,223","1,951 sqft",1951.0,Townhouse,1964,"Driveway, Garage",$390 monthly,"$539,612","$2,750/mo",$462,https://www.zillow.com/homedetails/6654-Moselle-Cir-Yorba-Linda-CA-92886/25396306_zpid/
,"$589,000","1712 E San Antonio St UNIT 20, San Jose, CA 95116",1712 E San Antonio St UNIT 20,SanJose,CA,95116,2,2,"1,061",514 sqft,514.0,Townhouse,2006,Garage - Attached,$223 monthly,"$609,788","$2,650/mo",$555,https://www.zillow.com/homedetails/1712-E-San-Antonio-St-UNIT-20-San-Jose-CA-95116/79846288_zpid/
,"$219,000","750 Lincoln Rd APT 7, Yuba City, CA 95991",750 Lincoln Rd APT 7,YubaCity,CA,95991,3,3,"1,564","1,306 sqft",1306.0,Townhouse,1979,"Carport, ",$385 monthly,"$219,000","$2,100/mo",$140,https://www.zillow.com/homedetails/750-Lincoln-Rd-APT-7-Yuba-City-CA-95991/16084717_zpid/
COMPASS-PASADENA,"$525,000","930 Clementine Ct UNIT B, Azusa, CA 91702",930 Clementine Ct UNIT B,Azusa,CA,91702,2,3,"1,264","21,636 sqft",21636.0,Townhouse,2018,Garage - Attached,$297 monthly,"$546,607","$2,600/mo",$415,https://www.zillow.com/homedetails/930-Clementine-Ct-UNIT-B-Azusa-CA-91702/302798611_zpid/
COMPASS,"$499,000","1279 Gorge Run Way UNIT 2, Chula Vista, CA 91913",1279 Gorge Run Way UNIT 2,ChulaVista,CA,91913,3,3,"1,303",No Data,null,Townhouse,2005,Assigned,$134 monthly,null,null,$383,https://www.zillow.com/homedetails/1279-Gorge-Run-Way-UNIT-2-Chula-Vista-CA-91913/66110458_zpid/
SOUTHERN CALIFORNIA RLTY GROUP,"$649,900","10521 Caminito Glenellen, San Diego, CA 92126",10521 Caminito Glenellen,SanDiego,CA,92126,4,2,"1,802","163,789 sqft",163789.0,Townhouse,1978,Attached Carport,$313 monthly,"$811,359","$3,100/mo",$361,https://www.zillow.com/homedetails/10521-Caminito-Glenellen-San-Diego-CA-92126/16818905_zpid/
,"$223,000","3528 W Benjamin Holt Dr, Stockton, CA 95219",3528 W Benjamin Holt Dr,Stockton,CA,95219,2,1,884,"1,520 sqft",1520.0,Townhouse,1973,0 spaces,$225 monthly,"$1,550/mo",null,$252,https://www.zillow.com/homedetails/3528-W-Benjamin-Holt-Dr-Stockton-CA-95219/15302708_zpid/
BERKSHIRE HATHAWAY HOMESERVICE,"$925,000","2602 Mathews Ave #C, Redondo Beach, CA 90278",2602 Mathews Ave #C,RedondoBeach,CA,90278,3,3,"1,697","7,522 sqft",7522.0,Townhouse,1998,Garage - Attached,$125 monthly,"$942,722","$3,650/mo",$545,https://www.zillow.com/homedetails/2602-Mathews-Ave-C-Redondo-Beach-CA-90278/20404707_zpid/
KELLER WILLIAMS BEACH CITIES,"$479,000","23208 Colony Park Dr, Carson, CA 90745",23208 Colony Park Dr,Carson,CA,90745,2,3,"1,306","51,392 sqft",51392.0,Townhouse,1998,"Direct Access, Garage Faces Rear, Garage - Single Door, Garage Door Opener",$354 monthly,"$498,571","$2,700/mo",$367,https://www.zillow.com/homedetails/23208-Colony-Park-Dr-Carson-CA-90745/21256238_zpid/
JOHNHART REAL ESTATE,"$720,000","645 E Magnolia Blvd APT C, Burbank, CA 91501",645 E Magnolia Blvd APT C,Burbank,CA,91501,3,3,"1,530","17,654 sqft",17654.0,Townhouse,1981,Community Structure,$430 monthly,"$789,607","$3,200/mo",$471,https://www.zillow.com/homedetails/645-E-Magnolia-Blvd-APT-C-Burbank-CA-91501/20053763_zpid/
RE/MAX UNITED,"$549,999","10918 Black Mountain Rd UNIT 9, San Diego, CA 92126",10918 Black Mountain Rd UNIT 9,SanDiego,CA,92126,2,3,"1,204",No Data,null,Townhouse,1978,"Assigned, Covered, Other",$360 monthly,"$567,598","$2,350/mo",$457,https://www.zillow.com/homedetails/10918-Black-Mountain-Rd-UNIT-9-San-Diego-CA-92126/16816353_zpid/
,"$699,000","106 Blue Bonnet Ln #12, Scotts Valley, CA 95066",106 Blue Bonnet Ln #12,ScottsValley,CA,95066,3,3,"1,397","1,089 sqft",1089.0,Townhouse,1991,"Garage - Attached, Garage - Detached",$375 monthly,"$727,396","$3,500/mo",$500,https://www.zillow.com/homedetails/106-Blue-Bonnet-Ln-12-Scotts-Valley-CA-95066/16121086_zpid/
"CENTURY 21 HOMETOWN REALTY, SAN LUIS OBISPO OFFICE","$469,000","1161 Clevenger Dr, Arroyo Grande, CA 93420",1161 Clevenger Dr,ArroyoGrande,CA,93420,2,2,"1,180","1,498 sqft",1498.0,Townhouse,1979,"Driveway, Garage",$180 monthly,"$479,338","$2,300/mo",$397,https://www.zillow.com/homedetails/1161-Clevenger-Dr-Arroyo-Grande-CA-93420/15395139_zpid/
SCHAFFERS MILL REAL ESTATE,"$1,995,000","9109 Heartwood Dr, Truckee, CA 96161",9109 Heartwood Dr,Truckee,CA,96161,3,4,"3,093",No Data,null,Townhouse,2015,"Attached, Two",null,"$1,861,810","$15,000/mo",$645,https://www.zillow.com/homedetails/9109-Heartwood-Dr-Truckee-CA-96161/122009684_zpid/
HOMEQUEST REAL ESTATE,"$365,000","12555 Euclid St APT 46, Garden Grove, CA 92840",12555 Euclid St APT 46,GardenGrove,CA,92840,1,1,745,No Data,null,Townhouse,1983,Garage,$364 monthly,"$362,662","$1,850/mo",$490,https://www.zillow.com/homedetails/12555-Euclid-St-APT-46-Garden-Grove-CA-92840/25662703_zpid/
FIRST TEAM REAL ESTATE,"$395,000","39141 Anchor Bay UNIT D, Murrieta, CA 92563",39141 Anchor Bay UNIT D,Murrieta,CA,92563,3,3,"1,387",No Data,null,Townhouse,2002,"Garage Faces Front, Garage Faces Side, Garage - Two Door, Guest, Permit Required",$225 monthly,null,null,$285,https://www.zillow.com/homedetails/39141-Anchor-Bay-UNIT-D-Murrieta-CA-92563/61286397_zpid/
TAHOE VACATION PROPERTIES,"$215,000","2000 N Village Dr APT 202, Truckee, CA 96161",2000 N Village Dr APT 202,Truckee,CA,96161,Studio,1,336,No Data,null,Townhouse,1972,"Attached, Carport","$3,401 quarterly","$218,207","$2,300/mo",$640,https://www.zillow.com/homedetails/2000-N-Village-Dr-APT-202-Truckee-CA-96161/17707229_zpid/
,"$1,598,000","2389 Sharon Rd, Menlo Park, CA 94025",2389 Sharon Rd,MenloPark,CA,94025,3,3,"1,480",3.61 Acres,157251.6,Townhouse,1968,Garage - Attached,$603 monthly,null,null,"$1,080",https://www.zillow.com/homedetails/2389-Sharon-Rd-Menlo-Park-CA-94025/2071509387_zpid/
,"$849,950","1063 Villa Maria Ct, San Jose, CA 95125",1063 Villa Maria Ct,SanJose,CA,95125,3,3,"1,585","1,298 sqft",1298.0,Townhouse,1982,Garage - Attached,$600 monthly,"$898,883","$3,395/mo",$536,https://www.zillow.com/homedetails/1063-Villa-Maria-Ct-San-Jose-CA-95125/19684480_zpid/
,"$339,900","18570 Glenview Ct, Tehachapi, CA 93561",18570 Glenview Ct,Tehachapi,CA,93561,3,4,"2,344","137,214 sqft",137214.0,Townhouse,1987,Attached,$240 monthly,"$339,903","$1,695/mo",$145,https://www.zillow.com/homedetails/18570-Glenview-Ct-Tehachapi-CA-93561/18979483_zpid/
"CALLAWAY REALTY, INC.","$498,000","7155 Citrus Ave UNIT 312, Fontana, CA 92336",7155 Citrus Ave UNIT 312,Fontana,CA,92336,3,3,"1,687",No Data,null,Townhouse,2020,Garage,$290 monthly,"$480,287","$2,500/mo",$295,https://www.zillow.com/homedetails/7155-Citrus-Ave-UNIT-312-Fontana-CA-92336/2082298836_zpid/
,"$840,000","3882 Macgregor Cmn, Livermore, CA 94551",3882 Macgregor Cmn,Livermore,CA,94551,3,3,"2,000","3,168 sqft",3168.0,Townhouse,1990,"Garage Door Opener, Attached, Off Street, Garage Faces Front",$265 monthly,null,null,$420,https://www.zillow.com/homedetails/3882-Macgregor-Cmn-Livermore-CA-94551/24949080_zpid/
,"$1,449,950","271 Sierra Vista Ave APT 1, Mountain View, CA 94043",271 Sierra Vista Ave APT 1,MountainView,CA,94043,3,2,"1,424","1,102 sqft",1102.0,Townhouse,1988,Garage - Attached,$500 monthly,"$1,568,950","$3,700/mo","$1,018",https://www.zillow.com/homedetails/271-Sierra-Vista-Ave-APT-1-Mountain-View-CA-94043/19512184_zpid/
,"$724,999","42944 Corte Verde, Fremont, CA 94539",42944 Corte Verde,Fremont,CA,94539,2,2,968,"1,188 sqft",1188.0,Townhouse,1971,"Carport, Off Street, Other",$325 monthly,"$742,008","$2,700/mo",$749,https://www.zillow.com/homedetails/42944-Corte-Verde-Fremont-CA-94539/25021427_zpid/
,"$949,000","16156 Loretta Ln, Los Gatos, CA 95032",16156 Loretta Ln,LosGatos,CA,95032,3,3,"1,318",548 sqft,548.0,Townhouse,1980,Garage - Attached,$415 monthly,"$999,493","$3,200/mo",$720,https://www.zillow.com/homedetails/16156-Loretta-Ln-Los-Gatos-CA-95032/19679970_zpid/
KELLER WILLIAMS REALTY,"$649,800","95 Vellisimo Dr, Aliso Viejo, CA 92656",95 Vellisimo Dr,AlisoViejo,CA,92656,3,3,"1,350",No Data,null,Townhouse,2000,Direct Access,$312 monthly,"$687,564","$3,000/mo",$481,https://www.zillow.com/homedetails/95-Vellisimo-Dr-Aliso-Viejo-CA-92656/51674923_zpid/
CENTURY 21 MASTERS,"$648,000","607 W Duarte Rd UNIT D, Monrovia, CA 91016",607 W Duarte Rd UNIT D,Monrovia,CA,91016,4,3,"1,830","13,473 sqft",13473.0,Townhouse,2001,Garage - Attached,$200 monthly,"$672,452","$3,000/mo",$354,https://www.zillow.com/homedetails/607-W-Duarte-Rd-UNIT-D-Monrovia-CA-91016/59277506_zpid/
RE/MAX PREMIER PROP SANMARINO,"$1,198,000","153 S Hudson Ave UNIT 104, Pasadena, CA 91101",153 S Hudson Ave UNIT 104,Pasadena,CA,91101,3,3,"2,110","11,525 sqft",11525.0,Townhouse,2012,Garage,$457 monthly,"$1,084,721","$3,654/mo",$568,https://www.zillow.com/homedetails/153-S-Hudson-Ave-UNIT-104-Pasadena-CA-91101/123517527_zpid/
THE REALESTATE GROUP,"$469,000","19620 Sherman Way UNIT 8, Reseda, CA 91335",19620 Sherman Way UNIT 8,Reseda,CA,91335,3,3,"1,390","11,164 sqft",11164.0,Townhouse,1980,"Assigned, Parking Space, Underground",$420 monthly,"$466,436","$2,900/mo",$337,https://www.zillow.com/homedetails/19620-Sherman-Way-UNIT-8-Reseda-CA-91335/82816696_zpid/
T.N.G. REAL ESTATE CONSULTANTS,"$739,000","2112 Camellia Ln, Fullerton, CA 92833",2112 Camellia Ln,Fullerton,CA,92833,3,3,"1,720",No Data,null,Townhouse,1990,Direct Access,$210 monthly,"$743,309","$3,190/mo",$430,https://www.zillow.com/homedetails/2112-Camellia-Ln-Fullerton-CA-92833/25690441_zpid/
ADTECH REALTY,"$549,000","326 Elizabeth Ave, Monterey Park, CA 91755",326 Elizabeth Ave,MontereyPark,CA,91755,3,3,"1,352","16,382 sqft",16382.0,Townhouse,1989,Garage - Attached,$200 monthly,"$594,238","$2,600/mo",$406,https://www.zillow.com/homedetails/326-Elizabeth-Ave-Monterey-Park-CA-91755/20663356_zpid/
KELLER WILLIAMS SELA,"$449,800","7869 Ventura Canyon Ave UNIT 202, Los Angeles, CA 91402",7869 Ventura Canyon Ave UNIT 202,LosAngeles,CA,91402,3,3,"1,286","45,559 sqft",45559.0,Townhouse,1979,"Paved, Garage, Garage - Two Door, Private",$350 monthly,"$457,356","$2,735/mo",$350,https://www.zillow.com/homedetails/7869-Ventura-Canyon-Ave-UNIT-202-Los-Angeles-CA-91402/19957635_zpid/
,"$1,195,000","3319 Kimberly Way, San Mateo, CA 94403",3319 Kimberly Way,SanMateo,CA,94403,3,2,"1,450","1,751 sqft",1751.0,Townhouse,1978,Garage - Attached,$345 monthly,"$1,243,956","$3,950/mo",$824,https://www.zillow.com/homedetails/3319-Kimberly-Way-San-Mateo-CA-94403/15540985_zpid/
LEMONGRASS REALTY,"$795,000","18158 Bird Ct, Fountain Valley, CA 92708",18158 Bird Ct,FountainValley,CA,92708,3,3,"1,887","1,768 sqft",1768.0,Townhouse,1985,Direct Access,$361 monthly,"$731,522","$3,250/mo",$421,https://www.zillow.com/homedetails/18158-Bird-Ct-Fountain-Valley-CA-92708/25287375_zpid/
PARK REGENCY REALTY,"$375,000","12411 Osborne St UNIT 134, Los Angeles, CA 91331",12411 Osborne St UNIT 134,LosAngeles,CA,91331,2,2,"1,095","288,105 sqft",288105.0,Townhouse,1988,Garage - Attached,$345 monthly,"$406,810","$2,400/mo",$342,https://www.zillow.com/homedetails/12411-Osborne-St-UNIT-134-Los-Angeles-CA-91331/20087713_zpid/
KELLER WILLIAMS REALTY CALABASAS,"$507,000","2416 Chandler Ave UNIT 4, Simi Valley, CA 93065",2416 Chandler Ave UNIT 4,SimiValley,CA,93065,3,3,"1,278",940.90 sqft,940.9,Townhouse,1982,Garage,$350 monthly,"$496,467","$2,645/mo",$397,https://www.zillow.com/homedetails/2416-Chandler-Ave-UNIT-4-Simi-Valley-CA-93065/16440330_zpid/
1000 REALTY CORPORATION,"$856,800","5328 Welland Ave, Temple City, CA 91780",5328 Welland Ave,TempleCity,CA,91780,4,3,"1,884","13,647 sqft",13647.0,Townhouse,2014,Garage - Attached,$230 monthly,"$820,074","$3,200/mo",$455,https://www.zillow.com/homedetails/5328-Welland-Ave-Temple-City-CA-91780/119676441_zpid/
,"$649,000","151 Vista Hermosa, Walnut Creek, CA 94597",151 Vista Hermosa,WalnutCreek,CA,94597,2,3,"1,405",900 sqft,900.0,Townhouse,1990,"Garage Door Opener, Attached, Int Access From Garage, Guest",$428 monthly,"$702,966","$3,200/mo",$462,https://www.zillow.com/homedetails/151-Vista-Hermosa-Walnut-Creek-CA-94597/18413010_zpid/
,"$1,895,000","2434 Sharon Oaks Dr, Menlo Park, CA 94025",2434 Sharon Oaks Dr,MenloPark,CA,94025,3,3,"2,250","2,578 sqft",2578.0,Townhouse,1968,Garage - Attached,$69 monthly,"$2,050,077","$5,600/mo",$842,https://www.zillow.com/homedetails/2434-Sharon-Oaks-Dr-Menlo-Park-CA-94025/15600003_zpid/
,"$1,149,000","3272 Mouverde Pl, San Jose, CA 95135",3272 Mouverde Pl,SanJose,CA,95135,3,3,"1,628",927 sqft,927.0,Townhouse,2000,Garage - Attached,$265 monthly,"$1,222,340","$3,500/mo",$706,https://www.zillow.com/homedetails/3272-Mouverde-Pl-San-Jose-CA-95135/54772154_zpid/
,"$325,000","208 Main Cir, Ukiah, CA 95482",208 Main Cir,Ukiah,CA,95482,2,2,"1,017","1,485 sqft",1485.0,Townhouse,1989,"Attached, Garage Door Opener, Inside Entrance",$296 monthly,"$342,933","$2,450/mo",$320,https://www.zillow.com/homedetails/208-Main-Cir-Ukiah-CA-95482/68565337_zpid/
,"$1,699,000","126 Sonoma Ter, Mountain View, CA 94043",126 Sonoma Ter,MountainView,CA,94043,3,3,"1,851","1,115 sqft",1115.0,Townhouse,2016,Garage - Attached,$22 monthly,null,null,$918,https://www.zillow.com/homedetails/126-Sonoma-Ter-Mountain-View-CA-94043/2071511564_zpid/
WINDERMERE HOMES & ESTATES,"$799,000","16918 Vasquez Way UNIT 73, San Diego, CA 92127",16918 Vasquez Way UNIT 73,SanDiego,CA,92127,3,4,"1,498",No Data,null,Townhouse,2006,Garage - Attached,$215 monthly,"$834,038","$2,995/mo",$533,https://www.zillow.com/homedetails/16918-Vasquez-Way-UNIT-73-San-Diego-CA-92127/63661014_zpid/
,"$600,000","5657 Poplar Cmn, Fremont, CA 94538",5657 Poplar Cmn,Fremont,CA,94538,3,2,"1,149",875 sqft,875.0,Townhouse,1970,Off-street,$322 monthly,"$622,857","$2,850/mo",$522,https://www.zillow.com/homedetails/5657-Poplar-Cmn-Fremont-CA-94538/25045213_zpid/
DILBECK ESTATES,"$559,000","376 Pear Ave #101, Ventura, CA 93004",376 Pear Ave #101,Ventura,CA,93004,4,3,"1,795","1,794 sqft",1794.0,Townhouse,2015,"Garage Door Opener, Garage - Single Door, On Street, Guest",$248 monthly,"$577,664","$3,100/mo",$311,https://www.zillow.com/homedetails/376-Pear-Ave-101-Ventura-CA-93004/122077731_zpid/
,"$1,399,000","483 Tea Tree Ter, Sunnyvale, CA 94086",483 Tea Tree Ter,Sunnyvale,CA,94086,3,3,"1,652",988 sqft,988.0,Townhouse,2007,Garage - Attached,$264 monthly,null,null,$847,https://www.zillow.com/homedetails/483-Tea-Tree-Ter-Sunnyvale-CA-94086/2071512870_zpid/
