Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
,"$550,000","118 S Wildwood, Hercules, CA 94547",118 S Wildwood,Hercules,CA,94547,2,3,"1,413",null,null,Condo,1987,"Garage Door Opener, Attached, Garage, Int Access From Garage, Space Per Unit - 2",$495 monthly,"$578,467","$2,995/mo",$389,https://www.zillow.com/homedetails/118-S-Wildwood-Hercules-CA-94547/18500239_zpid/
"COLDWELL BANKER REALTY, Nina Style","$1,395,000","2201 Sacramento St APT 102, San Francisco, CA 94115",2201 Sacramento St APT 102,SanFrancisco,CA,94115,2,2,"1,533",null,null,Condo,1928,"Attached, Garage Door Opener, Interior Access, Side by Side, On Site (Single Family Only), Shared Driveway",$779 monthly,"$4,500/mo",null,$910,https://www.zillow.com/homedetails/2201-Sacramento-St-APT-102-San-Francisco-CA-94115/15074709_zpid/
,"$880,000","1209 Oak Grove Ave APT 305, Burlingame, CA 94010",1209 Oak Grove Ave APT 305,Burlingame,CA,94010,2,2,"1,025",null,null,Condo,1979,"Garage - Attached, ",$400 monthly,"$919,174","$3,200/mo",$859,https://www.zillow.com/homedetails/1209-Oak-Grove-Ave-APT-305-Burlingame-CA-94010/15630175_zpid/
"COMPASS, Claudia L. Siegel","$429,000","2983 21st St #B, San Francisco, CA 94110",2983 21st St #B,SanFrancisco,CA,94110,1,1,--,null,null,Condo,1900,"Enclosed, Garage Faces Front",null,null,null,null,https://www.zillow.com/homedetails/2983-21st-St-B-San-Francisco-CA-94110/2071583419_zpid/
BHGRE I LEASKOU PARTNERS,"$255,000","74189 Catalina Way, Palm Desert, CA 92260",74189 Catalina Way,PalmDesert,CA,92260,2,2,"1,312",null,null,Condo,1978,"Direct Access, Garage Door Opener, On Street",$380 monthly,"$257,487","$2,800/mo",$194,https://www.zillow.com/homedetails/74189-Catalina-Way-Palm-Desert-CA-92260/18080217_zpid/
CAL AMERICAN HOMES AND REALTY,"$390,900","636 Sycamore Ave, Claremont, CA 91711",636 Sycamore Ave,Claremont,CA,91711,2,2,"1,112",null,null,Condo,1982,Garage,$360 monthly,"$78,367","$2,250/mo",$352,https://www.zillow.com/homedetails/636-Sycamore-Ave-Claremont-CA-91711/2126561071_zpid/
RE/MAX ONE,"$399,900","2392 Archwood Ln UNIT 7, Simi Valley, CA 93063",2392 Archwood Ln UNIT 7,SimiValley,CA,93063,2,1,872,null,null,Condo,1986,"Assigned, Detached Carport",$350 monthly,"$385,964","$1,950/mo",$459,https://www.zillow.com/homedetails/2392-Archwood-Ln-UNIT-7-Simi-Valley-CA-93063/16466757_zpid/
THUNDERBIRD ONLY,"$329,000","40990 Paxton Dr UNIT 8, Rancho Mirage, CA 92270",40990 Paxton Dr UNIT 8,RanchoMirage,CA,92270,2,2,"1,837",null,null,Cooperative,1999,Assigned,$700 monthly,"$329,002","$4,500/mo",$179,https://www.zillow.com/homedetails/40990-Paxton-Dr-UNIT-8-Rancho-Mirage-CA-92270/17741492_zpid/
NATIONWIDE REAL ESTATE EXECS,"$710,000","30275 Via Reata #22, Laguna Niguel, CA 92677",30275 Via Reata #22,LagunaNiguel,CA,92677,4,3,"1,530",null,null,Condo,1973,"Driveway, Garage, Garage Faces Front, Garage - Two Door, Garage Door Opener, Guest, On Site, Private, Unassigned",$554 monthly,"$757,972",null,$464,https://www.zillow.com/homedetails/30275-Via-Reata-22-Laguna-Niguel-CA-92677/2072305029_zpid/
KELLER WILLIAMS SOUTH BAY,"$529,000","1410 Brett Pl UNIT 342, Los Angeles, CA 90732",1410 Brett Pl UNIT 342,LosAngeles,CA,90732,3,2,"1,365",null,null,Condo,1987,Underground,$632 monthly,"$550,238","$2,900/mo",$388,https://www.zillow.com/homedetails/1410-Brett-Pl-UNIT-342-Los-Angeles-CA-90732/21304514_zpid/
KELLER WILLIAMS REALTY,"$539,900","26398 Waterford Cir #57, Lake Forest, CA 92630",26398 Waterford Cir #57,LakeForest,CA,92630,2,3,"1,305",null,null,Condo,1984,"Direct Access, Garage, Garage Faces Rear, Garage - Two Door, Permit Required",$450 monthly,"$566,369","$2,770/mo",$414,https://www.zillow.com/homedetails/26398-Waterford-Cir-57-Lake-Forest-CA-92630/25746744_zpid/
"JS SULLIVAN SALES AND MARKETIN, Loring M. Aguillon-Racine","$668,000","555 Golden Gate Ave #3A, San Francisco, CA 94102",555 Golden Gate Ave #3A,SanFrancisco,CA,94102,1,1,568,null,null,Condo,2021,"Other, See Remarks, Side by Side, Driveway",$553 monthly,null,null,"$1,176",https://www.zillow.com/homedetails/555-Golden-Gate-Ave-3A-San-Francisco-CA-94102/2071526745_zpid/
"VANGUARD PROPERTIES, Simran Alden","$1,929,000","250 King St UNIT 852, San Francisco, CA 94107",250 King St UNIT 852,SanFrancisco,CA,94107,3,2,"1,653",null,null,Condo,2004,"Assigned, Independent, On Site","$1,027 monthly",null,null,"$1,167",https://www.zillow.com/homedetails/250-King-St-UNIT-852-San-Francisco-CA-94107/80735788_zpid/
,"$599,000","2051 Ascot Dr UNIT 202, Moraga, CA 94556",2051 Ascot Dr UNIT 202,Moraga,CA,94556,3,2,"1,191",null,null,Condo,1971,Carport,$435 monthly,"$614,506",null,$503,https://www.zillow.com/homedetails/2051-Ascot-Dr-UNIT-202-Moraga-CA-94556/2075859830_zpid/
"VANGUARD PROPERTIES, Christian Buckley","$659,000","666 Post St APT 902, San Francisco, CA 94109",666 Post St APT 902,SanFrancisco,CA,94109,1,1,775,null,null,Cooperative,0,No Garage,$785 monthly,"$652,560","$3,000/mo",$850,https://www.zillow.com/homedetails/666-Post-St-APT-902-San-Francisco-CA-94109/63196408_zpid/
,"$648,000","6208 Wehner Way, San Jose, CA 95135",6208 Wehner Way,SanJose,CA,95135,2,2,"1,340",null,null,Condo,1974,Garage - Attached,$974 monthly,"$659,188","$3,100/mo",$484,https://www.zillow.com/homedetails/6208-Wehner-Way-San-Jose-CA-95135/19798277_zpid/
,"$839,888","3721 Carter Dr APT 1202, South San Francisco, CA 94080",3721 Carter Dr APT 1202,SouthSanFrancisco,CA,94080,2,2,"1,140",null,null,Condo,2004,Carport,$460 monthly,"$879,082","$3,200/mo",$737,https://www.zillow.com/homedetails/3721-Carter-Dr-APT-1202-South-San-Francisco-CA-94080/64868808_zpid/
TXR HOMES,"$291,000","6930 Hyde Park Dr UNIT 109, San Diego, CA 92119",6930 Hyde Park Dr UNIT 109,SanDiego,CA,92119,1,1,676,null,null,Condo,1974,"Assigned, Other",$334 monthly,"$297,318","$1,650/mo",$430,https://www.zillow.com/homedetails/6930-Hyde-Park-Dr-UNIT-109-San-Diego-CA-92119/17197262_zpid/
KELLER WILLIAMS REALTY,"$450,000","2902 Alwood Ct, Spring Valley, CA 91978",2902 Alwood Ct,SpringValley,CA,91978,3,2,"1,316",null,null,Condo,1985,"Assigned, Carport, Open",$443 monthly,"$531,773","$2,400/mo",$342,https://www.zillow.com/homedetails/2902-Alwood-Ct-Spring-Valley-CA-91978/17049144_zpid/
"DOUGLAS ELLIMAN OF CALIFORNIA,","$739,000","1741 Tustin Ave APT 12B, Costa Mesa, CA 92627",1741 Tustin Ave APT 12B,CostaMesa,CA,92627,3,2,"1,334",null,null,Condo,1963,"Garage, Garage - Single Door",$417 monthly,"$745,855","$3,400/mo",$554,https://www.zillow.com/homedetails/1741-Tustin-Ave-APT-12B-Costa-Mesa-CA-92627/2131090049_zpid/
KELLER WILLIAMS LUXURY HOMES,"$1,295,000","151 Villaggio W, Palm Springs, CA 92262",151 Villaggio W,PalmSprings,CA,92262,3,4,"2,143",null,null,Condo,2005,"Direct Access, Garage Door Opener",$435 monthly,"$1,325,116","$6,500/mo",$604,https://www.zillow.com/homedetails/151-Villaggio-W-Palm-Springs-CA-92262/63314478_zpid/
FIRST TEAM REAL ESTATE,"$364,900","552 Canyon Dr UNIT 24, Oceanside, CA 92054",552 Canyon Dr UNIT 24,Oceanside,CA,92054,3,2,"1,035",null,null,Condo,1991,Assigned,$490 monthly,"$386,881","$2,100/mo",$353,https://www.zillow.com/homedetails/552-Canyon-Dr-UNIT-24-Oceanside-CA-92054/16581647_zpid/
,"$1,750,000","100 Juniper Springs Dr #4, Mammoth Lakes, CA 93546",100 Juniper Springs Dr #4,MammothLakes,CA,93546,3,3,"2,295",null,null,Condo,2005,"Garage - Attached, ",null,"$1,728,864","$4,300/mo",$763,https://www.zillow.com/homedetails/100-Juniper-Springs-Dr-4-Mammoth-Lakes-CA-93546/95766829_zpid/
PACIFIC STERLING PROPERTIES,"$675,000","4 Starflower #17, Irvine, CA 92604",4 Starflower #17,Irvine,CA,92604,2,2,"1,234",null,null,Condo,1976,"Direct Access, Garage, Garage Faces Front, Garage - Single Door, Garage Door Opener",$445 monthly,"$733,510","$2,950/mo",$547,https://www.zillow.com/homedetails/4-Starflower-17-Irvine-CA-92604/25712325_zpid/
COLDWELL BANKER REALTY,"$375,000","429 Autumn Dr APT 12, San Marcos, CA 92069",429 Autumn Dr APT 12,SanMarcos,CA,92069,2,2,"1,114",null,null,Condo,1981,"Assigned, Carport, Detached Carport, Community Structure, Covered, Paved, Parking Space, Permit Required, Side By Side, Structure",$486 monthly,"$391,307","$2,150/mo",$337,https://www.zillow.com/homedetails/429-Autumn-Dr-APT-12-San-Marcos-CA-92069/16669512_zpid/
FIRST TEAM REAL ESTATE,"$659,000","842 N Kintyre Dr, Orange, CA 92869",842 N Kintyre Dr,Orange,CA,92869,3,3,"1,357",null,null,Condo,1995,Direct Access,$305 monthly,"$678,120","$3,000/mo",$486,https://www.zillow.com/homedetails/842-N-Kintyre-Dr-Orange-CA-92869/25762673_zpid/
REMAX SKY,"$264,900","11410 Dolan Ave UNIT 321, Downey, CA 90241",11410 Dolan Ave UNIT 321,Downey,CA,90241,1,1,573,null,null,Condo,1987,Assigned,$226 monthly,"$273,736","$1,650/mo",$462,https://www.zillow.com/homedetails/11410-Dolan-Ave-UNIT-321-Downey-CA-90241/21051227_zpid/
ALL NATION HOMES,"$660,000","103 Montana Del Lago Dr, Rancho Santa Margarita, CA 92688",103 Montana Del Lago Dr,RanchoSantaMargarita,CA,92688,4,2,"1,462",null,null,Condo,1992,"Garage, Tandem",$396 monthly,"$658,563","$2,800/mo",$451,https://www.zillow.com/homedetails/103-Montana-Del-Lago-Dr-Rancho-Santa-Margarita-CA-92688/25667754_zpid/
"DOUGLAS ELLIMAN OF CALIFORNIA, INC.","$595,000","4267 Marina City Dr UNIT 212, Marina Del Rey, CA 90292",4267 Marina City Dr UNIT 212,MarinaDelRey,CA,90292,1,1,925,null,null,Condo,1972,Community Structure,$709 monthly,"$612,849",null,$643,https://www.zillow.com/homedetails/4267-Marina-City-Dr-UNIT-212-Marina-Del-Rey-CA-90292/2071600365_zpid/
,"$339,500","6613 Meadow Pines Ave, Rohnert Park, CA 94928",6613 Meadow Pines Ave,RohnertPark,CA,94928,2,2,"1,069",null,null,Condo,1978,Attached,$534 monthly,"$359,159","$2,200/mo",$318,https://www.zillow.com/homedetails/6613-Meadow-Pines-Ave-Rohnert-Park-CA-94928/15854003_zpid/
,"$519,999","8685 Mountain Blvd #36, Oakland, CA 94605",8685 Mountain Blvd #36,Oakland,CA,94605,2,2,"1,147",null,null,Condo,1982,"Garage Door Opener, Detached",$470 monthly,"$608,018","$2,595/mo",$453,https://www.zillow.com/homedetails/8685-Mountain-Blvd-36-Oakland-CA-94605/24799764_zpid/
,"$799,800","226 Shorebird Cir, Redwood City, CA 94065",226 Shorebird Cir,RedwoodCity,CA,94065,2,1,915,null,null,Condo,1986,Carport,$50 monthly,null,null,$874,https://www.zillow.com/homedetails/226-Shorebird-Cir-Redwood-City-CA-94065/2071570349_zpid/
BENNION DEVILLE HOMES,"$183,900","5300 E Waverly Dr APT J10, Palm Springs, CA 92264",5300 E Waverly Dr APT J10,PalmSprings,CA,92264,1,1,735,null,null,Condo,1978,"Unassigned, Open",$328 monthly,"$183,901","$2,100/mo",$250,https://www.zillow.com/homedetails/5300-E-Waverly-Dr-APT-J10-Palm-Springs-CA-92264/18135134_zpid/
IRN REALTY,"$589,000","528 S Orange Ave UNIT B, Monterey Park, CA 91755",528 S Orange Ave UNIT B,MontereyPark,CA,91755,2,3,"1,545",null,null,Condo,1984,"Direct Access, Garage",$230 monthly,"$626,121","$2,700/mo",$381,https://www.zillow.com/homedetails/528-S-Orange-Ave-UNIT-B-Monterey-Park-CA-91755/20664382_zpid/
,"$750,000","1943 Mount Vernon Ct APT 303, Mountain View, CA 94040",1943 Mount Vernon Ct APT 303,MountainView,CA,94040,2,2,"1,169",null,null,Condo,1977,"Carport, Garage",$654 monthly,"$780,520","$3,112/mo",$642,https://www.zillow.com/homedetails/1943-Mount-Vernon-Ct-APT-303-Mountain-View-CA-94040/19514034_zpid/
,"$729,888","338 San Petra Ct APT 1, Milpitas, CA 95035",338 San Petra Ct APT 1,Milpitas,CA,95035,3,2,"1,050",null,null,Condo,1971,"Garage - Detached, ",$459 monthly,"$770,937","$2,800/mo",$695,https://www.zillow.com/homedetails/338-San-Petra-Ct-APT-1-Milpitas-CA-95035/19480290_zpid/
,"$174,900","4208 Tierra Verde St APT 17, Bakersfield, CA 93301",4208 Tierra Verde St APT 17,Bakersfield,CA,93301,3,3,"1,700",null,null,Condo,1979,2 Car Garage,$288 monthly,"$174,901","$1,400/mo",$103,https://www.zillow.com/homedetails/4208-Tierra-Verde-St-APT-17-Bakersfield-CA-93301/18925755_zpid/
PINPOINT REALTORS,"$499,000","1934 Oakwood Way, Pomona, CA 91767",1934 Oakwood Way,Pomona,CA,91767,3,3,"1,599",null,null,Condo,2006,"Direct Access, Garage - Two Door",$280 monthly,"$515,533","$2,800/mo",$312,https://www.zillow.com/homedetails/1934-Oakwood-Way-Pomona-CA-91767/72108002_zpid/
DESERT SEA REAL ESTATE,"$399,000","615 S Euclid St UNIT L3, Santa Ana, CA 92704",615 S Euclid St UNIT L3,SantaAna,CA,92704,2,2,985,null,null,Condo,1963,Garage,$325 monthly,null,null,$405,https://www.zillow.com/homedetails/615-S-Euclid-St-UNIT-L3-Santa-Ana-CA-92704/2071546278_zpid/
,"$165,000","4736 Greenholme Dr APT 1, Sacramento, CA 95842",4736 Greenholme Dr APT 1,Sacramento,CA,95842,2,1,795,null,null,Condo,1977,"Garage - Attached, ",$225 monthly,"$173,927","$1,395/mo",$208,https://www.zillow.com/homedetails/4736-Greenholme-Dr-APT-1-Sacramento-CA-95842/26002490_zpid/
BINESH REALTY,"$449,000","1 Aruba St #231, Laguna Niguel, CA 92677",1 Aruba St #231,LagunaNiguel,CA,92677,2,2,946,null,null,Condo,1984,No Data,$436 monthly,"$464,904","$2,200/mo",$475,https://www.zillow.com/homedetails/1-Aruba-St-231-Laguna-Niguel-CA-92677/25761175_zpid/
,"$1,300,000","3514 Capoterra Way, Dublin, CA 94568",3514 Capoterra Way,Dublin,CA,94568,4,4,"3,012",null,null,Condo,2012,"Garage Door Opener, Attached, Enclosed",$448 monthly,"$1,375,375","$3,650/mo",$432,https://www.zillow.com/homedetails/3514-Capoterra-Way-Dublin-CA-94568/94686577_zpid/
,"$1,750,000","100 Juniper Springs Dr, Mammoth Lakes, CA 93546",100 Juniper Springs Dr,MammothLakes,CA,93546,3,3,"2,295",null,null,Condo,No Data,No Data,null,null,null,$763,https://www.zillow.com/homedetails/100-Juniper-Springs-Dr-Mammoth-Lakes-CA-93546/2071516129_zpid/
"MEDIA WEST REALTY,INC.","$589,000","4707 Willis Ave APT 209, Los Angeles, CA 91403",4707 Willis Ave APT 209,LosAngeles,CA,91403,2,2,"1,457",null,null,Condo,1981,"Underground, Tandem",$494 monthly,"$607,082","$2,850/mo",$404,https://www.zillow.com/homedetails/4707-Willis-Ave-APT-209-Los-Angeles-CA-91403/19983070_zpid/
COMPASS,"$649,000","4521 Colbath Ave APT 302, Los Angeles, CA 91423",4521 Colbath Ave APT 302,LosAngeles,CA,91423,2,2,"1,363",null,null,Condo,1965,"Community Structure, Covered, Side By Side, Assigned",$577 monthly,"$681,168","$2,900/mo",$476,https://www.zillow.com/homedetails/4521-Colbath-Ave-APT-302-Los-Angeles-CA-91423/19986284_zpid/
REGENCY REAL ESTATE BROKERS,"$549,900","27752 Emerald #1, Mission Viejo, CA 92691",27752 Emerald #1,MissionViejo,CA,92691,2,3,"1,260",null,null,Condo,1985,"Direct Access, Garage, Parking Space, Unassigned",$331 monthly,"$565,181",null,$436,https://www.zillow.com/homedetails/27752-Emerald-1-Mission-Viejo-CA-92691/2071918118_zpid/
EXP REALTY OF CALIFORNIA INC.,"$475,000","15000 Halldale Ave APT 211, Gardena, CA 90247",15000 Halldale Ave APT 211,Gardena,CA,90247,2,2,"1,049",null,null,Condo,1979,"Assigned, Converted Garage",$300 monthly,"$428,807","$2,495/mo",$453,https://www.zillow.com/homedetails/15000-Halldale-Ave-APT-211-Gardena-CA-90247/20979972_zpid/
ROSENTHAL & ASSOCIATES,"$449,900","44817 Del Dios Cir, Indian Wells, CA 92210",44817 Del Dios Cir,IndianWells,CA,92210,3,3,"2,517",null,null,Condo,1979,Covered,"$1,094 monthly","$449,903","$5,500/mo",$179,https://www.zillow.com/homedetails/44817-Del-Dios-Cir-Indian-Wells-CA-92210/18093298_zpid/
"BIG BLOCK REALTY, INC","$290,000","702 Ash St UNIT 702, San Diego, CA 92101",702 Ash St UNIT 702,SanDiego,CA,92101,1,1,498,null,null,Condo,1929,Garage - Attached,$809 monthly,"$299,279","$1,750/mo",$582,https://www.zillow.com/homedetails/702-Ash-St-UNIT-702-San-Diego-CA-92101/2086588659_zpid/
RE/MAX ESTATE PROPERTIES,"$639,000","770 W Imperial Ave UNIT 49, El Segundo, CA 90245",770 W Imperial Ave UNIT 49,ElSegundo,CA,90245,2,2,"1,005",null,null,Condo,1966,"Carport, On Site",$425 monthly,"$656,320","$2,750/mo",$636,https://www.zillow.com/homedetails/770-W-Imperial-Ave-UNIT-49-El-Segundo-CA-90245/20392220_zpid/
,"$569,000","4425 Norwalk Dr APT 1, San Jose, CA 95129",4425 Norwalk Dr APT 1,SanJose,CA,95129,2,1,924,null,null,Condo,1970,"Carport, Garage",$450 monthly,"$591,353","$2,400/mo",$616,https://www.zillow.com/homedetails/4425-Norwalk-Dr-APT-1-San-Jose-CA-95129/19603068_zpid/
BJERRE & GARCIA REALTY INC.,"$398,500","1155 Laurel Ln #43, San Luis Obispo, CA 93401",1155 Laurel Ln #43,SanLuisObispo,CA,93401,2,1,900,null,null,Condo,1963,No Data,$254 monthly,"$410,575",null,$443,https://www.zillow.com/homedetails/1155-Laurel-Ln-43-San-Luis-Obispo-CA-93401/2071555869_zpid/
"COMPASS SF, Helena Zaludova","$1,425,000","2135 California St #3, San Francisco, CA 94115",2135 California St #3,SanFrancisco,CA,94115,3,2,"1,177",null,null,Condo,1922,"Other, See Remarks, Independent",$509 monthly,null,null,"$1,211",https://www.zillow.com/homedetails/2135-California-St-3-San-Francisco-CA-94115/2071527394_zpid/
"HOMESMART, EVERGREEN REALTY","$569,000","79 Valmont Way, Mission Viejo, CA 92694",79 Valmont Way,MissionViejo,CA,92694,2,3,"1,315",null,null,Condo,2004,"Direct Access, Garage, Garage Faces Rear, Oversized",$412 monthly,"$585,641","$2,765/mo",$433,https://www.zillow.com/homedetails/79-Valmont-Way-Mission-Viejo-CA-92694/64693281_zpid/
SENTRY RESIDENTIAL INC.,"$315,000","3606 Vista Rey UNIT 11, Oceanside, CA 92057",3606 Vista Rey UNIT 11,Oceanside,CA,92057,2,2,"1,177",null,null,Condo,1972,"Gated, Community Structure",$395 monthly,"$320,549","$2,200/mo",$268,https://www.zillow.com/homedetails/3606-Vista-Rey-UNIT-11-Oceanside-CA-92057/16599094_zpid/
BERKSHIRE HATHAWAY HOMESERVICES CALIFORNIA PROPERTIES,"$275,000","3700 Dean Dr UNIT 2902, Ventura, CA 93003",3700 Dean Dr UNIT 2902,Ventura,CA,93003,1,1,924,null,null,Condo,1965,"Assigned, Garage",$406 monthly,"$329,022","$2,200/mo",$298,https://www.zillow.com/homedetails/3700-Dean-Dr-UNIT-2902-Ventura-CA-93003/16331462_zpid/
TR WEALTH MANAGEMENT INC.,"$810,000","29707 Island View Dr UNIT 12, Rancho Palos Verdes, CA 90275",29707 Island View Dr UNIT 12,RanchoPalosVerdes,CA,90275,2,3,"1,695",null,null,Condo,1984,"Assigned, Side By Side, Underground",$360 monthly,"$894,933","$3,600/mo",$478,https://www.zillow.com/homedetails/29707-Island-View-Dr-UNIT-12-Rancho-Palos-Verdes-CA-90275/21362642_zpid/
,"$225,000","1430 Kirkwood Meadows Dr #41, Kirkwood, CA 95646",1430 Kirkwood Meadows Dr #41,Kirkwood,CA,95646,1,1,466,null,null,Condo,1974,0 spaces,null,"$225,001","$1,629/mo",$483,https://www.zillow.com/homedetails/1430-Kirkwood-Meadows-Dr-41-Kirkwood-CA-95646/2089181030_zpid/
HOMESMART REALTY WEST,"$345,000","5252 Balboa Arms Dr UNIT 291, San Diego, CA 92117",5252 Balboa Arms Dr UNIT 291,SanDiego,CA,92117,1,1,564,null,null,Condo,1995,"Assigned, Gated, Other",$287 monthly,"$357,570","$1,650/mo",$612,https://www.zillow.com/homedetails/5252-Balboa-Arms-Dr-UNIT-291-San-Diego-CA-92117/94694216_zpid/
,"$499,000","751 Warring Dr APT 2, San Jose, CA 95123",751 Warring Dr APT 2,SanJose,CA,95123,2,1,903,null,null,Condo,1970,"Carport, Garage",$370 monthly,"$646,934","$2,350/mo",$553,https://www.zillow.com/homedetails/751-Warring-Dr-APT-2-San-Jose-CA-95123/19830833_zpid/
BETTER HOMES AND GARDENS REAL ESTATE CHAMPIONS,"$259,900","1000 Central Ave UNIT 39, Riverside, CA 92507",1000 Central Ave UNIT 39,Riverside,CA,92507,2,2,965,null,null,Condo,1975,"Assigned, Garage, Parking Space",$310 monthly,"$247,947","$1,700/mo",$269,https://www.zillow.com/homedetails/1000-Central-Ave-UNIT-39-Riverside-CA-92507/17867775_zpid/
CORCORAN GLOBAL LIVING,"$649,999","13675 Ruette Le Parc UNIT C, Del Mar, CA 92014",13675 Ruette Le Parc UNIT C,DelMar,CA,92014,2,2,"1,164",null,null,Condo,1978,Garage,$440 monthly,"$637,282","$2,840/mo",$558,https://www.zillow.com/homedetails/13675-Ruette-Le-Parc-UNIT-C-Del-Mar-CA-92014/16765620_zpid/
