City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,3 Beds,2 Beds,4 Beds,1 Bed,Studio,5 Beds
Sylmar,Townhomes,CA,91342,"[{'bedroom_type': '3 Beds', 'price': '$2,70'}]","14441 Foothill Blvd, Sylmar, CA 91342",https://www.apartments.com/14441-foothill-blvd-sylmar-ca/692b45r/,2½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,"$2,70",,,,,
San Jose,Townhomes,CA,95111,"[{'bedroom_type': '3 Beds', 'price': '$4,00'}]","261 Montalcino Cir, San Jose, CA 95111",https://www.apartments.com/261-montalcino-cir-san-jose-ca/21s1vkc/,4 BAs,"1,856 Sq Ft","1,856",6 Month Lease,Available Now,"$4,00",,,,,
Los Angeles,Townhomes,CA,90029,"[{'bedroom_type': '3 Beds', 'price': '$5,20'}]","1027 Sanborn Ave, Los Angeles, CA 90029",https://www.apartments.com/1027-sanborn-ave-los-angeles-ca/bgxw3x8/,1½ BAs,"1,650 Sq Ft","1,650",12 Month Lease,Available Now,"$5,20",,,,,
San Francisco,Townhomes,CA,94107,"[{'bedroom_type': '3 Beds', 'price': '$4,79'}]","26 Jennifer Pl, San Francisco, CA 94107",https://www.apartments.com/26-jennifer-pl-san-francisco-ca/xr2byen/,2 BAs,"1,700 Sq Ft","1,700",6 Month Lease,Available Now,"$4,79",,,,,
Downey,Townhomes,CA,90240,"[{'bedroom_type': '3 Beds', 'price': '$3,10'}]","8020 Telegraph Rd, Downey, CA 90240",https://www.apartments.com/8020-telegraph-rd-downey-ca/nk0et1p/,2½ BAs,"1,388 Sq Ft","1,388",12 Month Lease,Available Now,"$3,10",,,,,
Los Angeles,Townhomes,CA,90066,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","11742 Courtleigh Dr, Los Angeles, CA 90066",https://www.apartments.com/11742-courtleigh-dr-los-angeles-ca/m2exs1l/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$2,60",,,,
West Hollywood,Townhomes,CA,90046,"[{'bedroom_type': '2 Beds', 'price': '$3,90'}]","1228 Poinsettia Dr, West Hollywood, CA 90046",https://www.apartments.com/1228-poinsettia-dr-west-hollywood-ca/fydeemt/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,,"$3,90",,,,
Santa Monica,Townhomes,CA,90404,"[{'bedroom_type': '3 Beds', 'price': '$3,42'}]","1528 Berkeley St, Santa Monica, CA 90404",https://www.apartments.com/1528-berkeley-st-santa-monica-ca/pv3mbpt/,2 BAs,"1,294 Sq Ft","1,294",12 Month Lease,Available Now,"$3,42",,,,,
Carlsbad,Townhomes,CA,92008,"[{'bedroom_type': '2 Beds', 'price': '$3,20'}]","4726 Amberwood Ct, Carlsbad, CA 92008",https://www.apartments.com/4726-amberwood-ct-carlsbad-ca/zslqh9z/,2½ BAs,"1,721 Sq Ft","1,721",12 Month Lease,Feb 1,,"$3,20",,,,
Redondo Beach,Townhomes,CA,90278,"[{'bedroom_type': '3 Beds', 'price': '$4,25'}]","2518 Robinson St, Redondo Beach, CA 90278",https://www.apartments.com/2518-robinson-st-redondo-beach-ca/2vlx8dc/,2½ BAs,"2,300 Sq Ft","2,300",,Available Now,"$4,25",,,,,
South Pasadena,Townhomes,CA,91030,"[{'bedroom_type': '1 Bed', 'price': '$3,10'}]","812 Fremont Ave, South Pasadena, CA 91030",https://www.apartments.com/812-fremont-ave-south-pasadena-ca/ddj9tkh/,1 BA,"1,250 Sq Ft","1,250",12 Month Lease,Available Now,,,,"$3,10",,
San Diego,Townhomes,CA,92131,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","10856 Ivy Hill Dr, San Diego, CA 92131",https://www.apartments.com/10856-ivy-hill-dr-san-diego-ca/tw9y0gb/,2½ BAs,"1,387 Sq Ft","1,387",12 Month Lease,Feb 1,,"$2,60",,,,
Los Angeles,Townhomes,CA,90064,"[{'bedroom_type': '2 Beds', 'price': '$3,69'}]","2425 Prosser Ave, Los Angeles, CA 90064",https://www.apartments.com/2425-prosser-ave-los-angeles-ca/y747lkv/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,"$3,69",,,,
Mountain View,Townhomes,CA,94041,"[{'bedroom_type': '2 Beds', 'price': '$3,99'}]","149 Centre St, Mountain View, CA 94041",https://www.apartments.com/149-centre-st-mountain-view-ca/484sevk/,2½ BAs,"1,232 Sq Ft","1,232",12 Month Lease,Available Now,,"$3,99",,,,
Los Angeles,Townhomes,CA,90066,"[{'bedroom_type': '2 Beds', 'price': '$2,50'}]","11433 Venice Blvd, Los Angeles, CA 90066",https://www.apartments.com/11433-venice-blvd-los-angeles-ca/k9jh5t9/,1½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$2,50",,,,
Los Angeles,Townhomes,CA,90062,"[{'bedroom_type': '4 Beds', 'price': '$3,20'}]","1745 W Vernon Ave, Los Angeles, CA 90062",https://www.apartments.com/1745-w-vernon-ave-los-angeles-ca/j20h7s7/,3 BAs,"1,700 Sq Ft","1,700",12 Month Lease,Feb 1,,,"$3,20",,,
Harbor City,Townhomes,CA,90710,"[{'bedroom_type': '4 Beds', 'price': '$3,10'}]","1270 Riverrock Rd, Harbor City, CA 90710",https://www.apartments.com/1270-riverrock-rd-harbor-city-ca/m8zt95j/,4 BAs,"1,690 Sq Ft","1,690",12 Month Lease,Available Now,,,"$3,10",,,
La Mirada,Townhomes,CA,90638,"[{'bedroom_type': '3 Beds', 'price': '$3,30'}]","13502 Windsor Ct, La Mirada, CA 90638",https://www.apartments.com/13502-windsor-ct-la-mirada-ca/jdnszl5/,2½ BAs,"1,854 Sq Ft","1,854",12 Month Lease,Available Now,"$3,30",,,,,
Hayward,Townhomes,CA,94541,"[{'bedroom_type': '1 Bed', 'price': '$98'}]","22904 Grand St, Hayward, CA 94541",https://www.apartments.com/22904-grand-st-hayward-ca/5gxgzmm/,1½ BAs,"1,325 Sq Ft","1,325",12 Month Lease,Available Now,,,,$98,,
West Hollywood,Townhomes,CA,90046,"[{'bedroom_type': '1 Bed', 'price': '$2,59'}]","907 N Genesee Ave, West Hollywood, CA 90046",https://www.apartments.com/907-n-genesee-ave-west-hollywood-ca/ggrfl0y/,1 BA,790 Sq Ft,790,12 Month Lease,Available Now,,,,"$2,59",,
Inglewood,Townhomes,CA,90304,"[{'bedroom_type': '4 Beds', 'price': '$3,50'}]","11031 Burin Ave, Inglewood, CA 90304",https://www.apartments.com/11031-burin-ave-inglewood-ca/kd6l198/,3 BAs,"1,720 Sq Ft","1,720",12 Month Lease,Available Now,,,"$3,50",,,
Sunnyvale,Townhomes,CA,94086,"[{'bedroom_type': '2 Beds', 'price': '$4,00'}]","483 Wild Cherry Ter, Sunnyvale, CA 94086",https://www.apartments.com/483-wild-cherry-ter-sunnyvale-ca/8tkcgc1/,2 BAs,"1,056 Sq Ft","1,056",12 Month Lease,Feb 1,,"$4,00",,,,
Redondo Beach,Townhomes,CA,90278,"[{'bedroom_type': '4 Beds', 'price': '$6,50'}]","2109 Marshallfield Ln, Redondo Beach, CA 90278",https://www.apartments.com/2109-marshallfield-ln-redondo-beach-ca/59e8v4m/,3½ BAs,"2,450 Sq Ft","2,450",12 Month Lease,Available Now,,,"$6,50",,,
Mountain View,Townhomes,CA,94043,"[{'bedroom_type': '3 Beds', 'price': '$5,50'}]","357 Flower Ln, Mountain View, CA 94043",https://www.apartments.com/357-flower-ln-mountain-view-ca/7zkp13x/,2½ BAs,"1,625 Sq Ft","1,625",12 Month Lease,Available Now,"$5,50",,,,,
Oceanside,Townhomes,CA,92056,"[{'bedroom_type': '2 Beds', 'price': '$2,50'}]","4132 Lake Blvd, Oceanside, CA 92056",https://www.apartments.com/4132-lake-blvd-oceanside-ca/9hp8e86/,2 BAs,"1,850 Sq Ft","1,850",12 Month Lease,Available Now,,"$2,50",,,,
Union City,Townhomes,CA,94587,"[{'bedroom_type': '2 Beds', 'price': '$2,80'}]","4342 Solano Way, Union City, CA 94587",https://www.apartments.com/4342-solano-way-union-city-ca/ncrn1zn/,1½ BAs,"1,040 Sq Ft","1,040",12 Month Lease,Available Now,,"$2,80",,,,
Chula Vista,Townhomes,CA,91910,"[{'bedroom_type': '3 Beds', 'price': '$2,30'}]","490 Park Way, Chula Vista, CA 91910",https://www.apartments.com/490-park-way-chula-vista-ca/nv9p53m/,2½ BAs,"1,500 Sq Ft","1,500",6 Month Lease,Available Now,"$2,30",,,,,
San Diego,Townhomes,CA,92106,"[{'bedroom_type': '2 Beds', 'price': '$3,50'}]","2932 Lawrence St, San Diego, CA 92106",https://www.apartments.com/2932-lawrence-st-san-diego-ca/zxcbh2x/,2½ BAs,"1,400 Sq Ft","1,400",6 Month Lease,Available Now,,"$3,50",,,,
Los Angeles,Townhomes,CA,90048,"[{'bedroom_type': '2 Beds', 'price': '$3,85'}]","117 N Orlando Ave, Los Angeles, CA 90048",https://www.apartments.com/117-n-orlando-ave-los-angeles-ca/s50ncx7/,1½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,"$3,85",,,,
San Pedro,Townhomes,CA,90731,"[{'bedroom_type': '3 Beds', 'price': '$2,85'}]","839 S Centre St, San Pedro, CA 90731",https://www.apartments.com/839-s-centre-st-san-pedro-ca/24z3vyb/,2½ BAs,"1,250 Sq Ft","1,250",12 Month Lease,Available Now,"$2,85",,,,,
Sunnyvale,Townhomes,CA,94087,"[{'bedroom_type': '2 Beds', 'price': '$2,70'}]","627 E El Camino Real, Sunnyvale, CA 94087",https://www.apartments.com/627-e-el-camino-real-sunnyvale-ca/78bfkny/,2½ BAs,"1,171 Sq Ft","1,171",12 Month Lease,Available Now,,"$2,70",,,,
Los Angeles,Townhomes,CA,90025,"[{'bedroom_type': '4 Beds', 'price': '$7,30'}]","1745 S Barrington Ave, Los Angeles, CA 90025",https://www.apartments.com/1745-s-barrington-ave-los-angeles-ca/lced39d/,3½ BAs,"2,296 Sq Ft","2,296",12 Month Lease,Available Now,,,"$7,30",,,
Los Angeles,Townhomes,CA,90744,"[{'bedroom_type': '5 Beds', 'price': '$3,65'}]","1038 N Watson Ave, Los Angeles, CA 90744",https://www.apartments.com/1038-n-watson-ave-los-angeles-ca/plqr6qt/,3 BAs,"1,871 Sq Ft","1,871",12 Month Lease,Available Now,,,,,,"$3,65"
Los Angeles,Townhomes,CA,90744,"[{'bedroom_type': '5 Beds', 'price': '$3,65'}]","1036 N Watson Ave, Los Angeles, CA 90744",https://www.apartments.com/1036-n-watson-ave-los-angeles-ca/ylph6jt/,3 BAs,"1,871 Sq Ft","1,871",12 Month Lease,Available Now,,,,,,"$3,65"
San Jose,Townhomes,CA,95132,"[{'bedroom_type': '3 Beds', 'price': '$3,70'}]","2657 Heritage Park Cir, San Jose, CA 95132",https://www.apartments.com/2657-heritage-park-cir-san-jose-ca/m77keyk/,2½ BAs,"1,859 Sq Ft","1,859",12 Month Lease,Available Now,"$3,70",,,,,
Vista,Townhomes,CA,92084,"[{'bedroom_type': '4 Beds', 'price': '$3,20'}]","1156 Delpy View Pt, Vista, CA 92084",https://www.apartments.com/1156-delpy-view-pt-vista-ca/rqn5lp3/,2½ BAs,"1,747 Sq Ft","1,747",12 Month Lease,Available Now,,,"$3,20",,,
Westminster,Townhomes,CA,92683,"[{'bedroom_type': '2 Beds', 'price': '$2,00'}]","8019 Worthy Dr, Westminster, CA 92683",https://www.apartments.com/8019-worthy-dr-westminster-ca/z6m7bez/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,,"$2,00",,,,
Santa Clara,Townhomes,CA,95050,"[{'bedroom_type': '3 Beds', 'price': '$4,20'}]","1718 Hillebrant Pl, Santa Clara, CA 95050",https://www.apartments.com/1718-hillebrant-pl-santa-clara-ca/e3b2d8p/,3½ BAs,"1,637 Sq Ft","1,637",12 Month Lease,Available Now,"$4,20",,,,,
Sherman Oaks,Townhomes,CA,91403,"[{'bedroom_type': '2 Beds', 'price': '$3,30'}]","15165 Magnolia Blvd, Sherman Oaks, CA 91403",https://www.apartments.com/15165-magnolia-blvd-sherman-oaks-ca/903dvq7/,3 BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,"$3,30",,,,
Santa Monica,Townhomes,CA,90403,"[{'bedroom_type': '3 Beds', 'price': '$8,00'}]","1018 2nd St, Santa Monica, CA 90403",https://www.apartments.com/1018-2nd-st-santa-monica-ca/9r4v1f4/,2½ BAs,"2,002 Sq Ft","2,002",12 Month Lease,Available Now,"$8,00",,,,,
Fremont,Townhomes,CA,94538,"[{'bedroom_type': '2 Beds', 'price': '$3,00'}]","3616 Braxton Cmn, Fremont, CA 94538",https://www.apartments.com/3616-braxton-cmn-fremont-ca/jg02kk4/,2½ BAs,"1,317 Sq Ft","1,317",12 Month Lease,Available Now,,"$3,00",,,,
Dublin,Townhomes,CA,94568,"[{'bedroom_type': '4 Beds', 'price': '$3,80'}]","6630 S Mariposa Ln, Dublin, CA 94568",https://www.apartments.com/6630-s-mariposa-ln-dublin-ca/srd1wz5/,3½ BAs,"2,050 Sq Ft","2,050",12 Month Lease,Available Now,,,"$3,80",,,
Sunnyvale,Townhomes,CA,94086,"[{'bedroom_type': '3 Beds', 'price': '$3,90'}]","125 Holly Ter, Sunnyvale, CA 94086",https://www.apartments.com/125-holly-ter-sunnyvale-ca/1m6q977/,2½ BAs,"1,570 Sq Ft","1,570",12 Month Lease,Available Now,"$3,90",,,,,
San Diego,Townhomes,CA,92104,"[{'bedroom_type': '2 Beds', 'price': '$3,40'}]","3619 Florida St, San Diego, CA 92104",https://www.apartments.com/3619-florida-st-san-diego-ca/42m30wl/,2½ BAs,"1,104 Sq Ft","1,104",12 Month Lease,Available Now,,"$3,40",,,,
North Hollywood,Townhomes,CA,91601,"[{'bedroom_type': '2 Beds', 'price': '$3,20'}]","11439 Hatteras St, North Hollywood, CA 91601",https://www.apartments.com/11439-hatteras-st-north-hollywood-ca/mmgp30j/,2½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$3,20",,,,
San Jose,Townhomes,CA,95112,"[{'bedroom_type': '3 Beds', 'price': '$3,20'}]","686 Modern Ice Dr, San Jose, CA 95112",https://www.apartments.com/686-modern-ice-dr-san-jose-ca/fpxbf2v/,2½ BAs,"1,391 Sq Ft","1,391",12 Month Lease,Available Now,"$3,20",,,,,
Santa Barbara,Townhomes,CA,93103,"[{'bedroom_type': '3 Beds', 'price': '$3,15'}]","918 E Haley St, Santa Barbara, CA 93103",https://www.apartments.com/918-e-haley-st-santa-barbara-ca/kchcwr8/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,"$3,15",,,,,
Los Angeles,Townhomes,CA,90026,"[{'bedroom_type': '2 Beds', 'price': '$2,44'}]","208 Columbia Ave, Los Angeles, CA 90026",https://www.apartments.com/208-columbia-ave-los-angeles-ca/sbngj75/,1 BA,750 Sq Ft,750,1 Month Lease,May 20,,"$2,44",,,,
Los Angeles,Townhomes,CA,90026,"[{'bedroom_type': '3 Beds', 'price': '$3,00'}]","144 Rosemont Ave, Los Angeles, CA 90026",https://www.apartments.com/144-rosemont-ave-los-angeles-ca/qwm7r0z/,2½ BAs,"1,250 Sq Ft","1,250",12 Month Lease,Available Now,"$3,00",,,,,
Daly City,Townhomes,CA,94015,"[{'bedroom_type': '1 Bed', 'price': '$2,50'}]","374 Imperial Way, Daly City, CA 94015",https://www.apartments.com/374-imperial-way-daly-city-ca/jlx0sp7/,1 BA,817 Sq Ft,817,12 Month Lease,Available Now,,,,"$2,50",,
Santa Monica,Townhomes,CA,90401,"[{'bedroom_type': '3 Beds', 'price': '$4,30'}]","1328 9th St, Santa Monica, CA 90401",https://www.apartments.com/1328-9th-st-santa-monica-ca/dc13brl/,2½ BAs,"1,379 Sq Ft","1,379",12 Month Lease,Available Now,"$4,30",,,,,
San Jose,Townhomes,CA,95123,"[{'bedroom_type': '3 Beds', 'price': '$3,40'}]","308 Flinder Pl, San Jose, CA 95123",https://www.apartments.com/308-flinder-pl-san-jose-ca/lj508rg/,2 BAs,"1,359 Sq Ft","1,359",12 Month Lease,Available Now,"$3,40",,,,,
Marina Del Rey,Townhomes,CA,90292,"[{'bedroom_type': '2 Beds', 'price': '$5,20'}]","3636 Vía Dolce, Marina Del Rey, CA 90292",https://www.apartments.com/3636-via-dolce-marina-del-rey-ca/vcpevxf/,2½ BAs,"1,653 Sq Ft","1,653",12 Month Lease,Available Now,,"$5,20",,,,
Los Angeles,Townhomes,CA,90034,"[{'bedroom_type': '3 Beds', 'price': '$4,20'}]","3647 Dunn Dr, Los Angeles, CA 90034",https://www.apartments.com/3647-dunn-dr-los-angeles-ca/z89268z/,3½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,"$4,20",,,,,
Cupertino,Townhomes,CA,95014,"[{'bedroom_type': '3 Beds', 'price': '$3,79'}]","10131 Firwood Dr, Cupertino, CA 95014",https://www.apartments.com/10131-firwood-dr-cupertino-ca/cr96swg/,2½ BAs,"1,790 Sq Ft","1,790",12 Month Lease,Available Now,"$3,79",,,,,
San Diego,Townhomes,CA,92126,"[{'bedroom_type': '3 Beds', 'price': '$2,50'}]","9574 Caminito Tirada, San Diego, CA 92126",https://www.apartments.com/9574-caminito-tirada-san-diego-ca/nd3pw6n/,1½ BAs,"1,260 Sq Ft","1,260",12 Month Lease,Available Now,"$2,50",,,,,
Los Angeles,Townhomes,CA,90036,"[{'bedroom_type': '2 Beds', 'price': '$3,29'}]","839 S Sycamore Ave, Los Angeles, CA 90036",https://www.apartments.com/839-s-sycamore-ave-los-angeles-ca/zwz21fy/,1½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,,"$3,29",,,,
Pacific Palisades,Townhomes,CA,90272,"[{'bedroom_type': '2 Beds', 'price': '$4,20'}]","736 Haverford Ave, Pacific Palisades, CA 90272",https://www.apartments.com/736-haverford-ave-pacific-palisades-ca/7wwsnhy/,1 BA,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,"$4,20",,,,
San Diego,Townhomes,CA,92108,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","7471 Hazard Center Dr, San Diego, CA 92108",https://www.apartments.com/7471-hazard-center-dr-san-diego-ca/h4xdyl0/,2 BAs,950 Sq Ft,950,12 Month Lease,Available Now,,"$2,60",,,,
Long Beach,Townhomes,CA,90807,"[{'bedroom_type': '2 Beds', 'price': '$3,20'}]","4080 Del Mar Ave, Long Beach, CA 90807",https://www.apartments.com/4080-del-mar-ave-long-beach-ca/2vy1ee9/,1½ BAs,"1,200 Sq Ft","1,200",12 Month Lease,Jan 15,,"$3,20",,,,
Los Angeles,Townhomes,CA,90066,"[{'bedroom_type': '4 Beds', 'price': '$5,00'}]","4902 McConnell Ave, Los Angeles, CA 90066",https://www.apartments.com/4902-mcconnell-ave-los-angeles-ca/ex26hsn/,2½ BAs,"1,844 Sq Ft","1,844",12 Month Lease,Available Now,,,"$5,00",,,
West Hollywood,Townhomes,CA,90046,"[{'bedroom_type': '1 Bed', 'price': '$2,80'}]","1229 N Orange Grove Ave, West Hollywood, CA 90046",https://www.apartments.com/1229-n-orange-grove-ave-west-hollywood-ca/x9rz3rp/,1 BA,740 Sq Ft,740,12 Month Lease,Available Now,,,,"$2,80",,
Los Gatos,Townhomes,CA,95030,"[{'bedroom_type': 'Studio', 'price': '$2,00'}]","16731 Madrone Ave, Los Gatos, CA 95030",https://www.apartments.com/16731-madrone-ave-los-gatos-ca/xgyhx3n/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,,,,"$2,00",
Los Angeles,Townhomes,CA,90019,"[{'bedroom_type': '3 Beds', 'price': '$3,90'}]","1037 S Longwood Ave, Los Angeles, CA 90019",https://www.apartments.com/1037-s-longwood-ave-los-angeles-ca/lk4zj1e/,2 BAs,"1,320 Sq Ft","1,320",12 Month Lease,Available Now,"$3,90",,,,,
Santa Clara,Townhomes,CA,95050,"[{'bedroom_type': '2 Beds', 'price': '$2,92'}]","46 Monroe St, Santa Clara, CA 95050",https://www.apartments.com/46-monroe-st-santa-clara-ca/3y72v2g/,1 BA,"1,100 Sq Ft","1,100",12 Month Lease,Jan 11,,"$2,92",,,,
San Rafael,Townhomes,CA,94901,"[{'bedroom_type': '4 Beds', 'price': '$4,40'}]","87 Corte Mesa Dr, San Rafael, CA 94901",https://www.apartments.com/87-corte-mesa-dr-san-rafael-ca/7b1xv0w/,2 BAs,"2,000 Sq Ft","2,000",12 Month Lease,Available Now,,,"$4,40",,,
Santa Monica,Townhomes,CA,90405,"[{'bedroom_type': '3 Beds', 'price': '$4,99'}]","2325 20th St, Santa Monica, CA 90405",https://www.apartments.com/2325-20th-st-santa-monica-ca/e5316jq/,2½ BAs,"1,450 Sq Ft","1,450",12 Month Lease,Available Now,"$4,99",,,,,
Huntington Beach,Townhomes,CA,92648,"[{'bedroom_type': '1 Bed', 'price': '$1,99'}]","7906 Palin Cir, Huntington Beach, CA 92648",https://www.apartments.com/7906-palin-cir-huntington-beach-ca/xls3cdn/,1½ BAs,890 Sq Ft,890,1 Month Lease,Available Now,,,,"$1,99",,
Chula Vista,Townhomes,CA,91913,"[{'bedroom_type': '2 Beds', 'price': '$2,40'}]","575 Otay Lakes Rd, Chula Vista, CA 91913",https://www.apartments.com/575-otay-lakes-rd-chula-vista-ca/dh56j1h/,2½ BAs,"1,344 Sq Ft","1,344",12 Month Lease,Available Now,,"$2,40",,,,
Malibu,Townhomes,CA,90265,"[{'bedroom_type': '3 Beds', 'price': '$5,50'}]","28230 Rey De Copas Ln, Malibu, CA 90265",https://www.apartments.com/28230-rey-de-copas-ln-malibu-ca/t4zc2e8/,3 BAs,"1,681 Sq Ft","1,681",3 Month Lease,Available Now,"$5,50",,,,,
Pacifica,Townhomes,CA,94044,"[{'bedroom_type': '2 Beds', 'price': '$3,00'}]","1109 Oddstad Blvd, Pacifica, CA 94044",https://www.apartments.com/1109-oddstad-blvd-pacifica-ca/0chp5w0/,1½ BAs,960 Sq Ft,960,12 Month Lease,Available Now,,"$3,00",,,,
