City_Rent,Type,State_Rent,Zip_code,Bedroom_Info,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,Lease_length,Availability_check,2 Beds,1 Bed,Studio,3 Beds,6 Beds,1 – 2 Beds,Studio – 2 Beds,4 Beds
Los Angeles,Condos,CA,90024,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","Los Angeles, CA 90024",https://www.apartments.com/671-landfair-ave-los-angeles-ca/nt5em7p/,1 BA,"1,100 Sq Ft","1,100",12 Month Lease,Available Now,"$2,60",,,,,,,
Anaheim,Condos,CA,92805,"[{'bedroom_type': '2 Beds', 'price': '$1,62'}]","Anaheim, CA 92805",https://www.apartments.com/410-n-bush-st-anaheim-ca/rnt2xy1/,1 BA,800 Sq Ft,800,,Available Now,"$1,62",,,,,,,
Anaheim,Condos,CA,92805,"[{'bedroom_type': '1 Bed', 'price': '$1,40'}]","Anaheim, CA 92805",https://www.apartments.com/416-bush-n-st-anaheim-ca/3z6x32g/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,,"$1,40",,,,,,
Richmond,Condos,CA,94804,"[{'bedroom_type': '2 Beds', 'price': '$2,05'}]","Richmond, CA 94804",https://www.apartments.com/5234-columbia-ave-richmond-ca/v1t0peg/,1 BA,780 Sq Ft,780,12 Month Lease,Available Now,"$2,05",,,,,,,
La Mesa,Condos,CA,91941,"[{'bedroom_type': '1 Bed', 'price': '$1,39'}]","La Mesa, CA 91941",https://www.apartments.com/4636-4th-st-la-mesa-ca/3671jjd/,1 BA,500 Sq Ft,500,12 Month Lease,Jan 2,,"$1,39",,,,,,
West Sacramento,Condos,CA,95605,"[{'bedroom_type': '2 Beds', 'price': '$2,00'}]","West Sacramento, CA 95605",https://www.apartments.com/289-3rd-st-west-sacramento-ca/wznnkjk/,1 BA,750 Sq Ft,750,12 Month Lease,Available Now,"$2,00",,,,,,,
Los Angeles,Condos,CA,90031,"[{'bedroom_type': 'Studio', 'price': '$1,40'}]","Los Angeles, CA 90031",https://www.apartments.com/2116-keith-st-los-angeles-ca/p8zjxgv/,1 BA,450 Sq Ft,450,12 Month Lease,Available Now,,,"$1,40",,,,,
Laguna Niguel,Condos,CA,92677,"[{'bedroom_type': '2 Beds', 'price': '$3,20'}]","23 Dover Pl, Laguna Niguel, CA 92677",https://www.apartments.com/23-dover-pl-laguna-niguel-ca-unit-23/bbffb89/,2 BAs,"1,010 Sq Ft","1,010",12 Month Lease,Available Now,"$3,20",,,,,,,
Berkeley,Condos,CA,94709,"[{'bedroom_type': '3 Beds', 'price': '$5,98'}]","Berkeley, CA 94709",https://www.apartments.com/1751-spruce-st-berkeley-ca/xylvgbn/,1 BA,"1,300 Sq Ft","1,300",12 Month Lease,Available Now,,,,"$5,98",,,,
Hayward,Condos,CA,94541,"[{'bedroom_type': '3 Beds', 'price': '$3,20'}]","Hayward, CA 94541",https://www.apartments.com/1453-c-st-hayward-ca/m1cmv0h/,2 BAs,"1,200 Sq Ft","1,200",12 Month Lease,Available Now,,,,"$3,20",,,,
San Francisco,Condos,CA,94127,"[{'bedroom_type': '6 Beds', 'price': '$5,95'}]","San Francisco, CA 94127",https://www.apartments.com/481-monterey-blvd-san-francisco-ca/qbw1sjw/,3 BAs,"2,500 Sq Ft","2,500",6 Month Lease,Available Now,,,,,"$5,95",,,
San Jose,Condos,CA,95131,"[{'bedroom_type': '2 Beds', 'price': '$2,60'}]","1552 Four Oaks Cir, San Jose, CA 95131",https://www.apartments.com/1552-four-oaks-cir-san-jose-ca-unit-1552/jnj44t4/,2 BAs,992 Sq Ft,992,12 Month Lease,Available Now,"$2,60",,,,,,,
Santa Clarita,Condos,CA,91355,"[{'bedroom_type': '3 Beds', 'price': '$4,00'}]","24535 Town Center Dr, Santa Clarita, CA 91355",https://www.apartments.com/24535-town-center-dr-santa-clarita-ca-unit-6104/gcytxgy/,2 BAs,"1,603 Sq Ft","1,603",12 Month Lease,Available Now,,,,"$4,00",,,,
Rancho Cucamonga,Condos,CA,91730,"[{'bedroom_type': '2 Beds', 'price': '$2,55'}]","8058 City View Pl, Rancho Cucamonga, CA 91730",https://www.apartments.com/8058-city-view-pl-rancho-cucamonga-ca-unit-building-16/qprl0cw/,3 BAs,"1,800 Sq Ft","1,800",12 Month Lease,Jan 31,"$2,55",,,,,,,
Los Alamitos,Condos,CA,90720,"[{'bedroom_type': '2 Beds', 'price': '$1,97'}]","Los Alamitos, CA 90720",https://www.apartments.com/4001-green-ave-los-alamitos-ca/8brz552/,2 BAs,900 Sq Ft,900,12 Month Lease,Available Now,"$1,97",,,,,,,
San Marcos,Condos,CA,92069,"[{'bedroom_type': '2 Beds', 'price': '$2,20'}]","1874 Matin Cir, San Marcos, CA 92069",https://www.apartments.com/1874-matin-cir-san-marcos-ca-unit-206/htdgrz2/,2 BAs,"1,001 Sq Ft","1,001",12 Month Lease,Available Now,"$2,20",,,,,,,
San Mateo,Condos,CA,94404,"[{'bedroom_type': '2 Beds', 'price': '$2,95'}]","425 Anchor Rd, San Mateo, CA 94404",https://www.apartments.com/425-anchor-rd-san-mateo-ca-unit-207/5dsnzpm/,1 BA,950 Sq Ft,950,12 Month Lease,Available Now,"$2,95",,,,,,,
San Francisco,Condos,CA,94116,"[{'bedroom_type': '1 Bed', 'price': '$2,45'}]","San Francisco, CA 94116",https://www.apartments.com/2707-44th-ave-san-francisco-ca/hrh0qw2/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,"$2,45",,,,,,
Redlands,Condos,CA,92374,"[{'bedroom_type': '2 Beds', 'price': '$1,60'}]","Redlands, CA 92374",https://www.apartments.com/205-church-st-redlands-ca/tq1d338/,1 BA,750 Sq Ft,750,12 Month Lease,Available Now,"$1,60",,,,,,,
Napa,Condos,CA,94559,"[{'bedroom_type': '2 Beds', 'price': '$2,15'}]","22 Bridgegate Way, Napa, CA 94559",https://www.apartments.com/22-bridgegate-way-napa-ca-unit-22/kwxf13c/,2½ BAs,950 Sq Ft,950,12 Month Lease,Available Now,"$2,15",,,,,,,
Torrance,Condos,CA,90501,"[{'bedroom_type': '1 – 2 Beds', 'price': '$1,750'}]","Torrance, CA 90501",https://www.apartments.com/1609-w-227th-st-torrance-ca/4kwdftk/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,,,,,,"$1,750",,
San Luis Obispo,Condos,CA,93405,"[{'bedroom_type': '1 Bed', 'price': '$1,70'}]","San Luis Obispo, CA 93405",https://www.apartments.com/404-patricia-dr-san-luis-obispo-ca/sm3yny5/,1 BA,400 Sq Ft,400,3 Month Lease,Apr 3,,"$1,70",,,,,,
Hermosa Beach,Condos,CA,90254,"[{'bedroom_type': '1 Bed', 'price': '$2,45'}]","Hermosa Beach, CA 90254",https://www.apartments.com/923-1-2-6th-st-hermosa-beach-ca/sbn1el5/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,,"$2,45",,,,,,
Venice,Condos,CA,90291,"[{'bedroom_type': '1 Bed', 'price': '$2,95'}]","109 Park Pl, Venice, CA 90291",https://www.apartments.com/109-park-pl-venice-ca/3q9p97d/,1 BA,850 Sq Ft,850,1 Month Lease,Available Now,,"$2,95",,,,,,
San Diego,Condos,CA,92127,"[{'bedroom_type': '2 Beds', 'price': '$2,40'}]","17161 Alva Rd, San Diego, CA 92127",https://www.apartments.com/17161-alva-rd-san-diego-ca-unit-2737/0dy7lk0/,2 BAs,900 Sq Ft,900,12 Month Lease,Feb 1,"$2,40",,,,,,,
Palm Desert,Condos,CA,92260,"[{'bedroom_type': '3 Beds', 'price': '$3,50'}]","4153 Via Mattina, Palm Desert, CA 92260",https://www.apartments.com/4153-via-mattina-palm-desert-ca-unit-1/evdvclm/,2 BAs,"1,961 Sq Ft","1,961",12 Month Lease,Available Now,,,,"$3,50",,,,
Los Angeles,Condos,CA,91602,"[{'bedroom_type': '3 Beds', 'price': '$3,89'}]","10640 Woodbridge St, Los Angeles, CA 91602",https://www.apartments.com/10640-woodbridge-st-los-angeles-ca-unit-206/3fmzseg/,2½ BAs,"1,752 Sq Ft","1,752",12 Month Lease,Available Now,,,,"$3,89",,,,
Buena Park,Condos,CA,90621,"[{'bedroom_type': '2 Beds', 'price': '$1,70'}]","Buena Park, CA 90621",https://www.apartments.com/7701-franklin-st-buena-park-ca/ldm269f/,1 BA,768 Sq Ft,768,12 Month Lease,Available Now,"$1,70",,,,,,,
Huntington Beach,Condos,CA,92648,"[{'bedroom_type': '1 Bed', 'price': '$2,90'}]","19152 Shoreline Ln, Huntington Beach, CA 92648",https://www.apartments.com/19152-shoreline-ln-huntington-beach-ca-unit-3/pj0nm0r/,1 BA,700 Sq Ft,700,1 Month Lease,May 1,,"$2,90",,,,,,
Oakland,Condos,CA,94607,"[{'bedroom_type': '1 Bed', 'price': '$2,00'}]","988 Franklin St, Oakland, CA 94607",https://www.apartments.com/988-franklin-st-oakland-ca-unit-503/rzpfeh1/,1 BA,620 Sq Ft,620,12 Month Lease,Available Now,,"$2,00",,,,,,
Eastvale,Condos,CA,92880,"[{'bedroom_type': 'Studio', 'price': '$1,80'}]","Eastvale, CA 92880",https://www.apartments.com/8418-lourenco-ln-eastvale-ca/s35xf47/,1 BA,650 Sq Ft,650,12 Month Lease,Available Now,,,"$1,80",,,,,
Los Angeles,Condos,CA,90059,"[{'bedroom_type': '1 – 2 Beds', 'price': '$1,700'}]","Los Angeles, CA 90059",https://www.apartments.com/12239-blakley-ave-los-angeles-ca/q9nkl3x/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,,,,,,"$1,700",,
San Luis Obispo,Condos,CA,93405,"[{'bedroom_type': '2 Beds', 'price': '$1,69'}]","San Luis Obispo, CA 93405",https://www.apartments.com/805-boysen-ave-san-luis-obispo-ca/7zy53bw/,1 BA,700 Sq Ft,700,6 Month Lease,Available Now,"$1,69",,,,,,,
Oceanside,Condos,CA,92054,"[{'bedroom_type': '2 Beds', 'price': '$1,69'}]","Oceanside, CA 92054",https://www.apartments.com/555-greenbrier-dr-oceanside-ca/63wnclr/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,"$1,69",,,,,,,
San Diego,Condos,CA,92108,"[{'bedroom_type': '1 Bed', 'price': '$1,39'}]","San Diego, CA 92108",https://www.apartments.com/3890-sipes-ln-san-diego-ca/byd8wd8/,1 BA,560 Sq Ft,560,12 Month Lease,Available Now,,"$1,39",,,,,,
Oceanside,Condos,CA,92058,"[{'bedroom_type': '2 Beds', 'price': '$1,85'}]","615 Fredricks Ave, Oceanside, CA 92058",https://www.apartments.com/615-fredricks-ave-oceanside-ca-unit-115/71t413y/,2 BAs,987 Sq Ft,987,12 Month Lease,Available Now,"$1,85",,,,,,,
Walnut Creek,Condos,CA,94596,"[{'bedroom_type': '1 Bed', 'price': '$1,71'}]","Walnut Creek, CA 94596",https://www.apartments.com/1869-lacassie-ave-walnut-creek-ca/cjfjtpg/,1 BA,516 Sq Ft,516,6 Month Lease,Available Now,,"$1,71",,,,,,
Berkeley,Condos,CA,94709,"[{'bedroom_type': '1 Bed', 'price': '$2,00'}]","Berkeley, CA 94709",https://www.apartments.com/1531-shattuck-ave-berkeley-ca/f5nbsjv/,1 BA,825 Sq Ft,825,12 Month Lease,Available Now,,"$2,00",,,,,,
Redondo Beach,Condos,CA,90278,"[{'bedroom_type': '2 Beds', 'price': '$2,29'}]","Redondo Beach, CA 90278",https://www.apartments.com/2929-w-190th-st-redondo-beach-ca/8095bh0/,2 BAs,"1,150 Sq Ft","1,150",12 Month Lease,Available Now,"$2,29",,,,,,,
Long Beach,Condos,CA,90802,"[{'bedroom_type': '1 Bed', 'price': '$3,75'}]","1750 Ocean E Blvd, Long Beach, CA 90802",https://www.apartments.com/1750-ocean-e-blvd-long-beach-ca-unit-c/rewt131/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,,"$3,75",,,,,,
Oceanside,Condos,CA,92057,"[{'bedroom_type': '2 Beds', 'price': '$1,97'}]","175 Avenida Descanso, Oceanside, CA 92057",https://www.apartments.com/175-avenida-descanso-oceanside-ca-unit-212/rz2hmq2/,1 BA,741 Sq Ft,741,12 Month Lease,Available Now,"$1,97",,,,,,,
Bloomington,Condos,CA,92316,"[{'bedroom_type': '1 Bed', 'price': '$1,45'}]","Bloomington, CA 92316",https://www.apartments.com/9891-cedar-ave-bloomington-ca/579qd6m/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,,"$1,45",,,,,,
Sacramento,Condos,CA,95834,"[{'bedroom_type': '2 Beds', 'price': '$1,60'}]","Sacramento, CA 95834",https://www.apartments.com/4200-e-commerce-way-sacramento-ca/40hqedk/,2 BAs,958 Sq Ft,958,12 Month Lease,Available Now,"$1,60",,,,,,,
Carlsbad,Condos,CA,92009,"[{'bedroom_type': '3 Beds', 'price': '$3,10'}]","1971 Swallow Ln, Carlsbad, CA 92009",https://www.apartments.com/1971-swallow-ln-carlsbad-ca-unit-primary/289gtxc/,2 BAs,"1,342 Sq Ft","1,342",12 Month Lease,Feb 1,,,,"$3,10",,,,
Redlands,Condos,CA,92373,"[{'bedroom_type': '1 Bed', 'price': '$1,40'}]","616 Brookside Ave, Redlands, CA 92373",https://www.apartments.com/616-brookside-ave-redlands-ca/ynlwj1r/,1 BA,300 Sq Ft,300,12 Month Lease,Available Now,,"$1,40",,,,,,
Newport Beach,Condos,CA,92663,"[{'bedroom_type': '2 Beds', 'price': '$2,80'}]","Newport Beach, CA 92663",https://www.apartments.com/204-30th-st-newport-beach-ca/82k4vk0/,1 BA,722 Sq Ft,722,12 Month Lease,Jan 23,"$2,80",,,,,,,
Sacramento,Condos,CA,95833,"[{'bedroom_type': '1 Bed', 'price': '$1,08'}]","Sacramento, CA 95833",https://www.apartments.com/2928-weald-way-sacramento-ca/qz8h60y/,1 BA,900 Sq Ft,900,12 Month Lease,Available Now,,"$1,08",,,,,,
Los Angeles,Condos,CA,90042,"[{'bedroom_type': '2 Beds', 'price': '$1,90'}]","Los Angeles, CA 90042",https://www.apartments.com/213-s-avenue-59-los-angeles-ca/h6mgfn3/,1½ BAs,936 Sq Ft,936,11 Month Lease,Available Now,"$1,90",,,,,,,
La Jolla,Condos,CA,92037,"[{'bedroom_type': '2 Beds', 'price': '$3,00'}]","La Jolla, CA 92037",https://www.apartments.com/7345-fay-ave-la-jolla-ca/mlbmmfk/,1 BA,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,"$3,00",,,,,,,
La Jolla,Condos,CA,92037,"[{'bedroom_type': '1 Bed', 'price': '$2,00'}]","La Jolla, CA 92037",https://www.apartments.com/7349-fay-ave-la-jolla-ca/7ds7s3x/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,,"$2,00",,,,,,
La Jolla,Condos,CA,92037,"[{'bedroom_type': '1 Bed', 'price': '$2,00'}]","La Jolla, CA 92037",https://www.apartments.com/7349-fay-ave-la-jolla-ca/7ds7s3x/,1 BA,600 Sq Ft,600,12 Month Lease,Available Now,,"$2,00",,,,,,
Kentfield,Condos,CA,94904,"[{'bedroom_type': '2 Beds', 'price': '$3,17'}]","Kentfield, CA 94904",https://www.apartments.com/50-corte-real-kentfield-ca/mkmg20h/,2½ BAs,"1,500 Sq Ft","1,500",12 Month Lease,Available Now,"$3,17",,,,,,,
Menlo Park,Condos,CA,94025,"[{'bedroom_type': '2 Beds', 'price': '$4,20'}]","675 Sharon Park Dr, Menlo Park, CA 94025",https://www.apartments.com/675-sharon-park-dr-menlo-park-ca-unit-311/jey3t85/,2 BAs,"1,000 Sq Ft","1,000",12 Month Lease,Jan 4,"$4,20",,,,,,,
Oceanside,Condos,CA,92054,"[{'bedroom_type': '1 Bed', 'price': '$1,75'}]","Oceanside, CA 92054",https://www.apartments.com/1906-s-tremont-st-oceanside-ca/sc3bxy7/,1 BA,600 Sq Ft,600,1 Month Lease,Available Now,,"$1,75",,,,,,
Fullerton,Condos,CA,92832,"[{'bedroom_type': '2 Beds', 'price': '$2,25'}]","Fullerton, CA 92832",https://www.apartments.com/517-williamson-ave-fullerton-ca/y30mfnr/,2 BAs,975 Sq Ft,975,12 Month Lease,Available Now,"$2,25",,,,,,,
Sacramento,Condos,CA,95811,"[{'bedroom_type': '1 Bed', 'price': '$2,50'}]","Sacramento, CA 95811",https://www.apartments.com/1900-h-st-sacramento-ca/nhqwhkq/,1 BA,"1,050 Sq Ft","1,050",12 Month Lease,Available Now,,"$2,50",,,,,,
Los Angeles,Condos,CA,90049,"[{'bedroom_type': '2 Beds', 'price': '$1,89'}]","Los Angeles, CA 90049",https://www.apartments.com/265-s-church-ln-los-angeles-ca/xpqenqn/,1 BA,650 Sq Ft,650,12 Month Lease,Available Now,"$1,89",,,,,,,
Palm Springs,Condos,CA,92264,"[{'bedroom_type': '2 Beds', 'price': '$3,50'}]","72 Portola Dr, Palm Springs, CA 92264",https://www.apartments.com/72-portola-dr-palm-springs-ca-unit-72/llxhy9d/,2 BAs,"1,125 Sq Ft","1,125",1 Month Lease,Mar 21,"$3,50",,,,,,,
Palm Desert,Condos,CA,92260,"[{'bedroom_type': '3 Beds', 'price': '$2,70'}]","61 Conejo Cir, Palm Desert, CA 92260",https://www.apartments.com/61-conejo-cir-palm-desert-ca/eqwljkq/,2 BAs,"1,831 Sq Ft","1,831",12 Month Lease,Jan 6,,,,"$2,70",,,,
Lawndale,Condos,CA,90260,"[{'bedroom_type': '2 Beds', 'price': '$1,80'}]","Lawndale, CA 90260",https://www.apartments.com/14902-eastwood-ave-lawndale-ca/qtzvgwz/,1 BA,"1,350 Sq Ft","1,350",2 Month Lease,Available Now,"$1,80",,,,,,,
San Pablo,Condos,CA,94806,"[{'bedroom_type': '2 Beds', 'price': '$1,90'}]","San Pablo, CA 94806",https://www.apartments.com/5269-riverside-ave-san-pablo-ca/w0882yh/,1 BA,770 Sq Ft,770,12 Month Lease,Available Now,"$1,90",,,,,,,
Landers,Condos,CA,92285,"[{'bedroom_type': '2 Beds', 'price': '$1,30'}]","Landers, CA 92285",https://www.apartments.com/1050-alta-ave-landers-ca/zge5h3w/,1 BA,850 Sq Ft,850,12 Month Lease,Available Now,"$1,30",,,,,,,
San Diego,Condos,CA,92120,"[{'bedroom_type': '2 Beds', 'price': '$1,89'}]","7740 Margerum Ave, San Diego, CA 92120",https://www.apartments.com/7740-margerum-ave-san-diego-ca-unit-210/rx9sqs1/,1 BA,820 Sq Ft,820,12 Month Lease,Available Now,"$1,89",,,,,,,
Rohnert Park,Condos,CA,94928,"[{'bedroom_type': '1 Bed', 'price': '$1,70'}]","Rohnert Park, CA 94928",https://www.apartments.com/1317-maurice-ave-rohnert-park-ca/8er51f3/,1 BA,800 Sq Ft,800,12 Month Lease,Available Now,,"$1,70",,,,,,
Lake Elsinore,Condos,CA,92530,"[{'bedroom_type': '2 Beds', 'price': '$1,80'}]","Lake Elsinore, CA 92530",https://www.apartments.com/416-n-langstaff-st-lake-elsinore-ca/04gjcm1/,1 BA,800 Sq Ft,800,12 Month Lease,Jan 8,"$1,80",,,,,,,
Topanga,Condos,CA,90290,"[{'bedroom_type': '1 Bed', 'price': '$2,60'}]","22862 Portage Circle Dr, Topanga, CA 90290",https://www.apartments.com/22862-portage-circle-dr-topanga-ca/e9mqelp/,1 BA,700 Sq Ft,700,,Available Now,,"$2,60",,,,,,
Los Angeles,Condos,CA,90006,"[{'bedroom_type': '3 Beds', 'price': '$2,49'}]","Los Angeles, CA 90006",https://www.apartments.com/1033-s-bonnie-brae-st-los-angeles-ca/h4gpst2/,1½ BAs,"1,000 Sq Ft","1,000",12 Month Lease,Available Now,,,,"$2,49",,,,
Los Angeles,Condos,CA,91604,"[{'bedroom_type': '1 Bed', 'price': '$2,00'}]","Los Angeles, CA 91604",https://www.apartments.com/10949-fruitland-dr-los-angeles-ca/z6qd75x/,1 BA,700 Sq Ft,700,12 Month Lease,Available Now,,"$2,00",,,,,,
Sacramento,Condos,CA,95835,"[{'bedroom_type': '2 Beds', 'price': '$1,99'}]","3301 N Park Dr, Sacramento, CA 95835",https://www.apartments.com/3301-n-park-dr-sacramento-ca-unit-4412/ylx1cqv/,2 BAs,"1,092 Sq Ft","1,092",12 Month Lease,Available Now,"$1,99",,,,,,,
Los Angeles,Condos,CA,90049,"[{'bedroom_type': '1 Bed', 'price': '$2,40'}]","11767 Sunset Blvd, Los Angeles, CA 90049",https://www.apartments.com/11767-sunset-blvd-los-angeles-ca-unit-104/64feerr/,1½ BAs,900 Sq Ft,900,12 Month Lease,Available Now,,"$2,40",,,,,,
Redwood City,Condos,CA,94061,"[{'bedroom_type': '1 Bed', 'price': '$2,49'}]","Redwood City, CA 94061",https://www.apartments.com/1151-davis-st-redwood-city-ca/w9epewl/,1 BA,580 Sq Ft,580,12 Month Lease,Available Now,,"$2,49",,,,,,
Alhambra,Condos,CA,91801,"[{'bedroom_type': '2 Beds', 'price': '$2,75'}]","1008 N Monterey St, Alhambra, CA 91801",https://www.apartments.com/1008-n-monterey-st-alhambra-ca-unit-307/qd7fd0y/,2 BAs,"1,060 Sq Ft","1,060",12 Month Lease,Available Now,"$2,75",,,,,,,
Santa Clara,Condos,CA,95054,"[{'bedroom_type': '2 Beds', 'price': '$2,45'}]","Santa Clara, CA 95054",https://www.apartments.com/1050-clyde-ave-santa-clara-ca/dtyqsll/,1 BA,994 Sq Ft,994,12 Month Lease,Available Now,"$2,45",,,,,,,
